Manufacturer,Model,Type,Modus,Refrigerant,Mass of Refrigerant [kg],Date,SPL indoor [dBA],SPL outdoor [dBA],Prated [kW],PSB [W],Guideline,Climate,P_el_n [W],P_th_max [W],k1,k2,k3,k4,k5,k6,k7,k8,k9,Group
Clivet ,WSAN-YMi 141,Outdoor Air/Water,Inverter,R32,5.0,2021-12-18,,77.0,29.69,18,EN 14825,average,8622,20110,-0.1035061327529866,-0.004743336538455838,2.047302317388666,-0.04673133689911247,0.017460672057347512,0.0770494947121096,0.1741054677166224,-0.0951808313720064,7.184971941404539,1.0
DAIKIN Europe ,EGSAX10D9W(G) (1PH),Brine/Water,Inverter,R32,1.7,2019-06-14,41.0,,8.5,15,EN 14825,average,1701,7450,-0.19414448111766466,-0.002375439460497463,3.188410092716268,-0.04088721286265483,0.016436317343862646,0.15284228683130047,-0.015614390182977706,-0.08605450571427208,7.611523999568095,2.0
DAIKIN Europe ,EGSAX10D9W(G) (3PH),Brine/Water,Inverter,R32,1.7,2019-06-14,41.0,,8.5,15,EN 14825,average,1701,7450,-0.19414448111766466,-0.002375439460497463,3.188410092716268,-0.04088721286265483,0.016436317343862646,0.15284228683130047,-0.015614390182977706,-0.08605450571427208,7.611523999568095,2.0
DAIKIN Europe ,EGSAH10D9W (1PH),Brine/Water,Inverter,R32,1.7,2019-06-14,41.0,,8.5,15,EN 14825,average,1701,7450,-0.19414448111766466,-0.002375439460497463,3.188410092716268,-0.04088721286265483,0.016436317343862646,0.15284228683130047,-0.015614390182977706,-0.08605450571427208,7.611523999568095,2.0
DAIKIN Europe ,EGSAH10D9W (3PH),Brine/Water,Inverter,R32,1.7,2019-06-14,41.0,,8.5,15,EN 14825,average,1701,7450,-0.19414448111766466,-0.002375439460497463,3.188410092716268,-0.04088721286265483,0.016436317343862646,0.15284228683130047,-0.015614390182977706,-0.08605450571427208,7.611523999568095,2.0
DAIKIN Europe ,EGSAX06D9W(G) (1PH),Brine/Water,Inverter,R32,1.7,2019-06-14,,,6.2,15,EN 14825,average,1151,5460,-0.2090970072647342,-0.00316922450731533,3.4396087247045632,-0.03752525342724528,0.02168492033804315,0.011570845483034432,-0.07483784946734229,-0.10872130601439664,8.38797736738046,2.0
DAIKIN Europe ,EGSAX06D9W(G) (3PH),Brine/Water,Inverter,R32,1.7,2019-06-14,,,6.2,15,EN 14825,average,1151,5460,-0.2090970072647342,-0.00316922450731533,3.4396087247045632,-0.03752525342724528,0.02168492033804315,0.011570845483034432,-0.07483784946734229,-0.10872130601439664,8.38797736738046,2.0
DAIKIN Europe ,EGSAH06D9W (1PH),Brine/Water,Inverter,R32,1.7,2019-06-14,,,6.2,15,EN 14825,average,1151,5460,-0.2090970072647342,-0.00316922450731533,3.4396087247045632,-0.03752525342724528,0.02168492033804315,0.011570845483034432,-0.07483784946734229,-0.10872130601439664,8.38797736738046,2.0
DAIKIN Europe ,EGSAH06D9W (3PH),Brine/Water,Inverter,R32,1.7,2019-06-14,,,6.2,15,EN 14825,average,1151,5460,-0.2090970072647342,-0.00316922450731533,3.4396087247045632,-0.03752525342724528,0.02168492033804315,0.011570845483034432,-0.07483784946734229,-0.10872130601439664,8.38797736738046,2.0
DAIKIN Europe ,EPRA14DV / ETBH16D6V,Outdoor Air/Water,Inverter,R32,4.2,2020-02-07,44.0,54.0,13.0,21,EN 14825,average,3558,11200,-0.07088546926139687,0.006256216435991164,2.1655599711179665,-0.03511974759526352,0.013515576454156452,0.21916996744439485,0.12902574251303786,-0.07833742772645745,6.8650089793013525,1.0
DAIKIN Europe ,EPRA14DV / ETBH16D9W,Outdoor Air/Water,Inverter,R32,4.2,2020-02-07,44.0,54.0,13.0,21,EN 14825,average,3558,11200,-0.07088546926139687,0.006256216435991164,2.1655599711179665,-0.03511974759526352,0.013515576454156452,0.21916996744439485,0.12902574251303786,-0.07833742772645745,6.8650089793013525,1.0
DAIKIN Europe ,EPRA14DW / ETBH16D6V,Outdoor Air/Water,Inverter,R32,4.2,2020-02-07,44.0,54.0,13.0,42,EN 14825,average,3609,11100,-0.078756065061418,0.0020295558819483964,2.238645550885161,-0.03752690121022555,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
DAIKIN Europe ,EPRA14DW / ETBH16D9W,Outdoor Air/Water,Inverter,R32,4.2,2020-02-07,44.0,54.0,13.0,42,EN 14825,average,3609,11100,-0.078756065061418,0.0020295558819483964,2.238645550885161,-0.03752690121022555,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
DAIKIN Europe ,EPRA14DV / ETBX16D6V,Outdoor Air/Water,Inverter,R32,4.2,2020-02-07,44.0,54.0,13.0,21,EN 14825,average,3558,11200,-0.07088546926139687,0.006256216435991164,2.1655599711179665,-0.03511974759526352,0.013515576454156452,0.21916996744439485,0.12902574251303786,-0.07833742772645745,6.8650089793013525,1.0
DAIKIN Europe ,EPRA14DV / ETBX16D9W,Outdoor Air/Water,Inverter,R32,4.2,2020-02-07,44.0,54.0,13.0,21,EN 14825,average,3558,11200,-0.07088546926139687,0.006256216435991164,2.1655599711179665,-0.03511974759526352,0.013515576454156452,0.21916996744439485,0.12902574251303786,-0.07833742772645745,6.8650089793013525,1.0
DAIKIN Europe ,EPRA14DW / ETBX16D6V,Outdoor Air/Water,Inverter,R32,4.2,2020-02-07,44.0,54.0,13.0,42,EN 14825,average,3609,11100,-0.078756065061418,0.0020295558819483964,2.238645550885161,-0.03752690121022555,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
DAIKIN Europe ,EPRA14DW / ETBX16D9W,Outdoor Air/Water,Inverter,R32,4.2,2020-02-07,44.0,54.0,13.0,42,EN 14825,average,3609,11100,-0.078756065061418,0.0020295558819483964,2.238645550885161,-0.03752690121022555,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
DAIKIN Europe ,EPRA14DV / ETVH16S18D6V(G),Outdoor Air/Water,Inverter,R32,4.2,2020-02-07,44.0,54.0,13.0,21,EN 14825,average,3558,11200,-0.07088546926139687,0.006256216435991164,2.1655599711179665,-0.03511974759526352,0.013515576454156452,0.21916996744439485,0.12902574251303786,-0.07833742772645745,6.8650089793013525,1.0
DAIKIN Europe ,EPRA14DV / ETVH16S18D9W(G),Outdoor Air/Water,Inverter,R32,4.2,2020-02-07,44.0,54.0,13.0,21,EN 14825,average,3558,11200,-0.07088546926139687,0.006256216435991164,2.1655599711179665,-0.03511974759526352,0.013515576454156452,0.21916996744439485,0.12902574251303786,-0.07833742772645745,6.8650089793013525,1.0
DAIKIN Europe ,EPRA14DW / ETVH16S18D6V(G),Outdoor Air/Water,Inverter,R32,4.2,2020-02-07,44.0,54.0,13.0,42,EN 14825,average,3609,11100,-0.078756065061418,0.0020295558819483964,2.238645550885161,-0.03752690121022555,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
DAIKIN Europe ,EPRA14DW / ETVH16S18D9W(G),Outdoor Air/Water,Inverter,R32,4.2,2020-02-07,44.0,54.0,13.0,42,EN 14825,average,3609,11100,-0.078756065061418,0.0020295558819483964,2.238645550885161,-0.03752690121022555,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
DAIKIN Europe ,EPRA14DV / ETVX16S18D6V(G),Outdoor Air/Water,Inverter,R32,4.2,2020-02-07,44.0,54.0,13.0,21,EN 14825,average,3558,11200,-0.07088546926139687,0.006256216435991164,2.1655599711179665,-0.03511974759526352,0.013515576454156452,0.21916996744439485,0.12902574251303786,-0.07833742772645745,6.8650089793013525,1.0
DAIKIN Europe ,EPRA14DV / ETVX16S18D9W(G),Outdoor Air/Water,Inverter,R32,4.2,2020-02-07,44.0,54.0,13.0,21,EN 14825,average,3558,11200,-0.07088546926139687,0.006256216435991164,2.1655599711179665,-0.03511974759526352,0.013515576454156452,0.21916996744439485,0.12902574251303786,-0.07833742772645745,6.8650089793013525,1.0
DAIKIN Europe ,EPRA14DW / ETVX16S18D6V(G),Outdoor Air/Water,Inverter,R32,4.2,2020-02-07,44.0,54.0,13.0,42,EN 14825,average,3609,11100,-0.078756065061418,0.0020295558819483964,2.238645550885161,-0.03752690121022555,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
DAIKIN Europe ,EPRA14DW / ETVX16S18D9W(G),Outdoor Air/Water,Inverter,R32,4.2,2020-02-07,44.0,54.0,13.0,42,EN 14825,average,3609,11100,-0.078756065061418,0.0020295558819483964,2.238645550885161,-0.03752690121022555,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
DAIKIN Europe ,EPRA14DV / ETVZ16S18D6V(G),Outdoor Air/Water,Inverter,R32,4.2,2020-02-07,44.0,54.0,13.0,21,EN 14825,average,3558,11200,-0.07088546926139687,0.006256216435991164,2.1655599711179665,-0.03511974759526352,0.013515576454156452,0.21916996744439485,0.12902574251303786,-0.07833742772645745,6.8650089793013525,1.0
DAIKIN Europe ,EPRA14DV / ETVZ16S18D9W(G),Outdoor Air/Water,Inverter,R32,4.2,2020-02-07,44.0,54.0,13.0,21,EN 14825,average,3558,11200,-0.07088546926139687,0.006256216435991164,2.1655599711179665,-0.03511974759526352,0.013515576454156452,0.21916996744439485,0.12902574251303786,-0.07833742772645745,6.8650089793013525,1.0
DAIKIN Europe ,EPRA14DW / ETVZ16S18D6V(G),Outdoor Air/Water,Inverter,R32,4.2,2020-02-07,44.0,54.0,13.0,42,EN 14825,average,3609,11100,-0.078756065061418,0.0020295558819483964,2.238645550885161,-0.03752690121022555,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
DAIKIN Europe ,EPRA14DW / ETVZ16S18D9W(G),Outdoor Air/Water,Inverter,R32,4.2,2020-02-07,44.0,54.0,13.0,42,EN 14825,average,3609,11100,-0.078756065061418,0.0020295558819483964,2.238645550885161,-0.03752690121022555,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
DAIKIN Europe ,EPRA14DV / ETVH16S23D6V(G),Outdoor Air/Water,Inverter,R32,4.2,2020-02-07,44.0,54.0,13.0,21,EN 14825,average,3558,11200,-0.07088546926139687,0.006256216435991164,2.1655599711179665,-0.03511974759526352,0.013515576454156452,0.21916996744439485,0.12902574251303786,-0.07833742772645745,6.8650089793013525,1.0
DAIKIN Europe ,EPRA14DV / ETVH16S23D9W(G),Outdoor Air/Water,Inverter,R32,4.2,2020-02-07,44.0,54.0,13.0,21,EN 14825,average,3558,11200,-0.07088546926139687,0.006256216435991164,2.1655599711179665,-0.03511974759526352,0.013515576454156452,0.21916996744439485,0.12902574251303786,-0.07833742772645745,6.8650089793013525,1.0
DAIKIN Europe ,EPRA14DW / ETVH16S23D6V(G),Outdoor Air/Water,Inverter,R32,4.2,2020-02-07,44.0,54.0,13.0,42,EN 14825,average,3609,11100,-0.078756065061418,0.0020295558819483964,2.238645550885161,-0.03752690121022555,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
DAIKIN Europe ,EPRA14DW / ETVH16S23D9W(G),Outdoor Air/Water,Inverter,R32,4.2,2020-02-07,44.0,54.0,13.0,42,EN 14825,average,3609,11100,-0.078756065061418,0.0020295558819483964,2.238645550885161,-0.03752690121022555,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
DAIKIN Europe ,EPRA14DV / ETVX16S23D6V(G),Outdoor Air/Water,Inverter,R32,4.2,2020-02-07,44.0,54.0,13.0,21,EN 14825,average,3558,11200,-0.07088546926139687,0.006256216435991164,2.1655599711179665,-0.03511974759526352,0.013515576454156452,0.21916996744439485,0.12902574251303786,-0.07833742772645745,6.8650089793013525,1.0
DAIKIN Europe ,EPRA14DV / ETVX16S23D9W(G),Outdoor Air/Water,Inverter,R32,4.2,2020-02-07,44.0,54.0,13.0,21,EN 14825,average,3558,11200,-0.07088546926139687,0.006256216435991164,2.1655599711179665,-0.03511974759526352,0.013515576454156452,0.21916996744439485,0.12902574251303786,-0.07833742772645745,6.8650089793013525,1.0
DAIKIN Europe ,EPRA14DW / ETVX16S23D6V(G),Outdoor Air/Water,Inverter,R32,4.2,2020-02-07,44.0,54.0,13.0,42,EN 14825,average,3609,11100,-0.078756065061418,0.0020295558819483964,2.238645550885161,-0.03752690121022555,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
DAIKIN Europe ,EPRA14DW / ETVX16S23D9W(G),Outdoor Air/Water,Inverter,R32,4.2,2020-02-07,44.0,54.0,13.0,42,EN 14825,average,3609,11100,-0.078756065061418,0.0020295558819483964,2.238645550885161,-0.03752690121022555,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
DAIKIN Europe ,EPRA14DV / ETVZ16S23D6V(G),Outdoor Air/Water,Inverter,R32,4.2,2020-02-07,44.0,54.0,13.0,21,EN 14825,average,3558,11200,-0.07088546926139687,0.006256216435991164,2.1655599711179665,-0.03511974759526352,0.013515576454156452,0.21916996744439485,0.12902574251303786,-0.07833742772645745,6.8650089793013525,1.0
DAIKIN Europe ,EPRA14DV / ETVZ16S23D9W(G),Outdoor Air/Water,Inverter,R32,4.2,2020-02-07,44.0,54.0,13.0,21,EN 14825,average,3558,11200,-0.07088546926139687,0.006256216435991164,2.1655599711179665,-0.03511974759526352,0.013515576454156452,0.21916996744439485,0.12902574251303786,-0.07833742772645745,6.8650089793013525,1.0
DAIKIN Europe ,EPRA14DW / ETVZ16S23D6V(G),Outdoor Air/Water,Inverter,R32,4.2,2020-02-07,44.0,54.0,13.0,42,EN 14825,average,3609,11100,-0.078756065061418,0.0020295558819483964,2.238645550885161,-0.03752690121022555,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
DAIKIN Europe ,EPRA14DW / ETVZ16S23D9W(G),Outdoor Air/Water,Inverter,R32,4.2,2020-02-07,44.0,54.0,13.0,42,EN 14825,average,3609,11100,-0.078756065061418,0.0020295558819483964,2.238645550885161,-0.03752690121022555,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
DAIKIN Europe ,EPRA14DV / ETSH16P30D,Outdoor Air/Water,Inverter,R32,4.2,2020-02-07,46.0,54.0,13.0,21,EN 14825,average,3558,11200,-0.07088546926139687,0.006256216435991164,2.1655599711179665,-0.03511974759526352,0.013515576454156452,0.21916996744439485,0.12902574251303786,-0.07833742772645745,6.8650089793013525,1.0
DAIKIN Europe ,EPRA14DV / ETSHB16P30D,Outdoor Air/Water,Inverter,R32,4.2,2020-02-07,46.0,54.0,13.0,21,EN 14825,average,3558,11200,-0.07088546926139687,0.006256216435991164,2.1655599711179665,-0.03511974759526352,0.013515576454156452,0.21916996744439485,0.12902574251303786,-0.07833742772645745,6.8650089793013525,1.0
DAIKIN Europe ,EPRA14DW / ETSH16P30D,Outdoor Air/Water,Inverter,R32,4.2,2020-02-07,46.0,54.0,13.0,42,EN 14825,average,3609,11100,-0.078756065061418,0.0020295558819483964,2.238645550885161,-0.03752690121022555,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
DAIKIN Europe ,EPRA14DW / ETSHB16P30D,Outdoor Air/Water,Inverter,R32,4.2,2020-02-07,46.0,54.0,13.0,42,EN 14825,average,3609,11100,-0.078756065061418,0.0020295558819483964,2.238645550885161,-0.03752690121022555,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
DAIKIN Europe ,EPRA14DV / ETSX16P30D,Outdoor Air/Water,Inverter,R32,4.2,2020-02-07,46.0,54.0,13.0,21,EN 14825,average,3558,11200,-0.07088546926139687,0.006256216435991164,2.1655599711179665,-0.03511974759526352,0.013515576454156452,0.21916996744439485,0.12902574251303786,-0.07833742772645745,6.8650089793013525,1.0
DAIKIN Europe ,EPRA14DV / ETSXB16P30D,Outdoor Air/Water,Inverter,R32,4.2,2020-02-07,46.0,54.0,13.0,21,EN 14825,average,3558,11200,-0.07088546926139687,0.006256216435991164,2.1655599711179665,-0.03511974759526352,0.013515576454156452,0.21916996744439485,0.12902574251303786,-0.07833742772645745,6.8650089793013525,1.0
DAIKIN Europe ,EPRA14DW / ETSX16P30D,Outdoor Air/Water,Inverter,R32,4.2,2020-02-07,46.0,54.0,13.0,42,EN 14825,average,3609,11100,-0.078756065061418,0.0020295558819483964,2.238645550885161,-0.03752690121022555,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
DAIKIN Europe ,EPRA14DW / ETSXB16P30D,Outdoor Air/Water,Inverter,R32,4.2,2020-02-07,46.0,54.0,13.0,42,EN 14825,average,3609,11100,-0.078756065061418,0.0020295558819483964,2.238645550885161,-0.03752690121022555,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
DAIKIN Europe ,EPRA14DV / ETSH16P50D,Outdoor Air/Water,Inverter,R32,4.2,2020-02-07,46.0,54.0,13.0,21,EN 14825,average,3558,11200,-0.07088546926139687,0.006256216435991164,2.1655599711179665,-0.03511974759526352,0.013515576454156452,0.21916996744439485,0.12902574251303786,-0.07833742772645745,6.8650089793013525,1.0
DAIKIN Europe ,EPRA14DV / ETSHB16P50D,Outdoor Air/Water,Inverter,R32,4.2,2020-02-07,46.0,54.0,13.0,21,EN 14825,average,3558,11200,-0.07088546926139687,0.006256216435991164,2.1655599711179665,-0.03511974759526352,0.013515576454156452,0.21916996744439485,0.12902574251303786,-0.07833742772645745,6.8650089793013525,1.0
DAIKIN Europe ,EPRA14DW / ETSH16P50D,Outdoor Air/Water,Inverter,R32,4.2,2020-02-07,46.0,54.0,13.0,42,EN 14825,average,3609,11100,-0.078756065061418,0.0020295558819483964,2.238645550885161,-0.03752690121022555,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
DAIKIN Europe ,EPRA14DW / ETSHB16P50D,Outdoor Air/Water,Inverter,R32,4.2,2020-02-07,46.0,54.0,13.0,42,EN 14825,average,3609,11100,-0.078756065061418,0.0020295558819483964,2.238645550885161,-0.03752690121022555,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
DAIKIN Europe ,EPRA14DV / ETSX16P50D,Outdoor Air/Water,Inverter,R32,4.2,2020-02-07,46.0,54.0,13.0,21,EN 14825,average,3558,11200,-0.07088546926139687,0.006256216435991164,2.1655599711179665,-0.03511974759526352,0.013515576454156452,0.21916996744439485,0.12902574251303786,-0.07833742772645745,6.8650089793013525,1.0
DAIKIN Europe ,EPRA14DV / ETSXB16P50D,Outdoor Air/Water,Inverter,R32,4.2,2020-02-07,46.0,54.0,13.0,21,EN 14825,average,3558,11200,-0.07088546926139687,0.006256216435991164,2.1655599711179665,-0.03511974759526352,0.013515576454156452,0.21916996744439485,0.12902574251303786,-0.07833742772645745,6.8650089793013525,1.0
DAIKIN Europe ,EPRA14DW / ETSX16P50D,Outdoor Air/Water,Inverter,R32,4.2,2020-02-07,46.0,54.0,13.0,42,EN 14825,average,3609,11100,-0.078756065061418,0.0020295558819483964,2.238645550885161,-0.03752690121022555,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
DAIKIN Europe ,EPRA14DW / ETSXB16P50D,Outdoor Air/Water,Inverter,R32,4.2,2020-02-07,46.0,54.0,13.0,42,EN 14825,average,3609,11100,-0.078756065061418,0.0020295558819483964,2.238645550885161,-0.03752690121022555,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
DAIKIN Europe ,EPRA16DV / ETBH16D6V,Outdoor Air/Water,Inverter,R32,4.2,2020-02-07,44.0,54.0,13.0,21,EN 14825,average,3558,11200,-0.07088546926139687,0.006256216435991164,2.1655599711179665,-0.03511974759526352,0.013515576454156452,0.21916996744439485,0.12902574251303786,-0.07833742772645745,6.8650089793013525,1.0
DAIKIN Europe ,EPRA16DV / ETBH16D9W,Outdoor Air/Water,Inverter,R32,4.2,2020-02-07,44.0,54.0,13.0,21,EN 14825,average,3558,11200,-0.07088546926139687,0.006256216435991164,2.1655599711179665,-0.03511974759526352,0.013515576454156452,0.21916996744439485,0.12902574251303786,-0.07833742772645745,6.8650089793013525,1.0
DAIKIN Europe ,EPRA16DW / ETBH16D6V,Outdoor Air/Water,Inverter,R32,4.2,2020-02-07,44.0,54.0,13.0,42,EN 14825,average,3609,11100,-0.078756065061418,0.0020295558819483964,2.238645550885161,-0.03752690121022555,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
DAIKIN Europe ,EPRA16DW / ETBH16D9W,Outdoor Air/Water,Inverter,R32,4.2,2020-02-07,44.0,54.0,13.0,42,EN 14825,average,3609,11100,-0.078756065061418,0.0020295558819483964,2.238645550885161,-0.03752690121022555,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
DAIKIN Europe ,EPRA16DV / ETBX16D6V,Outdoor Air/Water,Inverter,R32,4.2,2020-02-07,44.0,54.0,13.0,21,EN 14825,average,3558,11200,-0.07088546926139687,0.006256216435991164,2.1655599711179665,-0.03511974759526352,0.013515576454156452,0.21916996744439485,0.12902574251303786,-0.07833742772645745,6.8650089793013525,1.0
DAIKIN Europe ,EPRA16DV / ETBX16D9W,Outdoor Air/Water,Inverter,R32,4.2,2020-02-07,44.0,54.0,13.0,21,EN 14825,average,3558,11200,-0.07088546926139687,0.006256216435991164,2.1655599711179665,-0.03511974759526352,0.013515576454156452,0.21916996744439485,0.12902574251303786,-0.07833742772645745,6.8650089793013525,1.0
DAIKIN Europe ,EPRA16DW / ETBX16D6V,Outdoor Air/Water,Inverter,R32,4.2,2020-02-07,44.0,54.0,13.0,42,EN 14825,average,3609,11100,-0.078756065061418,0.0020295558819483964,2.238645550885161,-0.03752690121022555,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
DAIKIN Europe ,EPRA16DW / ETBX16D9W,Outdoor Air/Water,Inverter,R32,4.2,2020-02-07,44.0,54.0,13.0,42,EN 14825,average,3609,11100,-0.078756065061418,0.0020295558819483964,2.238645550885161,-0.03752690121022555,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
DAIKIN Europe ,EPRA16DV / ETVH16S18D6V(G),Outdoor Air/Water,Inverter,R32,4.2,2020-02-07,44.0,54.0,13.0,21,EN 14825,average,3558,11200,-0.07088546926139687,0.006256216435991164,2.1655599711179665,-0.03511974759526352,0.013515576454156452,0.21916996744439485,0.12902574251303786,-0.07833742772645745,6.8650089793013525,1.0
DAIKIN Europe ,EPRA16DV / ETVH16S18D9W(G),Outdoor Air/Water,Inverter,R32,4.2,2020-02-07,44.0,54.0,13.0,21,EN 14825,average,3558,11200,-0.07088546926139687,0.006256216435991164,2.1655599711179665,-0.03511974759526352,0.013515576454156452,0.21916996744439485,0.12902574251303786,-0.07833742772645745,6.8650089793013525,1.0
DAIKIN Europe ,EPRA16DW / ETVH16S18D6V(G),Outdoor Air/Water,Inverter,R32,4.2,2020-02-07,44.0,54.0,13.0,42,EN 14825,average,3609,11100,-0.078756065061418,0.0020295558819483964,2.238645550885161,-0.03752690121022555,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
DAIKIN Europe ,EPRA16DW / ETVH16S18D9W(G),Outdoor Air/Water,Inverter,R32,4.2,2020-02-07,44.0,54.0,13.0,42,EN 14825,average,3609,11100,-0.078756065061418,0.0020295558819483964,2.238645550885161,-0.03752690121022555,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
DAIKIN Europe ,EPRA16DV / ETVX16S18D6V(G),Outdoor Air/Water,Inverter,R32,4.2,2020-02-07,44.0,54.0,13.0,21,EN 14825,average,3558,11200,-0.07088546926139687,0.006256216435991164,2.1655599711179665,-0.03511974759526352,0.013515576454156452,0.21916996744439485,0.12902574251303786,-0.07833742772645745,6.8650089793013525,1.0
DAIKIN Europe ,EPRA16DV / ETVX16S18D9W(G),Outdoor Air/Water,Inverter,R32,4.2,2020-02-07,44.0,54.0,13.0,21,EN 14825,average,3558,11200,-0.07088546926139687,0.006256216435991164,2.1655599711179665,-0.03511974759526352,0.013515576454156452,0.21916996744439485,0.12902574251303786,-0.07833742772645745,6.8650089793013525,1.0
DAIKIN Europe ,EPRA16DW / ETVX16S18D6V(G),Outdoor Air/Water,Inverter,R32,4.2,2020-02-07,44.0,54.0,13.0,42,EN 14825,average,3609,11100,-0.078756065061418,0.0020295558819483964,2.238645550885161,-0.03752690121022555,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
DAIKIN Europe ,EPRA16DW / ETVX16S18D9W(G),Outdoor Air/Water,Inverter,R32,4.2,2020-02-07,44.0,54.0,13.0,42,EN 14825,average,3609,11100,-0.078756065061418,0.0020295558819483964,2.238645550885161,-0.03752690121022555,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
DAIKIN Europe ,EPRA16DV / ETVZ16S18D6V(G),Outdoor Air/Water,Inverter,R32,4.2,2020-02-07,44.0,54.0,13.0,21,EN 14825,average,3558,11200,-0.07088546926139687,0.006256216435991164,2.1655599711179665,-0.03511974759526352,0.013515576454156452,0.21916996744439485,0.12902574251303786,-0.07833742772645745,6.8650089793013525,1.0
DAIKIN Europe ,EPRA16DV / ETVZ16S18D9W(G),Outdoor Air/Water,Inverter,R32,4.2,2020-02-07,44.0,54.0,13.0,21,EN 14825,average,3558,11200,-0.07088546926139687,0.006256216435991164,2.1655599711179665,-0.03511974759526352,0.013515576454156452,0.21916996744439485,0.12902574251303786,-0.07833742772645745,6.8650089793013525,1.0
DAIKIN Europe ,EPRA16DW / ETVZ16S18D6V(G),Outdoor Air/Water,Inverter,R32,4.2,2020-02-07,44.0,54.0,13.0,42,EN 14825,average,3609,11100,-0.078756065061418,0.0020295558819483964,2.238645550885161,-0.03752690121022555,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
DAIKIN Europe ,EPRA16DW / ETVZ16S18D9W(G),Outdoor Air/Water,Inverter,R32,4.2,2020-02-07,44.0,54.0,13.0,42,EN 14825,average,3609,11100,-0.078756065061418,0.0020295558819483964,2.238645550885161,-0.03752690121022555,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
DAIKIN Europe ,EPRA16DV / ETVH16S23D6V(G),Outdoor Air/Water,Inverter,R32,4.2,2020-02-07,44.0,54.0,13.0,21,EN 14825,average,3558,11200,-0.07088546926139687,0.006256216435991164,2.1655599711179665,-0.03511974759526352,0.013515576454156452,0.21916996744439485,0.12902574251303786,-0.07833742772645745,6.8650089793013525,1.0
DAIKIN Europe ,EPRA16DV / ETVH16S23D9W(G),Outdoor Air/Water,Inverter,R32,4.2,2020-02-07,44.0,54.0,13.0,21,EN 14825,average,3558,11200,-0.07088546926139687,0.006256216435991164,2.1655599711179665,-0.03511974759526352,0.013515576454156452,0.21916996744439485,0.12902574251303786,-0.07833742772645745,6.8650089793013525,1.0
