manufacturers,models,titels,dates,types,refrigerants,mass_of_refrigerants,spl_indoor,spl_outdoor,eta,p_rated,scop,t_biv,tol,p_th_minus7,cop_minus7,p_th_2,cop_2,p_th_7,cop_7,p_th_12,cop_12,p_th_tbiv,cop_tbiv,p_th_tol,cop_tol,rated_airflows,wtols,poffs,ptos,psbs,pcks,supply_energy,supp_energy_types,p_sups,p_design_cools,seers,pdcs_35,eer_35,pdcs_30,eer_30,pdcs_25,eer_25,pdcs_20,eer_20,temperatures
 Mitsubishi Heavy Industries Air Conditioning Europe,FDCW100VNX-A,FDCW100VNX-A + HSB100,21.01.2019,Outdoor Air/Water,R410A,"2,900 kg",33,58,165,8.50,4.13,-8,-10,7.50,2.93,4.60,4.11,3.60,5.17,4.10,6.13,7.80,2.93,7.50,2.69,,58,2,20,15,35,Electricity,1,1.00,,,,,,,,,,,low
 Mitsubishi Heavy Industries Air Conditioning Europe,FDCW100VNX-A,FDCW100VNX-A + HSB100,21.01.2019,Outdoor Air/Water,R410A,"2,900 kg",33,58,126,10.00,3.15,-4,-10,8.80,1.96,5.40,3.22,3.50,4.47,3.80,5.45,7.70,2.31,6.70,1.94,,58,2,14,15,35,Electricity,1,3.30,,,,,,,,,,,high
 August Brötje GmbH,BLW Split D 6/8,AWHPR 6 MR + BLWSI48MHD,03.12.2021,Outdoor Air/Water,R32,"1,200 kg",33,58,178,6.50,4.52,-10,-10,5.90,3.16,3.50,4.48,2.25,5.61,2.50,6.92,6.60,2.68,6.60,2.68,,60,12,12,12,0,Electricity,0,0.00,6.50,4.01,6.50,3.09,4.90,3.99,3.10,4.55,1.37,3.96,low
 August Brötje GmbH,BLW Split D 6/8,AWHPR 6 MR + BLWSI48MHD,03.12.2021,Outdoor Air/Water,R32,"1,200 kg",33,58,132,6.00,3.38,-7,-10,5.50,2.22,3.40,3.37,2.10,4.07,2.50,6.58,5.50,2.22,5.30,1.82,,60,12,12,12,0,Electricity,0,0.70,7.00,6.49,7.00,5.14,5.39,6.65,3.32,4.93,1.78,12.82,high
 August Brötje GmbH,BLW Split D 6/8,AWHPR 6 MR + BLWSI48OHD,03.12.2021,Outdoor Air/Water,R32,"1,200 kg",33,58,178,6.50,4.52,-10,-10,5.90,3.16,3.50,4.48,2.25,5.61,2.50,6.92,6.60,2.68,6.60,2.68,,60,12,12,12,0,Electricity,0,0.00,6.50,4.01,6.50,3.09,4.90,3.99,3.10,4.55,1.37,3.96,low
 August Brötje GmbH,BLW Split D 6/8,AWHPR 6 MR + BLWSI48OHD,03.12.2021,Outdoor Air/Water,R32,"1,200 kg",33,58,132,6.00,3.38,-7,-10,5.50,2.22,3.40,3.37,2.10,4.07,2.50,6.58,5.50,2.22,5.30,1.82,,60,12,12,12,0,Electricity,0,0.70,7.00,6.49,7.00,5.14,5.39,6.65,3.32,4.93,1.78,12.82,high
 August Brötje GmbH,BLW Split D 6/8,AWHPR 8 MR + BLWSI48MHD,03.12.2021,Outdoor Air/Water,R32,"1,200 kg",33,59,177,7.00,4.50,-7,-10,6.19,2.97,4.12,4.46,2.78,5.70,2.67,7.80,6.19,2.97,6.64,2.58,,60,12,12,12,0,Electricity,0,0.36,6.50,4.43,6.50,3.02,4.97,4.12,3.35,4.74,1.55,5.50,low
 August Brötje GmbH,BLW Split D 6/8,AWHPR 8 MR + BLWSI48MHD,03.12.2021,Outdoor Air/Water,R32,"1,200 kg",33,59,131,7.00,3.34,-7,-10,6.19,2.09,3.79,3.24,2.49,4.57,2.55,6.10,6.19,2.09,4.90,1.66,,60,12,12,12,0,Electricity,0,2.10,7.10,5.89,7.10,4.88,5.65,6.81,3.18,5.26,1.67,7.40,high
 August Brötje GmbH,BLW Split D 6/8,AWHPR 8 MR + BLWSI48OHD,03.12.2021,Outdoor Air/Water,R32,"1,200 kg",33,59,177,7.00,4.50,-7,-10,6.19,2.97,4.12,4.46,2.78,5.70,2.67,7.80,6.19,2.97,6.64,2.58,,60,12,12,12,0,Electricity,0,0.36,6.50,4.43,6.50,3.02,4.97,4.12,3.35,4.74,1.55,5.50,low
 August Brötje GmbH,BLW Split D 6/8,AWHPR 8 MR + BLWSI48OHD,03.12.2021,Outdoor Air/Water,R32,"1,200 kg",33,59,131,7.00,3.34,-7,-10,6.19,2.09,3.79,3.24,2.49,4.57,2.55,6.10,6.19,2.09,4.90,1.66,,60,12,12,12,0,Electricity,0,2.10,7.10,5.89,7.10,4.88,5.65,6.81,3.18,5.26,1.67,7.40,high
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Eco Inverter 4/6H+200D,SUZ-SHWM40VAH + EHSD-*M*D,02.11.2022,Outdoor Air/Water,R32,"0,800 kg",41,56,172,5,4.37,-10,-25,4.5,2.57,3.2,4.29,3,6.19,3.4,10.44,5,2.37,5,2.37,,60,15,15,15,0,Electricity,1,0,,,,,,,,,,,low
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Eco Inverter 4/6H+200D,SUZ-SHWM40VAH + EHSD-*M*D,02.11.2022,Outdoor Air/Water,R32,"0,800 kg",41,56,124,4.6,3.17,-10,-25,4.1,2.14,2.8,2.91,2.6,4.62,3,7.16,4.6,1.66,4.6,1.66,,60,15,15,15,0,Electricity,1,0,,,,,,,,,,,high
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Eco Inverter 4/6H+200D,SUZ-SHWM40VAH + EHSD-M*D,02.11.2022,Outdoor Air/Water,R32,"0,800 kg",41,56,172,5,4.37,-10,-25,4.5,2.57,3.2,4.29,3,6.19,3.4,10.44,5,2.37,5,2.37,,60,15,15,15,0,Electricity,1,0,,,,,,,,,,,low
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Eco Inverter 4/6H+200D,SUZ-SHWM40VAH + EHSD-M*D,02.11.2022,Outdoor Air/Water,R32,"0,800 kg",41,56,124,4.6,3.17,-10,-25,4.1,2.14,2.8,2.91,2.6,4.62,3,7.16,4.6,1.66,4.6,1.66,,60,15,15,15,0,Electricity,1,0,,,,,,,,,,,high
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Eco Inverter 4/6H+200D,SUZ-SHWM40VAH + EHST20D-*M*D,02.11.2022,Outdoor Air/Water,R32,"0,800 kg",41,56,172,5,4.37,-10,-25,4.5,2.57,3.2,4.29,3,6.19,3.4,10.44,5,2.37,5,2.37,,60,15,15,15,0,Electricity,1,0,,,,,,,,,,,low
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Eco Inverter 4/6H+200D,SUZ-SHWM40VAH + EHST20D-*M*D,02.11.2022,Outdoor Air/Water,R32,"0,800 kg",41,56,124,4.6,3.17,-10,-25,4.1,2.14,2.8,2.91,2.6,4.62,3,7.16,4.6,1.66,4.6,1.66,,60,15,15,15,0,Electricity,1,0,,,,,,,,,,,high
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Eco Inverter 4/6H+200D,SUZ-SHWM40VAH + EHST20D-M*D,02.11.2022,Outdoor Air/Water,R32,"0,800 kg",41,56,172,5,4.37,-10,-25,4.5,2.57,3.2,4.29,3,6.19,3.4,10.44,5,2.37,5,2.37,,60,15,15,15,0,Electricity,1,0,,,,,,,,,,,low
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Eco Inverter 4/6H+200D,SUZ-SHWM40VAH + EHST20D-M*D,02.11.2022,Outdoor Air/Water,R32,"0,800 kg",41,56,124,4.6,3.17,-10,-25,4.1,2.14,2.8,2.91,2.6,4.62,3,7.16,4.6,1.66,4.6,1.66,,60,15,15,15,0,Electricity,1,0,,,,,,,,,,,high
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Eco Inverter 4/6H+200D,SUZ-SHWM40VAH + ERSD-*M*D,02.11.2022,Outdoor Air/Water,R32,"0,800 kg",41,56,176,5,4.47,-10,-25,4.5,2.57,3.2,4.29,3,6.19,3.4,10.44,5,2.37,5,2.37,,60,15,15,15,0,Electricity,1,0,,,,,,,,,,,low
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Eco Inverter 4/6H+200D,SUZ-SHWM40VAH + ERSD-*M*D,02.11.2022,Outdoor Air/Water,R32,"0,800 kg",41,56,126,4.6,3.23,-10,-25,4.1,2.14,2.8,2.91,2.6,4.62,3,7.16,4.6,1.66,4.6,1.66,,60,15,15,15,0,Electricity,1,0,,,,,,,,,,,high
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Eco Inverter 4/6H+200D,SUZ-SHWM40VAH + ERSD-M*D,02.11.2022,Outdoor Air/Water,R32,"0,800 kg",41,56,176,5,4.47,-10,-25,4.5,2.57,3.2,4.29,3,6.19,3.4,10.44,5,2.37,5,2.37,,60,15,15,15,0,Electricity,1,0,,,,,,,,,,,low
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Eco Inverter 4/6H+200D,SUZ-SHWM40VAH + ERSD-M*D,02.11.2022,Outdoor Air/Water,R32,"0,800 kg",41,56,126,4.6,3.23,-10,-25,4.1,2.14,2.8,2.91,2.6,4.62,3,7.16,4.6,1.66,4.6,1.66,,60,15,15,15,0,Electricity,1,0,,,,,,,,,,,high
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Eco Inverter 4/6H+200D,SUZ-SHWM40VAH + ERST20D-*M*D,02.11.2022,Outdoor Air/Water,R32,"0,800 kg",41,56,176,5,4.47,-10,-25,4.5,2.57,3.2,4.29,3,6.19,3.4,10.44,5,2.37,5,2.37,,60,15,15,15,0,Electricity,1,0,,,,,,,,,,,low
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Eco Inverter 4/6H+200D,SUZ-SHWM40VAH + ERST20D-*M*D,02.11.2022,Outdoor Air/Water,R32,"0,800 kg",41,56,126,4.6,3.23,-10,-25,4.1,2.14,2.8,2.91,2.6,4.62,3,7.16,4.6,1.66,4.6,1.66,,60,15,15,15,0,Electricity,1,0,,,,,,,,,,,high
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Eco Inverter 4/6H+200D,SUZ-SWM60VA2 + EHSD-*M*D,02.11.2022,Outdoor Air/Water,R32,"0,800 kg",41,56,185,6.1,4.7,-10,-25,5.4,2.79,3.3,4.73,3.2,6.22,3.2,9.9,6.1,2.54,6.1,2.54,,60,15,15,15,0,Electricity,1,0,,,,,,,,,,,low
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Eco Inverter 4/6H+200D,SUZ-SWM60VA2 + EHSD-*M*D,02.11.2022,Outdoor Air/Water,R32,"0,800 kg",41,56,134,6,3.43,-7,-25,5.31,1.95,3.3,3.42,2.6,4.72,3.5,6.95,5.31,1.95,5,1.91,,60,15,15,15,0,Electricity,1,1,,,,,,,,,,,high
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Eco Inverter 4/6H+200D,SUZ-SWM60VA2 + EHSD-M*D,02.11.2022,Outdoor Air/Water,R32,"0,800 kg",41,56,185,6.1,4.7,-10,-25,5.4,2.79,3.3,4.73,3.2,6.22,3.2,9.9,6.1,2.54,6.1,2.54,,60,15,15,15,0,Electricity,1,0,,,,,,,,,,,low
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Eco Inverter 4/6H+200D,SUZ-SWM60VA2 + EHSD-M*D,02.11.2022,Outdoor Air/Water,R32,"0,800 kg",41,56,134,6,3.43,-7,-25,5.31,1.95,3.3,3.42,2.6,4.72,3.5,6.95,5.31,1.95,5,1.91,,60,15,15,15,0,Electricity,1,1,,,,,,,,,,,high
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Eco Inverter 4/6H+200D,SUZ-SWM60VA2 + EHST20D-*M*D,02.11.2022,Outdoor Air/Water,R32,"0,800 kg",41,56,185,6.1,4.7,-10,-25,5.4,2.79,3.3,4.73,3.2,6.22,3.2,9.9,6.1,2.54,6.1,2.54,,60,15,15,15,0,Electricity,1,0,,,,,,,,,,,low
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Eco Inverter 4/6H+200D,SUZ-SWM60VA2 + EHST20D-*M*D,02.11.2022,Outdoor Air/Water,R32,"0,800 kg",41,56,134,6,3.43,-7,-25,5.31,1.95,3.3,3.42,2.6,4.72,3.5,6.95,5.31,1.95,5,1.91,,60,15,15,15,0,Electricity,1,1,,,,,,,,,,,high
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Eco Inverter 4/6H+200D,SUZ-SWM60VA2 + EHST20D-M*D,02.11.2022,Outdoor Air/Water,R32,"0,800 kg",41,56,185,6.1,4.7,-10,-25,5.4,2.79,3.3,4.73,3.2,6.22,3.2,9.9,6.1,2.54,6.1,2.54,,60,15,15,15,0,Electricity,1,0,,,,,,,,,,,low
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Eco Inverter 4/6H+200D,SUZ-SWM60VA2 + EHST20D-M*D,02.11.2022,Outdoor Air/Water,R32,"0,800 kg",41,56,134,6,3.43,-7,-25,5.31,1.95,3.3,3.42,2.6,4.72,3.5,6.95,5.31,1.95,5,1.91,,60,15,15,15,0,Electricity,1,1,,,,,,,,,,,high
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Eco Inverter 4/6H+200D,SUZ-SWM60VA2 + ERSD-*M*D,02.11.2022,Outdoor Air/Water,R32,"0,800 kg",41,56,189,6.1,4.8,-10,-25,5.4,2.79,3.3,4.73,3.2,6.22,3.2,9.9,6.1,2.54,6.1,2.54,,60,15,15,15,0,Electricity,1,0,,,,,,,,,,,low
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Eco Inverter 4/6H+200D,SUZ-SWM60VA2 + ERSD-*M*D,02.11.2022,Outdoor Air/Water,R32,"0,800 kg",41,56,136,6,3.48,-7,-25,5.31,1.95,3.3,3.42,2.6,4.72,3.5,6.95,5.31,1.95,5,1.91,,60,15,15,15,0,Electricity,1,1,,,,,,,,,,,high
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Eco Inverter 4/6H+200D,SUZ-SWM60VA2 + ERSD-M*D,02.11.2022,Outdoor Air/Water,R32,"0,800 kg",41,56,189,6.1,4.8,-10,-25,5.4,2.79,3.3,4.73,3.2,6.22,3.2,9.9,6.1,2.54,6.1,2.54,,60,15,15,15,0,Electricity,1,0,,,,,,,,,,,low
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Eco Inverter 4/6H+200D,SUZ-SWM60VA2 + ERSD-M*D,02.11.2022,Outdoor Air/Water,R32,"0,800 kg",41,56,136,6,3.48,-7,-25,5.31,1.95,3.3,3.42,2.6,4.72,3.5,6.95,5.31,1.95,5,1.91,,60,15,15,15,0,Electricity,1,1,,,,,,,,,,,high
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Eco Inverter 4/6H+200D,SUZ-SWM60VA2 + ERST20D-*M*D,02.11.2022,Outdoor Air/Water,R32,"0,800 kg",41,56,189,6.1,4.8,-10,-25,5.4,2.79,3.3,4.73,3.2,6.22,3.2,9.9,6.1,2.54,6.1,2.54,,60,15,15,15,0,Electricity,1,0,,,,,,,,,,,low
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Eco Inverter 4/6H+200D,SUZ-SWM60VA2 + ERST20D-*M*D,02.11.2022,Outdoor Air/Water,R32,"0,800 kg",41,56,136,6,3.48,-7,-25,5.31,1.95,3.3,3.42,2.6,4.72,3.5,6.95,5.31,1.95,5,1.91,,60,15,15,15,0,Electricity,1,1,,,,,,,,,,,high
 DAIKIN Europe N.V.,Daikin Altherma LT split integrated solar 11 kW 1ph / ROTEX HPSU Compact (BIV) 11 kW 1ph,ERLQ011C*V3 / EHSX16P50B,10.03.2017,Outdoor Air/Water,R410A,"3,400 kg",39,64,156,11.20,3.98,-5,-10,8.88,2.63,6.03,4.05,5.74,6.77,6.50,8.97,9.09,2.82,8.76,2.34,,35,50,105,50,0,,1,9.00,,,,,,,,,,,low
 DAIKIN Europe N.V.,Daikin Altherma LT split integrated solar 11 kW 1ph / ROTEX HPSU Compact (BIV) 11 kW 1ph,ERLQ011C*V3 / EHSX16P50B,10.03.2017,Outdoor Air/Water,R410A,"3,400 kg",39,64,128,10.00,3.29,-7,-10,9.00,1.94,5.40,3.30,4.60,4.26,5.50,6.30,9.00,1.94,9.10,1.78,,55,50,105,50,0,,1,9.00,,,,,,,,,,,high
 DAIKIN Europe N.V.,Daikin Altherma LT split integrated solar 11 kW 1ph / ROTEX HPSU Compact (BIV) 11 kW 1ph,ERLQ011C*V3 / EHSXB16P50B,10.03.2017,Outdoor Air/Water,R410A,"3,400 kg",39,64,156,11.20,3.98,-5,-10,8.88,2.63,6.03,4.05,5.74,6.77,6.50,8.97,9.09,2.82,8.76,2.34,,35,50,105,50,0,,1,9.00,,,,,,,,,,,low
 DAIKIN Europe N.V.,Daikin Altherma LT split integrated solar 11 kW 1ph / ROTEX HPSU Compact (BIV) 11 kW 1ph,ERLQ011C*V3 / EHSXB16P50B,10.03.2017,Outdoor Air/Water,R410A,"3,400 kg",39,64,128,10.00,3.29,-7,-10,9.00,1.94,5.40,3.30,4.60,4.26,5.50,6.30,9.00,1.94,9.10,1.78,,55,50,105,50,0,,1,9.00,,,,,,,,,,,high
 DAIKIN Europe N.V.,Daikin Altherma LT split integrated solar 11 kW 1ph / ROTEX HPSU Compact (BIV) 11 kW 1ph,RRLQ011C*V3 / HPSU Compact 516,10.03.2017,Outdoor Air/Water,R410A,"3,400 kg",39,64,156,11.20,3.98,-5,-10,8.88,2.63,6.03,4.05,5.74,6.77,6.50,8.97,9.09,2.82,8.76,2.34,,35,50,105,50,0,,1,9.00,,,,,,,,,,,low
 DAIKIN Europe N.V.,Daikin Altherma LT split integrated solar 11 kW 1ph / ROTEX HPSU Compact (BIV) 11 kW 1ph,RRLQ011C*V3 / HPSU Compact 516,10.03.2017,Outdoor Air/Water,R410A,"3,400 kg",39,64,128,10.00,3.29,-7,-10,9.00,1.94,5.40,3.30,4.60,4.26,5.50,6.30,9.00,1.94,9.10,1.78,,55,50,105,50,0,,1,9.00,,,,,,,,,,,high
 DAIKIN Europe N.V.,Daikin Altherma LT split integrated solar 11 kW 1ph / ROTEX HPSU Compact (BIV) 11 kW 1ph,RRLQ011C*V3 / HPSU Compact 516 Biv,10.03.2017,Outdoor Air/Water,R410A,"3,400 kg",39,64,156,11.20,3.98,-5,-10,8.88,2.63,6.03,4.05,5.74,6.77,6.50,8.97,9.09,2.82,8.76,2.34,,35,50,105,50,0,,1,9.00,,,,,,,,,,,low
 DAIKIN Europe N.V.,Daikin Altherma LT split integrated solar 11 kW 1ph / ROTEX HPSU Compact (BIV) 11 kW 1ph,RRLQ011C*V3 / HPSU Compact 516 Biv,10.03.2017,Outdoor Air/Water,R410A,"3,400 kg",39,64,128,10.00,3.29,-7,-10,9.00,1.94,5.40,3.30,4.60,4.26,5.50,6.30,9.00,1.94,9.10,1.78,,55,50,105,50,0,,1,9.00,,,,,,,,,,,high
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Power Inverter 16,PUHZ-SW160YKA(-BS) + EHSE-*M*C,09.04.2020,Outdoor Air/Water,R410A,"7,700 kg",45,78,161,15.30,4.10,-7,-20,13.50,2.57,8.20,4.13,6.30,5.22,7.70,7.08,13.50,2.57,12.50,2.35,,60,22,22,22,0,Electricity,1,2.80,,,,,,,,,,,low
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Power Inverter 16,PUHZ-SW160YKA(-BS) + EHSE-*M*C,09.04.2020,Outdoor Air/Water,R410A,"7,700 kg",45,78,125,13.50,3.20,-7,-20,11.90,1.83,7.20,3.17,5.90,4.29,7.40,6.32,11.90,1.83,11.30,1.80,,60,22,22,22,0,Electricity,1,2.20,,,,,,,,,,,high
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Power Inverter 16,PUHZ-SW160YKA(-BS) + EHSE-*M*D,09.04.2020,Outdoor Air/Water,R410A,"7,700 kg",45,78,161,15.30,4.10,-7,-20,13.50,2.57,8.20,4.13,6.30,5.22,7.70,7.08,13.50,2.57,12.50,2.35,,60,22,22,22,0,Electricity,1,2.80,,,,,,,,,,,low
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Power Inverter 16,PUHZ-SW160YKA(-BS) + EHSE-*M*D,09.04.2020,Outdoor Air/Water,R410A,"7,700 kg",45,78,125,13.50,3.20,-7,-20,11.90,1.83,7.20,3.17,5.90,4.29,7.40,6.32,11.90,1.83,11.30,1.80,,60,22,22,22,0,Electricity,1,2.20,,,,,,,,,,,high
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Power Inverter 16,PUHZ-SW160YKA(-BS) + EHSE-M*C,09.04.2020,Outdoor Air/Water,R410A,"7,700 kg",45,78,161,15.30,4.10,-7,-20,13.50,2.57,8.20,4.13,6.30,5.22,7.70,7.08,13.50,2.57,12.50,2.35,,60,22,22,22,0,Electricity,1,2.80,,,,,,,,,,,low
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Power Inverter 16,PUHZ-SW160YKA(-BS) + EHSE-M*C,09.04.2020,Outdoor Air/Water,R410A,"7,700 kg",45,78,125,13.50,3.20,-7,-20,11.90,1.83,7.20,3.17,5.90,4.29,7.40,6.32,11.90,1.83,11.30,1.80,,60,22,22,22,0,Electricity,1,2.20,,,,,,,,,,,high
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Power Inverter 16,PUHZ-SW160YKA(-BS) + EHSE-M*D,09.04.2020,Outdoor Air/Water,R410A,"7,700 kg",45,78,161,15.30,4.10,-7,-20,13.50,2.57,8.20,4.13,6.30,5.22,7.70,7.08,13.50,2.57,12.50,2.35,,60,22,22,22,0,Electricity,1,2.80,,,,,,,,,,,low
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Power Inverter 16,PUHZ-SW160YKA(-BS) + EHSE-M*D,09.04.2020,Outdoor Air/Water,R410A,"7,700 kg",45,78,125,13.50,3.20,-7,-20,11.90,1.83,7.20,3.17,5.90,4.29,7.40,6.32,11.90,1.83,11.30,1.80,,60,22,22,22,0,Electricity,1,2.20,,,,,,,,,,,high
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Power Inverter 16,PUHZ-SW160YKA(-BS) + ERSE-*M*C,09.04.2020,Outdoor Air/Water,R410A,"7,700 kg",45,78,163,15.30,4.15,-7,-20,13.50,2.57,8.20,4.13,6.30,5.22,7.70,7.08,13.50,2.57,12.50,2.35,,60,22,22,22,0,Electricity,1,2.80,,,,,,,,,,,low
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Power Inverter 16,PUHZ-SW160YKA(-BS) + ERSE-*M*C,09.04.2020,Outdoor Air/Water,R410A,"7,700 kg",45,78,126,13.50,3.23,-7,-20,11.90,1.83,7.20,3.17,5.90,4.29,7.40,6.32,11.90,1.83,11.30,1.80,,60,22,22,22,0,Electricity,1,2.20,,,,,,,,,,,high
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Power Inverter 16,PUHZ-SW160YKA(-BS) + ERSE-*M*D,09.04.2020,Outdoor Air/Water,R410A,"7,700 kg",45,78,163,15.30,4.15,-7,-20,13.50,2.57,8.20,4.13,6.30,5.22,7.70,7.08,13.50,2.57,12.50,2.35,,60,22,22,22,0,Electricity,1,2.80,,,,,,,,,,,low
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Power Inverter 16,PUHZ-SW160YKA(-BS) + ERSE-*M*D,09.04.2020,Outdoor Air/Water,R410A,"7,700 kg",45,78,126,13.50,3.23,-7,-20,11.90,1.83,7.20,3.17,5.90,4.29,7.40,6.32,11.90,1.83,11.30,1.80,,60,22,22,22,0,Electricity,1,2.20,,,,,,,,,,,high
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Power Inverter 16,PUHZ-SW160YKA(-BS) + ERSE-M*C,09.04.2020,Outdoor Air/Water,R410A,"7,700 kg",45,78,163,15.30,4.15,-7,-20,13.50,2.57,8.20,4.13,6.30,5.22,7.70,7.08,13.50,2.57,12.50,2.35,,60,22,22,22,0,Electricity,1,2.80,,,,,,,,,,,low
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Power Inverter 16,PUHZ-SW160YKA(-BS) + ERSE-M*C,09.04.2020,Outdoor Air/Water,R410A,"7,700 kg",45,78,126,13.50,3.23,-7,-20,11.90,1.83,7.20,3.17,5.90,4.29,7.40,6.32,11.90,1.83,11.30,1.80,,60,22,22,22,0,Electricity,1,2.20,,,,,,,,,,,high
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Power Inverter 16,PUHZ-SW160YKA(-BS) + ERSE-M*D,09.04.2020,Outdoor Air/Water,R410A,"7,700 kg",45,78,163,15.30,4.15,-7,-20,13.50,2.57,8.20,4.13,6.30,5.22,7.70,7.08,13.50,2.57,12.50,2.35,,60,22,22,22,0,Electricity,1,2.80,,,,,,,,,,,low
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Power Inverter 16,PUHZ-SW160YKA(-BS) + ERSE-M*D,09.04.2020,Outdoor Air/Water,R410A,"7,700 kg",45,78,126,13.50,3.23,-7,-20,11.90,1.83,7.20,3.17,5.90,4.29,7.40,6.32,11.90,1.83,11.30,1.80,,60,22,22,22,0,Electricity,1,2.20,,,,,,,,,,,high
 STIEBEL ELTRON GmbH & Co KG,LWZ 5/8,LWZ 5 CS Premium,31.10.2020,Outdoor Air/Water,R410A,"2,950 kg",50,,165,6.00,4.21,-7,-10,5.48,2.93,3.28,4.18,2.86,5.43,3.34,6.96,5.48,2.93,5.47,2.82,,60,27,63,27,35,,1,0.75,,,,,,,,,,,low
 STIEBEL ELTRON GmbH & Co KG,LWZ 5/8,LWZ 5 CS Premium,31.10.2020,Outdoor Air/Water,R410A,"2,950 kg",50,,129,6.00,3.29,-7,-10,5.54,2.26,3.41,3.27,2.71,4.09,3.19,5.26,5.54,2.26,2.67,1.88,,60,27,63,27,35,,1,3.55,,,,,,,,,,,high
 STIEBEL ELTRON GmbH & Co KG,LWZ 5/8,LWZ 5 CS Premium DHW,31.10.2020,Outdoor Air/Water,R410A,"2,950 kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low
 STIEBEL ELTRON GmbH & Co KG,LWZ 5/8,LWZ 5 CS Premium DHW,31.10.2020,Outdoor Air/Water,R410A,"2,950 kg",52,,121,6.00,3.11,-7,-10,5.54,2.26,3.41,3.27,2.71,4.09,3.19,5.29,5.54,2.26,2.67,1.88,,60,27,63,27,35,,1,3.55,,,,,,,,,,,high
 STIEBEL ELTRON GmbH & Co KG,LWZ 5/8,LWZ 5 S Plus,31.10.2020,Outdoor Air/Water,R410A,"2,950 kg",52,52,154,6.00,3.92,-7,-10,5.48,2.93,3.28,4.18,2.86,5.43,3.34,6.96,5.48,2.93,5.48,2.82,,60,27,63,27,35,,1,0.75,,,,,,,,,,,low
 STIEBEL ELTRON GmbH & Co KG,LWZ 5/8,LWZ 5 S Plus,31.10.2020,Outdoor Air/Water,R410A,"2,950 kg",52,52,121,6.00,3.11,-7,-10,5.54,2.26,3.41,3.27,2.71,4.09,3.19,5.29,5.54,2.26,2.67,1.88,,60,27,63,27,35,,1,3.55,,,,,,,,,,,high
 STIEBEL ELTRON GmbH & Co KG,LWZ 5/8,LWZ 5 S Plus DHW,31.10.2020,Outdoor Air/Water,R410A,"2,950 kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low
