,title,application,indoor,outdoor,coolingMode7c12c,coolingMode18c23c,colderClimate,warmerClimate,reversibility,colderForHeating,warmerForHeating,en145112Certification,heatSource,additionalOutdoorAir,additionalExhaustAir,additionalIndoorAir,additionalNonheatedSpaceAir,powerSupply,offPeakProduct,Refrigerant,Mass of Refrigerant,Date,Manufacturer,Modelname,Type,Energy
 Mitsubishi Electric Air Conditioning Systems Europe LTD SUZ-SWM60VA + ERST20D-*M*D,SUZ-SWM60VA + ERST20D-*M*D,4,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,R32,"1,200 kg",15.10.2019, Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Eco Inverter 6/8-200D,Outdoor Air/Water,Electricity
 Mitsubishi Electric Air Conditioning Systems Europe LTD SUZ-SWM80VA + EHSD-*M*D,SUZ-SWM80VA + EHSD-*M*D,2,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,R32,"1,200 kg",15.10.2019, Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Eco Inverter 6/8-200D,Outdoor Air/Water,Electricity
 Mitsubishi Electric Air Conditioning Systems Europe LTD SUZ-SWM80VA + EHSD-M*D,SUZ-SWM80VA + EHSD-M*D,2,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,R32,"1,200 kg",15.10.2019, Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Eco Inverter 6/8-200D,Outdoor Air/Water,Electricity
 Mitsubishi Electric Air Conditioning Systems Europe LTD SUZ-SWM80VA + EHST20D-*M*D,SUZ-SWM80VA + EHST20D-*M*D,4,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,R32,"1,200 kg",15.10.2019, Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Eco Inverter 6/8-200D,Outdoor Air/Water,Electricity
 Mitsubishi Electric Air Conditioning Systems Europe LTD SUZ-SWM80VA + EHST20D-M*D,SUZ-SWM80VA + EHST20D-M*D,4,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,R32,"1,200 kg",15.10.2019, Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Eco Inverter 6/8-200D,Outdoor Air/Water,Electricity
 Mitsubishi Electric Air Conditioning Systems Europe LTD SUZ-SWM80VA + ERSD-*M*D,SUZ-SWM80VA + ERSD-*M*D,2,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,R32,"1,200 kg",15.10.2019, Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Eco Inverter 6/8-200D,Outdoor Air/Water,Electricity
 Mitsubishi Electric Air Conditioning Systems Europe LTD SUZ-SWM80VA + ERSD-M*D,SUZ-SWM80VA + ERSD-M*D,2,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,R32,"1,200 kg",15.10.2019, Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Eco Inverter 6/8-200D,Outdoor Air/Water,Electricity
 Mitsubishi Electric Air Conditioning Systems Europe LTD SUZ-SWM80VA + ERST20D-*M*D,SUZ-SWM80VA + ERST20D-*M*D,4,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,R32,"1,200 kg",15.10.2019, Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Eco Inverter 6/8-200D,Outdoor Air/Water,Electricity
 Johnson Controls-Hitachi AirConditioning Spain RASM-5VNE - Heating Only,RASM-5VNE - Heating Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,R410A,"3,100 kg",, Johnson Controls-Hitachi AirConditioning Spain,20. Yutaki M 5.0HP (mono),Outdoor Air/Water,
 Johnson Controls-Hitachi AirConditioning Spain RASM-5VNE - with cooling kit,RASM-5VNE - with cooling kit,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,R410A,"3,100 kg",, Johnson Controls-Hitachi AirConditioning Spain,20. Yutaki M 5.0HP (mono),Outdoor Air/Water,
 Johnson Controls-Hitachi AirConditioning Spain 01. RASM-2VRE  - Heating Only,01. RASM-2VRE  - Heating Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,R32,"1,200 kg",02.08.2019, Johnson Controls-Hitachi AirConditioning Spain,10. Yutaki M 2.0HP R32,Outdoor Air/Water,
 Johnson Controls-Hitachi AirConditioning Spain 02. RASM-2VRE  - with cooling kit,02. RASM-2VRE  - with cooling kit,2,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,R32,"1,200 kg",02.08.2019, Johnson Controls-Hitachi AirConditioning Spain,10. Yutaki M 2.0HP R32,Outdoor Air/Water,
 Groupe Atlantic IDEAL HEATING Alféa Extensa A.I. 6 R32,IDEAL HEATING Alféa Extensa A.I. 6 R32,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,R32,"0,970 kg",04.03.2020, Groupe Atlantic,IDEAL HEATING Alféa Extensa A.I. 6 R32,Outdoor Air/Water,Electricity
 SINCLAIR Global Group s.r.o. SMH5-120B */SMH-120IRBC,SMH5-120B */SMH-120IRBC,4,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,R32,"2,200 kg",03.03.2023, SINCLAIR Global Group s.r.o.,S-Therm Ontario SMH5-120 140 160,Outdoor Air/Water,Electricity
 SINCLAIR Global Group s.r.o. SMH5-120B*-3/SMH-120IRBC-3,SMH5-120B*-3/SMH-120IRBC-3,4,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,3,0,R32,"2,200 kg",03.03.2023, SINCLAIR Global Group s.r.o.,S-Therm Ontario SMH5-120 140 160,Outdoor Air/Water,Electricity
 SINCLAIR Global Group s.r.o. SMH5-140B*-3/SMH-140IRBC-3,SMH5-140B*-3/SMH-140IRBC-3,4,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,3,0,R32,"2,200 kg",03.03.2023, SINCLAIR Global Group s.r.o.,S-Therm Ontario SMH5-120 140 160,Outdoor Air/Water,Electricity
 SINCLAIR Global Group s.r.o. SMH5-140B*/SMH-140IRBC,SMH5-140B*/SMH-140IRBC,4,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,R32,"2,200 kg",03.03.2023, SINCLAIR Global Group s.r.o.,S-Therm Ontario SMH5-120 140 160,Outdoor Air/Water,Electricity
 SINCLAIR Global Group s.r.o. SMH5-160B*-3/SMH-160IRBC-3,SMH5-160B*-3/SMH-160IRBC-3,4,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,3,0,R32,"2,200 kg",03.03.2023, SINCLAIR Global Group s.r.o.,S-Therm Ontario SMH5-120 140 160,Outdoor Air/Water,Electricity
 SINCLAIR Global Group s.r.o. SMH5-160B*/SMH-160IRBC,SMH5-160B*/SMH-160IRBC,4,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,R32,"2,200 kg",03.03.2023, SINCLAIR Global Group s.r.o.,S-Therm Ontario SMH5-120 140 160,Outdoor Air/Water,Electricity
" Gree Electric Appliances, Inc. of Zhuhai GRS-CQ16Pd/NhG2-M+SXTVD300LC/B-M",GRS-CQ16Pd/NhG2-M+SXTVD300LC/B-M,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,R32,"2,200 kg",18.01.2021," Gree Electric Appliances, Inc. of Zhuhai",Versati monobloc G1 16kW,Outdoor Air/Water,Electricity
 SINCLAIR Global Group s.r.o. MSH-40EB+MSH-190TB****,MSH-40EB+MSH-190TB****,4,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,R32,"1,500 kg",14.11.2022, SINCLAIR Global Group s.r.o.,S-Therm Yukon series 4 6kW with 190L tank,Outdoor Air/Water,Electricity
 SINCLAIR Global Group s.r.o. MSH-60EB+MSH-190TB****,MSH-60EB+MSH-190TB****,4,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,R32,"1,500 kg",14.11.2022, SINCLAIR Global Group s.r.o.,S-Therm Yukon series 4 6kW with 190L tank,Outdoor Air/Water,Electricity
" Gree Electric Appliances, Inc. of Zhuhai GRS-CQ14Pd/NhG2-M+SXTVD300LC/B-M",GRS-CQ14Pd/NhG2-M+SXTVD300LC/B-M,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,R32,"2,200 kg",18.01.2021," Gree Electric Appliances, Inc. of Zhuhai",Versati monobloc G1 14kW,Outdoor Air/Water,Electricity
 Mitsubishi Electric Air Conditioning Systems Europe LTD SUZ-SHWM60VAH + EHSD-*M*D,SUZ-SHWM60VAH + EHSD-*M*D,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,R32,"1,100 kg",02.11.2022, Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Eco Inverter 6/8/10H+200D,Outdoor Air/Water,Electricity
 Mitsubishi Electric Air Conditioning Systems Europe LTD SUZ-SHWM60VAH + EHSD-M*D,SUZ-SHWM60VAH + EHSD-M*D,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,R32,"1,100 kg",02.11.2022, Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Eco Inverter 6/8/10H+200D,Outdoor Air/Water,Electricity
 Mitsubishi Electric Air Conditioning Systems Europe LTD SUZ-SHWM60VAH + EHST20D-*M*D,SUZ-SHWM60VAH + EHST20D-*M*D,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,R32,"1,100 kg",02.11.2022, Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Eco Inverter 6/8/10H+200D,Outdoor Air/Water,Electricity
 Mitsubishi Electric Air Conditioning Systems Europe LTD SUZ-SHWM60VAH + EHST20D-M*D,SUZ-SHWM60VAH + EHST20D-M*D,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,R32,"1,100 kg",02.11.2022, Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Eco Inverter 6/8/10H+200D,Outdoor Air/Water,Electricity
 Mitsubishi Electric Air Conditioning Systems Europe LTD SUZ-SHWM60VAH + ERSD-*M*D,SUZ-SHWM60VAH + ERSD-*M*D,2,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,R32,"1,100 kg",02.11.2022, Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Eco Inverter 6/8/10H+200D,Outdoor Air/Water,Electricity
 Mitsubishi Electric Air Conditioning Systems Europe LTD SUZ-SHWM60VAH + ERSD-M*D,SUZ-SHWM60VAH + ERSD-M*D,2,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,R32,"1,100 kg",02.11.2022, Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Eco Inverter 6/8/10H+200D,Outdoor Air/Water,Electricity
 Mitsubishi Electric Air Conditioning Systems Europe LTD SUZ-SHWM60VAH + ERST20D-*M*D,SUZ-SHWM60VAH + ERST20D-*M*D,4,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,R32,"1,100 kg",02.11.2022, Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Eco Inverter 6/8/10H+200D,Outdoor Air/Water,Electricity
 Mitsubishi Electric Air Conditioning Systems Europe LTD SUZ-SWM100VA + EHSD-*M*D,SUZ-SWM100VA + EHSD-*M*D,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,R32,"1,100 kg",02.11.2022, Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Eco Inverter 6/8/10H+200D,Outdoor Air/Water,Electricity
 Mitsubishi Electric Air Conditioning Systems Europe LTD SUZ-SWM100VA + EHSD-M*D,SUZ-SWM100VA + EHSD-M*D,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,R32,"1,100 kg",02.11.2022, Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Eco Inverter 6/8/10H+200D,Outdoor Air/Water,Electricity
 Mitsubishi Electric Air Conditioning Systems Europe LTD SUZ-SWM100VA + EHST20D-*M*D,SUZ-SWM100VA + EHST20D-*M*D,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,R32,"1,100 kg",02.11.2022, Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Eco Inverter 6/8/10H+200D,Outdoor Air/Water,Electricity
 Mitsubishi Electric Air Conditioning Systems Europe LTD SUZ-SWM100VA + EHST20D-M*D,SUZ-SWM100VA + EHST20D-M*D,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,R32,"1,100 kg",02.11.2022, Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Eco Inverter 6/8/10H+200D,Outdoor Air/Water,Electricity
 Mitsubishi Electric Air Conditioning Systems Europe LTD SUZ-SWM100VA + ERSD-*M*D,SUZ-SWM100VA + ERSD-*M*D,2,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,R32,"1,100 kg",02.11.2022, Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Eco Inverter 6/8/10H+200D,Outdoor Air/Water,Electricity
 Mitsubishi Electric Air Conditioning Systems Europe LTD SUZ-SWM100VA + ERSD-M*D,SUZ-SWM100VA + ERSD-M*D,2,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,R32,"1,100 kg",02.11.2022, Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Eco Inverter 6/8/10H+200D,Outdoor Air/Water,Electricity
 Mitsubishi Electric Air Conditioning Systems Europe LTD SUZ-SWM100VA + ERST20D-*M*D,SUZ-SWM100VA + ERST20D-*M*D,4,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,R32,"1,100 kg",02.11.2022, Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Eco Inverter 6/8/10H+200D,Outdoor Air/Water,Electricity
 Mitsubishi Electric Air Conditioning Systems Europe LTD SUZ-SWM100VAH + EHSD-*M*D,SUZ-SWM100VAH + EHSD-*M*D,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,R32,"1,100 kg",02.11.2022, Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Eco Inverter 6/8/10H+200D,Outdoor Air/Water,Electricity
 Mitsubishi Electric Air Conditioning Systems Europe LTD SUZ-SWM100VAH + EHSD-M*D,SUZ-SWM100VAH + EHSD-M*D,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,R32,"1,100 kg",02.11.2022, Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Eco Inverter 6/8/10H+200D,Outdoor Air/Water,Electricity
 Mitsubishi Electric Air Conditioning Systems Europe LTD SUZ-SWM100VAH + EHST20D-*M*D,SUZ-SWM100VAH + EHST20D-*M*D,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,R32,"1,100 kg",02.11.2022, Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Eco Inverter 6/8/10H+200D,Outdoor Air/Water,Electricity
 Mitsubishi Electric Air Conditioning Systems Europe LTD SUZ-SWM100VAH + EHST20D-M*D,SUZ-SWM100VAH + EHST20D-M*D,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,R32,"1,100 kg",02.11.2022, Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Eco Inverter 6/8/10H+200D,Outdoor Air/Water,Electricity
 Mitsubishi Electric Air Conditioning Systems Europe LTD SUZ-SWM100VAH + ERSD-*M*D,SUZ-SWM100VAH + ERSD-*M*D,2,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,R32,"1,100 kg",02.11.2022, Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Eco Inverter 6/8/10H+200D,Outdoor Air/Water,Electricity
 Mitsubishi Electric Air Conditioning Systems Europe LTD SUZ-SWM100VAH + ERSD-M*D,SUZ-SWM100VAH + ERSD-M*D,2,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,R32,"1,100 kg",02.11.2022, Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Eco Inverter 6/8/10H+200D,Outdoor Air/Water,Electricity
 Mitsubishi Electric Air Conditioning Systems Europe LTD SUZ-SWM100VAH + ERST20D-*M*D,SUZ-SWM100VAH + ERST20D-*M*D,4,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,R32,"1,100 kg",02.11.2022, Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Eco Inverter 6/8/10H+200D,Outdoor Air/Water,Electricity
 Mitsubishi Electric Air Conditioning Systems Europe LTD SUZ-SWM80VA2 + EHSD-*M*D,SUZ-SWM80VA2 + EHSD-*M*D,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,R32,"1,100 kg",02.11.2022, Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Eco Inverter 6/8/10H+200D,Outdoor Air/Water,Electricity
 Mitsubishi Electric Air Conditioning Systems Europe LTD SUZ-SWM80VA2 + EHSD-M*D,SUZ-SWM80VA2 + EHSD-M*D,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,R32,"1,100 kg",02.11.2022, Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Eco Inverter 6/8/10H+200D,Outdoor Air/Water,Electricity
 Mitsubishi Electric Air Conditioning Systems Europe LTD SUZ-SWM80VA2 + EHST20D-*M*D,SUZ-SWM80VA2 + EHST20D-*M*D,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,R32,"1,100 kg",02.11.2022, Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Eco Inverter 6/8/10H+200D,Outdoor Air/Water,Electricity
 Mitsubishi Electric Air Conditioning Systems Europe LTD SUZ-SWM80VA2 + EHST20D-M*D,SUZ-SWM80VA2 + EHST20D-M*D,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,R32,"1,100 kg",02.11.2022, Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Eco Inverter 6/8/10H+200D,Outdoor Air/Water,Electricity
 Mitsubishi Electric Air Conditioning Systems Europe LTD SUZ-SWM80VA2 + ERSD-*M*D,SUZ-SWM80VA2 + ERSD-*M*D,2,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,R32,"1,100 kg",02.11.2022, Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Eco Inverter 6/8/10H+200D,Outdoor Air/Water,Electricity
 Mitsubishi Electric Air Conditioning Systems Europe LTD SUZ-SWM80VA2 + ERSD-M*D,SUZ-SWM80VA2 + ERSD-M*D,2,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,R32,"1,100 kg",02.11.2022, Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Eco Inverter 6/8/10H+200D,Outdoor Air/Water,Electricity
 Mitsubishi Electric Air Conditioning Systems Europe LTD SUZ-SWM80VA2 + ERST20D-*M*D,SUZ-SWM80VA2 + ERST20D-*M*D,4,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,R32,"1,100 kg",02.11.2022, Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Eco Inverter 6/8/10H+200D,Outdoor Air/Water,Electricity
 Mitsubishi Electric Air Conditioning Systems Europe LTD SUZ-SWM80VAH2 + EHSD-*M*D,SUZ-SWM80VAH2 + EHSD-*M*D,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,R32,"1,100 kg",02.11.2022, Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Eco Inverter 6/8/10H+200D,Outdoor Air/Water,Electricity
 Mitsubishi Electric Air Conditioning Systems Europe LTD SUZ-SWM80VAH2 + EHSD-M*D,SUZ-SWM80VAH2 + EHSD-M*D,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,R32,"1,100 kg",02.11.2022, Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Eco Inverter 6/8/10H+200D,Outdoor Air/Water,Electricity
 Mitsubishi Electric Air Conditioning Systems Europe LTD SUZ-SWM80VAH2 + EHST20D-*M*D,SUZ-SWM80VAH2 + EHST20D-*M*D,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,R32,"1,100 kg",02.11.2022, Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Eco Inverter 6/8/10H+200D,Outdoor Air/Water,Electricity
 Mitsubishi Electric Air Conditioning Systems Europe LTD SUZ-SWM80VAH2 + EHST20D-M*D,SUZ-SWM80VAH2 + EHST20D-M*D,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,R32,"1,100 kg",02.11.2022, Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Eco Inverter 6/8/10H+200D,Outdoor Air/Water,Electricity
 Mitsubishi Electric Air Conditioning Systems Europe LTD SUZ-SWM80VAH2 + ERSD-*M*D,SUZ-SWM80VAH2 + ERSD-*M*D,2,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,R32,"1,100 kg",02.11.2022, Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Eco Inverter 6/8/10H+200D,Outdoor Air/Water,Electricity
 Mitsubishi Electric Air Conditioning Systems Europe LTD SUZ-SWM80VAH2 + ERSD-M*D,SUZ-SWM80VAH2 + ERSD-M*D,2,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,R32,"1,100 kg",02.11.2022, Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Eco Inverter 6/8/10H+200D,Outdoor Air/Water,Electricity
 Mitsubishi Electric Air Conditioning Systems Europe LTD SUZ-SWM80VAH2 + ERST20D-*M*D,SUZ-SWM80VAH2 + ERST20D-*M*D,4,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,R32,"1,100 kg",02.11.2022, Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Eco Inverter 6/8/10H+200D,Outdoor Air/Water,Electricity
 Acond a.s. Acond Grandis-R SP,Acond Grandis-R SP,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,R290,"1,400 kg",07.12.2022, Acond a.s.,Acond Grandis-R,Outdoor Air/Water,Electricity
 Groupe Atlantic Alféa Hybrid Duo Fioul/Oil A.I. 8,Alféa Hybrid Duo Fioul/Oil A.I. 8,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,R410A,"1,400 kg",27.06.2019, Groupe Atlantic,Alféa Hybrid Duo Fioul/Oil A.I. 8,Outdoor Air/Water,
 Mitsubishi Heavy Industries Air Conditioning Europe FDCW71VNX-A + HMA100-S,FDCW71VNX-A + HMA100-S,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,R410A,"2,550 kg",21.01.2019, Mitsubishi Heavy Industries Air Conditioning Europe,FDCW71VNX-A,Outdoor Air/Water,Electricity
 Mitsubishi Heavy Industries Air Conditioning Europe FDCW71VNX-A + HSB100,FDCW71VNX-A + HSB100,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,R410A,"2,550 kg",21.01.2019, Mitsubishi Heavy Industries Air Conditioning Europe,FDCW71VNX-A,Outdoor Air/Water,Electricity
 Nibe AB F2040-8,F2040-8,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,R410A,"2,600 kg",, Nibe AB,F2040-8,Outdoor Air/Water,
 BAXI Climatización S.L.U Platinum BC Plus Monobloc 4 MR-2,Platinum BC Plus Monobloc 4 MR-2,2,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,R32,"1,500 kg",18.03.2022, BAXI Climatización S.L.U,Platinum BC Plus Monobloc 4 6,Outdoor Air/Water,Electricity
 BAXI Climatización S.L.U Platinum BC Plus Monobloc 6 MR-2,Platinum BC Plus Monobloc 6 MR-2,2,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,R32,"1,500 kg",18.03.2022, BAXI Climatización S.L.U,Platinum BC Plus Monobloc 4 6,Outdoor Air/Water,Electricity
 Johnson Controls-Hitachi AirConditioning Spain RASM-4R1E - with cooling kit,RASM-4R1E - with cooling kit,2,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,3,0,R32,"2,600 kg",14.10.2022, Johnson Controls-Hitachi AirConditioning Spain,Yutaki M 4.0HP R32 (tri),Outdoor Air/Water,Electricity
 Johnson Controls-Hitachi AirConditioning Spain RASM-4RW1E & HWM-WE - with cooling kit,RASM-4RW1E & HWM-WE - with cooling kit,2,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,R32,"2,600 kg",14.10.2022, Johnson Controls-Hitachi AirConditioning Spain,Yutaki M 4.0HP R32 (tri),Outdoor Air/Water,Electricity
 Johnson Controls Industries YKF12CNC,YKF12CNC,2,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,R32,"1,800 kg",04.08.2022, Johnson Controls Industries,YKF C 12 14 16kW,Outdoor Air/Water,Electricity
 Johnson Controls Industries YKF12CRC,YKF12CRC,2,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,R32,"1,800 kg",04.08.2022, Johnson Controls Industries,YKF C 12 14 16kW,Outdoor Air/Water,Electricity
 Johnson Controls Industries YKF14CNC,YKF14CNC,2,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,R32,"1,800 kg",04.08.2022, Johnson Controls Industries,YKF C 12 14 16kW,Outdoor Air/Water,Electricity
 Johnson Controls Industries YKF14CRC ,YKF14CRC ,2,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,R32,"1,800 kg",04.08.2022, Johnson Controls Industries,YKF C 12 14 16kW,Outdoor Air/Water,Electricity
 Johnson Controls Industries YKF16CNC,YKF16CNC,2,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,R32,"1,800 kg",04.08.2022, Johnson Controls Industries,YKF C 12 14 16kW,Outdoor Air/Water,Electricity
 Johnson Controls Industries YKF16CRC,YKF16CRC,2,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,R32,"1,800 kg",04.08.2022, Johnson Controls Industries,YKF C 12 14 16kW,Outdoor Air/Water,Electricity
 Bosch Thermotechnik GmbH (Buderus) Buderus Logatherm WPS 10-1,Buderus Logatherm WPS 10-1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,R410A,"2,400 kg",17.11.2017, Bosch Thermotechnik GmbH (Buderus),Buderus Logatherm WPS 10-1,Brine/Water,
 Groupe Atlantic Alféa Extensa A.I. Duo 6 R32,Alféa Extensa A.I. Duo 6 R32,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,R32,"0,970 kg",04.10.2019, Groupe Atlantic,Alféa Extensa A.I. 6 R32,Outdoor Air/Water,Electricity
 Johnson Controls-Hitachi AirConditioning Spain 02. RAS-8WHNPE RWM-8.0N1E - with cooling kit,02. RAS-8WHNPE RWM-8.0N1E - with cooling kit,2,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,3,0,R410A,"5,000 kg",08.02.2022, Johnson Controls-Hitachi AirConditioning Spain,36. Yutaki S (N1) 8.0HP R410A (3ph),Outdoor Air/Water,Electricity
 Nibe AB F1145-15,F1145-15,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,R407c,"2,000 kg",, Nibe AB,F1x45-15,Brine/Water,
 ait-deutschland GmbH LWC 100,LWC 100,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,R404A,"4,100 kg",06.09.2019, ait-deutschland GmbH,LWC 100,Outdoor Air/Water,
