manufacturers,models,titel,dates,types,refrigerants,mass_of_refrigerants,spl_indoor_l,spl_outdoor_l,eta_l,p_rated_l,scop_l,t_biv,tol,p_th_minus7_l,cop_minus7_l,p_el_minus7_l,p_th_2_l,cop_2_l,p_el_2_l,p_th_7_l,cop_7_l,p_el_7_l,p_th_12_l,cop_12_l,p_el_12_l,p_th_tbiv_l,cop_tbiv_l,p_el_tbiv_l,p_th_tol_l,cop_tol_l,p_el_tol_l,rated_airflows_l,wtols,poffs,ptos,psbs,pcks,supp_energy_types,p_sups_l,p_design_cools_l,seers_l,pdcs_35_l,eer_35_l,p_el_35_l,pdcs_30_l,eer_30_l,p_el_30_l,pdcs_25_l,eer_25_l,p_el_25_l,pdcs_20_l,eer_20_l,p_el_20_l,spl_indoor_h,spl_outdoor_h,eta_h,p_rated_h,p_th_minus7_h,cop_minus7_h,p_el_minus7_h,p_th_2_h,cop_2_h,p_el_2_h,p_th_7_h,cop_7_h,p_el_7_h,p_th_12_h,cop_12_h,p_el_12_h,p_th_tbiv_h,cop_tbiv_h,p_el_tbiv_h,p_th_tol_h,cop_tol_h,p_el_tol_h,rated_airflows_h,p_sups_h,p_design_cools_h,seers_h,pdcs_35_h,eer_35_h,p_el_35_h,pdcs_30_h,eer_30_h,p_el_30_h,pdcs_25_h,eer_25_h,p_el_25_h,pdcs_20_h,eer_20_h,p_el_20_h,p_el_minus7_l_n,p_el_2_l_n,p_el_7_l_n,p_el_12_l_n,p_el_tbiv_l_n,p_el_tol_l_n,p_el_35_l_n,p_el_30_l_n,p_el_25_l_n,p_el_20_l_n,p_el_minus7_h_n,p_el_2_h_n,p_el_7_h_n,p_el_12_h_n,p_el_tbiv_h_n,p_el_tol_h_n,p_el_35_h_n,p_el_30_h_n,p_el_25_h_n,p_el_20_h_n,Subtype,Group
 Ariston Thermo Group,NIMBUS/ARIANEXT/AEROTOP/ENERGION 80 S - FLEX,ARIANEXT FLEX 80 S -T LINK R32 ,05.07.2022,Outdoor Air/Water,R32,"1,800 kg",37.0,56,195.0,8.37,4.95,-7.0,-20.0,7400,3.1,2387,4540,4.8,946,2940,6.61,445,3160,8.15,388,7400,3.1,2387,5510,2.22,2482,,60.0,14.0,14.0,14.0,14.0,1,2.86,7.0,4.64,7000.0,3.1,2258.0,5170.0,4.13,1252.0,3320.0,4.89,679.0,3190.0,6.85,466.0,37.0,56,140.0,7.62,6740,2.29,2943,4220,3.51,1202,2740,4.36,628,3280,6.5,505,6740,2.29,2943,4900,1.51,3245,,2.72,,,,4.620916630764946,,,6.365225477099959,,,7.519323162849959,,,11.55742919550023,,0.8110771321780497,0.3214407067618077,0.1512062521236833,0.1318382602786272,0.8110771321780497,0.8433571185864764,1.0,0.5544729849424269,0.3007085916740478,0.2063773250664304,1.0,0.4084267753992525,0.2133876996262317,0.1715936119605844,1.0,1.1026163778457356,0.7905217467634652,0.4223994902190672,0.2395583880349417,0.1692299863844374,Regulated,1.0
 BAXI Climatización S.L.U,Platinum BC Plus Monobloc 5 7 9,Platinum BC Plus Monobloc 5,04.05.2020,Outdoor Air/Water,R32,"2,000 kg",,61,176.0,7.0,4.47,-7.0,-10.0,5880,2.91,2021,3640,4.38,831,2420,5.89,411,1030,5.89,175,5880,2.91,2021,6620,2.63,2517,,60.0,9.0,9.0,9.0,0.0,1,0.0,,,,,,,,,,,,,,,,61,127.0,7.0,5830,1.97,2959,3680,3.22,1143,2470,4.21,587,1260,4.91,257,5830,1.97,2959,5860,1.62,3617,,0.7,,,,,,,,,,,,,,,0.6830010138560324,0.2808381209868199,0.1388982764447448,0.0591416018925312,0.6830010138560324,0.8506252112200068,,,,,1.0,0.3862791483609327,0.1983778303480905,0.0868536667793173,1.0,1.2223724231159177,,,,,Regulated,1.0
 BAXI Climatización S.L.U,Platinum BC Plus Monobloc 5 7 9,Platinum BC Plus Monobloc 7,04.05.2020,Outdoor Air/Water,R32,"2,000 kg",,64,176.0,7.0,4.47,-7.0,-10.0,5880,2.91,2021,3640,4.38,831,2420,5.89,411,1030,5.89,175,5880,2.91,2021,6620,2.63,2517,,60.0,9.0,6.0,9.0,0.0,1,0.0,,,,,,,,,,,,,,,,64,127.0,7.0,5830,1.97,2959,3680,3.22,1143,2470,4.21,587,1260,4.91,257,5830,1.97,2959,5860,1.62,3617,,0.7,,,,,,,,,,,,,,,0.6830010138560324,0.2808381209868199,0.1388982764447448,0.0591416018925312,0.6830010138560324,0.8506252112200068,,,,,1.0,0.3862791483609327,0.1983778303480905,0.0868536667793173,1.0,1.2223724231159177,,,,,Regulated,1.0
 BAXI Climatización S.L.U,Platinum BC Plus Monobloc 5 7 9,Platinum BC Plus Monobloc 9,04.05.2020,Outdoor Air/Water,R32,"2,000 kg",,67,177.0,8.0,4.51,-7.0,-10.0,7420,2.8,2650,4830,4.33,1115,3200,6.2,516,1550,7.61,204,7420,2.8,2650,6640,2.54,2614,,60.0,9.0,10.0,9.0,0.0,1,1.8,,,,,,,,,,,,,,,,67,126.0,7.0,6580,1.87,3519,4250,3.19,1332,2800,4.38,639,1270,5.04,252,6580,1.87,3519,5530,1.51,3662,,1.8,,,,,,,,,,,,,,,0.7530548451264564,0.3168513782324524,0.1466325660699062,0.0579710144927536,0.7530548451264564,0.7428246660983234,,,,,1.0,0.3785166240409207,0.1815856777493606,0.0716112531969309,1.0,1.0406365444728616,,,,,Regulated,1.0
 BAXI Climatización S.L.U,Platinum BC Smart iR32 4,AWHPR 4 MR + MIC V200 R32,21.05.2021,Outdoor Air/Water,R32,"1,200 kg",32.0,58,176.0,5.0,4.48,-10.0,-10.0,4400,3.18,1384,2700,4.44,608,1750,5.37,326,2700,8.78,308,5000,3.0,1667,5000,3.0,1667,,60.0,15.0,15.0,15.0,0.0,1,0.0,4.5,4.64,4500.0,3.6,1250.0,3320.0,3.97,836.0,2300.0,5.23,440.0,1850.0,6.4,289.0,32.0,58,134.0,5.0,4500,2.15,2093,2700,3.39,796,1740,4.44,392,2100,7.29,288,4500,2.15,2093,4300,1.83,2350,,0.7,6.0,8.02,6000.0,5.35,1121.0,4500.0,7.09,635.0,2800.0,9.2,304.0,2850.0,12.23,233.0,0.6612517916865743,0.2904921165790731,0.1557572861920688,0.1471571906354515,0.7964644051600573,0.7964644051600573,1.0,0.6688,0.352,0.2312,1.0,0.3803153368370759,0.1872909698996655,0.1376015289058767,1.0,1.1227902532250358,0.8968,0.508,0.2432,0.1864,Regulated,1.0
 BAXI S.p.A.,ALYA 12-16 FS-A,ALYA 12M E FS-A,11.11.2022,Outdoor Air/Water,R32,"1,840 kg",39.0,56,178.0,12.0,4.52,-7.0,-10.0,10610,2.88,3684,6480,4.3,1507,4440,6.0,740,3740,8.47,442,10610,2.88,3684,10750,2.77,3881,,65.0,14.0,24.0,14.0,0.0,1,1.26,10.55,4.09,10550.0,2.52,4187.0,7780.0,3.58,2173.0,5170.0,4.57,1131.0,2240.0,5.05,444.0,39.0,56,135.0,11.58,10250,2.01,5100,6520,3.44,1895,4360,4.59,950,3300,6.05,545,10250,2.01,5100,9100,1.79,5084,,2.5,10.77,6.66,10770.0,3.69,2919.0,7880.0,5.39,1462.0,5200.0,7.93,656.0,3030.0,9.28,327.0,0.7223529411764706,0.2954901960784313,0.1450980392156863,0.0866666666666666,0.7223529411764706,0.7609803921568628,1.0,0.5189873417721519,0.270121805588727,0.1060425125388106,1.0,0.3715686274509804,0.1862745098039215,0.1068627450980392,1.0,0.9968627450980392,0.6971578695963697,0.3491760210174349,0.1566754239312156,0.0780988774779078,Regulated,1.0
 BAXI S.p.A.,ALYA 12-16 FS-A,ALYA 12T E FS-A,11.11.2022,Outdoor Air/Water,R32,"1,840 kg",39.0,56,178.0,12.0,4.52,-7.0,-10.0,10610,2.88,3684,6480,4.3,1507,4440,6.0,740,3740,8.47,442,10610,2.88,3684,10750,2.77,3881,,65.0,20.0,30.0,20.0,0.0,1,1.26,10.55,4.09,10550.0,2.52,4187.0,7780.0,3.58,2173.0,5170.0,4.57,1131.0,2240.0,5.05,444.0,39.0,56,135.0,11.58,10250,2.01,5100,6520,3.44,1895,4360,4.59,950,3300,6.05,545,10250,2.01,5100,9100,1.79,5084,,2.5,10.77,6.66,10770.0,3.69,2919.0,7880.0,5.39,1462.0,5200.0,7.93,656.0,3030.0,9.28,327.0,0.7223529411764706,0.2954901960784313,0.1450980392156863,0.0866666666666666,0.7223529411764706,0.7609803921568628,1.0,0.5189873417721519,0.270121805588727,0.1060425125388106,1.0,0.3715686274509804,0.1862745098039215,0.1068627450980392,1.0,0.9968627450980392,0.6971578695963697,0.3491760210174349,0.1566754239312156,0.0780988774779078,Regulated,1.0
 BAXI S.p.A.,ALYA 12-16 FS-A,ALYA 16M E FS-A,11.11.2022,Outdoor Air/Water,R32,"1,840 kg",39.0,56,177.0,15.21,4.5,-7.0,-10.0,13450,2.72,4945,8200,4.3,1907,5700,6.2,919,3780,8.51,444,13450,2.72,4945,12520,2.48,5048,,65.0,14.0,24.0,14.0,0.0,1,2.68,12.36,4.2,12360.0,2.27,5445.0,9400.0,3.41,2757.0,5890.0,4.8,1227.0,2810.0,5.8,484.0,39.0,56,133.0,13.02,11520,1.99,5789,7180,3.34,2150,4560,4.61,989,3320,5.8,572,11520,1.99,5789,10330,1.8,5739,,2.67,11.63,6.19,11630.0,3.61,3222.0,8670.0,5.22,1661.0,5390.0,7.78,693.0,2480.0,6.89,360.0,0.8542062532389013,0.3294178614613923,0.158749352219727,0.0766971843150803,0.8542062532389013,0.8719986180687511,1.0,0.50633608815427,0.2253443526170798,0.0888888888888888,1.0,0.3713940231473484,0.1708412506477802,0.0988080842978061,1.0,0.9913629296942476,0.5917355371900826,0.305050505050505,0.1272727272727272,0.0661157024793388,Regulated,1.0
 BAXI S.p.A.,ALYA 12-16 FS-A,ALYA 16T E FS-A,11.11.2022,Outdoor Air/Water,R32,"1,840 kg",39.0,56,177.0,15.21,4.5,-7.0,-10.0,13450,2.72,4945,8200,4.3,1907,5700,6.2,919,3780,8.51,444,13450,2.72,4945,12520,2.48,5048,,65.0,20.0,30.0,20.0,0.0,1,2.68,12.36,4.2,12360.0,2.27,5445.0,9400.0,3.41,2757.0,5890.0,4.8,1227.0,2810.0,5.8,484.0,39.0,56,133.0,13.02,11520,1.99,5789,7180,3.34,2150,4560,4.61,989,3320,5.8,572,11520,1.99,5789,10330,1.8,5739,,2.67,11.63,6.19,11630.0,3.61,3222.0,8670.0,5.22,1661.0,5390.0,7.78,693.0,2480.0,6.89,360.0,0.8542062532389013,0.3294178614613923,0.158749352219727,0.0766971843150803,0.8542062532389013,0.8719986180687511,1.0,0.50633608815427,0.2253443526170798,0.0888888888888888,1.0,0.3713940231473484,0.1708412506477802,0.0988080842978061,1.0,0.9913629296942476,0.5917355371900826,0.305050505050505,0.1272727272727272,0.0661157024793388,Regulated,1.0
 BAXI S.p.A.,ALYA 12/16M WH-A,ALYA 16M E WH-A,11.11.2022,Outdoor Air/Water,R32,"1,840 kg",37.0,56,177.0,15.21,4.5,-7.0,-10.0,13450,2.72,4945,8200,4.3,1907,5700,6.2,919,3780,8.51,444,13450,2.72,4945,12520,2.48,5048,,65.0,14.0,24.0,14.0,0.0,1,2.68,12.36,4.23,12360.0,2.27,5445.0,9400.0,3.41,2757.0,5890.0,4.89,1204.0,2810.0,5.8,484.0,37.0,56,133.0,13.02,11520,1.99,5789,7180,3.34,2150,4560,4.61,989,3320,6.07,547,11520,1.99,5789,10330,1.8,5739,,2.67,11.63,6.19,11630.0,3.61,3222.0,8670.0,5.22,1661.0,5390.0,7.78,693.0,2480.0,6.89,360.0,0.8542062532389013,0.3294178614613923,0.158749352219727,0.0766971843150803,0.8542062532389013,0.8719986180687511,1.0,0.50633608815427,0.2211202938475665,0.0888888888888888,1.0,0.3713940231473484,0.1708412506477802,0.09448954914493,1.0,0.9913629296942476,0.5917355371900826,0.305050505050505,0.1272727272727272,0.0661157024793388,Regulated,1.0
 BAXI S.p.A.,ALYA 12/16M WH-A,ALYA 16T E WH-A,11.11.2022,Outdoor Air/Water,R32,"1,840 kg",37.0,56,177.0,15.21,4.5,-7.0,-10.0,13450,2.72,4945,8200,4.3,1907,5700,6.2,919,3780,8.51,444,13450,2.72,4945,12520,2.48,5048,,65.0,20.0,30.0,20.0,0.0,1,2.68,12.36,4.23,12360.0,2.27,5445.0,9400.0,3.41,2757.0,5890.0,4.89,1204.0,2810.0,5.8,484.0,37.0,56,133.0,13.02,11520,1.99,5789,7180,3.34,2150,4560,4.61,989,3320,6.07,547,11520,1.99,5789,10330,1.8,5739,,2.67,11.63,6.19,11630.0,3.61,3222.0,8670.0,5.22,1661.0,5390.0,7.78,693.0,2480.0,6.89,360.0,0.8542062532389013,0.3294178614613923,0.158749352219727,0.0766971843150803,0.8542062532389013,0.8719986180687511,1.0,0.50633608815427,0.2211202938475665,0.0888888888888888,1.0,0.3713940231473484,0.1708412506477802,0.09448954914493,1.0,0.9913629296942476,0.5917355371900826,0.305050505050505,0.1272727272727272,0.0661157024793388,Regulated,1.0
 BAXI S.p.A.,ALYA 4/6M WH-A,ALYA 4 M H WH-A,11.11.2022,Outdoor Air/Water,R32,"1,500 kg",33.0,52,193.0,5.52,4.9,-7.0,-10.0,4880,3.19,1530,3060,4.78,640,1940,6.4,303,1480,8.05,184,4880,3.19,1530,4420,2.86,1545,,65.0,14.0,24.0,14.0,0.0,1,1.11,4.76,4.44,4760.0,3.6,1322.0,3440.0,4.55,756.0,2190.0,5.12,428.0,950.0,4.29,221.0,33.0,52,132.0,4.4,3890,2.17,1793,2380,3.3,721,1560,4.41,354,1320,5.66,233,3890,2.17,1793,3420,1.91,1791,,0.98,4.64,8.25,4640.0,5.5,844.0,3380.0,7.3,463.0,2090.0,8.95,234.0,1160.0,13.2,88.0,0.8533184606804238,0.3569436698271054,0.1689905186837702,0.1026213050752928,0.8533184606804238,0.8616843279419967,1.0,0.5718608169440242,0.3237518910741301,0.1671709531013615,1.0,0.4021193530395984,0.1974344673731176,0.1299498047964305,1.0,0.9988845510317904,0.6384266263237519,0.3502269288956127,0.1770045385779122,0.0665658093797276,Regulated,1.0
 BAXI S.p.A.,ALYA 4/6M WH-A,ALYA 6M E WH-A,11.11.2022,Outdoor Air/Water,R32,"1,500 kg",33.0,52,195.0,6.82,4.95,-7.0,-10.0,6030,3.09,1951,3880,4.85,800,2400,6.63,362,1390,7.83,178,6030,3.09,1951,5360,2.76,1942,,65.0,14.0,24.0,14.0,0.0,1,1.45,7.18,4.75,7180.0,3.01,2385.0,5210.0,4.47,1166.0,3420.0,5.21,656.0,1510.0,5.68,266.0,33.0,52,138.0,5.7,5050,2.17,2327,3120,3.51,889,2090,4.54,460,1280,5.59,229,5050,2.17,2327,4520,1.91,2366,,1.18,6.7,8.44,6700.0,4.95,1354.0,4930.0,7.22,683.0,3510.0,9.45,371.0,1430.0,12.89,111.0,0.8384185646755479,0.3437902879243661,0.1555651052857757,0.0764933390631714,0.8384185646755479,0.8345509239363988,1.0,0.4888888888888889,0.2750524109014675,0.1115303983228511,1.0,0.3820369574559518,0.1976794155565105,0.0984099699183498,1.0,1.0167597765363128,0.5677148846960167,0.2863731656184486,0.1555555555555555,0.0465408805031446,Regulated,1.0
 BAXI S.p.A.,ALYA 6/8M E FS Slim,AWHPR 6 MR + SYSMGR FS Slim 4.5-8MRE,22.10.2021,Outdoor Air/Water,R32,"1,200 kg",34.0,58,177.0,6.5,4.5,-10.0,-10.0,5900,3.16,1867,3500,4.48,781,2250,5.61,401,2500,6.92,361,6600,2.68,2463,6600,2.68,2463,,60.0,15.0,15.0,15.0,0.0,1,0.0,6.5,3.95,6500.0,2.83,2297.0,4900.0,3.99,1228.0,3100.0,4.55,681.0,1370.0,3.96,346.0,34.0,58,132.0,6.0,5500,2.22,2477,3400,3.37,1009,2100,4.07,516,2500,6.58,380,5500,2.22,2477,5300,1.82,2912,,0.7,7.0,5.99,7000.0,4.88,1434.0,5390.0,6.65,811.0,3320.0,4.93,673.0,1780.0,9.48,188.0,0.7537343560758982,0.3153007670569237,0.1618893823173193,0.1457408155026241,0.9943480016148568,0.9943480016148568,1.0,0.5346103613408794,0.2964736612973443,0.150631258162821,1.0,0.4073475979006863,0.208316511909568,0.1534113847396043,1.0,1.1756156641098103,0.6242925555071833,0.3530692207226817,0.2929908576404005,0.0818458859381802,Regulated,1.0
 BAXI S.p.A.,ALYA 6/8M E FS Slim,AWHPR 8 MR + SYSMGR FS Slim 4.5-8MRE,22.10.2021,Outdoor Air/Water,R32,"1,200 kg",36.0,59,176.0,7.0,4.48,-7.0,-10.0,6190,2.97,2084,4120,4.46,924,2780,5.7,488,2670,7.8,342,6190,2.97,2084,6640,2.58,2574,,60.0,15.0,15.0,15.0,0.0,1,0.36,6.5,4.32,6500.0,2.79,2330.0,4970.0,3.96,1255.0,3350.0,4.74,707.0,1550.0,5.5,282.0,36.0,59,125.0,7.0,6190,1.95,3174,3790,3.24,1170,2490,4.1,607,2550,6.1,418,6190,1.95,3174,4900,1.66,2952,,2.1,7.1,5.82,7100.0,4.88,1455.0,5650.0,6.71,842.0,3180.0,5.26,605.0,1670.0,7.4,226.0,0.6565847511027095,0.2911153119092627,0.1537492123503465,0.107750472589792,0.6565847511027095,0.8109640831758034,1.0,0.5386266094420601,0.3034334763948498,0.1210300429184549,1.0,0.3686200378071834,0.1912413358538122,0.1316950220541902,1.0,0.9300567107750471,0.6244635193133047,0.3613733905579399,0.259656652360515,0.0969957081545064,Regulated,1.0
 BDR THERMEA FR (BRÖTJE),BRÖTJE MONO AWHP 6-8,MONO AWHP 6 MR,02.06.2020,Outdoor Air/Water,R410A,"2,400 kg",,58,188.0,6.0,4.77,-7.0,-20.0,5300,3.18,1667,3200,4.52,708,3200,6.55,489,2900,8.16,355,5300,3.18,1667,4880,2.74,1781,,60.0,15.0,15.0,15.0,0.0,1,1.12,,,,,,,,,,,,,,,,58,132.0,6.0,5300,2.09,2536,3200,3.22,994,2900,4.62,628,2700,6.09,443,5300,2.09,2536,4880,1.9,2568,,1.12,,,,,,,,,,,,,,,0.6573343848580442,0.279179810725552,0.1928233438485804,0.1399842271293375,0.6573343848580442,0.7022870662460567,,,,,1.0,0.3919558359621451,0.2476340694006309,0.1746845425867507,1.0,1.0126182965299684,,,,,Regulated,1.0
 BDR THERMEA FR (BRÖTJE),BRÖTJE MONO AWHP 6-8,MONO AWHP 8 MR,02.06.2020,Outdoor Air/Water,R410A,"2,400 kg",,58,175.0,8.5,4.44,-7.0,-20.0,7500,2.21,3394,4600,4.53,1015,3400,6.28,541,3200,8.48,377,7500,2.21,3394,6650,2.0,3325,,60.0,15.0,15.0,15.0,0.0,1,1.85,,,,,,,,,,,,,,,,58,139.0,8.5,7500,1.96,3827,4600,3.5,1314,2900,4.9,592,2900,6.8,426,7500,1.96,3827,6650,1.82,3654,,1.85,,,,,,,,,,,,,,,0.8868565455970734,0.2652207995819179,0.1413639926835641,0.0985105827018552,0.8868565455970734,0.8688267572511106,,,,,1.0,0.3433498824144238,0.1546903579827541,0.1113143454402926,1.0,0.9547948784949046,,,,,Regulated,1.0
 BDR THERMEA FR (BRÖTJE),BRÖTJE MONO AWHP 6-8,MONO AWHP 8 TR,02.06.2020,Outdoor Air/Water,R410A,"2,400 kg",,58,174.0,8.5,4.43,-7.0,-20.0,7500,2.21,3394,4600,4.53,1015,3400,6.28,541,3200,8.48,377,7500,2.21,3394,6650,1.99,3342,,60.0,22.0,22.0,22.0,0.0,1,1.85,,,,,,,,,,,,,,,,58,139.0,8.5,7500,1.96,3827,4600,3.5,1314,2900,4.9,592,2900,6.8,426,7500,1.96,3827,6650,1.81,3674,,1.85,,,,,,,,,,,,,,,0.8868565455970734,0.2652207995819179,0.1413639926835641,0.0985105827018552,0.8868565455970734,0.8732688790175072,,,,,1.0,0.3433498824144238,0.1546903579827541,0.1113143454402926,1.0,0.96002090410243,,,,,Regulated,1.0
 BDR Thermea FR (CHAPPEE),Chappée ERIA S PLUS DUO R32 8-10,ERIA S PLUS DUO R32 10 MR/EM,11.11.2022,Outdoor Air/Water,R32,"1,650 kg",39.0,54,205.0,9.17,5.2,-7.0,-10.0,8109,3.23,2511,4950,5.01,988,3320,7.08,469,1650,8.58,192,8109,3.23,2511,7400,2.96,2500,,65.0,14.0,24.0,14.0,0.0,1,1.76,8.7,4.94,8700.0,3.23,2693.0,6460.0,4.38,1475.0,3900.0,5.51,708.0,1900.0,5.96,319.0,39.0,54,137.0,7.67,6780,2.24,3027,4290,3.42,1254,2770,4.52,613,1580,5.68,278,6780,2.24,3027,5390,1.83,2945,,2.28,10.24,7.78,10240.0,4.71,2174.0,7980.0,6.58,1213.0,4540.0,8.27,549.0,2130.0,11.65,183.0,0.8295341922695738,0.326395771390816,0.1549388833828873,0.0634291377601585,0.8295341922695738,0.8259002312520648,1.0,0.5477163015224656,0.2629038247307835,0.1184552543631637,1.0,0.4142715559960356,0.2025107367030063,0.0918401057152296,1.0,0.9729104724149322,0.8072781284812477,0.4504270330486446,0.2038618640920906,0.0679539546973635,Regulated,1.0
 BDR Thermea FR (CHAPPEE),Chappée ERIA S PLUS DUO R32 8-10,ERIA S PLUS DUO R32 8 MR/EM,11.11.2022,Outdoor Air/Water,R32,"1,650 kg",37.0,54,205.0,8.12,5.21,-7.0,-10.0,7190,3.35,2146,4650,5.09,914,2900,6.82,425,1630,8.35,195,7190,3.35,2146,6450,3.04,2122,,65.0,14.0,24.0,14.0,0.0,1,1.68,7.33,4.85,7330.0,3.38,2169.0,5560.0,4.53,1227.0,3630.0,5.37,676.0,1560.0,5.56,281.0,37.0,54,132.0,6.6,5840,2.16,2704,3760,3.3,1139,2430,4.34,560,1400,5.33,263,5840,2.16,2704,4910,1.84,2668,,1.69,8.47,8.07,8470.0,5.11,1658.0,6680.0,7.14,936.0,4210.0,8.53,494.0,1700.0,11.68,146.0,0.7936390532544378,0.3380177514792899,0.1571745562130177,0.0721153846153846,0.7936390532544378,0.7847633136094675,1.0,0.5656984785615491,0.3116643614568926,0.1295527893038266,1.0,0.4212278106508875,0.2071005917159763,0.0972633136094674,1.0,0.9866863905325444,0.764407561088059,0.4315352697095436,0.2277547256800368,0.0673121254034117,Regulated,1.0
 BDR Thermea FR (DE DIETRICH),DE DIETRICH  STRATEO 4.5 MR/E R32,AWHPR 4 MR + MIC-1C V190 R32,18.11.2022,Outdoor Air/Water,R32,"1,200 kg",32.0,58,176.0,5.0,4.48,-10.0,-10.0,4400,3.18,1384,2700,4.44,608,1750,5.37,326,2700,8.78,308,5000,3.0,1667,5000,3.0,1667,,60.0,15.0,15.0,15.0,0.0,,0.0,4.5,4.64,4500.0,3.6,1250.0,3320.0,3.97,836.0,2300.0,5.23,440.0,1850.0,6.4,289.0,32.0,58,134.0,5.0,4500,2.15,2093,2700,3.39,796,1740,4.44,392,2100,7.29,288,4500,2.15,2093,4300,1.83,2350,,0.7,6.0,8.02,6000.0,5.35,1121.0,4500.0,7.09,635.0,2800.0,9.2,304.0,2850.0,12.23,233.0,0.6612517916865743,0.2904921165790731,0.1557572861920688,0.1471571906354515,0.7964644051600573,0.7964644051600573,1.0,0.6688,0.352,0.2312,1.0,0.3803153368370759,0.1872909698996655,0.1376015289058767,1.0,1.1227902532250358,0.8968,0.508,0.2432,0.1864,Regulated,1.0
 BDR Thermea FR (DE DIETRICH),DE DIETRICH  STRATEO 4.5 MR/E R32,AWHPR 4 MR + MIC-2C V190 R32,18.11.2022,Outdoor Air/Water,R32,"1,200 kg",32.0,58,154.0,5.0,3.93,-10.0,-10.0,4400,3.02,1457,2700,3.95,684,1750,4.37,400,2700,7.06,382,5000,2.87,1742,5000,2.87,1742,,60.0,15.0,15.0,15.0,0.0,0,0.0,4.5,4.04,4500.0,3.4,1324.0,3320.0,3.64,912.0,2300.0,4.47,515.0,1850.0,5.08,364.0,32.0,58,120.0,5.0,4500,2.08,2163,2700,3.1,871,1740,3.73,466,2100,5.78,363,4500,2.08,2163,4300,1.77,2429,,0.7,6.0,6.72,6000.0,5.01,1198.0,4500.0,6.34,710.0,2800.0,7.38,379.0,2850.0,9.25,308.0,0.6736014794267221,0.3162274618585298,0.184928340268146,0.1766065649560795,0.8053629218677762,0.8053629218677762,1.0,0.6888217522658611,0.3889728096676737,0.2749244712990936,1.0,0.4026814609338881,0.2154415164123902,0.1678224687933426,1.0,1.1229773462783172,0.904833836858006,0.5362537764350453,0.2862537764350453,0.2326283987915408,Regulated,1.0
 BDR Thermea FR (DE DIETRICH),DE DIETRICH  STRATEO 6/8 MR/E R32,AWHPR 6 MR + MIC-1C V190 R32,18.11.2022,Outdoor Air/Water,R32,"1,200 kg",34.0,58,177.0,6.5,4.5,-10.0,-10.0,5900,3.16,1867,3500,4.48,781,2250,5.61,401,2500,6.92,361,6600,2.68,2463,6600,2.68,2463,,60.0,15.0,15.0,15.0,0.0,,0.0,6.5,3.95,6500.0,2.83,2297.0,4900.0,3.99,1228.0,3100.0,4.55,681.0,1370.0,3.96,346.0,34.0,58,132.0,6.0,5500,2.22,2477,3400,3.37,1009,2100,4.07,516,2500,6.58,380,5500,2.22,2477,5300,1.82,2912,,0.7,7.0,5.99,7000.0,4.88,1434.0,5390.0,6.65,811.0,3320.0,4.93,673.0,1780.0,9.48,188.0,0.7537343560758982,0.3153007670569237,0.1618893823173193,0.1457408155026241,0.9943480016148568,0.9943480016148568,1.0,0.5346103613408794,0.2964736612973443,0.150631258162821,1.0,0.4073475979006863,0.208316511909568,0.1534113847396043,1.0,1.1756156641098103,0.6242925555071833,0.3530692207226817,0.2929908576404005,0.0818458859381802,Regulated,1.0
 BDR Thermea FR (DE DIETRICH),DE DIETRICH  STRATEO 6/8 MR/E R32,AWHPR 6 MR + MIC-2C V190 R32,18.11.2022,Outdoor Air/Water,R32,"1,200 kg",34.0,58,159.0,6.5,4.04,-10.0,-10.0,5900,3.04,1941,3500,4.09,856,2250,4.73,476,2500,5.73,436,6600,2.6,2538,6600,2.6,2538,,60.0,15.0,15.0,15.0,0.0,0,0.0,6.5,3.55,6500.0,2.74,2372.0,4900.0,3.76,1303.0,3100.0,4.1,756.0,1370.0,3.25,422.0,34.0,58,121.0,6.0,5500,2.15,2558,3400,3.14,1083,2100,3.55,592,2500,5.5,455,5500,2.15,2558,5300,1.77,2994,,0.7,7.0,5.17,7000.0,4.64,1509.0,5390.0,6.09,885.0,3320.0,4.44,748.0,1780.0,6.77,263.0,0.7587959343236904,0.3346364347146208,0.1860828772478499,0.1704456606724003,0.9921813917122752,0.9921813917122752,1.0,0.5493254637436762,0.3187183811129848,0.1779089376053962,1.0,0.4233776387802971,0.2314308053166536,0.1778733385457388,1.0,1.1704456606724003,0.6361720067453626,0.3731028667790894,0.3153456998313659,0.1108768971332209,Regulated,1.0
