T_in,T_out,T_amb,COP,EER,P_el,P_th,m_dot,P_th_real,P_el_real,COP_real,RE_P_th,RE_P_el,RE_COP,titel,Group,Pdc_real,Pel_c_real,EER_real,RE_Pdc,RE_Pel_c,RE_EER
30,7,30,0.0,4.077906342359711,2887.9922986115876,-11776.962111194192,0.5608077195806759,,,,,,,i-32V518T,1.0,10960.0,2502.0,4.38,7.454033861260889,15.427350064411982,-6.897115471239479
30,18,30,0.0,6.958599508701809,2364.146827346826,-16451.15095127456,0.7833881405368839,,,,,,,i-32V518T,1.0,,,6.75052968273555,,,3.082274069520752
35,7,35,0.0,2.3437367899714445,4461.56533307044,-10456.734811978391,0.49793975295135195,,,,,,,i-32V518T,1.0,15040.0,4883.0,3.08,-30.473837686313885,-8.63065056173582,-23.9046496762518
35,18,35,0.0,5.224429956313543,3937.719861805678,-20572.341605588408,0.979635314551829,,,,,,,i-32V518T,1.0,,,4.591104265405172,,,13.794626614790651
-7,34,-7,3.0868378521126942,0.0,4074.3050994288938,12576.719201972883,0.5988913905701373,11900.0,3993.0,2.98,5.686715982965396,2.0361908196567358,3.58516282257364,i-32V5SL16,1.0,,,,,,
-7,52,-7,1.2183250769135157,0.0,5242.68947019847,6387.30005201323,0.3041571453339633,11500.0,5324.0,2.16,-44.458260417276264,-1.52724511272595,-43.59606125400391,i-32V5SL16,1.0,,,,,,
2,30,2,5.056355802589678,0.0,1479.0391497209905,7478.548186949034,0.35612134223566827,7300.0,1601.0,4.56,2.4458655746443014,-7.617792022424075,10.884995670826282,i-32V5SL16,1.0,,,,,,
2,42,2,3.8106806191235023,0.0,2257.9620635674255,8604.372274352498,0.40973201306440465,6900.0,2136.0,3.23,24.701047454384017,5.70983443667723,17.97772814623846,i-32V5SL16,1.0,,,,,,
7,27,7,6.231270648079543,0.0,904.9833499213134,5639.196185365379,0.26853315168406566,5800.0,940.0,6.17,-2.772479562665875,-3.7251755402858078,0.9930412978856218,i-32V5SL16,1.0,,,,,,
7,36,7,5.2970142604797275,0.0,1051.0313962674727,5567.328294240722,0.2651108711543201,5700.0,1313.0,4.34,-2.327573785250492,-19.951911936978473,22.05101982672184,i-32V5SL16,1.0,,,,,,
12,24,12,7.406185493568955,0.0,856.3006678059018,6341.921584037478,0.3019962659065466,6700.0,770.0,8.7,-5.34445396958988,11.207878935831395,-14.87143110840281,i-32V5SL16,1.0,,,,,,
12,30,12,6.783347901835896,0.0,953.666032036725,6469.048477468483,0.3080499274984992,6600.0,978.0,6.75,-1.984113977750257,-2.488135783565948,0.49404299016142517,i-32V5SL16,1.0,,,,,,
20,7,20,0.0,7.315372136975384,1251.564776784614,-9155.66209570998,0.43598390931952286,,,,,,,i-32V5SL16,1.0,5530.0,829.0,6.67,65.56350986817326,50.97283194024293,9.675744182539493
20,18,20,0.0,10.150029457724486,727.6695658610931,-7385.867528979683,0.35170797757046107,,,,,,,i-32V5SL16,1.0,,,11.253730326129425,,,-9.807422396130427
25,7,25,0.0,5.685125597852675,1251.564776784614,-7115.302949868978,0.33882394999376086,,,,,,,i-32V5SL16,1.0,6470.0,1221.0,5.3,9.973770477109412,2.5032577219175955,7.266520714201419
25,18,25,0.0,8.519782918601777,727.6695658610931,-6199.586737609712,0.29521841607665295,,,,,,,i-32V5SL16,1.0,,,8.149777661166622,,,4.5400656658182825
30,7,30,0.0,4.054879058730876,2644.993215494048,-10725.127599992058,0.5107203619043837,,,,,,,i-32V5SL16,1.0,10170.0,2333.0,4.36,5.458481809164772,13.373048242350972,-6.998186726356071
30,18,30,0.0,6.889536379478159,2121.098004569531,-14613.381866920314,0.6958753269962055,,,,,,,i-32V5SL16,1.0,,,6.719705346284703,,,2.5273583355459817
35,7,35,0.0,2.4246325196090766,4038.421654205474,-9791.688470680074,0.466270879556194,,,,,,,i-32V5SL16,1.0,13800.0,4381.0,3.15,-29.045735719709608,-7.8196381144607585,-23.027539060029312
35,18,35,0.0,5.2592898403563595,3514.526443280957,-18483.91321681131,0.8801863436576814,,,,,,,i-32V5SL16,1.0,,,4.695447544164381,,,12.008275907431564
-7,34,-7,2.7415993308161433,0.0,6971.99153968776,19114.407339663776,0.9102098733173226,17300.0,6811.0,2.54,10.487903697478473,2.3636990117128276,7.93698152819462,i-32V5 MIDI 0121,1.0,,,,,,
-7,52,-7,1.3063851051064148,0.0,8978.997348654357,11730.028395072042,0.5585727807177163,17000.0,9140.0,1.86,-30.999832970164455,-1.7615169731470814,-29.764241660945444,i-32V5 MIDI 0121,1.0,,,,,,
2,30,2,4.3201509528919075,0.0,2258.4980572706377,9757.052534222268,0.46462154924867943,10600.0,2500.0,4.24,-7.9523345828087955,-9.660077709174498,1.8903526625449807,i-32V5 MIDI 0121,1.0,,,,,,
2,42,2,3.363341469085441,0.0,3596.5019299141695,12096.264084526147,0.576012575453626,10500.0,3355.0,3.13,15.20251509072521,7.198269147963332,7.454999012314412,i-32V5 MIDI 0121,1.0,,,,,,
7,27,7,5.259139505773305,0.0,1547.872320161241,8140.4764688529685,0.3876417366120461,9300.0,1806.0,5.15,-12.467994958570227,-14.292784044228068,2.1192137043360093,i-32V5 MIDI 0121,1.0,,,,,,
7,36,7,4.541532392918384,0.0,1798.7480462820656,8169.072518888658,0.3890034532804123,9200.0,2335.0,3.94,-11.205733490340675,-22.96582242903359,15.26731961721788,i-32V5 MIDI 0121,1.0,,,,,,
12,24,12,6.1981280586546745,0.0,1464.2470781213126,9075.59089970683,0.4321709952241348,10900.0,1540.0,7.08,-16.73769816782724,-4.919020901213466,-12.455818380583693,i-32V5 MIDI 0121,1.0,,,,,,
12,30,12,5.71972331675147,0.0,1631.497562201689,9331.714647748182,0.4443673641784849,10800.0,1960.0,5.51,-13.595234743072393,-16.760328459097494,3.8062307940375684,i-32V5 MIDI 0121,1.0,,,,,,
20,7,20,0.0,6.531707623329339,1803.7828540029852,-11781.78221832205,0.5610372484915263,,,,,,,i-32V5 MIDI 0121,1.0,9530.0,1604.0,5.94,23.628354861721412,12.455290149812036,9.961407800157218
20,18,20,0.0,9.12524480469483,1016.1105644909062,-9272.257649616173,0.4415360785531511,,,,,,,i-32V5 MIDI 0121,1.0,,,10.022062689236698,,,-8.948436188740017
25,7,25,0.0,5.157236513135786,1803.7828540029852,-9302.534796432472,0.44297784744916535,,,,,,,i-32V5 MIDI 0121,1.0,8820.0,1804.0,4.89,5.470916059325082,-0.012036917794611135,5.46495936882998
25,18,25,0.0,7.750773694501277,1016.1105644909062,-7875.643033960959,0.3750306206648076,,,,,,,i-32V5 MIDI 0121,1.0,,,7.519323162849959,,,3.078076665128915
30,7,30,0.0,3.782765402942232,3625.3316341404798,-13713.779079818632,0.6530370990389825,,,,,,,i-32V5 MIDI 0121,1.0,12940.0,3211.0,4.03,5.979745593652486,12.903507758968535,-6.1348535250066565
30,18,30,0.0,6.376302584307723,2837.659344627068,-18093.774612530535,0.8616083148824064,,,,,,,i-32V5 MIDI 0121,1.0,,,6.211103794845723,,,2.6597331958787995
35,7,35,0.0,2.4082942927486783,5446.880414276642,-13117.691014986995,0.6246519530946187,,,,,,,i-32V5 MIDI 0121,1.0,17700.0,5861.0,3.02,-25.8887513277571,-7.065681380709055,-20.255155869249066
35,18,35,0.0,5.001831474114169,4659.20812476323,-23304.573842889185,1.1097416115661516,,,,,,,i-32V5 MIDI 0121,1.0,,,4.5016671693258505,,,11.110646033461013
-7,34,-7,2.8262349745377833,0.0,8301.370705139187,23461.62422346775,1.1172202011175119,21700.0,8097.0,2.68,8.118083979114044,2.5240299510829622,5.456528900663549,i-32V5 MIDI 0128,1.0,,,,,,
-7,52,-7,1.3979598988444195,0.0,10572.588667355576,14780.054983940057,0.7038121420923836,20800.0,10777.0,1.93,-28.942043346442038,-1.8967368715266164,-27.566844619460127,i-32V5 MIDI 0128,1.0,,,,,,
2,30,2,4.431290277781272,0.0,2792.4295336314626,12374.065843770393,0.589241230655733,13200.0,3099.0,4.26,-6.257076941133388,-9.892561031575909,4.0208985394665,i-32V5 MIDI 0128,1.0,,,,,,
2,42,2,3.4791068939856586,0.0,4306.574841774292,14983.034221482136,0.7134778200705779,12800.0,4000.0,3.2,17.054954855329196,7.664371044357288,8.722090437051833,i-32V5 MIDI 0128,1.0,,,,,,
7,27,7,5.3847032581627445,0.0,1854.5298188472627,9986.09275790682,0.4755282265669914,11900.0,2208.0,5.39,-16.083254135236814,-16.008613276844986,-0.09826979289898619,i-32V5 MIDI 0128,1.0,,,,,,
7,36,7,4.670565720316063,0.0,2138.4320641246177,9987.68749392516,0.47560416637738856,11500.0,2805.0,4.1,-13.150543531085567,-23.763562776305967,13.91623708087959,i-32V5 MIDI 0128,1.0,,,,,,
12,24,12,6.338116238543989,0.0,1759.895737088757,11154.423749386593,0.5311630356850758,13700.0,1941.0,7.06,-18.580848544623407,-9.330461767709586,-10.224982456884002,i-32V5 MIDI 0128,1.0,,,,,,
12,30,12,5.862024546645898,0.0,1949.163900606381,11426.046630790672,0.5440974586090797,13500.0,2340.0,5.77,-15.362617549698731,-16.702397409983718,1.5948794912634012,i-32V5 MIDI 0128,1.0,,,,,,
20,7,20,0.0,7.202659364919782,2228.1054536441834,-16048.284611719117,0.7642040291294817,,,,,,,i-32V5 MIDI 0128,1.0,12260.0,1895.0,6.47,30.89954821956864,17.578124202859293,11.32394690757006
20,18,20,0.0,9.966526107851678,1296.0949127504964,-12917.563786181565,0.615122085056265,,,,,,,i-32V5 MIDI 0128,1.0,,,10.916287137939634,,,-8.700403517117595
25,7,25,0.0,5.567553145298007,2228.1054536441834,-12405.095526492316,0.5907188345948722,,,,,,,i-32V5 MIDI 0128,1.0,11320.0,2104.0,5.38,9.585649527317287,5.898548177004925,3.4861179423421262
25,18,25,0.0,8.331419888229902,1296.0949127504964,-10798.310933123086,0.5142052825296708,,,,,,,i-32V5 MIDI 0128,1.0,,,8.272793173033289,,,0.7086689340634944
30,7,30,0.0,3.9324469256780503,4798.987049911635,-18871.761870793787,0.8986553271806565,,,,,,,i-32V5 MIDI 0128,1.0,17740.0,4306.0,4.12,6.3797174227383735,11.44883998865851,-4.552259085484223
30,18,30,0.0,6.6963136686090365,3866.976509017948,-25894.48765352694,1.23307084064414,,,,,,,i-32V5 MIDI 0128,1.0,,,6.349813308874536,,,5.456859011118165
35,7,35,0.0,2.297340706056275,7369.868646173638,-16931.09923914255,0.80624282091155,,,,,,,i-32V5 MIDI 0128,1.0,24200.0,7987.0,3.03,-30.036780003543186,-7.726697806765525,-24.18017471761469
35,18,35,0.0,5.061207448987261,6437.858105281767,-32583.335397975094,1.5515873999035759,,,,,,,i-32V5 MIDI 0128,1.0,,,4.516573352005738,,,12.058568621268172
-7,34,-7,2.6435850954451325,0.0,8538.113771271994,22571.230308949474,1.074820490902356,21300.0,8288.0,2.57,5.968217412908339,3.0177819892856395,2.863233285802824,i-32V5 MIDI 0132,1.0,,,,,,
-7,52,-7,1.3633084551718184,0.0,11170.958492657031,15229.462165412762,0.7252124840672743,21700.0,11421.0,1.9,-29.818146703166992,-2.189313609517285,-28.24692341200955,i-32V5 MIDI 0132,1.0,,,,,,
2,30,2,4.216451678375563,0.0,2923.8797043849654,12328.397486922233,0.5870665469962968,13000.0,3299.0,3.94,-5.166173177521283,-11.370727360261734,7.016540060293486,i-32V5 MIDI 0132,1.0,,,,,,
2,42,2,3.3629339181933346,0.0,4679.109518641224,15735.53610717986,0.749311243199041,13300.0,4304.0,3.09,18.312301557743304,8.715369856905752,8.832812886515695,i-32V5 MIDI 0132,1.0,,,,,,
7,27,7,5.145587042237594,0.0,1878.5574282392042,9666.280760846828,0.46029908384984897,11600.0,2306.0,5.03,-16.669993440975617,-18.536104586331128,2.2979531259958996,i-32V5 MIDI 0132,1.0,,,,,,
7,36,7,4.505448722100937,0.0,2207.6630184121714,9946.512525134614,0.47364345357783877,11900.0,3005.0,3.96,-16.415861133322572,-26.53367659194106,13.773957628811528,i-32V5 MIDI 0132,1.0,,,,,,
12,24,12,6.0747224060992275,0.0,1768.855564848107,10745.3065329361,0.5116812634731476,13500.0,1940.0,6.96,-20.405136793065925,-8.821878100613045,-12.719505659493857,i-32V5 MIDI 0132,1.0,,,,,,
12,30,12,5.647963526008425,0.0,1988.259291629977,11229.61595937346,0.5347436171130219,14000.0,2541.0,5.51,-19.788457433046723,-21.752881085006802,2.5038752451619795,i-32V5 MIDI 0132,1.0,,,,,,
20,7,20,0.0,7.334179059260805,2401.625303887946,-17613.95001196584,0.8387595243793258,,,,,,,i-32V5 MIDI 0132,1.0,12560.0,1894.0,6.63,40.238455509282176,26.801758389015085,10.621101949635058
20,18,20,0.0,10.12310777044604,1406.1337927949198,-14234.443924129015,0.6778306630537626,,,,,,,i-32V5 MIDI 0132,1.0,,,11.186241688491464,,,-9.503941964164675
25,7,25,0.0,5.634726327054068,2401.625303887946,-13532.501327536635,0.6444048251207921,,,,,,,i-32V5 MIDI 0132,1.0,12270.0,2293.0,5.35,10.289334372751702,4.73725703828809,5.3219874215713725
25,18,25,0.0,8.423655038239303,1406.1337927949198,-11844.786008115467,0.5640374289578793,,,,,,,i-32V5 MIDI 0132,1.0,,,8.226662356083288,,,2.3945638416817516
30,7,30,0.0,3.9352735948482405,5177.652917517095,-20375.48080959398,0.9702609909330467,,,,,,,i-32V5 MIDI 0132,1.0,19100.0,4602.0,4.15,6.677909997874254,12.508755269819538,-5.174130244620723
30,18,30,0.0,6.724202306033476,4182.161406424069,-28121.69937328093,1.3391285415848062,,,,,,,i-32V5 MIDI 0132,1.0,,,6.396049813550807,,,5.130549355438707
35,7,35,0.0,2.2358208626415035,7953.680531150173,-17783.00486633111,0.8468097555395767,,,,,,,i-32V5 MIDI 0132,1.0,26000.0,8638.0,3.01,-31.603827437188038,-7.922198064943586,-25.72023712154473
35,18,35,0.0,5.024749573826739,6958.189020057147,-34963.15731313804,1.6649122530065734,,,,,,,i-32V5 MIDI 0132,1.0,,,4.486760986645964,,,11.99057825415708
-7,34,-7,3.0505632836238874,0.0,3704.769290655949,11301.633172372352,0.5381730082082072,10700.0,3591.0,2.98,5.622739928713583,3.168178520076559,2.367895423620392,i-32V514,1.0,,,,,,
-7,52,-7,1.2841137046877975,0.0,4791.230829117291,6152.485169992193,0.29297548428534254,10300.0,4905.0,2.1,-40.267134271920455,-2.319453025131679,-38.85172834820012,i-32V514,1.0,,,,,,
2,30,2,4.823097290804981,0.0,1377.3508273165617,6643.097043718508,0.31633795446278606,6500.0,1548.0,4.2,2.201492980284736,-11.023848364563204,14.83564978107097,i-32V514,1.0,,,,,,
2,42,2,3.645464238180921,0.0,2101.658519624309,7661.520974158673,0.364834332102794,6200.0,1931.0,3.21,23.57291893804312,8.837831156100929,13.565864117785686,i-32V514,1.0,,,,,,
7,27,7,5.884166474131349,0.0,820.5641175357857,4828.335870279246,0.22992075572758314,5800.0,970.0,5.98,-16.75282982277163,-15.405761078784973,-1.6025673222182513,i-32V514,1.0,,,,,,
7,36,7,5.000941684663303,0.0,956.3718098434535,4782.759649883013,0.2277504595182387,5700.0,1360.0,4.19,-16.091935966964687,-29.67854339386371,19.35421681773992,i-32V514,1.0,,,,,,
12,24,12,6.945235657457488,0.0,775.2948867665167,5384.605692615277,0.2564097948864418,6700.0,821.0,8.16,-19.6327508564884,-5.567005265954117,-14.8868179233151,i-32V514,1.0,,,,,,
12,30,12,6.356419131145457,0.0,865.8333483049154,5503.599659549092,0.2620761742642425,6600.0,1070.0,6.17,-16.612126370468296,-19.080995485521925,3.021379759245657,i-32V514,1.0,,,,,,
20,7,20,0.0,7.152362938245233,1105.6607137077544,-7908.086710997116,0.37657555766652934,,,,,,,i-32V514,1.0,5530.0,823.0,6.72,43.00337632906177,34.34516569960564,6.433972295315971
20,18,20,0.0,9.948693448282597,616.0490067598112,-6128.882717372335,0.2918515579701112,,,,,,,i-32V514,1.0,,,11.338091123176868,,,-12.254246855135253
25,7,25,0.0,5.582454238167202,1105.6607137077544,-6172.300337212827,0.29391906367680126,,,,,,,i-32V514,1.0,5410.0,1102.0,4.91,14.090579246078129,0.3321881767472279,13.6956056653198
25,18,25,0.0,8.378784748204453,616.0490067598112,-5161.742021985608,0.2457972391421718,,,,,,,i-32V514,1.0,,,7.550077040816626,,,10.97614902348325
30,7,30,0.0,4.012545538088943,2199.6649056243687,-8826.255602353898,0.4202978858263761,,,,,,,i-32V514,1.0,8470.0,1965.0,4.31,4.206087394969282,11.942234382919526,-6.901495635987387
30,18,30,0.0,6.808876048126194,1710.0531986764254,-11643.540265489497,0.5544542983566427,,,,,,,i-32V514,1.0,,,6.642644505157584,,,2.502490428917925
35,7,35,0.0,2.4426368380109125,3293.669097543392,-8045.237469877647,0.38310654618464984,,,,,,,i-32V514,1.0,11480.0,3532.0,3.25,-29.919534234515275,-6.747760545204073,-24.84194344581808
35,18,35,0.0,5.238967348048163,2804.0573905946458,-14690.365111378484,0.6995411957799278,,,,,,,i-32V514,1.0,,,4.84450937096325,,,8.142372052146163
-7,34,-7,2.351926853298437,0.0,11204.586401738652,26352.367638351643,1.2548746494453162,27100.0,10884.0,2.49,-2.758791002392458,2.9454832941809173,-5.545106293235468,i-HPV5H 0140,1.0,,,,,,
-7,52,-7,1.2283754329891963,0.0,14679.508565125161,18031.947689754234,0.8586641757025826,25800.0,15000.0,1.72,-30.10872988467351,-2.1366095658322592,-28.58282366341882,i-HPV5H 0140,1.0,,,,,,
2,30,2,4.466088536988707,0.0,3680.1791336421275,16436.005842824135,0.7826669448963874,17600.0,4161.0,4.23,-6.613603165771953,-11.55541615856459,5.581289290513158,i-HPV5H 0140,1.0,,,,,,
2,42,2,3.7170542567826033,0.0,5996.793909233986,22290.408327366174,1.0614480155888655,17100.0,5516.0,3.1,30.353265072316816,8.716350783792336,19.904976025245258,i-HPV5H 0140,1.0,,,,,,
7,27,7,5.6891713238671855,0.0,2463.3069456606904,14014.175237135663,0.6673416779588411,18000.0,3249.0,5.54,-22.143470904801866,-24.182611706349945,2.6926231744979434,i-HPV5H 0140,1.0,,,,,,
7,36,7,5.1273956137124514,0.0,2897.672216084004,14857.51181072556,0.7075005624155029,20200.0,4401.0,4.59,-26.447961333041782,-34.1587771850942,11.707965440358414,i-HPV5H 0140,1.0,,,,,,
12,24,12,6.91225411074538,0.0,2318.5185221862525,16026.189185821228,0.763151865991487,20200.0,2841.0,7.11,-20.662429773162238,-18.39075951473944,-2.7812361357893223,i-HPV5H 0140,1.0,,,,,,
12,30,12,6.537736970642527,0.0,2608.0953691351283,17051.041517756297,0.8119543579883951,22900.0,3159.0,7.25,-25.541303415911365,-17.439209587365355,-9.824317646309977,i-HPV5H 0140,1.0,,,,,,
20,7,20,0.0,7.100256260315291,2977.858011056197,-21143.554985331804,1.006835951682467,,,,,,,i-HPV5H 0140,1.0,16190.000000000002,2464.0,6.57,30.59638656783077,20.85462707208592,8.070871542089652
20,18,20,0.0,9.841514385200753,1670.5754807841286,-16440.992625700666,0.7829044107476508,,,,,,,i-HPV5H 0140,1.0,,,11.08500873203453,,,-11.21780214065331
25,7,25,0.0,5.501750382409227,2977.858011056197,-16383.431451088813,0.7801634024328006,,,,,,,i-HPV5H 0140,1.0,15000.0,3000.0,5.0,9.22287634059209,-0.7380662981267605,10.035007648184546
25,18,25,0.0,8.24300850729469,1670.5754807841286,-13770.567900181488,0.6557413285800708,,,,,,,i-HPV5H 0140,1.0,,,7.688469491666625,,,7.21260604895575
30,7,30,0.0,3.9032445045013446,5930.016252760424,-23146.30335019078,1.1022049214376561,,,,,,,i-HPV5H 0140,1.0,21700.0,5242.0,4.14,6.664992397192537,13.125071590240832,-5.718731775329832
30,18,30,0.0,6.644502629385897,4622.733722484014,-30715.766373995888,1.4626555416188518,,,,,,,i-HPV5H 0140,1.0,,,6.380637645325383,,,4.135401486931789
35,7,35,0.0,2.304738626595281,8882.174494458139,-20471.090645537086,0.9748138402636708,,,,,,,i-HPV5H 0140,1.0,29600.0,9548.0,3.1,-30.840909981293628,-6.973455231900516,-25.653592690474813
35,18,35,0.0,5.045996751479834,7574.891964181728,-38222.8802440717,1.8201371544796046,,,,,,,i-HPV5H 0140,1.0,,,4.620916630764946,,,9.19904327822767
-7,34,-7,1.9601124078471344,0.0,19722.488447547243,38658.294319659115,1.8408711580790054,41800.0,19174.0,2.18,-7.51604229746623,2.8605843723127355,-10.086586796003017,i-HPV5H 0260,1.0,,,,,,
-7,52,-7,1.0,0.0,41300.0,41300.0,1.9666666666666666,41300.0,26645.0,1.55,0.0,55.00093826233814,-35.483870967741936,i-HPV5H 0260,1.0,,,,,,
2,30,2,4.299517924850619,0.0,6505.316073122832,27969.723063210455,1.331891574438593,27700.0,7328.0,3.78,0.9737294700738364,-11.226581971577076,13.743860445783573,i-HPV5H 0260,1.0,,,,,,
2,42,2,3.6433810723351034,0.0,10754.698670276772,39183.465573953894,1.8658793130454234,29100.0,9932.0,2.93,34.65108444657696,8.283313232750423,24.347476871505226,i-HPV5H 0260,1.0,,,,,,
7,27,7,5.641715045108185,0.0,4310.920483135115,24320.984947968427,1.158142140379449,31200.0,5612.0,5.56,-22.04812516676786,-23.183883051762024,1.46969505590262,i-HPV5H 0260,1.0,,,,,,
7,36,7,5.149612405721541,0.0,5107.679720101527,26302.570851087152,1.252503373861293,43400.0,9274.0,4.68,-39.394998038969696,-44.92473883867234,10.034453113708143,i-HPV5H 0260,1.0,,,,,,
12,24,12,6.983912165365837,0.0,4045.334070813231,28252.257830121427,1.3453456109581632,35600.0,4824.0,7.38,-20.63972519628813,-16.141499361251434,-5.367043829731211,i-HPV5H 0260,1.0,,,,,,
12,30,12,6.65584373910815,0.0,4576.506895457379,30460.51476711527,1.4505007031959651,42300.0,5834.0,7.25,-27.989326791689674,-21.55456127087112,-8.195258770922075,i-HPV5H 0260,1.0,,,,,,
20,7,20,0.0,7.066967240945928,5075.894727997407,-35871.18176124782,1.7081515124403723,,,,,,,i-HPV5H 0260,1.0,28950.0,4488.0,6.45,23.90736359671095,13.099258645218526,9.565383580557029
20,18,20,0.0,9.80640923234057,2801.97065196507,-27477.27087017759,1.3084414700084566,,,,,,,i-HPV5H 0260,1.0,,,10.882542819120657,,,-9.888622582668061
25,7,25,0.0,5.493989711084851,5075.894727997407,-27886.91341016759,1.3279482576270283,,,,,,,i-HPV5H 0260,1.0,27020.0,5236.0,5.16,3.2084138052094424,-3.057778304098413,6.472668819473837
25,18,25,0.0,8.233431702479265,2801.97065196507,-23069.833995305704,1.0985635235859859,,,,,,,i-HPV5H 0260,1.0,,,7.934500515399957,,,3.7674858864665373
30,7,30,0.0,3.9210121812236594,9770.67448576725,-38310.9336774646,1.824330175117362,,,,,,,i-HPV5H 0260,1.0,35400.0,8592.0,4.12,8.222976490013,13.718278465633716,-4.829801426610214
30,18,30,0.0,6.660454172618074,7496.750409734912,-49931.76254759515,2.3777029784569117,,,,,,,i-HPV5H 0260,1.0,,,6.349813308874536,,,4.892125935567027
35,7,35,0.0,2.3480346513626955,14465.454243544133,-33965.38781154317,1.6173994195972938,,,,,,,i-HPV5H 0260,1.0,48000.0,15484.0,3.1,-29.238775392618386,-6.578053193334199,-24.25694673023563
