Manufacturer,Model,Date,Type,SPL indoor [dBA],SPL outdoor [dBA],Refrigerant,Mass of Refrigerant [kg],PSB [W],Prated [W],Guideline,Climate,T_in [°C],T_out [°C],P_th [W],COP,P_el [W]
Groupe Atlantic,THERMASTAGE Compact Combi 08,2019-09-30,Outdoor Air/Water,44.0,69.0,R410a,1.4,9,7.0,EN 14825,average,7,36,2280,4.83,472
Groupe Atlantic,THERMASTAGE Compact Combi 08,2019-09-30,Outdoor Air/Water,44.0,69.0,R410a,1.4,9,7.0,EN 14825,average,12,24,2290,9.81,233
Groupe Atlantic,THERMASTAGE Compact Combi 08,2019-09-30,Outdoor Air/Water,44.0,69.0,R410a,1.4,9,7.0,EN 14825,average,12,30,2150,6.9,312
Mitsubishi,PUHZ-SHW80VHA(-BS) + EHSC-M*C,2020-04-09,Outdoor Air/Water,40.0,69.0,R410a,5.5,15,9.6,EN 14825,average,-7,34,8500,2.91,2921
Mitsubishi,PUHZ-SHW80VHA(-BS) + EHSC-M*C,2020-04-09,Outdoor Air/Water,40.0,69.0,R410a,5.5,15,9.0,EN 14825,average,-7,52,8000,2.04,3922
Mitsubishi,PUHZ-SHW80VHA(-BS) + EHSC-M*C,2020-04-09,Outdoor Air/Water,40.0,69.0,R410a,5.5,15,9.6,EN 14825,average,2,30,5200,4.31,1206
Mitsubishi,PUHZ-SHW80VHA(-BS) + EHSC-M*C,2020-04-09,Outdoor Air/Water,40.0,69.0,R410a,5.5,15,9.0,EN 14825,average,2,42,4900,3.25,1508
Mitsubishi,PUHZ-SHW80VHA(-BS) + EHSC-M*C,2020-04-09,Outdoor Air/Water,40.0,69.0,R410a,5.5,15,9.6,EN 14825,average,7,27,4400,5.65,779
Mitsubishi,PUHZ-SHW80VHA(-BS) + EHSC-M*C,2020-04-09,Outdoor Air/Water,40.0,69.0,R410a,5.5,15,9.0,EN 14825,average,7,36,4100,4.59,893
Mitsubishi,PUHZ-SHW80VHA(-BS) + EHSC-M*C,2020-04-09,Outdoor Air/Water,40.0,69.0,R410a,5.5,15,9.6,EN 14825,average,12,24,7400,7.59,975
Mitsubishi,PUHZ-SHW80VHA(-BS) + EHSC-M*C,2020-04-09,Outdoor Air/Water,40.0,69.0,R410a,5.5,15,9.0,EN 14825,average,12,30,7100,6.72,1057
Mitsubishi,PUHZ-SHW80VHA(-BS) + EHSC-VM*C,2020-04-09,Outdoor Air/Water,40.0,69.0,R410a,5.5,15,9.6,EN 14825,average,-7,34,8500,2.91,2921
Mitsubishi,PUHZ-SHW80VHA(-BS) + EHSC-VM*C,2020-04-09,Outdoor Air/Water,40.0,69.0,R410a,5.5,15,9.0,EN 14825,average,-7,52,8000,2.04,3922
Mitsubishi,PUHZ-SHW80VHA(-BS) + EHSC-VM*C,2020-04-09,Outdoor Air/Water,40.0,69.0,R410a,5.5,15,9.6,EN 14825,average,2,30,5200,4.31,1206
Mitsubishi,PUHZ-SHW80VHA(-BS) + EHSC-VM*C,2020-04-09,Outdoor Air/Water,40.0,69.0,R410a,5.5,15,9.0,EN 14825,average,2,42,4900,3.25,1508
Mitsubishi,PUHZ-SHW80VHA(-BS) + EHSC-VM*C,2020-04-09,Outdoor Air/Water,40.0,69.0,R410a,5.5,15,9.6,EN 14825,average,7,27,4400,5.65,779
Mitsubishi,PUHZ-SHW80VHA(-BS) + EHSC-VM*C,2020-04-09,Outdoor Air/Water,40.0,69.0,R410a,5.5,15,9.0,EN 14825,average,7,36,4100,4.59,893
Mitsubishi,PUHZ-SHW80VHA(-BS) + EHSC-VM*C,2020-04-09,Outdoor Air/Water,40.0,69.0,R410a,5.5,15,9.6,EN 14825,average,12,24,7400,7.59,975
Mitsubishi,PUHZ-SHW80VHA(-BS) + EHSC-VM*C,2020-04-09,Outdoor Air/Water,40.0,69.0,R410a,5.5,15,9.0,EN 14825,average,12,30,7100,6.72,1057
Mitsubishi,PUHZ-SHW80VHA(-BS) + EHSC-YM*C,2020-04-09,Outdoor Air/Water,40.0,69.0,R410a,5.5,15,9.6,EN 14825,average,-7,34,8500,2.91,2921
Mitsubishi,PUHZ-SHW80VHA(-BS) + EHSC-YM*C,2020-04-09,Outdoor Air/Water,40.0,69.0,R410a,5.5,15,9.0,EN 14825,average,-7,52,8000,2.04,3922
Mitsubishi,PUHZ-SHW80VHA(-BS) + EHSC-YM*C,2020-04-09,Outdoor Air/Water,40.0,69.0,R410a,5.5,15,9.6,EN 14825,average,2,30,5200,4.31,1206
Mitsubishi,PUHZ-SHW80VHA(-BS) + EHSC-YM*C,2020-04-09,Outdoor Air/Water,40.0,69.0,R410a,5.5,15,9.0,EN 14825,average,2,42,4900,3.25,1508
Mitsubishi,PUHZ-SHW80VHA(-BS) + EHSC-YM*C,2020-04-09,Outdoor Air/Water,40.0,69.0,R410a,5.5,15,9.6,EN 14825,average,7,27,4400,5.65,779
Mitsubishi,PUHZ-SHW80VHA(-BS) + EHSC-YM*C,2020-04-09,Outdoor Air/Water,40.0,69.0,R410a,5.5,15,9.0,EN 14825,average,7,36,4100,4.59,893
Mitsubishi,PUHZ-SHW80VHA(-BS) + EHSC-YM*C,2020-04-09,Outdoor Air/Water,40.0,69.0,R410a,5.5,15,9.6,EN 14825,average,12,24,7400,7.59,975
Mitsubishi,PUHZ-SHW80VHA(-BS) + EHSC-YM*C,2020-04-09,Outdoor Air/Water,40.0,69.0,R410a,5.5,15,9.0,EN 14825,average,12,30,7100,6.72,1057
Mitsubishi,PUHZ-SHW80VHA(-BS) + EHST20C-M*C,2020-04-09,Outdoor Air/Water,40.0,69.0,R410a,5.5,15,9.6,EN 14825,average,-7,34,8500,2.91,2921
Mitsubishi,PUHZ-SHW80VHA(-BS) + EHST20C-M*C,2020-04-09,Outdoor Air/Water,40.0,69.0,R410a,5.5,15,9.0,EN 14825,average,-7,52,8000,2.04,3922
Mitsubishi,PUHZ-SHW80VHA(-BS) + EHST20C-M*C,2020-04-09,Outdoor Air/Water,40.0,69.0,R410a,5.5,15,9.6,EN 14825,average,2,30,5200,4.31,1206
Mitsubishi,PUHZ-SHW80VHA(-BS) + EHST20C-M*C,2020-04-09,Outdoor Air/Water,40.0,69.0,R410a,5.5,15,9.0,EN 14825,average,2,42,4900,3.25,1508
Mitsubishi,PUHZ-SHW80VHA(-BS) + EHST20C-M*C,2020-04-09,Outdoor Air/Water,40.0,69.0,R410a,5.5,15,9.6,EN 14825,average,7,27,4400,5.65,779
Mitsubishi,PUHZ-SHW80VHA(-BS) + EHST20C-M*C,2020-04-09,Outdoor Air/Water,40.0,69.0,R410a,5.5,15,9.0,EN 14825,average,7,36,4100,4.59,893
Mitsubishi,PUHZ-SHW80VHA(-BS) + EHST20C-M*C,2020-04-09,Outdoor Air/Water,40.0,69.0,R410a,5.5,15,9.6,EN 14825,average,12,24,7400,7.59,975
Mitsubishi,PUHZ-SHW80VHA(-BS) + EHST20C-M*C,2020-04-09,Outdoor Air/Water,40.0,69.0,R410a,5.5,15,9.0,EN 14825,average,12,30,7100,6.72,1057
Mitsubishi,PUHZ-SHW80VHA(-BS) + EHST20C-VM*C,2020-04-09,Outdoor Air/Water,40.0,69.0,R410a,5.5,15,9.6,EN 14825,average,-7,34,8500,2.91,2921
Mitsubishi,PUHZ-SHW80VHA(-BS) + EHST20C-VM*C,2020-04-09,Outdoor Air/Water,40.0,69.0,R410a,5.5,15,9.0,EN 14825,average,-7,52,8000,2.04,3922
Mitsubishi,PUHZ-SHW80VHA(-BS) + EHST20C-VM*C,2020-04-09,Outdoor Air/Water,40.0,69.0,R410a,5.5,15,9.6,EN 14825,average,2,30,5200,4.31,1206
Mitsubishi,PUHZ-SHW80VHA(-BS) + EHST20C-VM*C,2020-04-09,Outdoor Air/Water,40.0,69.0,R410a,5.5,15,9.0,EN 14825,average,2,42,4900,3.25,1508
Mitsubishi,PUHZ-SHW80VHA(-BS) + EHST20C-VM*C,2020-04-09,Outdoor Air/Water,40.0,69.0,R410a,5.5,15,9.6,EN 14825,average,7,27,4400,5.65,779
Mitsubishi,PUHZ-SHW80VHA(-BS) + EHST20C-VM*C,2020-04-09,Outdoor Air/Water,40.0,69.0,R410a,5.5,15,9.0,EN 14825,average,7,36,4100,4.59,893
Mitsubishi,PUHZ-SHW80VHA(-BS) + EHST20C-VM*C,2020-04-09,Outdoor Air/Water,40.0,69.0,R410a,5.5,15,9.6,EN 14825,average,12,24,7400,7.59,975
Mitsubishi,PUHZ-SHW80VHA(-BS) + EHST20C-VM*C,2020-04-09,Outdoor Air/Water,40.0,69.0,R410a,5.5,15,9.0,EN 14825,average,12,30,7100,6.72,1057
Mitsubishi,PUHZ-SHW80VHA(-BS) + EHST20C-YM*C,2020-04-09,Outdoor Air/Water,40.0,69.0,R410a,5.5,15,9.6,EN 14825,average,-7,34,8500,2.91,2921
Mitsubishi,PUHZ-SHW80VHA(-BS) + EHST20C-YM*C,2020-04-09,Outdoor Air/Water,40.0,69.0,R410a,5.5,15,9.0,EN 14825,average,-7,52,8000,2.04,3922
Mitsubishi,PUHZ-SHW80VHA(-BS) + EHST20C-YM*C,2020-04-09,Outdoor Air/Water,40.0,69.0,R410a,5.5,15,9.6,EN 14825,average,2,30,5200,4.31,1206
Mitsubishi,PUHZ-SHW80VHA(-BS) + EHST20C-YM*C,2020-04-09,Outdoor Air/Water,40.0,69.0,R410a,5.5,15,9.0,EN 14825,average,2,42,4900,3.25,1508
Mitsubishi,PUHZ-SHW80VHA(-BS) + EHST20C-YM*C,2020-04-09,Outdoor Air/Water,40.0,69.0,R410a,5.5,15,9.6,EN 14825,average,7,27,4400,5.65,779
Mitsubishi,PUHZ-SHW80VHA(-BS) + EHST20C-YM*C,2020-04-09,Outdoor Air/Water,40.0,69.0,R410a,5.5,15,9.0,EN 14825,average,7,36,4100,4.59,893
Mitsubishi,PUHZ-SHW80VHA(-BS) + EHST20C-YM*C,2020-04-09,Outdoor Air/Water,40.0,69.0,R410a,5.5,15,9.6,EN 14825,average,12,24,7400,7.59,975
Mitsubishi,PUHZ-SHW80VHA(-BS) + EHST20C-YM*C,2020-04-09,Outdoor Air/Water,40.0,69.0,R410a,5.5,15,9.0,EN 14825,average,12,30,7100,6.72,1057
Mitsubishi,PUHZ-SHW80VHA(-BS) + ERSC-M*C,2020-04-09,Outdoor Air/Water,40.0,69.0,R410a,5.5,15,9.6,EN 14825,average,-7,34,8500,2.91,2921
Mitsubishi,PUHZ-SHW80VHA(-BS) + ERSC-M*C,2020-04-09,Outdoor Air/Water,40.0,69.0,R410a,5.5,15,9.0,EN 14825,average,-7,52,8000,2.04,3922
Mitsubishi,PUHZ-SHW80VHA(-BS) + ERSC-M*C,2020-04-09,Outdoor Air/Water,40.0,69.0,R410a,5.5,15,9.6,EN 14825,average,2,30,5200,4.31,1206
Mitsubishi,PUHZ-SHW80VHA(-BS) + ERSC-M*C,2020-04-09,Outdoor Air/Water,40.0,69.0,R410a,5.5,15,9.0,EN 14825,average,2,42,4900,3.25,1508
Mitsubishi,PUHZ-SHW80VHA(-BS) + ERSC-M*C,2020-04-09,Outdoor Air/Water,40.0,69.0,R410a,5.5,15,9.6,EN 14825,average,7,27,4400,5.65,779
Mitsubishi,PUHZ-SHW80VHA(-BS) + ERSC-M*C,2020-04-09,Outdoor Air/Water,40.0,69.0,R410a,5.5,15,9.0,EN 14825,average,7,36,4100,4.59,893
Mitsubishi,PUHZ-SHW80VHA(-BS) + ERSC-M*C,2020-04-09,Outdoor Air/Water,40.0,69.0,R410a,5.5,15,9.6,EN 14825,average,12,24,7400,7.59,975
Mitsubishi,PUHZ-SHW80VHA(-BS) + ERSC-M*C,2020-04-09,Outdoor Air/Water,40.0,69.0,R410a,5.5,15,9.0,EN 14825,average,12,30,7100,6.72,1057
Mitsubishi,PUHZ-SHW80VHA(-BS) + ERSC-VM*C,2020-04-09,Outdoor Air/Water,40.0,69.0,R410a,5.5,15,9.6,EN 14825,average,-7,34,8500,2.91,2921
Mitsubishi,PUHZ-SHW80VHA(-BS) + ERSC-VM*C,2020-04-09,Outdoor Air/Water,40.0,69.0,R410a,5.5,15,9.0,EN 14825,average,-7,52,8000,2.04,3922
Mitsubishi,PUHZ-SHW80VHA(-BS) + ERSC-VM*C,2020-04-09,Outdoor Air/Water,40.0,69.0,R410a,5.5,15,9.6,EN 14825,average,2,30,5200,4.31,1206
Mitsubishi,PUHZ-SHW80VHA(-BS) + ERSC-VM*C,2020-04-09,Outdoor Air/Water,40.0,69.0,R410a,5.5,15,9.0,EN 14825,average,2,42,4900,3.25,1508
Mitsubishi,PUHZ-SHW80VHA(-BS) + ERSC-VM*C,2020-04-09,Outdoor Air/Water,40.0,69.0,R410a,5.5,15,9.6,EN 14825,average,7,27,4400,5.65,779
Mitsubishi,PUHZ-SHW80VHA(-BS) + ERSC-VM*C,2020-04-09,Outdoor Air/Water,40.0,69.0,R410a,5.5,15,9.0,EN 14825,average,7,36,4100,4.59,893
Mitsubishi,PUHZ-SHW80VHA(-BS) + ERSC-VM*C,2020-04-09,Outdoor Air/Water,40.0,69.0,R410a,5.5,15,9.6,EN 14825,average,12,24,7400,7.59,975
Mitsubishi,PUHZ-SHW80VHA(-BS) + ERSC-VM*C,2020-04-09,Outdoor Air/Water,40.0,69.0,R410a,5.5,15,9.0,EN 14825,average,12,30,7100,6.72,1057
Mitsubishi,PUHZ-SHW80VHA(-BS) + ERST20C-M*C,2020-04-09,Outdoor Air/Water,40.0,69.0,R410a,5.5,15,9.6,EN 14825,average,-7,34,8500,2.91,2921
Mitsubishi,PUHZ-SHW80VHA(-BS) + ERST20C-M*C,2020-04-09,Outdoor Air/Water,40.0,69.0,R410a,5.5,15,9.0,EN 14825,average,-7,52,8000,2.04,3922
Mitsubishi,PUHZ-SHW80VHA(-BS) + ERST20C-M*C,2020-04-09,Outdoor Air/Water,40.0,69.0,R410a,5.5,15,9.6,EN 14825,average,2,30,5200,4.31,1206
Mitsubishi,PUHZ-SHW80VHA(-BS) + ERST20C-M*C,2020-04-09,Outdoor Air/Water,40.0,69.0,R410a,5.5,15,9.0,EN 14825,average,2,42,4900,3.25,1508
Mitsubishi,PUHZ-SHW80VHA(-BS) + ERST20C-M*C,2020-04-09,Outdoor Air/Water,40.0,69.0,R410a,5.5,15,9.6,EN 14825,average,7,27,4400,5.65,779
Mitsubishi,PUHZ-SHW80VHA(-BS) + ERST20C-M*C,2020-04-09,Outdoor Air/Water,40.0,69.0,R410a,5.5,15,9.0,EN 14825,average,7,36,4100,4.59,893
Mitsubishi,PUHZ-SHW80VHA(-BS) + ERST20C-M*C,2020-04-09,Outdoor Air/Water,40.0,69.0,R410a,5.5,15,9.6,EN 14825,average,12,24,7400,7.59,975
Mitsubishi,PUHZ-SHW80VHA(-BS) + ERST20C-M*C,2020-04-09,Outdoor Air/Water,40.0,69.0,R410a,5.5,15,9.0,EN 14825,average,12,30,7100,6.72,1057
Mitsubishi,PUHZ-SHW80VHA(-BS) + ERST20C-VM*C,2020-04-09,Outdoor Air/Water,40.0,69.0,R410a,5.5,15,9.6,EN 14825,average,-7,34,8500,2.91,2921
Mitsubishi,PUHZ-SHW80VHA(-BS) + ERST20C-VM*C,2020-04-09,Outdoor Air/Water,40.0,69.0,R410a,5.5,15,9.0,EN 14825,average,-7,52,8000,2.04,3922
Mitsubishi,PUHZ-SHW80VHA(-BS) + ERST20C-VM*C,2020-04-09,Outdoor Air/Water,40.0,69.0,R410a,5.5,15,9.6,EN 14825,average,2,30,5200,4.31,1206
Mitsubishi,PUHZ-SHW80VHA(-BS) + ERST20C-VM*C,2020-04-09,Outdoor Air/Water,40.0,69.0,R410a,5.5,15,9.0,EN 14825,average,2,42,4900,3.25,1508
Mitsubishi,PUHZ-SHW80VHA(-BS) + ERST20C-VM*C,2020-04-09,Outdoor Air/Water,40.0,69.0,R410a,5.5,15,9.6,EN 14825,average,7,27,4400,5.65,779
Mitsubishi,PUHZ-SHW80VHA(-BS) + ERST20C-VM*C,2020-04-09,Outdoor Air/Water,40.0,69.0,R410a,5.5,15,9.0,EN 14825,average,7,36,4100,4.59,893
Mitsubishi,PUHZ-SHW80VHA(-BS) + ERST20C-VM*C,2020-04-09,Outdoor Air/Water,40.0,69.0,R410a,5.5,15,9.6,EN 14825,average,12,24,7400,7.59,975
Mitsubishi,PUHZ-SHW80VHA(-BS) + ERST20C-VM*C,2020-04-09,Outdoor Air/Water,40.0,69.0,R410a,5.5,15,9.0,EN 14825,average,12,30,7100,6.72,1057
Mitsubishi,PUHZ-SHW112VHA(-BS) + EHSC-M*C,2020-04-09,Outdoor Air/Water,40.0,70.0,R410a,5.5,15,13.9,EN 14825,average,-7,34,12300,2.85,4316
Mitsubishi,PUHZ-SHW112VHA(-BS) + EHSC-M*C,2020-04-09,Outdoor Air/Water,40.0,70.0,R410a,5.5,15,12.7,EN 14825,average,-7,52,11200,1.96,5714
Mitsubishi,PUHZ-SHW112VHA(-BS) + EHSC-M*C,2020-04-09,Outdoor Air/Water,40.0,70.0,R410a,5.5,15,13.9,EN 14825,average,2,30,7500,4.04,1856
Mitsubishi,PUHZ-SHW112VHA(-BS) + EHSC-M*C,2020-04-09,Outdoor Air/Water,40.0,70.0,R410a,5.5,15,12.7,EN 14825,average,2,42,6800,3.12,2179
Mitsubishi,PUHZ-SHW112VHA(-BS) + EHSC-M*C,2020-04-09,Outdoor Air/Water,40.0,70.0,R410a,5.5,15,13.9,EN 14825,average,7,27,4800,5.68,845
Mitsubishi,PUHZ-SHW112VHA(-BS) + EHSC-M*C,2020-04-09,Outdoor Air/Water,40.0,70.0,R410a,5.5,15,12.7,EN 14825,average,7,36,4400,4.61,954
Mitsubishi,PUHZ-SHW112VHA(-BS) + EHSC-M*C,2020-04-09,Outdoor Air/Water,40.0,70.0,R410a,5.5,15,13.9,EN 14825,average,12,24,7300,7.51,972
Mitsubishi,PUHZ-SHW112VHA(-BS) + EHSC-M*C,2020-04-09,Outdoor Air/Water,40.0,70.0,R410a,5.5,15,12.7,EN 14825,average,12,30,7000,6.66,1051
Mitsubishi,PUHZ-SHW112VHA(-BS) + EHSC-VM*C,2020-04-09,Outdoor Air/Water,40.0,70.0,R410a,5.5,15,13.9,EN 14825,average,-7,34,12300,2.85,4316
Mitsubishi,PUHZ-SHW112VHA(-BS) + EHSC-VM*C,2020-04-09,Outdoor Air/Water,40.0,70.0,R410a,5.5,15,12.7,EN 14825,average,-7,52,11200,1.96,5714
Mitsubishi,PUHZ-SHW112VHA(-BS) + EHSC-VM*C,2020-04-09,Outdoor Air/Water,40.0,70.0,R410a,5.5,15,13.9,EN 14825,average,2,30,7500,4.04,1856
Mitsubishi,PUHZ-SHW112VHA(-BS) + EHSC-VM*C,2020-04-09,Outdoor Air/Water,40.0,70.0,R410a,5.5,15,12.7,EN 14825,average,2,42,6800,3.12,2179
Mitsubishi,PUHZ-SHW112VHA(-BS) + EHSC-VM*C,2020-04-09,Outdoor Air/Water,40.0,70.0,R410a,5.5,15,13.9,EN 14825,average,7,27,4800,5.68,845
Mitsubishi,PUHZ-SHW112VHA(-BS) + EHSC-VM*C,2020-04-09,Outdoor Air/Water,40.0,70.0,R410a,5.5,15,12.7,EN 14825,average,7,36,4400,4.61,954
Mitsubishi,PUHZ-SHW112VHA(-BS) + EHSC-VM*C,2020-04-09,Outdoor Air/Water,40.0,70.0,R410a,5.5,15,13.9,EN 14825,average,12,24,7300,7.51,972
Mitsubishi,PUHZ-SHW112VHA(-BS) + EHSC-VM*C,2020-04-09,Outdoor Air/Water,40.0,70.0,R410a,5.5,15,12.7,EN 14825,average,12,30,7000,6.66,1051
Mitsubishi,PUHZ-SHW112VHA(-BS) + EHSC-YM*C,2020-04-09,Outdoor Air/Water,40.0,70.0,R410a,5.5,15,13.9,EN 14825,average,-7,34,12300,2.85,4316
Mitsubishi,PUHZ-SHW112VHA(-BS) + EHSC-YM*C,2020-04-09,Outdoor Air/Water,40.0,70.0,R410a,5.5,15,12.7,EN 14825,average,-7,52,11200,1.96,5714
Mitsubishi,PUHZ-SHW112VHA(-BS) + EHSC-YM*C,2020-04-09,Outdoor Air/Water,40.0,70.0,R410a,5.5,15,13.9,EN 14825,average,2,30,7500,4.04,1856
Mitsubishi,PUHZ-SHW112VHA(-BS) + EHSC-YM*C,2020-04-09,Outdoor Air/Water,40.0,70.0,R410a,5.5,15,12.7,EN 14825,average,2,42,6800,3.12,2179
Mitsubishi,PUHZ-SHW112VHA(-BS) + EHSC-YM*C,2020-04-09,Outdoor Air/Water,40.0,70.0,R410a,5.5,15,13.9,EN 14825,average,7,27,4800,5.68,845
Mitsubishi,PUHZ-SHW112VHA(-BS) + EHSC-YM*C,2020-04-09,Outdoor Air/Water,40.0,70.0,R410a,5.5,15,12.7,EN 14825,average,7,36,4400,4.61,954
Mitsubishi,PUHZ-SHW112VHA(-BS) + EHSC-YM*C,2020-04-09,Outdoor Air/Water,40.0,70.0,R410a,5.5,15,13.9,EN 14825,average,12,24,7300,7.51,972
Mitsubishi,PUHZ-SHW112VHA(-BS) + EHSC-YM*C,2020-04-09,Outdoor Air/Water,40.0,70.0,R410a,5.5,15,12.7,EN 14825,average,12,30,7000,6.66,1051
Mitsubishi,PUHZ-SHW112VHA(-BS) + EHST20C-M*C,2020-04-09,Outdoor Air/Water,40.0,70.0,R410a,5.5,15,13.9,EN 14825,average,-7,34,12300,2.85,4316
Mitsubishi,PUHZ-SHW112VHA(-BS) + EHST20C-M*C,2020-04-09,Outdoor Air/Water,40.0,70.0,R410a,5.5,15,12.7,EN 14825,average,-7,52,11200,1.96,5714
Mitsubishi,PUHZ-SHW112VHA(-BS) + EHST20C-M*C,2020-04-09,Outdoor Air/Water,40.0,70.0,R410a,5.5,15,13.9,EN 14825,average,2,30,7500,4.04,1856
Mitsubishi,PUHZ-SHW112VHA(-BS) + EHST20C-M*C,2020-04-09,Outdoor Air/Water,40.0,70.0,R410a,5.5,15,12.7,EN 14825,average,2,42,6800,3.12,2179
Mitsubishi,PUHZ-SHW112VHA(-BS) + EHST20C-M*C,2020-04-09,Outdoor Air/Water,40.0,70.0,R410a,5.5,15,13.9,EN 14825,average,7,27,4800,5.68,845
Mitsubishi,PUHZ-SHW112VHA(-BS) + EHST20C-M*C,2020-04-09,Outdoor Air/Water,40.0,70.0,R410a,5.5,15,12.7,EN 14825,average,7,36,4400,4.61,954
Mitsubishi,PUHZ-SHW112VHA(-BS) + EHST20C-M*C,2020-04-09,Outdoor Air/Water,40.0,70.0,R410a,5.5,15,13.9,EN 14825,average,12,24,7300,7.51,972
Mitsubishi,PUHZ-SHW112VHA(-BS) + EHST20C-M*C,2020-04-09,Outdoor Air/Water,40.0,70.0,R410a,5.5,15,12.7,EN 14825,average,12,30,7000,6.66,1051
Mitsubishi,PUHZ-SHW112VHA(-BS) + EHST20CVM*C,2020-04-09,Outdoor Air/Water,40.0,70.0,R410a,5.5,15,13.9,EN 14825,average,-7,34,12300,2.85,4316
Mitsubishi,PUHZ-SHW112VHA(-BS) + EHST20CVM*C,2020-04-09,Outdoor Air/Water,40.0,70.0,R410a,5.5,15,12.7,EN 14825,average,-7,52,11200,1.96,5714
Mitsubishi,PUHZ-SHW112VHA(-BS) + EHST20CVM*C,2020-04-09,Outdoor Air/Water,40.0,70.0,R410a,5.5,15,13.9,EN 14825,average,2,30,7500,4.04,1856
Mitsubishi,PUHZ-SHW112VHA(-BS) + EHST20CVM*C,2020-04-09,Outdoor Air/Water,40.0,70.0,R410a,5.5,15,12.7,EN 14825,average,2,42,6800,3.12,2179
Mitsubishi,PUHZ-SHW112VHA(-BS) + EHST20CVM*C,2020-04-09,Outdoor Air/Water,40.0,70.0,R410a,5.5,15,13.9,EN 14825,average,7,27,4800,5.68,845
Mitsubishi,PUHZ-SHW112VHA(-BS) + EHST20CVM*C,2020-04-09,Outdoor Air/Water,40.0,70.0,R410a,5.5,15,12.7,EN 14825,average,7,36,4400,4.61,954
Mitsubishi,PUHZ-SHW112VHA(-BS) + EHST20CVM*C,2020-04-09,Outdoor Air/Water,40.0,70.0,R410a,5.5,15,13.9,EN 14825,average,12,24,7300,7.51,972
Mitsubishi,PUHZ-SHW112VHA(-BS) + EHST20CVM*C,2020-04-09,Outdoor Air/Water,40.0,70.0,R410a,5.5,15,12.7,EN 14825,average,12,30,7000,6.66,1051
Mitsubishi,PUHZ-SHW112VHA(-BS) + EHST20CYM*C,2020-04-09,Outdoor Air/Water,40.0,70.0,R410a,5.5,15,13.9,EN 14825,average,-7,34,12300,2.85,4316
Mitsubishi,PUHZ-SHW112VHA(-BS) + EHST20CYM*C,2020-04-09,Outdoor Air/Water,40.0,70.0,R410a,5.5,15,12.7,EN 14825,average,-7,52,11200,1.96,5714
Mitsubishi,PUHZ-SHW112VHA(-BS) + EHST20CYM*C,2020-04-09,Outdoor Air/Water,40.0,70.0,R410a,5.5,15,13.9,EN 14825,average,2,30,7500,4.04,1856
Mitsubishi,PUHZ-SHW112VHA(-BS) + EHST20CYM*C,2020-04-09,Outdoor Air/Water,40.0,70.0,R410a,5.5,15,12.7,EN 14825,average,2,42,6800,3.12,2179
Mitsubishi,PUHZ-SHW112VHA(-BS) + EHST20CYM*C,2020-04-09,Outdoor Air/Water,40.0,70.0,R410a,5.5,15,13.9,EN 14825,average,7,27,4800,5.68,845
Mitsubishi,PUHZ-SHW112VHA(-BS) + EHST20CYM*C,2020-04-09,Outdoor Air/Water,40.0,70.0,R410a,5.5,15,12.7,EN 14825,average,7,36,4400,4.61,954
Mitsubishi,PUHZ-SHW112VHA(-BS) + EHST20CYM*C,2020-04-09,Outdoor Air/Water,40.0,70.0,R410a,5.5,15,13.9,EN 14825,average,12,24,7300,7.51,972
Mitsubishi,PUHZ-SHW112VHA(-BS) + EHST20CYM*C,2020-04-09,Outdoor Air/Water,40.0,70.0,R410a,5.5,15,12.7,EN 14825,average,12,30,7000,6.66,1051
Mitsubishi,PUHZ-SHW112VHA(-BS) + ERSC-M*C,2020-04-09,Outdoor Air/Water,40.0,70.0,R410a,5.5,15,13.9,EN 14825,average,-7,34,12300,2.85,4316
Mitsubishi,PUHZ-SHW112VHA(-BS) + ERSC-M*C,2020-04-09,Outdoor Air/Water,40.0,70.0,R410a,5.5,15,12.7,EN 14825,average,-7,52,11200,1.96,5714
Mitsubishi,PUHZ-SHW112VHA(-BS) + ERSC-M*C,2020-04-09,Outdoor Air/Water,40.0,70.0,R410a,5.5,15,13.9,EN 14825,average,2,30,7500,4.04,1856
Mitsubishi,PUHZ-SHW112VHA(-BS) + ERSC-M*C,2020-04-09,Outdoor Air/Water,40.0,70.0,R410a,5.5,15,12.7,EN 14825,average,2,42,6800,3.12,2179
Mitsubishi,PUHZ-SHW112VHA(-BS) + ERSC-M*C,2020-04-09,Outdoor Air/Water,40.0,70.0,R410a,5.5,15,13.9,EN 14825,average,7,27,4800,5.68,845
Mitsubishi,PUHZ-SHW112VHA(-BS) + ERSC-M*C,2020-04-09,Outdoor Air/Water,40.0,70.0,R410a,5.5,15,12.7,EN 14825,average,7,36,4400,4.61,954
Mitsubishi,PUHZ-SHW112VHA(-BS) + ERSC-M*C,2020-04-09,Outdoor Air/Water,40.0,70.0,R410a,5.5,15,13.9,EN 14825,average,12,24,7300,7.51,972
Mitsubishi,PUHZ-SHW112VHA(-BS) + ERSC-M*C,2020-04-09,Outdoor Air/Water,40.0,70.0,R410a,5.5,15,12.7,EN 14825,average,12,30,7000,6.66,1051
Mitsubishi,PUHZ-SHW112VHA(-BS) + ERSC-VM*C,2020-04-09,Outdoor Air/Water,40.0,70.0,R410a,5.5,15,13.9,EN 14825,average,-7,34,12300,2.85,4316
