manufacturers,models,titel,dates,types,refrigerants,mass_of_refrigerants,spl_indoor_l,spl_outdoor_l,eta_l,p_rated_l,scop_l,t_biv,tol,p_th_minus7_l,cop_minus7_l,p_el_minus7_l,p_th_2_l,cop_2_l,p_el_2_l,p_th_7_l,cop_7_l,p_el_7_l,p_th_12_l,cop_12_l,p_el_12_l,p_th_tbiv_l,cop_tbiv_l,p_el_tbiv_l,p_th_tol_l,cop_tol_l,p_el_tol_l,rated_airflows_l,wtols,poffs,ptos,psbs,pcks,supp_energy_types,p_sups_l,p_design_cools_l,seers_l,pdcs_35_l,eer_35_l,p_el_35_l,pdcs_30_l,eer_30_l,p_el_30_l,pdcs_25_l,eer_25_l,p_el_25_l,pdcs_20_l,eer_20_l,p_el_20_l,spl_indoor_h,spl_outdoor_h,eta_h,p_rated_h,p_th_minus7_h,cop_minus7_h,p_el_minus7_h,p_th_2_h,cop_2_h,p_el_2_h,p_th_7_h,cop_7_h,p_el_7_h,p_th_12_h,cop_12_h,p_el_12_h,p_th_tbiv_h,cop_tbiv_h,p_el_tbiv_h,p_th_tol_h,cop_tol_h,p_el_tol_h,rated_airflows_h,p_sups_h,p_design_cools_h,seers_h,pdcs_35_h,eer_35_h,p_el_35_h,pdcs_30_h,eer_30_h,p_el_30_h,pdcs_25_h,eer_25_h,p_el_25_h,pdcs_20_h,eer_20_h,p_el_20_h,p_el_minus7_l_n,p_el_2_l_n,p_el_7_l_n,p_el_12_l_n,p_el_tbiv_l_n,p_el_tol_l_n,p_el_35_l_n,p_el_30_l_n,p_el_25_l_n,p_el_20_l_n,p_el_minus7_h_n,p_el_2_h_n,p_el_7_h_n,p_el_12_h_n,p_el_tbiv_h_n,p_el_tol_h_n,p_el_35_h_n,p_el_30_h_n,p_el_25_h_n,p_el_20_h_n
 Bosch Thermotechnik GmbH," Bosch Compress CS3400iAWS 10,12,14 OR-T",CS3400iAWS 14 ORE-T,10.06.2022,Outdoor Air/Water,R410A,"3,200 kg",42.0,64,178.0,12.0,4.53,-10.0,-10.0,10980.0,2.73,4021.978021978022,6710.0,4.71,1424.628450106157,5260.0,5.4,974.074074074074,6110.0,6.75,905.1851851851852,11490.0,2.56,4488.28125,11490.0,2.54,4523.622047244095,,60.0,22.0,0.0,22.0,0.0,1,0.0,,,,,,,,,,,,,,,42.0,64,138.0,12.0,10260.0,2.1,4885.714285714285,6600.0,3.59,1838.440111420613,5090.0,4.48,1136.1607142857142,6060.0,5.6,1082.142857142857,10260.0,2.1,4885.714285714285,9040.0,1.84,4913.043478260869,,2.96,,,,,,,,,,,,,,,0.8232118758434548,0.2915906184427807,0.19937188650638943,0.1852718215291315,0.9186540570175439,0.9258875535294931,,,,,1.0,0.37628891169427753,0.23254751461988304,0.22149122807017546,1.0,1.0055936943808796,,,,
 Bosch Thermotechnik GmbH," Bosch Compress CS3400iAWS 12,14 OR-S ",CS3400iAWS 12 ORB-S,10.06.2022,Outdoor Air/Water,R410A,"3,200 kg",42.0,64,166.0,11.0,4.23,-8.0,-10.0,10100.0,2.48,4072.5806451612902,6070.0,4.36,1392.201834862385,5250.0,5.22,1005.7471264367816,6150.0,6.59,933.2321699544765,9850.0,2.42,4070.2479338842977,9320.0,2.26,4123.8938053097345,,60.0,20.0,0.0,20.0,0.0,0,1.68,,,,,,,,,,,,,,,42.0,64,119.0,10.3,8290.0,1.73,4791.907514450867,6100.0,3.15,1936.5079365079366,4840.0,3.9,1241.025641025641,5890.0,5.22,1128.352490421456,8290.0,1.73,4791.907514450867,6250.0,1.43,4370.629370629371,,4.05,,,,,,,,,,,,,,,0.8498871551422235,0.2905318666238753,0.20988450286316432,0.19475170736082562,0.8494003529095097,0.8605954503239857,,,,,1.0,0.4041204740842859,0.2589836379944945,0.2354704232121977,1.0,0.912085501952812,,,,
 Bosch Thermotechnik GmbH," Bosch Compress CS3400iAWS 12,14 OR-S ",CS3400iAWS 12 ORE-S,10.06.2022,Outdoor Air/Water,R410A,"3,200 kg",42.0,64,166.0,11.0,4.23,-8.0,-10.0,10100.0,2.48,4072.5806451612902,6070.0,4.36,1392.201834862385,5250.0,5.22,1005.7471264367816,6150.0,6.59,933.2321699544765,9850.0,2.42,4070.2479338842977,9320.0,2.26,4123.8938053097345,,60.0,20.0,0.0,20.0,0.0,1,1.68,,,,,,,,,,,,,,,42.0,64,119.0,10.3,8290.0,1.73,4791.907514450867,6100.0,3.15,1936.5079365079366,4840.0,3.9,1241.025641025641,5890.0,5.22,1128.352490421456,8290.0,1.73,4791.907514450867,6250.0,1.43,4370.629370629371,,4.05,,,,,,,,,,,,,,,0.8498871551422235,0.2905318666238753,0.20988450286316432,0.19475170736082562,0.8494003529095097,0.8605954503239857,,,,,1.0,0.4041204740842859,0.2589836379944945,0.2354704232121977,1.0,0.912085501952812,,,,
 Bosch Thermotechnik GmbH," Bosch Compress CS3400iAWS 12,14 OR-S ",CS3400iAWS 14 ORB-S,10.06.2022,Outdoor Air/Water,R410A,"3,200 kg",42.0,65,166.0,11.6,4.23,-9.0,-10.0,10100.0,2.48,4072.5806451612902,6070.0,4.36,1392.201834862385,5250.0,5.22,1005.7471264367816,6150.0,6.59,933.2321699544765,10510.0,2.25,4671.111111111111,10240.0,2.18,4697.247706422018,,60.0,20.0,0.0,20.0,0.0,0,1.36,,,,,,,,,,,,,,,42.0,65,117.0,12.0,8290.0,1.73,4791.907514450867,6400.0,3.08,2077.9220779220777,4930.0,4.03,1223.3250620347394,5910.0,5.4,1094.4444444444443,8800.0,1.93,4559.58549222798,6250.0,1.43,4370.629370629371,,5.75,,,,,,,,,,,,,,,0.8498871551422235,0.2905318666238753,0.20988450286316432,0.19475170736082562,0.9747915828977349,0.9802459025464526,,,,,1.0,0.43363150721413685,0.25528978978529543,0.22839431711566813,0.9515178409595181,0.912085501952812,,,,
 Bosch Thermotechnik GmbH," Bosch Compress CS3400iAWS 12,14 OR-S ",CS3400iAWS 14 ORE-S,10.06.2022,Outdoor Air/Water,R410A,"3,200 kg",42.0,65,166.0,11.6,4.23,-9.0,-10.0,10100.0,2.48,4072.5806451612902,6070.0,4.36,1392.201834862385,5250.0,5.22,1005.7471264367816,6150.0,6.59,933.2321699544765,10510.0,2.25,4671.111111111111,10240.0,2.18,4697.247706422018,,60.0,20.0,0.0,20.0,0.0,1,1.36,,,,,,,,,,,,,,,42.0,65,117.0,12.0,8290.0,1.73,4791.907514450867,6400.0,3.08,2077.9220779220777,4930.0,4.03,1223.3250620347394,5910.0,5.4,1094.4444444444443,8800.0,1.93,4559.58549222798,6250.0,1.43,4370.629370629371,,5.75,,,,,,,,,,,,,,,0.8498871551422235,0.2905318666238753,0.20988450286316432,0.19475170736082562,0.9747915828977349,0.9802459025464526,,,,,1.0,0.43363150721413685,0.25528978978529543,0.22839431711566813,0.9515178409595181,0.912085501952812,,,,
 Bosch Thermotechnik GmbH,Bosch Compress 3000 AWS-11/13/15,Bosch Compress 3000 AWS-11 B-S,26.09.2017,Outdoor Air/Water,R410A,"2,300 kg",41.0,67,176.0,11.02,4.48,-10.0,-10.0,9940.0,2.81,3537.3665480427044,5940.0,4.61,1288.5032537960954,6730.0,5.55,1212.6126126126126,7110.0,5.7,1247.3684210526314,11020.0,2.49,4425.70281124498,11020.0,2.49,4425.70281124498,,57.0,7.0,7.0,7.0,35.0,0,0.0,,,,,,,,,,,,,,,41.0,67,128.0,9.35,8390.0,2.01,4174.129353233831,5030.0,3.21,1566.9781931464174,6550.0,4.43,1478.5553047404064,7260.0,5.11,1420.743639921722,9350.0,1.65,5666.666666666667,9350.0,1.65,5666.666666666667,,0.0,,,,,,,,,,,,,,,0.8474501503654154,0.30868790704769383,0.2905067164900299,0.2988331974154695,1.0602696842195958,1.0602696842195958,,,,,1.0,0.3754024038407984,0.35421885131444775,0.3403688577166461,1.3575685339690107,1.3575685339690107,,,,
 Bosch Thermotechnik GmbH,Bosch Compress 3000 AWS-11/13/15,Bosch Compress 3000 AWS-11 B-T,26.09.2017,Outdoor Air/Water,R410A,"2,300 kg",41.0,67,182.0,11.7,4.62,-10.0,-10.0,10040.0,2.85,3522.8070175438597,6240.0,4.69,1330.4904051172707,6790.0,5.82,1166.6666666666665,7620.0,6.94,1097.9827089337175,11700.0,2.72,4301.470588235294,11700.0,2.72,4301.470588235294,,57.0,26.0,26.0,26.0,53.0,-,0.0,,,,,,,,,,,,,,,41.0,67,126.0,9.01,7980.0,2.04,3911.7647058823527,5040.0,3.19,1579.937304075235,6150.0,4.07,1511.056511056511,7560.0,5.73,1319.371727748691,9010.0,1.62,5561.728395061728,9010.0,1.62,5561.728395061728,,0.0,,,,,,,,,,,,,,,0.9005672074924154,0.34012536672170834,0.2982456140350877,0.2806873090507248,1.099624060150376,1.099624060150376,,,,,1.0,0.4038937469064511,0.3862851231272284,0.33728299807109396,1.4217952288127729,1.4217952288127729,,,,
 Bosch Thermotechnik GmbH,Bosch Compress 3000 AWS-11/13/15,Bosch Compress 3000 AWS-11 E-S,26.09.2017,Outdoor Air/Water,R410A,"2,300 kg",41.0,67,176.0,11.02,4.48,-10.0,-10.0,9940.0,2.81,3537.3665480427044,5940.0,4.61,1288.5032537960954,6730.0,5.55,1212.6126126126126,7110.0,5.7,1247.3684210526314,11020.0,2.49,4425.70281124498,11020.0,2.49,4425.70281124498,,57.0,7.0,7.0,7.0,35.0,1,0.0,,,,,,,,,,,,,,,41.0,67,128.0,9.35,8390.0,2.01,4174.129353233831,5030.0,3.21,1566.9781931464174,6550.0,4.43,1478.5553047404064,7260.0,5.11,1420.743639921722,9350.0,1.65,5666.666666666667,9350.0,1.65,5666.666666666667,,9.35,,,,,,,,,,,,,,,0.8474501503654154,0.30868790704769383,0.2905067164900299,0.2988331974154695,1.0602696842195958,1.0602696842195958,,,,,1.0,0.3754024038407984,0.35421885131444775,0.3403688577166461,1.3575685339690107,1.3575685339690107,,,,
 Bosch Thermotechnik GmbH,Bosch Compress 3000 AWS-11/13/15,Bosch Compress 3000 AWS-11 E-T,26.09.2017,Outdoor Air/Water,R410A,"2,300 kg",41.0,67,182.0,11.7,4.62,-10.0,-10.0,10040.0,2.85,3522.8070175438597,6240.0,4.69,1330.4904051172707,6790.0,5.82,1166.6666666666665,7620.0,6.94,1097.9827089337175,11700.0,2.72,4301.470588235294,11700.0,2.72,4301.470588235294,,57.0,26.0,26.0,26.0,53.0,1,0.0,,,,,,,,,,,,,,,41.0,67,126.0,9.01,7980.0,2.04,3911.7647058823527,5040.0,3.19,1579.937304075235,6150.0,4.07,1511.056511056511,7560.0,5.73,1319.371727748691,9010.0,1.62,5561.728395061728,9010.0,1.62,5561.728395061728,,0.0,,,,,,,,,,,,,,,0.9005672074924154,0.34012536672170834,0.2982456140350877,0.2806873090507248,1.099624060150376,1.099624060150376,,,,,1.0,0.4038937469064511,0.3862851231272284,0.33728299807109396,1.4217952288127729,1.4217952288127729,,,,
 Bosch Thermotechnik GmbH,Bosch Compress 3000 AWS-11/13/15,Bosch Compress 3000 AWS-13 B-S,26.09.2017,Outdoor Air/Water,R410A,"2,300 kg",41.0,67,171.0,13.04,4.35,-10.0,-10.0,10790.0,2.74,3937.9562043795618,6910.0,4.3,1606.9767441860465,6610.0,5.49,1204.0072859744992,7600.0,6.62,1148.036253776435,13050.0,2.6,5019.2307692307695,13050.0,2.6,5019.2307692307695,,57.0,7.0,7.0,7.0,35.0,0,0.0,,,,,,,,,,,,,,,41.0,67,134.0,11.5,10000.0,1.96,5102.040816326531,6010.0,3.47,1731.9884726224782,6560.0,4.55,1441.7582417582419,7240.0,5.2,1392.3076923076922,11070.0,1.72,6436.046511627907,11070.0,1.72,6436.046511627907,,0.0,,,,,,,,,,,,,,,0.771839416058394,0.3149674418604651,0.2359854280510018,0.22501510574018121,0.9837692307692307,0.9837692307692307,,,,,1.0,0.3394697406340057,0.2825846153846154,0.27289230769230766,1.2614651162790698,1.2614651162790698,,,,
 Bosch Thermotechnik GmbH,Bosch Compress 3000 AWS-11/13/15,Bosch Compress 3000 AWS-13 B-T,26.09.2017,Outdoor Air/Water,R410A,"2,300 kg",41.0,67,167.0,12.32,4.25,-10.0,-10.0,10780.0,2.79,3863.799283154122,6450.0,4.45,1449.438202247191,6290.0,4.93,1275.8620689655172,6990.0,5.64,1239.3617021276596,12330.0,2.48,4971.774193548387,12330.0,2.48,4971.774193548387,,57.0,26.0,26.0,26.0,53.0,-,0.0,,,,,,,,,,,,,,,41.0,67,129.0,11.3,10020.0,2.03,4935.960591133005,6060.0,3.28,1847.5609756097563,6400.0,4.27,1498.8290398126464,7280.0,5.09,1430.2554027504912,11300.0,1.81,6243.093922651933,11300.0,1.81,6243.093922651933,,0.0,,,,,,,,,,,,,,,0.7827856831140585,0.2936486577406983,0.2584830339321357,0.2510882490338472,1.0072556499903418,1.0072556499903418,,,,,1.0,0.374306265517745,0.3036549851117437,0.28976232211412145,1.2648184294394633,1.2648184294394633,,,,
 Bosch Thermotechnik GmbH,Bosch Compress 3000 AWS-11/13/15,Bosch Compress 3000 AWS-13 E-S,26.09.2017,Outdoor Air/Water,R410A,"2,300 kg",41.0,67,171.0,13.04,4.35,-10.0,-10.0,10790.0,2.74,3937.9562043795618,6910.0,4.3,1606.9767441860465,6610.0,5.49,1204.0072859744992,7600.0,6.62,1148.036253776435,13050.0,2.6,5019.2307692307695,13050.0,2.6,5019.2307692307695,,57.0,7.0,7.0,7.0,35.0,1,0.0,,,,,,,,,,,,,,,41.0,67,134.0,11.5,10000.0,1.96,5102.040816326531,6010.0,3.47,1731.9884726224782,6560.0,4.55,1441.7582417582419,7240.0,5.2,1392.3076923076922,11070.0,1.72,6436.046511627907,11070.0,1.72,6436.046511627907,,11.5,,,,,,,,,,,,,,,0.771839416058394,0.3149674418604651,0.2359854280510018,0.22501510574018121,0.9837692307692307,0.9837692307692307,,,,,1.0,0.3394697406340057,0.2825846153846154,0.27289230769230766,1.2614651162790698,1.2614651162790698,,,,
 Bosch Thermotechnik GmbH,Bosch Compress 3000 AWS-11/13/15,Bosch Compress 3000 AWS-13 E-T,26.09.2017,Outdoor Air/Water,R410A,"2,300 kg",41.0,67,167.0,12.32,4.25,-10.0,-10.0,10780.0,2.79,3863.799283154122,6450.0,4.45,1449.438202247191,6290.0,4.93,1275.8620689655172,6990.0,5.64,1239.3617021276596,12330.0,2.48,4971.774193548387,12330.0,2.48,4971.774193548387,,57.0,26.0,26.0,26.0,53.0,1,0.0,,,,,,,,,,,,,,,41.0,67,129.0,11.3,10020.0,2.03,4935.960591133005,6060.0,3.28,1847.5609756097563,6400.0,4.27,1498.8290398126464,7280.0,5.09,1430.2554027504912,11300.0,1.81,6243.093922651933,11300.0,1.81,6243.093922651933,,0.0,,,,,,,,,,,,,,,0.7827856831140585,0.2936486577406983,0.2584830339321357,0.2510882490338472,1.0072556499903418,1.0072556499903418,,,,,1.0,0.374306265517745,0.3036549851117437,0.28976232211412145,1.2648184294394633,1.2648184294394633,,,,
 Bosch Thermotechnik GmbH,Bosch Compress 3000 AWS-8,Bosch Compress 3000 AWS-8 B,18.07.2017,Outdoor Air/Water,R410A,"1,600 kg",41.0,65,187.0,7.43,4.74,-10.0,-10.0,6630.0,3.08,2152.5974025974024,4000.0,4.75,842.1052631578947,3660.0,5.96,614.0939597315436,3990.0,6.82,585.0439882697947,7440.0,2.51,2964.143426294821,7440.0,2.51,2964.143426294821,,57.0,13.0,13.0,13.0,17.0,0,0.0,,,,,,,,,,,,,,,41.0,65,131.0,5.2,4550.0,2.0,2275.0,3940.0,3.41,1155.4252199413488,3460.0,4.41,784.5804988662131,4140.0,5.84,708.9041095890411,5020.0,1.33,3774.436090225564,5020.0,1.33,3774.436090225564,,0.0,,,,,,,,,,,,,,,0.9461966604823747,0.37015615962984383,0.2699314108710082,0.2571621926460636,1.3029201873823388,1.3029201873823388,,,,,1.0,0.5078792175566368,0.3448705489521816,0.31160620201716094,1.6590927869123357,1.6590927869123357,,,,
 Bosch Thermotechnik GmbH,Bosch Compress 3000 AWS-8,Bosch Compress 3000 AWS-8 E,18.07.2017,Outdoor Air/Water,R410A,"1,600 kg",41.0,65,187.0,7.43,4.74,-10.0,-10.0,6630.0,3.08,2152.5974025974024,4000.0,4.75,842.1052631578947,3660.0,5.96,614.0939597315436,3990.0,6.82,585.0439882697947,7440.0,2.51,2964.143426294821,7440.0,2.51,2964.143426294821,,57.0,13.0,13.0,13.0,17.0,1,0.0,,,,,,,,,,,,,,,41.0,65,131.0,5.2,4550.0,2.0,2275.0,3940.0,3.41,1155.4252199413488,3460.0,4.41,784.5804988662131,4140.0,5.84,708.9041095890411,5020.0,1.33,3774.436090225564,5020.0,1.33,3774.436090225564,,5.2,,,,,,,,,,,,,,,0.9461966604823747,0.37015615962984383,0.2699314108710082,0.2571621926460636,1.3029201873823388,1.3029201873823388,,,,,1.0,0.5078792175566368,0.3448705489521816,0.31160620201716094,1.6590927869123357,1.6590927869123357,,,,
 Bosch Thermotechnik GmbH,Bosch Compress 6000 10 LWM,Compress 6000 10 LWM,17.11.2017,Brine/Water,R410A,"2,200 kg",53.0,,181.0,11.0,4.73,-7.0,-10.0,9900.0,4.46,2219.730941704036,9960.0,4.72,2110.169491525424,10010.0,4.97,2014.0845070422536,10070.0,5.23,1925.4302103250477,9900.0,4.46,2219.730941704036,9870.0,4.34,2274.193548387097,,62.0,6.0,6.0,6.0,0.0,1,1.13,,,,,,,,,,,,,,,53.0,,133.0,11.0,9240.0,2.98,3100.6711409395975,9450.0,3.49,2707.7363896848137,9580.0,3.89,2462.7249357326477,9720.0,4.35,2234.4827586206898,9290.0,3.1,2996.774193548387,9150.0,2.81,3256.2277580071172,,1.85,,,,,,,,,,,,,,,0.7158872517616912,0.6805524983491085,0.6495640509725017,0.620972080819117,0.7158872517616912,0.7334520318391287,,,,,1.0,0.8732742901797342,0.7942554446410487,0.7206448723690103,0.966492110040497,1.050168692517447,,,,
 Bosch Thermotechnik GmbH,Bosch Compress 6000 6 LW,Compress 6000 6 LW,17.11.2017,Brine/Water,R410A,"1,550 kg",46.0,,171.0,7.0,4.48,-5.0,-10.0,5630.0,4.28,1315.4205607476636,5690.0,4.55,1250.5494505494505,5740.0,4.77,1203.3542976939204,5790.0,5.02,1153.386454183267,5650.0,4.38,1289.9543378995434,5610.0,4.17,1345.3237410071943,,62.0,6.0,6.0,6.0,0.0,1,1.39,,,,,,,,,,,,,,,46.0,,125.0,6.0,5160.0,2.8,1842.857142857143,5290.0,3.31,1598.1873111782477,5380.0,3.68,1461.9565217391303,5470.0,4.08,1340.686274509804,5180.0,2.87,1804.8780487804877,5110.0,2.6,1965.3846153846152,,0.89,,,,,,,,,,,,,,,0.7137941027312903,0.678592725104353,0.6529829522370111,0.6258686185490596,0.6999752221160312,0.7300206346550666,,,,,1.0,0.8672334246703669,0.7933097404785978,0.7275041799665602,0.9793911892607298,1.0664877757901012,,,,
 Bosch Thermotechnik GmbH,Bosch Compress 6000 6 LWM,Compress 6000 6 LWM,17.11.2017,Brine/Water,R410A,"1,550 kg",48.0,,167.0,7.0,4.38,-4.0,-10.0,5540.0,4.22,1312.7962085308059,5600.0,4.46,1255.6053811659192,5640.0,4.67,1207.7087794432548,5690.0,4.91,1158.8594704684317,5570.0,4.33,1286.3741339491917,5520.0,4.12,1339.8058252427184,,62.0,6.0,6.0,6.0,0.0,1,1.48,,,,,,,,,,,,,,,48.0,,123.0,6.0,5020.0,2.79,1799.2831541218638,5190.0,3.27,1587.1559633027523,5290.0,3.62,1461.3259668508288,5390.0,4.02,1340.7960199004976,5060.0,2.91,1738.8316151202748,4940.0,2.63,1878.3269961977187,,1.06,,,,,,,,,,,,,,,0.7296217971715037,0.6978364568631303,0.6712166323997372,0.6440673152603436,0.7149370186689731,0.7446331180133833,,,,,1.0,0.8821046090865894,0.8121712046840264,0.7451834453231849,0.9664024315110691,1.0439307409146683,,,,
 Bosch Thermotechnik GmbH,Bosch Compress 6000 8 LW,Compress 6000 8 LW,17.11.2017,Brine/Water,R410A,"1,950 kg",49.0,,182.0,9.0,4.75,-5.0,-10.0,7480.0,4.53,1651.21412803532,7540.0,4.8,1570.8333333333335,7600.0,5.03,1510.9343936381708,7650.0,5.28,1448.8636363636363,7500.0,4.62,1623.3766233766232,7450.0,4.42,1685.5203619909503,,62.0,6.0,6.0,6.0,0.0,1,1.55,,,,,,,,,,,,,,,49.0,,134.0,8.0,6970.0,2.95,2362.7118644067796,7150.0,3.53,2025.4957507082154,7270.0,3.94,1845.1776649746193,7380.0,4.39,1681.093394077449,6990.0,3.02,2314.569536423841,6880.0,2.73,2520.1465201465203,,1.12,,,,,,,,,,,,,,,0.6988639422818069,0.6648433763749403,0.6394916013246204,0.613220620842572,0.6870819281149266,0.7133837973993262,,,,,1.0,0.857275819883678,0.7809575483034616,0.711510116575104,0.9796241223027734,1.0666330321997468,,,,
 Bosch Thermotechnik GmbH,Bosch Compress 7000 LW 54,Bosch Compress 7000 LW 54,,Brine/Water,R410A,"9,500 kg",67.0,,204.0,53.0,5.3,-10.0,-10.0,46880.0,4.62,10147.186147186147,28800.0,5.42,5313.653136531366,28760.0,5.55,5181.981981981982,28720.0,5.63,5101.243339253997,54940.0,4.54,12101.321585903084,54940.0,4.54,12101.321585903084,,68.0,25.0,25.0,25.0,0.0,1,0.0,,,,,,,,,,,,,,,67.0,,162.0,54.0,47770.0,3.46,13806.35838150289,29060.0,4.31,6742.45939675174,28900.0,4.6,6282.608695652174,28750.0,4.84,5940.082644628099,57330.0,3.12,18375.0,57330.0,3.12,18375.0,,0.0,,,,,,,,,,,,,,,0.734964707332302,0.38486999900352786,0.37533300518437634,0.36948507334768327,0.8765035103040543,0.8765035103040543,,,,,1.0,0.4883590017324895,0.45505183351384804,0.43024253611917984,1.3309085199916264,1.3309085199916264,,,,
 Bosch Thermotechnik GmbH,Bosch Compress 7000 LW 72,Bosch Compress 7000 LW 72,,Brine/Water,R410A,"10,600 kg",67.0,,197.0,70.0,5.13,-10.0,-10.0,61920.0,4.57,13549.234135667395,38010.0,5.21,7295.585412667946,37940.0,5.34,7104.868913857678,37880.0,5.45,6950.45871559633,72980.0,4.39,16624.145785876994,72980.0,4.39,16624.145785876994,,68.0,25.0,25.0,25.0,0.0,1,0.0,,,,,,,,,,,,,,,67.0,,157.0,71.0,62810.0,3.27,19207.951070336392,38360.0,4.22,9090.04739336493,38230.0,4.51,8476.718403547673,38110.0,4.77,7989.5178197065,73740.0,2.99,24662.20735785953,73740.0,2.99,24662.20735785953,,0.0,,,,,,,,,,,,,,,0.7053971600641996,0.37982111605515334,0.36989207687174985,0.36185320808788407,0.865482514246422,0.865482514246422,,,,,1.0,0.4732439894332641,0.4413129944212847,0.41594846792613044,1.2839582560133842,1.2839582560133842,,,,
 Bosch Thermotechnik GmbH,Bosch Compress 7000 LW 80,Bosch Compress 7000 LW 80,,Brine/Water,R410A,"10,800 kg",67.0,,196.0,78.0,5.1,-10.0,-10.0,69000.0,4.48,15401.785714285712,42020.0,5.19,8096.339113680154,41930.0,5.32,7881.578947368421,41860.0,5.42,7723.247232472325,78160.0,4.3,18176.74418604651,78160.0,4.3,18176.74418604651,,68.0,25.0,25.0,25.0,0.0,1,0.0,,,,,,,,,,,,,,,67.0,,157.0,78.0,69000.0,3.31,20845.921450151058,42240.0,4.2,10057.142857142857,42280.0,4.47,9458.6129753915,42330.0,4.73,8949.260042283297,81170.0,3.05,26613.114754098362,81170.0,3.05,26613.114754098362,,0.0,,,,,,,,,,,,,,,0.7388392857142856,0.38838960096059866,0.3780873379099923,0.3704920049200492,0.8719568587799124,0.8719568587799124,,,,,1.0,0.48245134575569354,0.45373926012385307,0.4293050831877929,1.2766581135661679,1.2766581135661679,,,,
 Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 13 OR and IR, Compress 6000 AW-13/s, Bosch CS7001iAW 13",Bosch Compress 6000 AW-13s AWB,18.07.2017,Outdoor Air/Water,R410A,"3,300 kg",41.0,55,186.0,10.4,4.73,-10.0,-10.0,10070.0,2.88,3496.527777777778,5930.0,4.65,1275.268817204301,3750.0,6.29,596.1844197138315,3110.0,7.25,428.9655172413793,10450.0,2.51,4163.3466135458175,10450.0,2.51,4163.3466135458175,,60.0,20.0,20.0,20.0,0.0,0,0.0,,,,,,,,,,,,,,,41.0,55,139.0,8.6,7720.0,2.28,3385.9649122807023,4450.0,3.53,1260.6232294617564,5210.0,4.41,1181.4058956916099,6230.0,5.75,1083.4782608695652,8590.0,1.89,4544.973544973545,8590.0,1.89,4544.973544973545,,0.0,,,,,,,,,,,,,,,1.0326532815198617,0.37663379575463807,0.17607519131444763,0.12668929783812755,1.2295894143632724,1.2295894143632724,,,,,1.0,0.372308414918757,0.34891262204363604,0.31999098896147776,1.342297886339337,1.342297886339337,,,,
 Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 13 OR and IR, Compress 6000 AW-13/s, Bosch CS7001iAW 13",Bosch Compress 6000 AW-13s AWE,18.07.2017,Outdoor Air/Water,R410A,"3,300 kg",41.0,55,186.0,10.4,4.73,-10.0,-10.0,10070.0,2.88,3496.527777777778,5930.0,4.65,1275.268817204301,3750.0,6.29,596.1844197138315,3110.0,7.25,428.9655172413793,10450.0,2.51,4163.3466135458175,10450.0,2.51,4163.3466135458175,,60.0,20.0,20.0,20.0,0.0,1,0.0,,,,,,,,,,,,,,,41.0,55,139.0,8.6,7720.0,2.28,3385.9649122807023,4450.0,3.53,1260.6232294617564,5210.0,4.41,1181.4058956916099,6230.0,5.75,1083.4782608695652,8590.0,1.89,4544.973544973545,8590.0,1.89,4544.973544973545,,0.0,,,,,,,,,,,,,,,1.0326532815198617,0.37663379575463807,0.17607519131444763,0.12668929783812755,1.2295894143632724,1.2295894143632724,,,,,1.0,0.372308414918757,0.34891262204363604,0.31999098896147776,1.342297886339337,1.342297886339337,,,,
 Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 5 OR, Compress 6000 AW-5, Bosch CS7001iAW 5",Bosch Compress 6000 AW-5 AWB,18.07.2017,Outdoor Air/Water,R410A,"1,700 kg",29.0,47,183.0,4.4,4.65,-10.0,-10.0,3880.0,3.07,1263.8436482084692,2510.0,4.69,535.1812366737739,1500.0,5.78,259.51557093425606,1230.0,6.13,200.652528548124,4370.0,2.76,1583.3333333333335,4370.0,2.76,1583.3333333333335,,60.0,17.0,22.0,17.0,0.0,0,0.0,,,,,,,,,,,,,,,29.0,47,131.0,4.1,3570.0,2.16,1652.7777777777776,2340.0,3.29,711.2462006079028,2130.0,4.29,496.5034965034965,2520.0,5.53,455.69620253164555,4050.0,1.85,2189.189189189189,4050.0,1.85,2189.189189189189,,0.0,,,,,,,,,,,,,,,0.7646785098404184,0.3238071347942162,0.15701782443081042,0.12140321055012546,0.9579831932773111,0.9579831932773111,,,,,1.0,0.4303338356619244,0.3004054768760651,0.27571534943091164,1.3245514421985012,1.3245514421985012,,,,
