Manufacturer,Model,Date,Type,Subtype,Group,Refrigerant,Mass of Refrigerant [kg],SPL indoor [dBA],SPL outdoor [dBA],PSB [W],Climate,P_el_h_ref [W],P_th_h_ref [W],COP_ref,p1_P_th [1/°C],p2_P_th [1/°C],p3_P_th [-],p4_P_th [1/°C],p1_P_el_h [1/°C],p2_P_el_h [1/°C],p3_P_el_h [-],p4_P_el_h [1/°C],p1_COP [-],p2_COP [-],p3_COP [-],p4_COP [-]
Mitsubishi,PUHZ-SHW80VAA(-BS) + EHSC-*M*C,2020-04-09,Outdoor Air/Water,Regulated,1.0,R410A,4.6,40.0,59.0,15,average,3756,8000,2.1299254526091587,212.75321481012247,-0.0029428625797062,0.9241689210594252,-212.77452026580016,-43.12347082243585,0.0122333667781489,0.0186040895315505,43.07853969990868,212.84117450334796,-0.0806186131177622,6.807515387618621,-212.6961744433924
Mitsubishi,PUHZ-SHW80VAA + ERST30C-*M*D,2020-02-14,Outdoor Air/Water,Regulated,1.0,R410A,4.6,40.0,59.0,15,average,3756,8000,2.1299254526091587,-71.53494388579176,-0.0029429377632595,0.9241710038278854,71.51363798458071,250.1596632728813,0.0122333975018119,0.0167399408674694,-250.20486113499524,195.07242907158783,-0.0807620096994766,6.819783084322806,-194.9277402799777
Mitsubishi,PUHZ-SHW230YKA2(-BS) + EHSE-M*D,2020-04-09,Outdoor Air/Water,Regulated,1.0,R410A,7.7,45.0,75.0,22,average,9667,20300,2.0999275887038378,212.19618381685927,-0.0055963775949761,1.017562632380285,-212.22118451243108,167.11894009270412,0.0140671326266454,-0.034368191858326,-167.15689359389404,-67.02838829555573,-0.0796467002951586,6.659391014603748,67.14544948133731
Mitsubishi,PUHZ-SHW80VAA(-BS) + ERSC-*M*C,2020-04-09,Outdoor Air/Water,Regulated,1.0,R410A,4.6,40.0,59.0,15,average,3756,8000,2.1299254526091587,-142.6069833399593,-0.002943483664684,0.9241895987159454,142.58567750480793,70.61085786304967,0.0122333975012949,0.0167394193415104,-70.65605535100784,-1.4928607800768503,-0.0807616099221873,6.819768309277526,1.637549937778552
Mitsubishi,PUHZ-SHW80VHA(-BS) + EHST20C-*M*C,2020-04-09,Outdoor Air/Water,Regulated,1.0,R410A,5.5,40.0,69.0,15,average,3922,8000,2.039775624681285,194.9882421169105,-0.0046856713479097,0.9891763058700386,-195.0034155426931,354.9288886060001,0.0117842806506315,0.0232839292786222,-354.9778000454959,-103.07890518628528,-0.0759593304027648,6.619774134354258,103.25428457378544
Mitsubishi,PUHZ-SHW80VHA(-BS) + EHSC-M*C,2020-04-09,Outdoor Air/Water,Regulated,1.0,R410A,5.5,40.0,69.0,15,average,3922,8000,2.039775624681285,-35.995833521899335,-0.004686803970774,0.9892183161672108,35.98065919907369,-355.8824910062784,0.0117842582881032,0.0232835560001401,355.83357953338225,177.0410661018563,-0.0759592527733802,6.619771454104348,-176.86568665468923
Mitsubishi,PUHZ-SHW80VHA(-BS) + EHSC-*M*C,2020-04-09,Outdoor Air/Water,Regulated,1.0,R410A,5.5,40.0,69.0,15,average,3922,8000,2.039775624681285,212.75624704551743,-0.0046864230551793,0.9892035067701936,-212.7714221047424,-20.69441491643764,0.0117843104703323,0.0232821995456309,20.64550327275921,177.31869932671248,-0.0759597145945002,6.619788356776639,-177.14332022213958
Mitsubishi,PUHZ-SHW80VAA(-BS) + ERST20C-M*C,2020-04-09,Outdoor Air/Water,Regulated,1.0,R410A,4.6,40.0,59.0,15,average,3756,8000,2.1299254526091587,-160.37464519401144,-0.00294304341668,0.9241737627494018,160.35333943998816,27.627364408206507,0.0122334269452785,0.0167385107119659,-27.672562095251635,212.84104329074643,-0.0807616063738138,6.819767624186889,-212.69635414382844
Mitsubishi,PUHZ-SHW80VHA(-BS) + ERSC-M*C,2020-04-09,Outdoor Air/Water,Regulated,1.0,R410A,5.5,40.0,69.0,15,average,3922,8000,2.039775624681285,-71.53184461937529,-0.004686093339845,0.9891921340168232,71.5166713272672,-347.15080979206743,0.0117907292231836,0.0201648535143797,347.10149272629053,141.78136471027483,-0.0762699870997784,6.64243253662087,-141.6065513052636
Mitsubishi,PUHZ-SHW80VHA(-BS) + ERSC-*M*C,2020-04-09,Outdoor Air/Water,Regulated,1.0,R410A,5.5,40.0,69.0,15,average,3922,8000,2.039775624681285,35.07618937005185,-0.0046869914487924,0.9892266587492888,-35.09136389566714,-299.01779246633816,0.0117909669847175,0.0201551423822926,298.96847542522124,221.7398060409634,-0.0762697788688193,6.642425740959725,-221.5649924625508
Mitsubishi,PUHZ-SHW80VHA(-BS) + EHST20C-M*C,2020-04-09,Outdoor Air/Water,Regulated,1.0,R410A,5.5,40.0,69.0,15,average,3922,8000,2.039775624681285,-44.87983637555523,-0.004686595386288,0.9892110336773948,44.86466221825286,70.60438626882238,0.0117842806522051,0.0232827166791056,-70.6532976620737,212.8557727960787,-0.0759592932461889,6.619772795345031,-212.68039441721064
Mitsubishi,PUHZ-SHW80VAA(-BS) + ERSC-M*C,2020-04-09,Outdoor Air/Water,Regulated,1.0,R410A,4.6,40.0,59.0,15,average,3756,8000,2.1299254526091587,-54.89449220829445,-0.0029430776157075,0.9241751591646838,54.8731866772992,-166.39720488973336,0.0122332950767505,0.0167426090909251,166.35200756630135,-34.80901125296552,-0.0807616682538025,6.819770535940045,34.9537003452825
Mitsubishi,PUHZ-SHW80VAA(-BS) + ERSC-*M*D,2020-04-09,Outdoor Air/Water,Regulated,1.0,R410A,4.6,40.0,59.0,15,average,3756,8000,2.1299254526091587,212.75321476091568,-0.0029434043093676,0.9241869667452464,-212.7745205454193,250.33502875649492,0.0122333360554946,0.016742250809419,-250.38022666770303,227.4711649428345,-0.0807615410107529,6.8197657585724185,-227.3264757443022
Mitsubishi,PUHZ-SHW140YHA(-BS) + EHSC-M*D,2020-04-09,Outdoor Air/Water,Regulated,1.0,R410A,5.5,40.0,70.0,22,average,7609,14000,1.8399264029438824,177.18376938054735,-0.0042388797067842,0.9112484203719416,-177.2180559094961,-71.55994474802321,0.0107784221035695,0.0470072163295467,71.50706986590264,-142.50484147637815,-0.0689840422757429,6.1970338268045015,142.69785318343497
Mitsubishi,PUHZ-SHW140YHA(-BS) + EHSC-M*C,2020-04-09,Outdoor Air/Water,Regulated,1.0,R410A,5.5,40.0,70.0,22,average,7609,14000,1.8399264029438824,177.09922733693884,-0.0042384528937073,0.9112332955136204,-177.13351353995398,-43.127484936858224,0.0107783374327687,0.0470100616505866,43.07461014361817,-86.97828157065537,-0.0689839214066919,6.197029368204176,87.1712938360397
Mitsubishi,PUHZ-SHW140YHA(-BS) + EHST20C-*M*C,2020-04-09,Outdoor Air/Water,Regulated,1.0,R410A,5.5,40.0,70.0,22,average,7609,14000,1.8399264029438824,-89.30803476039382,-0.0042383593929745,0.9112294988099632,89.27374889051437,241.1971120068886,0.0107784305699314,0.0470072405069071,-241.2499866767427,199.53739668466736,-0.0689834900212992,6.197012903261632,-199.3443840537008
Mitsubishi,PUHZ-SHW140YHA(-BS) + EHST20C-M*C,2020-04-09,Outdoor Air/Water,Regulated,1.0,R410A,5.5,40.0,70.0,22,average,7609,14000,1.8399264029438824,132.79072590279603,-0.0042383334252043,0.9112285229276792,-132.82501167909075,-133.54655555126794,0.0107784221032205,0.0470079533560338,133.49368092594764,107.22486076497276,-0.0689839966467896,6.197032151921238,-107.03184856788256
Mitsubishi,PUHZ-SHW140YHA(-BS) + EHST20C-*M*D,2020-04-09,Outdoor Air/Water,Regulated,1.0,R410A,5.5,40.0,70.0,22,average,7609,14000,1.8399264029438824,212.7468291891313,-0.004237532979651,0.9112009107418656,-212.7811144173348,180.438585018773,0.0107782950891935,0.0470116028120637,-180.4914597414188,-142.50484137913816,-0.0689838739093122,6.197027595733862,142.69785328067474
Mitsubishi,PUHZ-SHW140YHA(-BS) + EHSC-*M*C,2020-04-09,Outdoor Air/Water,Regulated,1.0,R410A,5.5,40.0,70.0,22,average,7609,14000,1.8399264029438824,212.7468288621626,-0.0042377897573465,0.9112060057721773,-212.78111474523465,184.33219379089007,0.0107784305701016,0.047006957302527,-184.38506835202529,-0.2186023540320717,-0.0689839425782613,6.197030182926587,0.4116145945903162
Mitsubishi,PUHZ-SHW140YHA + EHST30C-*M*D,2020-02-14,Outdoor Air/Water,Regulated,1.0,R410A,5.5,40.0,70.0,22,average,7609,14000,1.8399264029438824,186.059982947973,-0.0042383581687437,0.911228636684872,-186.09426867898443,-71.5599438135169,0.010778396680279,0.0470081735983813,71.50706891279947,250.62162687003428,-0.068983882724144,6.197027954106103,-250.4286145843626
Mitsubishi,PUHZ-SHW112YHA(-BS) + ERST20C-M*C,2020-04-09,Outdoor Air/Water,Regulated,1.0,R410A,5.5,40.0,70.0,22,average,5714,11200,1.960098004900245,212.74854705587347,-0.0058159107909845,0.9919745430869816,-212.7793762054808,440.78648526709367,0.0108595173372411,0.0618196446647798,-440.8363265107155,106.24654350239553,-0.0745355352092341,6.49521713769957,-106.0670605171073
Mitsubishi,PUHZ-SHW140YHA + ERST30C-*M*D,2020-02-14,Outdoor Air/Water,Regulated,1.0,R410A,5.5,40.0,70.0,22,average,7609,14000,1.8399264029438824,177.21078306616192,-0.0042375216111071,0.9111966220438422,-177.24506825735372,155.89970839250884,0.0108155645566126,0.0450503751631056,-155.95263437427664,-113.63018081559451,-0.0693686126701488,6.214152537213093,113.82279324535108
Mitsubishi,PUHZ-SHW140YHA + EHST30C-M*D,2020-02-14,Outdoor Air/Water,Regulated,1.0,R410A,5.5,40.0,70.0,22,average,7609,14000,1.8399264029438824,212.74682862577143,-0.0042383238327153,0.9112263486986654,-212.78111498162517,-106.15978344891738,0.0107783967029712,0.0470080701068037,106.10690918745232,-71.43112919745003,-0.0689839377218519,6.197028786494686,71.62414209591059
Mitsubishi,PUHZ-SHW230YKA2 + ERSE-*M*C,2020-04-09,Outdoor Air/Water,Regulated,1.0,R410A,7.7,45.0,75.0,22,average,9667,20300,2.0999275887038378,-142.6089086441485,-0.0055964329652148,1.0175636804398922,142.58390822310167,269.6368115945232,0.0139955165751125,-0.032764439271667,-269.67497635546164,12.930598269193986,-0.079212290153432,6.6459454595902185,-12.813247714709462
Mitsubishi,PUHZ-SHW230YKA2 + EHSE-M*C,2020-04-09,Outdoor Air/Water,Regulated,1.0,R410A,7.7,45.0,75.0,22,average,9667,20300,2.0999275887038378,212.75141936359117,-0.0055962386129221,1.017556495104996,-212.77641954776124,-23.123510417349635,0.014067143405227,-0.0343679984880378,23.08555635685757,-4.838246711418572,-0.0796467008286932,6.659391046579755,4.955307927732606
Mitsubishi,PUHZ-SHW230YKA2 + EHSE-*M*C,2020-04-09,Outdoor Air/Water,Regulated,1.0,R410A,7.7,45.0,75.0,22,average,9667,20300,2.0999275887038378,-142.60890815725517,-0.0055954206147291,1.0175260553011582,142.5839087099949,-71.55240055810599,0.0140671757462694,-0.0343685030628982,71.51444673534544,0.9331960273134824,-0.079646711104387,6.659391475471162,-0.8161348329455884
Mitsubishi,PUHZ-SHW140YHA(-BS) + ERST20C-M*C,2020-04-09,Outdoor Air/Water,Regulated,1.0,R410A,5.5,40.0,70.0,22,average,7609,14000,1.8399264029438824,89.98505869564613,-0.004237709118464,0.9112053142309608,-90.01934412760113,-104.52933622014557,0.0108154481928954,0.0450543858461549,104.47641013061867,212.86355159534327,-0.0693687732405272,6.214158274421916,-212.6709393668678
Mitsubishi,PUHZ-SHW230YKA2 + ERSE-M*C,2020-04-09,Outdoor Air/Water,Regulated,1.0,R410A,7.7,45.0,75.0,22,average,9667,20300,2.0999275887038378,177.21538664717713,-0.0055952286481022,1.0175196156204285,-177.2403866245385,8.789188307833516,0.0139955303499576,-0.0327645486853954,-8.827353101630052,212.27199312083675,-0.0792120047892782,6.645934590695602,-212.15464229808288
Mitsubishi,PUHZ-SHW140YHA(-BS) + ERST20C-*M*D,2020-04-09,Outdoor Air/Water,Regulated,1.0,R410A,5.5,40.0,70.0,22,average,7609,14000,1.8399264029438824,-89.30771740289057,-0.0042380511389587,0.9112179715959098,89.27343169591299,213.23411888064635,0.010815431568071,0.0450553045608587,-213.2870450703436,212.72473576978769,-0.0693688995518136,6.214162996345845,-212.5321235508114
Mitsubishi,PUHZ-SHW140YHA(-BS) + ERSC-M*C,2020-04-09,Outdoor Air/Water,Regulated,1.0,R410A,5.5,40.0,70.0,22,average,7609,14000,1.8399264029438824,212.74682864071525,-0.0042382910312055,0.9112250843261678,-212.7811149666819,354.92692681494964,0.0108154315619936,0.0450555932061535,-354.97985266396824,212.86355152172197,-0.069368951726714,6.214164884032569,-212.67093944048943
Mitsubishi,PUHZ-SHW140YHA(-BS) + ERSC-*M*D,2020-04-09,Outdoor Air/Water,Regulated,1.0,R410A,5.5,40.0,70.0,22,average,7609,14000,1.8399264029438824,-142.6136269974038,-0.0042380215095136,0.9112162573364564,142.5793417010347,-16.086884287299952,0.0108154731294277,0.0450537323062982,16.033957898811764,-89.19979603918388,-0.0693685801589722,6.214151124540108,89.39240848130066
Mitsubishi,PUHZ-SHW140YHA(-BS) + ERSC-*M*C,2020-04-09,Outdoor Air/Water,Regulated,1.0,R410A,5.5,40.0,70.0,22,average,7609,14000,1.8399264029438824,-284.757811103288,-0.004238349363991,0.9112290743993964,284.723525308554,241.1970872769708,0.0108154315668144,0.0450548247306606,-241.25001322176055,-142.505092562597,-0.0693686882333926,6.214155205914034,142.69770528198177
Mitsubishi,PUHZ-SHW80VHA(-BS) + ERST20C-*M*C,2020-04-09,Outdoor Air/Water,Regulated,1.0,R410A,5.5,40.0,69.0,15,average,3922,8000,2.039775624681285,-71.53184480692461,-0.0046865758123398,0.9892095961722358,71.51667113971793,252.8470341415083,0.0117908481147737,0.0201603588819735,-252.89635080728817,-70.88587991220648,-0.0762697405679172,6.642424568255023,71.06069356499356
Mitsubishi,PUHZ-SHW80VHA(-BS) + ERST20C-M*C,2020-04-09,Outdoor Air/Water,Regulated,1.0,R410A,5.5,40.0,69.0,15,average,3922,8000,2.039775624681285,-133.7198656460117,-0.0046874088031051,0.9892417391566808,133.70469072480543,497.0909726685888,0.0117904913799513,0.0201739548041569,-497.1402900205552,221.7398061098771,-0.0762696727710087,6.64242191020416,-221.56499239363723
Nibe,F1145-8 3x400,2022-07-07,Brine/Water,On-Off,5.0,R407c,1.8,45.0,,7,average,1890,6200,3.2804232804232805,0.0151952598635198,-0.0151952582665105,1.752567823129654,-0.004720326742149,-0.0085173489092873,0.0085173489093005,0.5903729275232449,0.0041131753635594,0.0949269673914903,-0.0949269454868021,7.871842139480811,-0.03785097123553
Nibe,F1145-8 1x230,2022-07-07,Brine/Water,Regulated,2.0,R407c,1.7,45.0,,7,average,2294,7500,3.2693984306887534,0.0052528667084707,-0.0052528667085072,1.262871790846129,-0.0016108088784333,-0.0135526339048508,0.0135526345007171,0.3222012338069649,0.0035177857025373,0.0915093141939911,-0.0915093149762489,7.696225805032245,-0.0344551719832814
Nibe,F1145-6 PC 3x400,2022-07-07,Brine/Water,Regulated,2.0,R407c,1.5,43.0,,7,average,1509,4800,3.1809145129224654,0.0176610498808462,-0.0176610405117681,1.8612796646485736,-0.0056589719260161,-0.0075189876753669,0.0075189886082801,0.6263529935808648,0.0019455913894407,0.0971329030997436,-0.0971328941895585,7.858977346230863,-0.0403668894054511
Nibe,F1145-8 PC 3x400,2022-07-07,Brine/Water,Regulated,2.0,R407c,1.8,45.0,,7,average,1890,6200,3.2804232804232805,0.0151952586305889,-0.0151952582722414,1.752567823962746,-0.004720326746954,-0.0081535738905058,0.0081535748202379,0.6030766211304495,0.0032846440253901,0.0949269519479865,-0.0949269448853178,7.871842122409376,-0.0378509701450737
Nibe,F1145-6 3x400,2022-07-07,Brine/Water,Regulated,2.0,R407c,1.5,43.0,,7,average,1509,4800,3.1809145129224654,0.0176610469323134,-0.0176610403854957,1.861279661347226,-0.0056589718197704,-0.007518983088644,0.0075189885976355,0.626352991714313,0.0019455913831933,0.0971329073251459,-0.0971328951903794,7.858977384580312,-0.040366890993934
Nibe,F1145-5 1x230,2022-07-07,Brine/Water,Regulated,2.0,R407c,1.2,43.0,,7,average,1171,3500,2.9888983774551665,0.0197178082694067,-0.0197178044278932,1.989635304324303,-0.0054224674797333,-0.0052661560645364,0.0052661542618197,0.7494227804169578,0.0029572697256116,0.0861195216877765,-0.0861195216878347,7.202503671786612,-0.0341843182192283
Nibe,F1145-17,2022-07-07,Brine/Water,Regulated,2.0,R407c,2.0,43.0,,7,average,4923,16000,3.2500507820434694,0.0040894332809601,-0.0040894260013114,1.1957637524343132,-0.0012595677935239,-0.0112215295285059,0.011221529503097,0.4230858931525456,0.0017650738771484,0.0622226898563269,-0.0622227125744244,6.342925810828639,-0.0282914442065459
Nibe,F1145-5 PC 3x400,2022-07-07,Brine/Water,On-Off,5.0,R407c,1.2,43.0,,7,average,1171,3500,2.9888983774551665,0.0197178048211968,-0.0197178043929945,1.9896353047285065,-0.0054224674503745,-0.0056965638036111,0.0056965652506848,0.7332941423803113,0.003814323610835,0.086119469003742,-0.0861195211769151,7.202503677806274,-0.0341843175486896
Nibe,F1245-10 1x230,2022-07-07,Brine/Water,Regulated,2.0,R407c,2.1,45.0,,7,average,2412,8200,3.399668325041459,0.0118881466499014,-0.0118881479303099,1.5828238467685232,-0.0035952557627505,-0.0085576391535487,0.0085576391535861,0.570173822286848,0.0020032789510314,0.0863031972234039,-0.0863031886288014,7.597644882655427,-0.0327779365329318
Nibe,F1145-10 3x400,2022-07-07,Brine/Water,Regulated,2.0,R407c,2.1,45.0,,7,average,2324,7900,3.3993115318416525,0.0137539969726814,-0.0137539989326744,1.685676452543364,-0.0038616141881031,-0.0088044485788432,0.0088044485562059,0.5709504688403818,0.0031187019096188,0.0982104751004944,-0.0982105060653021,8.135754536679888,-0.0388623929150843
Nibe,F1145-10 PC 3x400,2022-07-07,Brine/Water,Regulated,2.0,R407c,2.1,45.0,,7,average,2324,7900,3.3993115318416525,0.013753995359333,-0.0137539989410535,1.6856764536707871,-0.0038616141953591,-0.0088044484557227,0.008804448523838,0.5709504694387122,0.0031187016738393,0.0982105059501366,-0.098210505519266,8.135754498097501,-0.0388623917394921
Nibe,F1145-10 1x230,2022-07-07,Brine/Water,On-Off,5.0,R407c,2.1,45.0,,7,average,2412,8200,3.399668325041459,0.0118881509755315,-0.0118881479327924,1.5828238447253602,-0.0035952557663123,-0.008581638998188,0.0085816385944553,0.5743287516189945,0.0036210544410498,0.0863031352464311,-0.0863031883481935,7.5976449033974705,-0.0327779364229252
Nibe,S2125-8 3x400V,2021-12-30,Outdoor Air/Water,Regulated,1.0,R290,0.8,,49.0,11,average,2087,4570,2.189746046957355,-142.60946610399242,-0.0013105721797385,0.7932844900796884,142.58324373402388,459.23300955856064,0.0130294154196471,-0.0473052175032786,-459.2813324010111,-142.52766462177178,-0.0923201827290659,7.482464476172924,142.66224822808132
Nibe,F1145-12 3x400,2022-07-07,Brine/Water,On-Off,5.0,R407c,2.0,45.0,,7,average,3273,10800,3.299725022914757,0.003801960702831,-0.0038019624705997,1.1900883178499362,-0.000766541164596,-0.014470788487317,0.014470786664088,0.2832369778863181,0.0055424216201602,0.0892666619315059,-0.0892666754375399,7.622683242781549,-0.0340403622466924
Nibe,F1145-12 1x230,2022-07-07,Brine/Water,On-Off,5.0,R407c,2.0,45.0,,7,average,3418,10800,3.159742539496782,0.0049920354741054,-0.0049920335862567,1.2450885748578016,-0.0014858240677845,-0.0131372417697701,0.0131372385457325,0.3386673372969155,0.0046093475826414,0.082647435586055,-0.0826473988337301,7.198787676876611,-0.0304381029552561
Nibe,S2125-12 1x230V,2021-12-30,Outdoor Air/Water,Regulated,1.0,R290,0.8,,49.0,11,average,3101,6730,2.1702676555949694,179.4367668319885,0.0076095324912506,0.3796823738773625,-179.46072892370802,241.2018502322576,0.0177692015987451,-0.2600617851427991,-241.24534128148323,70.70547581883666,-0.0820148636965469,7.129318625361873,-70.55370685485562
Nibe,S2125-12 3x400V,2021-12-30,Outdoor Air/Water,Regulated,1.0,R290,0.8,,49.0,11,average,3101,6730,2.1702676555949694,-9.625234889597758,0.0076096073038283,0.3796788590408967,9.60127293424091,212.76938160331628,0.0177692813955115,-0.2600651788822352,-212.81287227403865,-106.98124862057082,-0.0820150423469049,7.129325909138376,107.13301772047876
Nibe,F2120-8 3x400,2022-07-07,Outdoor Air/Water,Regulated,1.0,R410A,2.4,,53.0,25,average,2218,5500,2.479711451758341,212.75349581145076,0.001818866403846,0.7188976051181069,-212.7741609739944,241.204699801844,0.0137684677810891,0.0062616707950882,-241.2421823779656,203.9343063386184,-0.0755267976284256,6.795028160109092,-203.8428904930705
Nibe,F2120-8 1x230,2022-07-07,Outdoor Air/Water,Regulated,1.0,R410A,2.4,,53.0,25,average,2218,5500,2.479711451758341,-71.53458334408742,0.0018187419019964,0.7189032064265599,71.51391766689267,184.33981789588108,0.0137684677810033,0.0062621241605527,-184.37730094312693,212.81461792519823,-0.0755266916025275,6.795024613161781,-212.72320198366128
Nibe,F2120-20,2020-05-05,Outdoor Air/Water,Regulated,1.0,R410A,3.0,35.0,53.0,25,average,4399,10910,2.480109115708116,-142.6047598901407,0.0015810215075277,0.6908073309082572,142.58768111798466,-202.39993064281805,0.0158689912046158,-0.1513976574570223,202.35798066799455,319.4397061251617,-0.087251247586017,7.443292933555035,-319.32585787291987
Nibe,F2120-16,2020-05-05,Outdoor Air/Water,Regulated,1.0,R410A,3.0,,55.0,25,average,4399,10910,2.480109115708116,212.75525413489132,0.0015790094034556,0.690882130567808,-212.77233441529935,241.2025566651302,0.0158689075762608,-0.1513950176068081,-241.24450671818295,-26.91278810510621,-0.0872512538001304,7.443292982964108,27.026636352122186
Nibe,F2120-12 3x400,2022-07-07,Outdoor Air/Water,Regulated,1.0,R410A,2.6,,53.0,25,average,3054,7300,2.3903077930582843,70.604754927123,-0.0003421631012619,0.745419423812381,-70.63482168161802,-8.688748053788355,0.0107635319763617,0.0779602743644107,8.640127195080183,-71.4688345221033,-0.0764186693847907,6.794695715315092,71.5894619971705
Nibe,F2120-12 1x230,2022-07-07,Outdoor Air/Water,Regulated,1.0,R410A,2.6,,53.0,25,average,3054,7300,2.3903077930582843,212.7488720242971,-0.0003409632056538,0.7453755789747616,-212.77893793881503,-99.99023498052875,0.010763538220782,0.0779603602629706,99.94161369133172,-71.46883459165792,-0.0764188353695339,6.794701900166641,71.58946192761564
Nibe,F1345-60,2022-07-07,Brine/Water,Regulated,2.0,R407c,3.4,47.0,,7,average,17287,54800,3.170012147856771,0.0039301438266376,-0.0039301715865256,1.0535496315281156,-0.0334648505090333,-0.0122791247641219,0.0122791248199378,0.3827763958651746,0.0030587185960259,0.0770086088434719,-0.0770086587194233,6.961219106264835,-0.020084696527775
Nibe,F1345-40,2022-07-07,Brine/Water,Regulated,2.0,R407c,3.4,47.0,,7,average,11471,38200,3.330136866881701,0.0018603382256314,-0.0018601770899583,0.955636701247944,-0.0318824235277223,-0.0135738060358728,0.0135738059584755,0.3210091795415209,0.0037624918471576,0.0798328290698028,-0.0798328376668433,7.250423976613649,-0.0217629078619773
Nibe,F1345-30,2022-07-07,Brine/Water,Regulated,2.0,R407c,4.0,47.0,,7,average,9365,29500,3.1500266951414844,0.0015118502917359,-0.0015120326739068,0.9394667858342944,-0.0316559017781368,-0.0150943914126178,0.0150943912838345,0.2433667517669223,0.0039747620865402,0.0839753729260084,-0.0839753869873565,7.279401251870575,-0.0225706620427321
Nibe,F2040-8,2022-07-07,Outdoor Air/Water,Regulated,1.0,R410A,2.6,,54.0,15,average,3247,6300,1.940252540806899,212.74525232575007,-0.0082866809553378,1.106896345072501,-212.78284218089283,337.67080092177764,0.0100804033315936,0.0948361458640403,-337.722502620585,141.7605675808503,-0.0770601042316975,6.500474137782212,-141.62743417328764
Nibe,F2040-6,2022-07-07,Outdoor Air/Water,Regulated,1.0,R410A,1.5,35.0,50.0,12,average,2500,4700,1.88,214.9740091590547,0.0031692663153557,0.5854174699412277,-214.9953463336904,298.1073309448875,0.0163179933484488,-0.2110534280510503,-298.155928180251,8.515481923570416,-0.1021325505398342,7.70431989459612,-8.342200083389836
Nibe,F2040-16,2022-07-07,Outdoor Air/Water,Regulated,1.0,R410A,4.0,,61.0,15,average,6219,12500,2.0099694484643837,212.748619533634,-0.0019229756359201,0.814213718029751,-212.77922236254324,-43.12460605116793,0.0135790980838397,-0.0634888768061461,43.07746786384775,-90.85224936673524,-0.0719538697300867,6.461344379679721,91.01248361523604
Nibe,F2050-6,2022-06-07,Outdoor Air/Water,Regulated,1.0,R32,1.3,,53.0,11,average,2585,5040,1.9497098646034816,141.67679449756486,0.0036206913188495,0.5366287818495872,-141.70687630778863,-43.12286868972228,0.0190546871671708,-0.3352740106734436,43.07933925482653,141.7902705230178,-0.1140207594331077,8.35249074017954,-141.62720670613854
Nibe,F1245-6 3x400,2022-07-07,Brine/Water,On-Off,5.0,R407c,1.5,43.0,,7,average,1509,4800,3.1809145129224654,0.0176610385296793,-0.0176610404996978,1.8612796698675536,-0.0056589719158655,-0.0077813438991409,0.0077813439271053,0.6222881433227033,0.0041577756631514,0.0971329528901349,-0.0971328941476198,7.858977318612971,-0.0403668890457048
Nibe,F1245-5 PC 3x400,2022-07-07,Brine/Water,Regulated,2.0,R407c,1.2,43.0,,7,average,1171,3500,2.9888983774551665,0.0197178104570257,-0.0197178044350276,1.989635303500346,-0.0054224674857438,-0.0052661488540145,0.0052661542782359,0.7494227766000511,0.0029572698990946,0.0861195044893554,-0.0861195213767038,7.202503668051249,-0.0341843178202031
Nibe,F1245-8 3x400,2022-07-07,Brine/Water,On-Off,5.0,R407c,1.8,45.0,,7,average,1890,6200,3.2804232804232805,0.0151952588216449,-0.0151952582643132,1.7525678235676565,-0.0047203267402849,-0.0085173509038139,0.0085173489431392,0.5903729271685489,0.0041131754126463,0.094926944560584,-0.0949269444977896,7.871842110600308,-0.0378509695771037
Nibe,F1245-8 1x230,2022-07-07,Brine/Water,Regulated,2.0,R407c,1.7,45.0,,7,average,2294,7500,3.2693984306887534,0.0052528676843802,-0.0052528667242606,1.2628717909950382,-0.0016108089034011,-0.0135526339056631,0.0135526345082846,0.3222012336662832,0.0035177857685068,0.0915093163752372,-0.091509316134956,7.696225848983217,-0.0344551734526945
Nibe,F1245-8 PC 3x400,2022-07-07,Brine/Water,On-Off,5.0,R407c,1.8,45.0,,7,average,1890,6200,3.2804232804232805,0.0151952659194995,-0.0151952583073214,1.752567821645163,-0.0047203267764824,-0.0085173488955252,0.0085173488955353,0.5903729280369612,0.0041131753519778,0.0949269300413054,-0.0949269443286607,7.87184211104668,-0.037850969315857
Nibe,F1245-10 PC 3x400,2022-07-07,Brine/Water,On-Off,5.0,R407c,2.1,45.0,,7,average,2324,7900,3.3993115318416525,0.0137539973339866,-0.0137539989456951,1.685676452874158,-0.0038616142001333,-0.0094599722473224,0.009459969438712,0.5495715827919251,0.0046333091077152,0.0982105178037501,-0.098210506277418,8.13575452220973,-0.0388623927676269
Nibe,F1245-12 1x230,2022-07-07,Brine/Water,On-Off,5.0,R407c,2.0,45.0,,7,average,3418,10800,3.159742539496782,0.0049920359100611,-0.0049920335311303,1.2450885725552276,-0.001485824021377,-0.0131372371671918,0.0131372385279374,0.338667335758346,0.004609347562563,0.0826474040113243,-0.0826473990456834,7.198787701829783,-0.0304381034621351
Nibe,F1245-10 3x400,2022-07-07,Brine/Water,On-Off,5.0,R407c,2.1,45.0,,7,average,2324,7900,3.3993115318416525,0.0137539992394376,-0.0137539989196092,1.6856764509444273,-0.0038616141787116,-0.0094599731369302,0.0094599693507343,0.5495715867382309,0.004633308994179,0.0982105062758824,-0.0982105062756599,8.135754527907375,-0.0388623927661625
