Manufacturer,Model,Date,Type,Subtype,Group,Refrigerant,Mass of Refrigerant [kg],SPL indoor [dBA],SPL outdoor [dBA],PSB [W],Climate,P_el_h_ref [W],P_th_h_ref [W],COP_ref,p1_P_th [1/°C],p2_P_th [1/°C],p3_P_th [-],p4_P_th [1/°C],p1_P_el_h [1/°C],p2_P_el_h [1/°C],p3_P_el_h [-],p4_P_el_h [1/°C],p1_COP [-],p2_COP [-],p3_COP [-],p4_COP [-]
Ariston Thermo Group,ARIANEXT FLEX 50 S LINK R32,2022-07-05,Outdoor Air/Water,Regulated,1.0,R32,1.4,37.0,54.0,13,average,2193,5000,2.279981760145919,-71.54153307852131,0.0004108058920352,0.7078607792868464,71.5071808070525,-43.12320008064452,0.0127678812634329,0.0080568115083853,43.07881655964381,283.9259728987315,-0.0995737970326693,7.712571677046054,-283.7658938744871
Ariston Thermo Group,ARIANEXT FLEX 50 S LINK,2017-12-19,Outdoor Air/Water,Regulated,1.0,R410A,2.3,36.0,58.0,11,average,2306,5350,2.3200346921075456,177.2105279240466,0.0028891612612682,0.5960357567540422,-177.24525421073298,-14.688878114084858,0.0155613991909634,-0.1055697091770464,14.64824470171289,-67.01301395131985,-0.1009043433793895,7.812772667364978,67.16503224564171
Ariston Thermo Group,ARIANEXT FLEX 50 M LINK,2017-12-19,Outdoor Air/Water,Regulated,1.0,R410A,1.88,15.0,59.0,13,average,2296,5190,2.260452961672474,212.74525184396936,0.0005740978530871,0.6851025433775824,-212.7826577963014,-145.51232050440842,0.013875853929297,-0.048651871561805,145.4685006443804,-141.44369649981138,-0.0919210699803884,7.172556632727282,141.5479050482361
Ariston Thermo Group,ARIANEXT M HYBRID 9 T LINK,2017-12-19,Outdoor Air/Water,Regulated,1.0,R410A,3.9,15.0,63.0,20,average,3582,8310,2.319932998324958,-107.07920337102752,-0.0062087496607103,1.0113090561334672,107.04179448817924,-124.26003653396675,0.0105548841093144,0.1097471400425133,124.21227160865756,212.83177786228688,-0.1242679516580612,8.611119262525095,-212.7148238472096
Ariston Thermo Group,ARIANEXT M FLEX IN 9 LINK,2017-12-19,Outdoor Air/Water,Regulated,1.0,R410A,3.9,0.0,63.0,20,average,3582,8310,2.319932998324958,-69.32300286501412,-0.0062088704889179,1.011314028526169,69.28559384152301,-57.22039649679875,0.0105549058690933,0.1097463956071066,57.172631582095335,159.52421154271596,-0.1242677448417149,8.611111423968417,-159.4072566682537
Ariston Thermo Group,ARIANEXT M FLEX IN 9 T LINK,2017-12-19,Outdoor Air/Water,Regulated,1.0,R410A,3.9,0.0,63.0,20,average,3582,8310,2.319932998324958,97.2531265696366,-0.0062095064126862,1.011337714269804,-97.29053611589374,-14.692443274184145,0.0105549140282957,0.1097463283406436,14.644678220865792,212.8317778537474,-0.1242679689330076,8.611118855518992,-212.71482382456088
Ariston Thermo Group,ARIANEXT M HYBRID FLEX 11 T LINK,2017-12-19,Outdoor Air/Water,Regulated,1.0,R410A,3.9,15.0,63.0,20,average,4424,10220,2.310126582278481,425.960616721109,-0.0049782695008767,0.935088367352345,-426.00011044024376,-71.55848208558592,0.0102268626133913,0.1038058223456136,71.50846981408809,0.7114460486823024,-0.1188787620138044,8.379970346394185,-0.596378308332622
Ariston Thermo Group,ARIANEXT LITE 50 M LINK,2017-12-19,Outdoor Air/Water,Regulated,1.0,R410A,1.88,15.0,59.0,13,average,2296,5190,2.260452961672474,8.41301230736006,0.0005741738578389,0.6851009284449268,-8.450418583800616,259.8890175796788,0.0138757881143347,-0.0486493056565383,-259.932837032166,221.7058656637032,-0.091920473619243,7.172534364448881,-221.60165651093988
Ariston Thermo Group,ARIANEXT LITE 90 M LINK,2017-12-19,Outdoor Air/Water,Regulated,1.0,R410A,3.9,15.0,63.0,20,average,3582,8310,2.319932998324958,-178.15131831762844,-0.0062088419811005,1.011313033962531,178.11390893411965,-433.5211426990288,0.0105548786626494,0.1097472533985967,433.4733778141399,212.831778407372,-0.124267961541776,8.611118568870946,-212.71482437286687
Ariston Thermo Group,ARIANEXT M FLEX IN 5 LINK,2017-12-19,Outdoor Air/Water,Regulated,1.0,R410A,1.88,0.0,59.0,13,average,2296,5190,2.260452961672474,141.67316842469612,0.0005740434943713,0.6851052690148919,-141.71057469610787,241.2015955556301,0.0138757881141594,-0.0486490822366532,-241.2454149543805,-73.56034009677991,-0.0919211205957168,7.17255875935827,73.66454859774898
Ariston Thermo Group,ARIANEXT M FLEX IN 11 LINK,2017-12-19,Outdoor Air/Water,Regulated,1.0,R410A,3.9,0.0,63.0,20,average,4424,10220,2.310126582278481,67.26853758069798,-0.0049775532360332,0.9350609211502228,-67.30803007155359,212.76605897589687,0.0102268398020092,0.1038075312796914,-212.8160715617067,283.9066612169079,-0.1188787949147374,8.379971619517192,-283.7915934621147
Ariston Thermo Group,ARIANEXT LITE 80 M LINK R32,2022-07-05,Outdoor Air/Water,Regulated,1.0,R32,1.4,15.0,57.0,14,average,2943,6740,2.290180088345226,283.8177553142221,-0.0046712044480693,0.938460639150994,-283.8544440242837,-355.88440486216143,0.0094966761633491,0.1284151967745904,355.83172384290583,-38.1399524708964,-0.104874050519558,7.99509655343691,38.289937873641136
Ariston Thermo Group,NIMBUS PLUS 110 S NET,2017-12-19,Outdoor Air/Water,Regulated,1.0,R410A,4.3,43.0,62.0,18,average,4401,10210,2.3199272892524427,-89.31120927815844,-0.0039380135599815,0.8907708434313321,89.27367183946556,-71.55714991808128,0.0111658880388169,0.0729201649495515,71.50977374676467,-4.816186066951007,-0.1085986116836241,8.109451772420732,4.980436200094521
Ariston Thermo Group,NIMBUS M HYBRID UNIVERSAL 9 NET,2017-12-19,Outdoor Air/Water,Regulated,1.0,R410A,3.9,15.0,63.0,20,average,3582,8310,2.319932998324958,-142.61526089746167,-0.0062087717129066,1.011310088602137,142.577851853336,-71.55734556132484,0.0105549058690719,0.1097475991718167,71.50958080719982,-142.55200209431055,-0.1242680095664216,8.611121265550999,142.6689568310412
Ariston Thermo Group,ARIANEXT COMPACT 110 S-T,2017-12-19,Outdoor Air/Water,Regulated,1.0,R410A,4.3,43.0,62.0,18,average,4401,10210,2.3199272892524427,212.74522239063612,-0.0039388078915909,0.8908008213807245,-212.7827610507988,-43.12469897727651,0.0111658880390628,0.072920815255967,43.077322740548624,215.0740804278428,-0.1085986645403606,8.10945343344177,-214.90983027910255
Ariston Thermo Group,NIMBUS M FLEX IN 9 NET,2017-12-19,Outdoor Air/Water,Regulated,1.0,R410A,3.9,0.0,63.0,20,average,3582,8310,2.319932998324958,212.745313486624,-0.0062092867190216,1.0113290468946494,-212.78272274139016,-94.25661039401416,0.0105549140284633,0.109746295567994,94.20884542009016,124.05235589395686,-0.1242679967248742,8.611120853341856,-123.93540114970736
Ariston Thermo Group,ARIANEXT COMPACT 110 M-T,2017-12-19,Outdoor Air/Water,Regulated,1.0,R410A,3.9,15.0,63.0,20,average,4424,10220,2.310126582278481,354.8885021948444,-0.0049773755435127,0.9350521721122006,-354.92799521857535,-185.28361623373516,0.0102268398022275,0.1038073877032545,185.2336035509253,1.8218118917092696,-0.11887878003125,8.379971057891062,-1.706744202873571
Ariston Thermo Group,NIMBUS M HYBRID 7 T NET,2017-12-19,Outdoor Air/Water,Regulated,1.0,R410A,2.77,15.0,61.0,13,average,3037,6590,2.1699045110306225,106.13669279619432,-0.0030131255335429,0.8548197903818812,-106.1749843317992,-213.7143164814494,0.0127107411068859,-0.0013766741344896,213.6678059589384,64.01570171506312,-0.0931706250827504,7.187210234990872,-63.91840746674709
Ariston Thermo Group,NIMBUS M FLEX IN 11 NET,2017-12-19,Outdoor Air/Water,Regulated,1.0,R410A,3.9,0.0,63.0,20,average,4424,10220,2.310126582278481,177.22350643924557,-0.0049776699954987,0.9350660581623308,-177.26299907418172,212.76605847721208,0.0102268626133983,0.1038066757548393,-212.81607104592257,-73.69670858265296,-0.1188787117286425,8.379968418910467,73.81177636707915
Ariston Thermo Group,ARIANEXT COMPACT 90 S,2017-12-19,Outdoor Air/Water,Regulated,1.0,R410A,4.3,43.0,62.0,18,average,3578,8300,2.319731693683622,106.13821827343212,-0.0050271700314306,0.9612093159145448,-106.17345822728576,-37.43688865292365,0.0118136361894265,0.0651360748480984,37.39213635794655,212.85540135933323,-0.1150987865697244,8.385476082230033,-212.68903015724584
Ariston Thermo Group,ARIANEXT FLEX 110 M-T,2017-12-19,Outdoor Air/Water,Regulated,1.0,R410A,3.9,15.0,63.0,20,average,4424,10220,2.310126582278481,-213.68841599234705,-0.0049770952001275,0.9350443173417918,213.6489238596164,-299.0134315685276,0.0102268398023166,0.1038074043282114,298.9634190680839,-53.70645806223449,-0.1188787898315422,8.379971169621717,53.82152576650026
Ariston Thermo Group,ARIANEXT FLEX 110 S,2017-12-19,Outdoor Air/Water,Regulated,1.0,R410A,4.3,43.0,62.0,18,average,4401,10210,2.3199272892524427,-80.42719671710935,-0.0039382389945066,0.8907797226217468,80.3896589469209,724.5514867577565,0.0111659204984536,0.0729197586390449,-724.5988629266313,-70.06160312111753,-0.1085984906577307,8.109447177817117,70.22585337816592
Ariston Thermo Group,ARIANEXT COMPACT 150 M-T 2Z LINK,2022-07-05,Outdoor Air/Water,Regulated,1.0,R32,2.1,42.0,58.0,14,average,4100,10250,2.5,-159.38900471394447,-0.0043518750086085,0.919584822110514,159.3520041252208,3.3140216593242355,0.0091807399720669,0.1598462853021498,-3.3646859064756924,-32.5196134354739,-0.094987102290475,7.873160796488126,32.692333669048274
Ariston Thermo Group,ARIANEXT COMPACT 150 M 2Z LINK R32,2022-07-05,Outdoor Air/Water,Regulated,1.0,R32,2.1,42.0,58.0,14,average,4100,10250,2.5,1.7501885949374083,-0.0043515996047383,0.919575497867961,-1.7871890180394343,-61.1717215139522,0.0091807469563668,0.1598459645005983,61.12105728472056,-19.248675670851988,-0.0949870610376904,7.873159250502505,19.42139595521484
Ariston Thermo Group,ARIANEXT COMPACT 150 M LINK R32,2022-07-05,Outdoor Air/Water,Regulated,1.0,R32,2.1,35.0,58.0,14,average,4100,10250,2.5,-89.31094293551405,-0.0043516915090378,0.9195787095173908,89.27394251727011,32.27448879926511,0.0091807415591174,0.1598464116513367,-32.32515329946151,-71.44468492464277,-0.0949870504991992,7.873158801939478,71.61740598580728
Ariston Thermo Group,ARIANEXT COMPACT 35 S 2Z LINK R32,2022-07-05,Outdoor Air/Water,Regulated,1.0,R32,1.4,43.0,52.0,13,average,1798,4100,2.2803114571746383,-71.54380382205292,-0.0057807238112313,0.9933541813565362,71.50509105602843,171.36510761360876,0.0101893920533601,0.1204517816926386,-171.41366512313647,-37.9278233171784,-0.1164774246892789,8.397548368199981,38.067855642767455
Ariston Thermo Group,ARIANEXT COMPACT 70 M-T 2Z LINK,2017-12-19,Outdoor Air/Water,Regulated,1.0,R410A,2.77,43.0,61.0,13,average,3037,6590,2.1699045110306225,194.9774406745396,-0.0030123462598104,0.8547904197389358,-195.01573168574956,-213.71431621422613,0.0127107506264256,-0.0013783073790473,213.66780522513812,-144.76730171172304,-0.0931706872670542,7.187212729568172,144.86459590823364
Ariston Thermo Group,ARIANEXT COMPACT 50 S 2Z LINK R32,2022-07-05,Outdoor Air/Water,Regulated,1.0,R32,1.4,43.0,54.0,13,average,2193,5000,2.279981760145919,-106.7036159044668,0.0004109444310049,0.7078563131004469,106.66926380590522,-99.98810020719888,0.0127679033879411,0.0080554750687372,99.94371644045538,203.41089242669435,-0.0995735764273151,7.712563360111472,-203.25081284829352
Ariston Thermo Group,ARIANEXT COMPACT 50 M 2Z LINK R32,2022-07-05,Outdoor Air/Water,Regulated,1.0,R32,1.0,42.0,55.0,13,average,2193,5000,2.279981760145919,-71.54153420606899,0.0004109814031122,0.7078551240776506,71.5071820256708,184.3363997792854,0.0127678536054214,0.0080579375270757,-184.38078368455888,283.92597298785256,-0.0995737249161224,7.7125687232137246,-283.7658937853657
August Brötje,AWHPR 4 MR + BLWSI48MHD,2021-12-03,Outdoor Air/Water,Regulated,1.0,R32,1.2,33.0,58.0,12,average,2093,4500,2.150023889154324,-71.53854229930567,-0.001272244081348,0.7707897611140327,71.51009735098637,639.2563663099386,0.0153319033609911,-0.1303455356843764,-639.2994660066354,36.28749846643349,-0.0867139556948904,7.199218376747878,-36.09847736582376
BAXI Climatización S.L.U,AWHPR 4 MR + iMPI/E 4-8 iR32,2021-12-03,Outdoor Air/Water,Regulated,1.0,R32,1.2,33.0,58.0,12,average,2093,4500,2.150023889154324,-71.53854243380263,-0.0012732123999429,0.7708239895488777,71.51009721648938,-117.69783142899996,0.0153319363455249,-0.1303458173145609,117.6547313847575,219.5269154552091,-0.0867141969589257,7.19922768772712,-219.3378945624699
August Brötje,AWHPR 6 MR + BLWSI48MHD,2021-12-03,Outdoor Air/Water,Regulated,1.0,R32,1.2,33.0,58.0,12,average,2477,5500,2.220427937020589,212.7458373103542,-0.0034565209769659,0.8742196442086851,-212.7821214356967,-355.8820564315048,0.0118319364187649,0.0315351897303241,355.83397613459385,141.76227309381198,-0.0808538830026682,6.854797504904894,-141.6263290211876
August Brötje,AWHPR 8 MR + BLWSI48OHD,2021-12-03,Outdoor Air/Water,Regulated,1.0,R32,1.2,33.0,59.0,12,average,2962,6190,2.089804186360567,-71.54154607021756,-0.0022964437174796,0.8206984684597919,71.50720482888707,-545.9857051616825,0.0135302633312326,-0.0439224650304902,545.940860692051,212.84538684426636,-0.0890138758411791,7.143933491065208,-212.6933387586681
August Brötje,AWHPR 8 MR + BLWSI48MHD,2021-12-03,Outdoor Air/Water,Regulated,1.0,R32,1.2,33.0,59.0,12,average,2962,6190,2.089804186360567,212.74678180001237,-0.0022964538168018,0.8206985803915888,-212.78112244109263,241.20109005771727,0.013530390758886,-0.0439275194310751,-241.24593444976492,235.0562577155642,-0.0890141188938525,7.143943154838056,-234.90420994805837
OERTLI,AWHPR 6 MR + MHC/EM 4-8 R32,2021-12-03,Outdoor Air/Water,Regulated,1.0,R32,1.2,33.0,58.0,12,average,2477,5500,2.220427937020589,212.74583669707243,-0.003457958677794,0.8742735963434459,-212.7821220489785,-71.55751696337674,0.0118320109521166,0.0315315468589661,71.50943706046857,-44.80832301262419,-0.0808538740233368,6.854797875020543,44.94426694666464
BAXI ,AWHPR 8 MR + SYSMGR ALYA 4-8M H,2021-12-03,Outdoor Air/Water,Regulated,1.0,R32,1.2,33.0,59.0,12,average,2962,6190,2.089804186360567,217.17921640213177,-0.0022965230321708,0.8207028390251899,-217.2135572774297,70.61104845014533,0.0135303429781627,-0.0439270207046899,-70.65589299090217,17.389721676104113,-0.0890139382367952,7.143936394110705,-17.237673792772757
BAXI ,AWHPR 4 MR + SYSMGR ALYA 4-8M E,2021-12-03,Outdoor Air/Water,Regulated,1.0,R32,1.2,33.0,58.0,12,average,2093,4500,2.150023889154324,-36.00251494881518,-0.0012721683141182,0.770787451629905,35.97407000802697,-242.14508117523093,0.0153320368506972,-0.1303503460558667,242.10198162520769,36.287500296832754,-0.0867136191671426,7.199205702166956,-36.09847888220812
BAXI Climatización S.L.U,AWHPR 8 MR + iMPI/E 4-8 iR32,2021-12-03,Outdoor Air/Water,Regulated,1.0,R32,1.2,33.0,59.0,12,average,2962,6190,2.089804186360567,-142.61362727352144,-0.0022962304886308,0.8206914726701587,142.5792868555109,159.63958028468514,0.0135302951984833,-0.0439243837100791,-159.68442507646546,248.93805205763283,-0.0890135930365702,7.143923462896725,-248.7860038453842
BAXI ,AURIGA 9M,2020-05-25,Outdoor Air/Water,Regulated,1.0,R32,2.0,,67.0,9,average,3519,6580,1.8698493890309744,-154.56303342694648,-0.0070172003967522,1.0240154279901026,154.51252032896525,-43.12610353428344,0.0110789807927876,0.0491273985051512,43.07596032368996,-160.30253447138972,-0.1073367856674883,7.68496198438485,160.42603160878554
BAXI ,AURIGA 7M,2020-05-25,Outdoor Air/Water,Regulated,1.0,R32,2.0,,64.0,9,average,2959,5830,1.970260223048327,-213.68500202491413,0.0004344866344195,0.6940875750502036,213.64298457953203,-242.14596540189655,0.0148958714126796,-0.1129883456484871,242.1011133821344,-80.3694749185498,-0.0883760049455361,6.8976163183077,80.45884893769926
BAXI ,AWHPR 6 MR + SYSMGR ALYA 4-8M H,2021-12-03,Outdoor Air/Water,Regulated,1.0,R32,1.2,33.0,58.0,12,average,2477,5500,2.220427937020589,212.7458368273161,-0.0034565987380937,0.8742232502857353,-212.78212073362525,497.09155970768416,0.0118319421517708,0.0315341322947713,-497.13963959639807,212.83678628835065,-0.0808539195200695,6.854799627273288,-212.70084151356497
OERTLI,AWHPR 6 MR + MHC/H 4-8 R32,2021-12-03,Outdoor Air/Water,Regulated,1.0,R32,1.2,33.0,58.0,12,average,2477,5500,2.220427937020589,35.082949850396204,-0.0034573768054843,0.8742523375858169,-35.11923441559556,-71.55751769946583,0.0118319134552831,0.0315352046552465,71.50943821208998,-35.78519142131446,-0.0808538757155664,6.854797951298556,35.92113543112618
BAXI ,AWHPR 4 MR + SYSMGR ALYA 4-8M H,2021-12-03,Outdoor Air/Water,Regulated,1.0,R32,1.2,33.0,58.0,12,average,2093,4500,2.150023889154324,212.74967400345597,-0.0012727046497168,0.7708069495749749,-212.77811877394652,-347.396221723119,0.0153319033634412,-0.1303448665331658,347.3531217198223,35.732229222492,-0.0867138825378077,7.199215659357297,-35.54320804569682
BAXI ,Auriga 16 T-A,2022-03-18,Outdoor Air/Water,Regulated,1.0,R32,1.84,,68.0,20,average,5789,11520,1.9899809984453276,160.54568960902805,-0.0094977160564003,1.1318042562993165,-160.59534956727884,440.2215003535,0.0065243454665606,0.2359539303870579,-440.28015802085895,177.31838436375716,-0.1014989489289682,7.658567138788939,-177.14503877290537
BAXI ,Auriga 4 M-A,2022-03-18,Outdoor Air/Water,Regulated,1.0,R32,1.5,,55.0,14,average,1793,3890,2.169548243167875,123.9070597331496,-0.0079208672981953,1.1345780445725897,-123.95245762322496,-1.9602848809774256,0.0067999412393553,0.2457396720193821,1.904781848824868,-284.6885868904521,-0.114303152204004,8.221722296864225,284.8082152017232
BAXI ,Auriga 12 T-A,2022-03-18,Outdoor Air/Water,Regulated,1.0,R32,1.84,,65.0,20,average,5100,10250,2.0098039215686274,212.7447282246844,-0.0021550922175991,0.8175288906261392,-212.7832394662176,-43.12568361033752,0.0129713493208893,-0.0415470171915444,43.07640448224677,32.94675978840613,-0.109343362543358,8.038425861339944,-32.78704487620381
BAXI ,Auriga 8 M-A,2022-03-18,Outdoor Air/Water,Regulated,1.0,R32,1.65,,59.0,14,average,2704,5840,2.159763313609468,-281.43444630157,-0.0118509907061062,1.2398653474669474,281.3788334165238,-11.037591216614183,0.0100705431351794,0.1163506503771564,10.987957471303693,-64.8254110076876,-0.1435522264033177,9.445652091357791,64.9201126259992
BAXI ,Auriga 6 M-A,2022-03-18,Outdoor Air/Water,Regulated,1.0,R32,1.5,,58.0,14,average,2327,5050,2.170176192522561,159.43206394118312,-0.0102520562945251,1.1629104668129011,-159.48513350821688,212.76298881530292,0.0071953634825259,0.2163098593714657,-212.81920279957427,217.0342363650016,-0.1117211204876841,8.187074495930831,-216.91149666170216
BAXI ,AURIGA 12T,2020-05-25,Outdoor Air/Water,Regulated,1.0,R32,2.8,,68.0,9,average,5507,11290,2.0501180315961505,90.9635287884451,0.0048501059194284,0.5055476432233025,-90.9996524993225,42.18088047029098,0.0164965017099352,-0.1597370727923869,-42.22117375869555,-0.1226818610598501,-0.0737764711355088,6.287701092226766,0.2132861751173147
BAXI ,AURIGA 12M,2020-05-25,Outdoor Air/Water,Regulated,1.0,R32,2.8,,68.0,9,average,5507,11290,2.0501180315961505,72.4573685609716,0.004850065674683,0.5055492423457992,-72.49349235833992,99.04579077639636,0.0164964624518786,-0.1597350866367309,-99.08608472981288,-329.118354779839,-0.0737761086080781,6.287687835565357,329.20895946515174
BAXI ,Auriga 10 M-A,2022-03-18,Outdoor Air/Water,Regulated,1.0,R32,1.65,,60.0,14,average,3027,6780,2.2398414271555995,-195.940206130747,-0.0100504091478872,1.155548685336368,195.88616611477383,-9.788386906221376,0.0084199446849939,0.1810133784572209,9.735287297972633,165.78341740085312,-0.1335710661010408,9.1399846468287,-165.66298285517092
BAXI ,AURIGA 5M,2020-05-25,Outdoor Air/Water,Regulated,1.0,R32,2.0,,61.0,9,average,2959,5830,1.970260223048327,35.06735572342857,0.0004330405709687,0.6941443303741466,-35.10937452329939,42.178609668491816,0.0148959382701698,-0.1129907163712172,-42.22346169771876,-71.48512533845769,-0.0883760231176766,6.897616862979694,71.57449851373372
BAXI ,AURIGA 16T,2020-05-25,Outdoor Air/Water,Regulated,1.0,R32,2.8,,71.0,9,average,6324,12900,2.0398481973434537,-213.68825975685377,-0.0041302622479696,0.8960199875165367,213.6399012725496,99.0393385898122,0.0085713468962257,0.1701830470034556,-99.09255843128663,-92.53935603601596,-0.0766103284566184,6.439107292598163,92.6563196755014
BAXI ,AURIGA 16M,2020-05-25,Outdoor Air/Water,Regulated,1.0,R32,2.8,,71.0,9,average,6324,12900,2.0398481973434537,-213.68825974588952,-0.0041302372553912,0.8960190392244051,213.6399012835144,-35.473251666779426,0.0085713248952158,0.1701840337717225,35.4200316327337,212.82670630249655,-0.0766102559037103,6.439105531403928,-212.70974227764543
BAXI ,Auriga 12 M-A,2022-03-18,Outdoor Air/Water,Regulated,1.0,R32,1.84,,65.0,14,average,5100,10250,2.0098039215686274,212.7447279429539,-0.0021553982255805,0.8175392979872224,-212.7832397857372,-99.99060161348038,0.012971321569086,-0.0415461433721386,99.94132200028014,-231.3605268762035,-0.1093443244936864,8.038461988185988,231.52024096425333
BAXI Climatización S.L.U,Platinum BC Plus Monobloc 12 TR-2,2022-03-18,Outdoor Air/Water,Regulated,1.0,R32,1.84,,65.0,20,average,5100,10250,2.0098039215686274,-107.07971240145486,-0.0021550102738903,0.8175256268838191,107.04120119195905,212.7664469524028,0.0129713701167166,-0.0415487351008218,-212.81572575953768,-53.6749367321591,-0.1093434576849896,8.03842949889373,53.83465143109081
BAXI Climatización S.L.U,Platinum BC Plus Monobloc 12 Mono,2020-05-04,Outdoor Air/Water,Regulated,1.0,R32,2.8,,68.0,9,average,5507,11290,2.0501180315961505,64.4724255846016,0.0048501194850743,0.5055472262113914,-64.50854933874177,70.61333522093622,0.0164964673598205,-0.1597364838733849,-70.65362914036302,110.65268709059212,-0.0737765089370363,6.287702549099853,-110.56208276498704
BAXI Climatización S.L.U,Platinum BC Plus Monobloc 16 MR-2,2022-03-18,Outdoor Air/Water,Regulated,1.0,R32,1.84,,68.0,14,average,5789,11520,1.9899809984453276,230.49778533411532,-0.0094975828322332,1.1317989941788735,-230.547445203897,-355.88750136701424,0.0065243100308555,0.2359560067030624,355.82884427478905,106.24378168879583,-0.1014991186005324,7.658573326292336,-106.07043629915174
BAXI Climatización S.L.U,Platinum BC Plus Monobloc 16 Mono,2020-05-04,Outdoor Air/Water,Regulated,1.0,R32,2.8,,71.0,9,average,6324,12900,2.0398481973434537,55.06980410715626,-0.0041301796756825,0.8960166426858529,-55.11816263806924,-151.71996581017763,0.0085713248950858,0.1701840439734409,151.66674576683917,222.82015618326665,-0.076610309787167,6.439106460786527,-222.7031925075835
BAXI Climatización S.L.U,Platinum BC Plus Monobloc 16 TR-2,2022-03-18,Outdoor Air/Water,Regulated,1.0,R32,1.84,,68.0,20,average,5789,11520,1.9899809984453276,123.89909561207536,-0.0094974954434606,1.131795998579205,-123.94875544900914,-142.1694145458666,0.0065242746036798,0.2359564946782666,142.11075732930004,-9.25327299680285,-0.1014990236180117,7.658570116207792,9.426618484183768
BAXI Climatización S.L.U,Platinum BC Plus Monobloc 12 Trif,2020-05-04,Outdoor Air/Water,Regulated,1.0,R32,2.8,,68.0,9,average,5507,11290,2.0501180315961505,-213.68189206417475,0.004850095540693,0.505548131085942,213.64576824281983,99.04579078057498,0.0164964820813745,-0.1597358238347468,-99.08608472332956,177.78589089858707,-0.073776317869822,6.28769556895873,-177.6952864665024
BAXI Climatización S.L.U,Platinum BC Plus Monobloc 12 MR-2,2022-03-18,Outdoor Air/Water,Regulated,1.0,R32,1.84,,65.0,14,average,5100,10250,2.0098039215686274,267.7145538540371,-0.0021552365361047,0.8175344755516188,-267.75306522540205,184.33398781018536,0.0129712868764447,-0.041544982790505,-184.3832670345845,-106.97491765115414,-0.1093437324175709,8.038439538999866,107.13463236866284
BAXI Climatización S.L.U,AWHPR 4 MR + MIC V200 R32,2021-05-21,Outdoor Air/Water,Regulated,1.0,R32,1.2,32.0,58.0,15,average,2093,4500,2.150023889154324,212.74967335557488,-0.0012742449759638,0.7708644345150243,-212.77811942182743,184.3370691979314,0.0153319867928007,-0.1303479009648333,-184.38016928908996,106.251640765185,-0.0867137956244224,7.1992118085947805,-106.06261963103088
BAXI Climatización S.L.U,Platinum BC Plus Monobloc 10 MR-2,2022-03-18,Outdoor Air/Water,Regulated,1.0,R32,1.65,,60.0,14,average,3027,6780,2.2398414271555995,-245.89675862154115,-0.0100504408626148,1.15554998309795,245.84271845495653,212.7645283574976,0.0084199561245451,0.1810125155528205,-212.8176278463208,-109.23478306429924,-0.1335710219325345,9.139982964599168,109.35521757181564
BAXI Climatización S.L.U,AWHPR 6 MR + MIC V200 R32,2021-05-21,Outdoor Air/Water,Regulated,1.0,R32,1.2,34.0,58.0,15,average,2477,5500,2.220427937020589,212.7458371616346,-0.0034571296494255,0.8742440998567526,-212.78212158669635,-43.12506408817386,0.0118319077505458,0.0315356765660816,43.0769839947297,141.48463882053906,-0.0808539719121347,6.854801529344995,-141.3486948920559
BAXI Climatización S.L.U,AWHPR 6 MR + iMPI/E 4-8 iR32,2021-12-03,Outdoor Air/Water,Regulated,1.0,R32,1.2,33.0,58.0,12,average,2477,5500,2.220427937020589,141.67374049948964,-0.003457419823516,0.8742533238829521,-141.71002536767332,241.19947533818936,0.011831976551645,0.0315323865391145,-241.2475550137248,212.83678635655448,-0.0808537697272837,6.854793854646496,-212.700841445361
BAXI Climatización S.L.U,Platinum BC Plus Monobloc 9,2020-05-04,Outdoor Air/Water,Regulated,1.0,R32,2.0,,67.0,9,average,3519,6580,1.8698493890309744,-34.031118843052056,-0.0070172383681906,1.0240168168255508,33.9806056392808,70.60371950520297,0.0110789807925948,0.0491277661858592,-70.65386294113003,77.35090229695032,-0.1073368424520142,7.684964271838734,-77.22740525834799
BAXI Climatización S.L.U,AWHPR 8 MR + MIC V200 R32,2021-05-21,Outdoor Air/Water,Regulated,1.0,R32,1.2,36.0,59.0,15,average,3174,6190,1.9502205419029612,212.74678164921664,-0.0022963178911244,0.8206952272946205,-212.78112245983283,-99.98772564078408,0.0151955607214215,-0.1300492580457656,99.944164163348,-115.32657785715077,-0.1005462539562153,7.499624686457984,115.46847865482196
BAXI Climatización S.L.U,Platinum BC Plus Monobloc 4 MR-2,2022-03-18,Outdoor Air/Water,Regulated,1.0,R32,1.5,,55.0,14,average,1793,3890,2.169548243167875,-213.68681243540183,-0.0079207338972552,1.1345738321287897,213.64141492884323,-182.38686279085024,0.0067999921752932,0.2457381515072616,182.33135977645983,35.15433257193073,-0.1143026684176756,8.221703963548373,-35.03470398102571
BAXI Climatización S.L.U,Platinum BC Plus Monobloc 5,2020-05-04,Outdoor Air/Water,Regulated,1.0,R32,2.0,,61.0,9,average,2959,5830,1.970260223048327,-213.68500241018396,0.0004332520226869,0.6941360194242504,213.64298377255477,-99.98837614553128,0.0148958847844632,-0.112988875116606,99.94352409060738,179.49776271103372,-0.0883757066863937,6.897605084202325,-179.40838846200015
