manufacturers,models,titel,dates,types,refrigerants,mass_of_refrigerants,spl_indoor_l,spl_outdoor_l,eta_l,p_rated_l,scop_l,t_biv,tol,p_th_minus7_l,cop_minus7_l,p_el_minus7_l,p_th_2_l,cop_2_l,p_el_2_l,p_th_7_l,cop_7_l,p_el_7_l,p_th_12_l,cop_12_l,p_el_12_l,p_th_tbiv_l,cop_tbiv_l,p_el_tbiv_l,p_th_tol_l,cop_tol_l,p_el_tol_l,rated_airflows_l,wtols,poffs,ptos,psbs,pcks,supp_energy_types,p_sups_l,p_design_cools_l,seers_l,pdcs_35_l,eer_35_l,p_el_35_l,pdcs_30_l,eer_30_l,p_el_30_l,pdcs_25_l,eer_25_l,p_el_25_l,pdcs_20_l,eer_20_l,p_el_20_l,spl_indoor_h,spl_outdoor_h,eta_h,p_rated_h,p_th_minus7_h,cop_minus7_h,p_el_minus7_h,p_th_2_h,cop_2_h,p_el_2_h,p_th_7_h,cop_7_h,p_el_7_h,p_th_12_h,cop_12_h,p_el_12_h,p_th_tbiv_h,cop_tbiv_h,p_el_tbiv_h,p_th_tol_h,cop_tol_h,p_el_tol_h,rated_airflows_h,p_sups_h,p_design_cools_h,seers_h,pdcs_35_h,eer_35_h,p_el_35_h,pdcs_30_h,eer_30_h,p_el_30_h,pdcs_25_h,eer_25_h,p_el_25_h,pdcs_20_h,eer_20_h,p_el_20_h,p_el_minus7_l_n,p_el_2_l_n,p_el_7_l_n,p_el_12_l_n,p_el_tbiv_l_n,p_el_tol_l_n,p_el_35_l_n,p_el_30_l_n,p_el_25_l_n,p_el_20_l_n,p_el_minus7_h_n,p_el_2_h_n,p_el_7_h_n,p_el_12_h_n,p_el_tbiv_h_n,p_el_tol_h_n,p_el_35_h_n,p_el_30_h_n,p_el_25_h_n,p_el_20_h_n,Subtype,Group,p1_P_el_h [1/°C],p2_P_el_h [1/°C],p3_P_el_h [-],p4_P_el_h [1/°C],p1_COP [-],p2_COP [-],p3_COP [-],p4_COP [-],p1_P_el_c [1/°C],p2_P_el_c [1/°C],p3_P_el_c [-],p4_P_el_c [1/°C],p1_EER [-],p2_EER [-],p3_EER [-],p4_EER [-]
 Bosch Thermotechnik GmbH,Bosch Compress 7000 LW 80,Bosch Compress 7000 LW 80,,Brine/Water,R410A,"10,800 kg",67.0,,196.0,78.0,5.1,-10.0,-10.0,69000,4.48,15402,42020,5.19,8096,41930,5.32,7882,41860,5.42,7723,78160,4.3,18177,78160,4.3,18177,,68.0,25.0,25.0,25.0,0.0,1,0.0,,,,,,,,,,,,,,,67.0,,157.0,78.0,69000,3.31,20846,42240,4.2,10057,42280,4.47,9459,42330,4.73,8949,81170,3.05,26613,81170,3.05,26613,,0.0,,,,,,,,,,,,,,,0.7388467811570565,0.3883718699030989,0.3781061114842176,0.3704787489206562,0.8719658447663821,0.8719658447663821,,,,,1.0,0.4824426748536889,0.4537561162813009,0.4292909910774249,1.2766477981387316,1.2766477981387316,,,,,Regulated,2.0,-0.012456426043956468,0.012456426581032172,0.06404727757877583,-0.03853568136472638,0.07568181101579363,-0.07568183506325123,7.245369796639679,-0.0010876298820635985,,,,,,,,
 Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 13 OR and IR, Compress 6000 AW-13/s, Bosch CS7001iAW 13",Bosch Compress 6000 AW-13s AWB,18.07.2017,Outdoor Air/Water,R410A,"3,300 kg",41.0,55,186.0,10.4,4.73,-10.0,-10.0,10070,2.88,3497,5930,4.65,1275,3750,6.29,596,3110,7.25,429,10450,2.51,4163,10450,2.51,4163,,60.0,20.0,20.0,20.0,0.0,0,0.0,,,,,,,,,,,,,,,41.0,55,139.0,8.6,7720,2.28,3386,4450,3.53,1261,5210,4.41,1181,6230,5.75,1083,8590,1.89,4545,8590,1.89,4545,,0.0,,,,,,,,,,,,,,,1.0327820437093915,0.3765505020673361,0.1760189013585351,0.1266981689308919,1.2294743059657414,1.2294743059657414,,,,,1.0,0.3724158298877731,0.3487891317188423,0.3198464264619019,1.3422917897223865,1.3422917897223865,,,,,Regulated,1.0,-172.0536268342109,-0.0013668406791427204,0.5684617674638293,171.9812406721926,-246.91869641019125,-0.08652436911669728,7.135087097708097,247.05275013970265,,,,,,,,
 Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 13 OR and IR, Compress 6000 AW-13/s, Bosch CS7001iAW 13",Bosch Compress 6000 AW-13s AWE,18.07.2017,Outdoor Air/Water,R410A,"3,300 kg",41.0,55,186.0,10.4,4.73,-10.0,-10.0,10070,2.88,3497,5930,4.65,1275,3750,6.29,596,3110,7.25,429,10450,2.51,4163,10450,2.51,4163,,60.0,20.0,20.0,20.0,0.0,1,0.0,,,,,,,,,,,,,,,41.0,55,139.0,8.6,7720,2.28,3386,4450,3.53,1261,5210,4.41,1181,6230,5.75,1083,8590,1.89,4545,8590,1.89,4545,,0.0,,,,,,,,,,,,,,,1.0327820437093915,0.3765505020673361,0.1760189013585351,0.1266981689308919,1.2294743059657414,1.2294743059657414,,,,,1.0,0.3724158298877731,0.3487891317188423,0.3198464264619019,1.3422917897223865,1.3422917897223865,,,,,Regulated,1.0,-172.0536268342109,-0.0013668406791427204,0.5684617674638293,171.9812406721926,-246.91869641019125,-0.08652436911669728,7.135087097708097,247.05275013970265,,,,,,,,
 Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 5 OR, Compress 6000 AW-5, Bosch CS7001iAW 5",Bosch Compress 6000 AW-5 AWB,18.07.2017,Outdoor Air/Water,R410A,"1,700 kg",29.0,47,183.0,4.4,4.65,-10.0,-10.0,3880,3.07,1264,2510,4.69,535,1500,5.78,260,1230,6.13,201,4370,2.76,1583,4370,2.76,1583,,60.0,17.0,22.0,17.0,0.0,0,0.0,,,,,,,,,,,,,,,29.0,47,131.0,4.1,3570,2.16,1653,2340,3.29,711,2130,4.29,497,2520,5.53,456,4050,1.85,2189,4050,1.85,2189,,0.0,,,,,,,,,,,,,,,0.764670296430732,0.323653962492438,0.1572897761645493,0.1215970961887477,0.9576527525710828,0.9576527525710828,,,,,1.0,0.4301270417422868,0.3006654567453115,0.2758620689655172,1.324258923169994,1.324258923169994,,,,,Regulated,1.0,-32.661035912427366,0.01178121737539963,0.046761370921518844,32.61403856526416,-107.01776700154628,-0.0860021025528895,6.977728193635723,107.11665127870977,,,,,,,,
 Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 5 OR, Compress 6000 AW-5, Bosch CS7001iAW 5",Bosch Compress 6000 AW-5 AWE,18.07.2017,Outdoor Air/Water,R410A,"1,700 kg",29.0,47,183.0,4.4,4.65,-10.0,-10.0,3880,3.07,1264,2510,4.69,535,1500,5.78,260,1230,6.13,201,4370,2.76,1583,4370,2.76,1583,,60.0,17.0,22.0,17.0,0.0,1,0.0,,,,,,,,,,,,,,,29.0,47,131.0,4.1,3570,2.16,1653,2340,3.29,711,2130,4.29,497,2520,5.53,456,4050,1.85,2189,4050,1.85,2189,,0.0,,,,,,,,,,,,,,,0.764670296430732,0.323653962492438,0.1572897761645493,0.1215970961887477,0.9576527525710828,0.9576527525710828,,,,,1.0,0.4301270417422868,0.3006654567453115,0.2758620689655172,1.324258923169994,1.324258923169994,,,,,Regulated,1.0,-32.661035912427366,0.01178121737539963,0.046761370921518844,32.61403856526416,-107.01776700154628,-0.0860021025528895,6.977728193635723,107.11665127870977,,,,,,,,
 Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 5 OR, Compress 6000 AW-5, Bosch CS7001iAW 5",Bosch CS7001iAW 5 ORMB-S,18.07.2017,Outdoor Air/Water,R410A,"1,700 kg",49.0,47,172.0,4.4,4.39,-10.0,-10.0,3880,2.99,1298,2510,4.5,558,1500,5.32,282,1230,5.57,221,4370,2.7,1619,4370,2.7,1619,,60.0,22.0,22.0,22.0,4.0,1,0.0,,,,,,,,,,,,,,,49.0,47,125.0,4.1,3570,2.13,1676,2340,3.2,731,2130,4.08,522,2520,5.22,483,4050,1.83,2213,4050,1.83,2213,,0.0,,,,,,,,,,,,,,,0.7744630071599046,0.3329355608591885,0.1682577565632458,0.1318615751789976,0.9659904534606204,0.9659904534606204,,,,,1.0,0.4361575178997613,0.3114558472553699,0.2881861575178998,1.3204057279236276,1.3204057279236276,,,,,Regulated,1.0,592.5471793089728,0.011321310535283801,0.07107618686653731,-592.59422774184,70.6722053597037,-0.07578232271063068,6.4276098273207865,-70.58544548292166,,,,,,,,
 Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 9 OR and IR, Compress 6000 AW-9, Bosch CS7400iAW 7, Bosch CS7001iAW 9",Bosch CSH7400iAW 7 OR,18.07.2017,Outdoor Air/Water,R410A,"2,350 kg",29.0,50,198.0,6.2,5.02,-10.0,-10.0,5540,3.16,1753,3310,4.86,681,2040,6.05,337,1720,7.96,216,6200,2.72,2279,6200,2.72,2279,,60.0,17.0,50.0,17.0,0.0,0,0.0,,,,,,,,,,,,,,,29.0,50,140.0,5.91,5210,2.27,2295,3270,3.56,919,2840,4.65,611,3340,5.98,559,5910,1.93,3062,5910,1.93,3062,,0.0,,,,,,,,,,,,,,,0.7638344226579521,0.2967320261437908,0.1468409586056644,0.0941176470588235,0.9930283224400872,0.9930283224400872,,,,,1.0,0.4004357298474945,0.2662309368191721,0.2435729847494553,1.3342047930283225,1.3342047930283225,,,,,Regulated,1.0,100.22205254362206,0.011742343543903647,0.026112161123594147,-100.27217863468614,-62.578317348849566,-0.09727472337122911,7.674943010496803,62.71549596026334,,,,,,,,
 Bosch Thermotechnik GmbH,Bosch Compress 7800i LW 12,CS7800i LW 12 (+F),08.12.2020,Brine/Water,R410A,"2,000 kg",41.0,,212.0,12.54,5.49,-10.0,-10.0,11120,4.33,2568,7120,5.61,1269,4600,6.23,738,3920,6.15,637,12540,4.0,3135,12540,4.0,3135,,62.0,11.0,11.0,11.0,0.0,1,0.0,,,,,,,,,,,,,,,41.0,,154.0,11.32,10140,2.9,3497,6210,4.23,1468,3720,4.88,762,3720,5.1,729,11320,2.62,4321,11320,2.62,4321,,0.0,,,,,,,,,,,,,,,0.7343437231913068,0.3628824706891621,0.2110380325993709,0.1821561338289963,0.8964826994566771,0.8964826994566771,,,,,1.0,0.419788390048613,0.2179010580497569,0.2084643980554761,1.2356305404632542,1.2356305404632542,,,,,Regulated,2.0,-0.011676670275274442,0.011676674485811828,0.058552861747866926,-0.04378885646113856,0.10258972841224541,-0.10258978684100231,8.367982838206233,0.024940318190724137,,,,,,,,
 Bosch Thermotechnik GmbH,Bosch Compress 7800i LW 16,CS7800i LW 16 (+F),08.12.2020,Brine/Water,R410A,"2,300 kg",41.0,,203.0,15.53,5.28,-10.0,-10.0,13910,4.07,3418,8930,5.39,1657,5720,6.04,947,4890,5.98,818,15540,3.75,4144,15540,3.75,4144,,62.0,11.0,11.0,11.0,0.0,1,0.0,,,,,,,,,,,,,,,41.0,,154.0,14.18,12810,2.81,4559,7910,4.21,1879,5400,4.72,1144,4700,4.97,946,14190,2.5,5676,14190,2.5,5676,,0.0,,,,,,,,,,,,,,,0.7497258170651458,0.3634568984426409,0.2077209914454924,0.1794253125685457,0.9089712656284272,0.9089712656284272,,,,,1.0,0.4121517876727352,0.250932221978504,0.2075016450976091,1.2450098705856547,1.2450098705856547,,,,,Regulated,2.0,-0.010874517449617658,0.010874516870121056,0.08764105804315278,-0.045659660784677154,0.09230234205547783,-0.09230254719617144,7.826755568063559,0.03425559839288419,,,,,,,,
 Bosch Thermotechnik GmbH,Bosch Compress CS3400iAWS 4 OR-S,CS3400iAWS 4 ORB-S,10.06.2022,Outdoor Air/Water,R32,"1,100 kg",45.0,61,186.0,5.0,4.72,-7.0,-10.0,4360,2.96,1473,2730,4.68,583,2340,6.07,386,2770,8.02,345,4360,2.96,1473,3930,2.68,1466,,60.0,11.0,0.0,11.0,0.0,0,1.07,,,,,,,,,,,,,,,45.0,61,125.0,5.6,3800,1.92,1979,3300,3.27,1009,2009,4.24,474,2510,5.8,433,4150,2.14,1939,2580,1.48,1743,,3.0,,,,,,,,,,,,,,,0.7443153107630116,0.2945932289034866,0.1950480040424456,0.1743304699343102,0.7443153107630116,0.74077817079333,,,,,1.0,0.5098534613441131,0.2395149065184436,0.2187973724103082,0.9797877716018192,0.8807478524507327,,,,,Regulated,1.0,-45.01387652791398,0.015353519648615213,-0.06995670833777708,44.97360332098836,212.83875552135532,-0.11338887166708704,8.048690641572941,-212.70474133967883,,,,,,,,
 Bosch Thermotechnik GmbH,Bosch Compress CS3400iAWS 4 OR-S,CS3400iAWS 4 ORE-S,10.06.2022,Outdoor Air/Water,R32,"1,100 kg",45.0,61,186.0,5.0,4.72,-7.0,-10.0,4360,2.96,1473,2730,4.68,583,2340,6.07,386,2770,8.02,345,4360,2.96,1473,3930,2.68,1466,,60.0,11.0,0.0,11.0,0.0,1,1.07,,,,,,,,,,,,,,,45.0,61,125.0,5.6,3800,1.92,1979,3300,3.27,1009,2009,4.24,474,2510,5.8,433,4150,2.14,1939,2580,1.48,1743,,3.0,,,,,,,,,,,,,,,0.7443153107630116,0.2945932289034866,0.1950480040424456,0.1743304699343102,0.7443153107630116,0.74077817079333,,,,,1.0,0.5098534613441131,0.2395149065184436,0.2187973724103082,0.9797877716018192,0.8807478524507327,,,,,Regulated,1.0,-45.01387652791398,0.015353519648615213,-0.06995670833777708,44.97360332098836,212.83875552135532,-0.11338887166708704,8.048690641572941,-212.70474133967883,,,,,,,,
 Bosch Thermotechnik GmbH,Bosch CS3000 AWP 16/19/24 ,CS3000AWP 16,04.11.2022,Outdoor Air/Water,R32,"7,900 kg",0.0,75,173.0,19.42,4.41,-7.0,-10.0,17180,2.63,6532,11610,4.63,2508,12420,5.49,2262,14750,6.87,2147,17180,2.63,6532,16670,2.55,6537,,60.0,50.0,100.0,50.0,10.0,1,2.76,,,,,,,,,,,,,,,0.0,75,127.0,16.78,13040,1.93,6756,9500,3.25,2923,11100,4.4,2523,13450,6.15,2187,14200,2.02,7030,9150,1.35,6778,,7.63,,,,,,,,,,,,,,,0.9668442865600948,0.3712255772646536,0.3348134991119005,0.3177915926583777,0.9668442865600948,0.9675843694493784,,,,,1.0,0.4326524570751924,0.3734458259325044,0.3237122557726465,1.0405565423327412,1.0032563647128478,,,,,Regulated,1.0,22.833991870991,0.0028502874115763936,0.42411330054992646,-22.896384307172628,-249.12792160453796,-0.07495049099887145,6.4556139524707445,249.28208126651185,,,,,,,,
 Bosch Thermotechnik GmbH,Bosch CS3000 AWP 16/19/24 ,CS3000AWP 19,04.11.2022,Outdoor Air/Water,R32,"7,900 kg",0.0,78,172.0,22.5,4.36,-7.0,-10.0,19900,2.6,7654,12430,4.52,2750,12420,5.46,2275,14760,6.85,2155,19900,2.6,7654,17280,2.6,6646,,60.0,50.0,100.0,50.0,10.0,1,5.21,,,,,,,,,,,,,,,0.0,78,126.0,19.53,15950,1.94,8222,10800,3.2,3375,11470,4.41,2601,13800,6.14,2248,16520,2.02,8178,10000,1.3,7692,,9.53,,,,,,,,,,,,,,,0.9309170518122112,0.3344684991486256,0.2766966674774994,0.2621016784237411,0.9309170518122112,0.8083191437606422,,,,,1.0,0.4104840671369496,0.3163463877402092,0.2734127949404037,0.994648504013622,0.9355387983459011,,,,,Regulated,1.0,-220.7181750185726,0.0046061291317391,0.3312644678424858,220.65587050276434,-251.3471107162894,-0.07194182040520632,6.313470969016282,251.50411908500712,,,,,,,,
 Bosch Thermotechnik GmbH,Bosch CS3000 AWP 16/19/24 ,CS3000AWP 24,04.11.2022,Outdoor Air/Water,R32,"7,900 kg",0.0,78,169.0,25.5,4.31,-7.0,-10.0,22600,2.6,8692,13250,4.41,3005,12440,5.44,2287,14770,6.83,2163,22600,2.6,8692,18380,2.6,7069,,60.0,50.0,100.0,50.0,10.0,1,7.17,,,,,,,,,,,,,,,0.0,78,124.0,22.97,18820,1.89,9958,12440,3.15,3949,11480,4.4,2609,13820,6.12,2258,19440,1.96,9918,11000,1.25,8800,,11.97,,,,,,,,,,,,,,,0.8728660373568989,0.3017674231773448,0.2296645912833902,0.2172122916248242,0.8728660373568989,0.7098815023097007,,,,,1.0,0.3965655754167503,0.2620004016870857,0.2267523599116288,0.995983129142398,0.8837115886724242,,,,,Regulated,1.0,-355.883234506972,0.00732050771016104,0.20474415431151338,355.8236763428877,-160.29167760798688,-0.0722345833730184,6.286553901185044,160.44925171496826,,,,,,,,
 Bosch Thermotechnik GmbH,Bosch CS3000 AWP 31/36/41,CS3000AWP 31,04.11.2022,Outdoor Air/Water,R32,"14,000 kg",,75,170.0,34.1,4.33,-7.0,-10.0,30130,2.81,10722,21360,4.47,4779,25090,5.61,4472,29720,7.27,4088,30130,2.81,10722,28650,2.6,11019,,60.0,90.0,150.0,90.0,10.0,1,5.4,,,,,,,,,,,,,,,,75,126.0,33.2,26600,1.87,14225,18780,3.26,5761,23270,4.49,5183,28350,6.23,4551,28130,2.0,14065,14000,1.1,12727,,19.24,,,,,,,,,,,,,,,0.7537434094903339,0.335957820738137,0.3143760984182777,0.2873813708260105,0.7537434094903339,0.774622144112478,,,,,1.0,0.4049912126537786,0.3643585237258347,0.3199297012302284,0.9887521968365554,0.8946924428822496,,,,,Regulated,1.0,-3.4512216274196845,0.01124147838038587,0.060827259564628804,3.4036990976450596,-106.43261308118832,-0.08316697102555314,6.811173098806745,106.58945355143427,,,,,,,,
 Bosch Thermotechnik GmbH,Bosch CS3000 AWP 31/36/41,CS3000AWP 36,04.11.2022,Outdoor Air/Water,R32,"14,000 kg",,78,170.0,38.6,4.33,-7.0,-10.0,34160,2.76,12377,22740,4.41,5156,25150,5.53,4548,29800,7.15,4168,34160,2.76,12377,33220,2.58,12876,,60.0,90.0,150.0,90.0,10.0,1,5.4,,,,,,,,,,,,,,,,78,125.0,37.27,30480,1.87,16299,20420,3.17,6442,23630,4.49,5263,28560,6.25,4570,31530,1.95,16169,15000,1.25,12000,,22.27,,,,,,,,,,,,,,,0.7593717405975827,0.3163384256702865,0.2790355236517577,0.2557212098901773,0.7593717405975827,0.7899871157739738,,,,,1.0,0.3952389717160562,0.3229032455978894,0.2803852997116387,0.9920240505552488,0.7362414872078041,,,,,Regulated,1.0,19.29056497542129,0.01127802312844743,0.048657899068816686,-19.340003986380633,210.6266380171996,-0.07967590717677496,6.636762906551797,-210.46782474211048,,,,,,,,
 Bosch Thermotechnik GmbH,Bosch CS3000 AWP 31/36/41,CS3000AWP 41,04.11.2022,Outdoor Air/Water,R32,"14,000 kg",,80,168.0,43.0,4.28,-7.0,-10.0,38010,2.75,13822,22780,4.35,5237,25190,5.44,4631,29840,7.04,4239,38010,2.75,13822,35920,2.59,13869,,60.0,90.0,150.0,90.0,10.0,1,7.04,,,,,,,,,,,,,,,,80,124.0,40.32,33010,1.86,17747,21390,3.12,6856,23630,4.49,5263,28560,6.25,4570,34120,1.93,17679,16000,1.2,13333,,24.32,,,,,,,,,,,,,,,0.7788358595819012,0.2950921282470277,0.2609455119175072,0.2388572716515467,0.7788358595819012,0.7814841945117484,,,,,1.0,0.3863188144475122,0.2965571645911985,0.2575083112638756,0.9961683664844764,0.7512819068011495,,,,,Regulated,1.0,420.9486586356035,0.010845497892752676,0.05533253723861548,-421.0011911223166,-73.67012164707307,-0.07702180083771079,6.504234939094828,73.8289472140295,,,,,,,,
 Bosch Thermotechnik GmbH,Bosch CS3000 AWP 53/59,CS3000AWP 53,04.11.2022,Outdoor Air/Water,R32,"17,500 kg",,79,167.4,53.4,4.26,-7.0,-10.0,47210,2.91,16223,30760,4.3,7153,35040,5.39,6501,40870,6.74,6064,47210,2.91,16223,44780,2.49,17984,,60.0,110.0,200.0,110.0,10.0,1,8.59,,,,,,,,,,,,,,,,79,124.5,58.1,48300,1.95,24769,30990,3.26,9506,36680,4.4,8336,44960,5.65,7958,49090,2.03,24182,27000,1.2,22500,,31.01,,,,,,,,,,,,,,,0.6549719407323671,0.2887884048609148,0.2624651782470023,0.2448221567281683,0.6549719407323671,0.7260688764181032,,,,,1.0,0.3837861843433324,0.3365497194073236,0.321288707658767,0.976301021438088,0.9083935564617062,,,,,Regulated,1.0,-128.41957920570664,0.015706134299846235,-0.1444105486329592,128.37721768914383,248.37050657287034,-0.07838163848256832,6.564311247215879,-248.24048997705546,,,,,,,,
 Bosch Thermotechnik GmbH,Bosch CS3000 AWP 53/59,CS3000AWP 59,04.11.2022,Outdoor Air/Water,R32,"17,500 kg",,83,165.4,58.9,4.21,-7.0,-10.0,52080,2.8,18600,30800,4.25,7247,35080,5.32,6594,40910,6.65,6152,52080,2.8,18600,50140,2.48,20218,,60.0,110.0,200.0,110.0,10.0,1,8.73,,,,,,,,,,,,,,,,83,124.0,63.4,52080,1.93,26984,30990,3.26,9506,36680,4.4,8336,44960,5.65,7958,53640,1.98,27091,30000,1.0,30000,,33.4,,,,,,,,,,,,,,,0.6892973613993477,0.2685665579602727,0.2443670323154461,0.2279869552327305,0.6892973613993477,0.7492588200415061,,,,,1.0,0.3522828342721613,0.3089238067002668,0.2949155054847316,1.0039653127779424,1.1117699377408834,,,,,Regulated,1.0,-71.55770672759357,0.014096672671664746,-0.10026638423858185,71.50931230285516,186.18307225061386,-0.07251308121075095,6.298978117401738,-186.0470268159789,,,,,,,,
 Bosch Thermotechnik GmbH,Bosch CS7000iLW 12 M/MS,CS7000i LW 12 M,06.07.2017,Brine/Water,R410A,"2,390 kg",45.0,,180.0,11.01,4.69,-10.0,-10.0,8780,4.43,1982,5900,5.27,1120,3970,5.68,699,1720,5.3,325,11010,3.86,2852,11010,3.86,2852,,62.0,18.0,18.0,18.0,11.0,1,0.0,,,,,,,,,,,,,,,45.0,,139.0,9.58,8039,3.12,2577,5060,3.97,1275,3290,4.52,728,2700,4.66,579,9580,2.79,3434,9580,2.79,3434,,0.0,,,,,,,,,,,,,,,0.7691113698098564,0.4346138921226232,0.2712456344586729,0.126115638339154,1.1067132324408226,1.1067132324408226,,,,,1.0,0.4947613504074505,0.2824990298797051,0.2246798603026775,1.3325572370974,1.3325572370974,,,,,Regulated,2.0,-0.010422576400806023,0.010422574467042289,0.16656606194519866,-0.03854556026339928,0.09035329104129448,-0.0903532157200236,7.748867189677119,-0.006921553417608904,,,,,,,,
 Bosch Thermotechnik GmbH (Buderus),"Buderus Logatherm WLW-6,8,10 SP AR",WLW166i-10 SP AR B,10.06.2022,Outdoor Air/Water,R32,"1,300 kg",45.0,59,178.0,9.0,4.53,-6.0,-10.0,6790,2.81,2416,4780,4.35,1099,2890,6.47,447,3530,8.72,405,7030,2.91,2416,6200,2.5,2480,,60.0,11.0,0.0,11.0,0.0,0,2.8,,,,,,,,,,,,,,,45.0,59,125.0,8.0,5100,1.86,2742,4580,3.35,1367,2570,4.29,599,3200,5.96,537,6100,2.28,2675,2650,1.4,1893,,5.4,,,,,,,,,,,,,,,0.8811086797957695,0.4008023340627279,0.1630196936542669,0.1477024070021881,0.8811086797957695,0.9044493070751276,,,,,1.0,0.4985412107950401,0.2184536834427425,0.1958424507658643,0.975565280816922,0.6903719912472648,,,,,Regulated,1.0,-179.67149378638533,0.007078863220484438,0.2929061079407429,179.62245710346528,-53.69843451229244,-0.11384114323289077,8.069975107103566,53.86116733779256,,,,,,,,
 Bosch Thermotechnik GmbH (Buderus),"Buderus Logatherm WLW-6,8,10 SP AR",WLW166i-10 SP AR E,10.06.2022,Outdoor Air/Water,R32,"1,300 kg",45.0,59,178.0,9.0,4.53,-6.0,-10.0,6790,2.81,2416,4780,4.35,1099,2890,6.47,447,3530,8.72,405,7030,2.91,2416,6200,2.5,2480,,60.0,11.0,0.0,11.0,0.0,1,2.8,,,,,,,,,,,,,,,45.0,59,125.0,8.0,5100,1.86,2742,4580,3.35,1367,2570,4.29,599,3200,5.96,537,6100,2.28,2675,2650,1.4,1893,,5.4,,,,,,,,,,,,,,,0.8811086797957695,0.4008023340627279,0.1630196936542669,0.1477024070021881,0.8811086797957695,0.9044493070751276,,,,,1.0,0.4985412107950401,0.2184536834427425,0.1958424507658643,0.975565280816922,0.6903719912472648,,,,,Regulated,1.0,-179.67149378638533,0.007078863220484438,0.2929061079407429,179.62245710346528,-53.69843451229244,-0.11384114323289077,8.069975107103566,53.86116733779256,,,,,,,,
 Bosch Thermotechnik GmbH (Buderus),"Buderus Logatherm WLW-6,8,10 SP AR",WLW166i-6 SP AR B,10.06.2022,Outdoor Air/Water,R32,"1,300 kg",45.0,59,182.0,6.0,4.63,-6.0,-10.0,4760,2.88,1653,3160,4.69,674,2860,6.04,474,3460,8.16,424,4690,2.94,1595,4460,2.67,1670,,60.0,11.0,0.0,11.0,0.0,0,1.54,,,,,,,,,,,,,,,45.0,59,122.0,6.0,5100,1.86,2742,3100,3.12,994,2510,4.0,628,3220,5.83,552,5100,1.86,2742,2650,1.4,1893,,3.35,,,,,,,,,,,,,,,0.6028446389496718,0.2458059810357403,0.1728665207877461,0.1546316557257476,0.5816921954777534,0.6090444930707513,,,,,1.0,0.362509117432531,0.2290299051787016,0.2013129102844639,1.0,0.6903719912472648,,,,,Regulated,1.0,-43.121588425770405,0.018267632422542146,-0.2713901684964859,43.080544669717,140.66523936579642,-0.12067122882933422,8.253603330063923,-140.53181933935886,,,,,,,,
 Bosch Thermotechnik GmbH (Buderus),"Buderus Logatherm WLW-6,8,10 SP AR",WLW166i-6 SP AR E,10.06.2022,Outdoor Air/Water,R32,"1,300 kg",45.0,59,182.0,6.0,4.63,-6.0,-10.0,4760,2.88,1653,3160,4.69,674,2860,6.04,474,3460,8.16,424,4690,2.94,1595,4460,2.67,1670,,60.0,11.0,0.0,11.0,0.0,1,1.54,,,,,,,,,,,,,,,45.0,59,122.0,6.0,5100,1.86,2742,3100,3.12,994,2510,4.0,628,3220,5.83,552,5100,1.86,2742,2650,1.4,1893,,3.35,,,,,,,,,,,,,,,0.6028446389496718,0.2458059810357403,0.1728665207877461,0.1546316557257476,0.5816921954777534,0.6090444930707513,,,,,1.0,0.362509117432531,0.2290299051787016,0.2013129102844639,1.0,0.6903719912472648,,,,,Regulated,1.0,-43.121588425770405,0.018267632422542146,-0.2713901684964859,43.080544669717,140.66523936579642,-0.12067122882933422,8.253603330063923,-140.53181933935886,,,,,,,,
 Bosch Thermotechnik GmbH (Buderus),"Buderus Logatherm WLW-6,8,10 SP AR",WLW166i-8 SP AR B,10.06.2022,Outdoor Air/Water,R32,"1,300 kg",45.0,59,185.0,8.0,4.71,-5.0,-10.0,6080,2.82,2156,4390,4.82,911,2850,6.33,450,3460,8.51,407,6540,3.05,2144,5550,2.51,2211,,60.0,11.0,0.0,11.0,0.0,0,2.45,,,,,,,,,,,,,,,45.0,59,126.0,7.0,5100,1.86,2742,3870,3.24,1194,2600,4.41,590,3180,5.82,546,5780,2.14,2701,2650,1.4,1893,,4.4,,,,,,,,,,,,,,,0.7862873814733771,0.3322392414296134,0.1641137855579868,0.1484318016046681,0.7819110138584975,0.8063457330415755,,,,,1.0,0.4354485776805251,0.2151714077315827,0.199124726477024,0.9850474106491612,0.6903719912472648,,,,,Regulated,1.0,29.083636520034382,0.010866111883351081,0.08893879434978887,-29.13177401961469,212.84630331968197,-0.12061554971585983,8.355573388958609,-212.69863583285587,,,,,,,,
