Manufacturer,Model,Date,Type,Refrigerant,Mass of Refrigerant [kg],Pdesignc,T_outside [°C],T_out [°C],Pdc [kW],EER
DAIKIN Europe N.V.,EPRA16DW / ETVX16S23D9W(G),2020-02-07,Outdoor Air/Water,R32,4.2,7.88,30,7,5.92,3.69
DAIKIN Europe N.V.,EPRA16DW / ETVX16S23D9W(G),2020-02-07,Outdoor Air/Water,R32,4.2,7.88,25,7,5.09,4.63
DAIKIN Europe N.V.,EPRA16DW / ETVX16S23D9W(G),2020-02-07,Outdoor Air/Water,R32,4.2,7.88,20,7,5.13,5.61
DAIKIN Europe N.V.,EPRA16DV / ETSX16P30D,2020-02-07,Outdoor Air/Water,R32,4.2,7.88,35,7,7.88,2.69
DAIKIN Europe N.V.,EPRA16DV / ETSX16P30D,2020-02-07,Outdoor Air/Water,R32,4.2,7.88,30,7,5.92,3.69
DAIKIN Europe N.V.,EPRA16DV / ETSX16P30D,2020-02-07,Outdoor Air/Water,R32,4.2,7.88,25,7,5.09,4.63
DAIKIN Europe N.V.,EPRA16DV / ETSX16P30D,2020-02-07,Outdoor Air/Water,R32,4.2,7.88,20,7,5.13,5.61
DAIKIN Europe N.V.,EPRA16DV / ETSXB16P30D,2020-02-07,Outdoor Air/Water,R32,4.2,7.88,35,7,7.88,2.69
DAIKIN Europe N.V.,EPRA16DV / ETSXB16P30D,2020-02-07,Outdoor Air/Water,R32,4.2,7.88,30,7,5.92,3.69
DAIKIN Europe N.V.,EPRA16DV / ETSXB16P30D,2020-02-07,Outdoor Air/Water,R32,4.2,7.88,25,7,5.09,4.63
DAIKIN Europe N.V.,EPRA16DV / ETSXB16P30D,2020-02-07,Outdoor Air/Water,R32,4.2,7.88,20,7,5.13,5.61
DAIKIN Europe N.V.,EPRA16DW / ETSX16P30D,2020-02-07,Outdoor Air/Water,R32,4.2,7.88,35,7,7.88,2.69
DAIKIN Europe N.V.,EPRA16DW / ETSX16P30D,2020-02-07,Outdoor Air/Water,R32,4.2,7.88,30,7,5.92,3.69
DAIKIN Europe N.V.,EPRA16DW / ETSX16P30D,2020-02-07,Outdoor Air/Water,R32,4.2,7.88,25,7,5.09,4.63
DAIKIN Europe N.V.,EPRA16DW / ETSX16P30D,2020-02-07,Outdoor Air/Water,R32,4.2,7.88,20,7,5.13,5.61
DAIKIN Europe N.V.,EPRA16DW / ETSXB16P30D,2020-02-07,Outdoor Air/Water,R32,4.2,7.88,35,7,7.88,2.69
DAIKIN Europe N.V.,EPRA16DW / ETSXB16P30D,2020-02-07,Outdoor Air/Water,R32,4.2,7.88,30,7,5.92,3.69
DAIKIN Europe N.V.,EPRA16DW / ETSXB16P30D,2020-02-07,Outdoor Air/Water,R32,4.2,7.88,25,7,5.09,4.63
DAIKIN Europe N.V.,EPRA16DW / ETSXB16P30D,2020-02-07,Outdoor Air/Water,R32,4.2,7.88,20,7,5.13,5.61
DAIKIN Europe N.V.,EPRA16DV / ETSX16P50D,2020-02-07,Outdoor Air/Water,R32,4.2,7.88,35,7,7.88,2.69
DAIKIN Europe N.V.,EPRA16DV / ETSX16P50D,2020-02-07,Outdoor Air/Water,R32,4.2,7.88,30,7,5.92,3.69
DAIKIN Europe N.V.,EPRA16DV / ETSX16P50D,2020-02-07,Outdoor Air/Water,R32,4.2,7.88,25,7,5.09,4.63
DAIKIN Europe N.V.,EPRA16DV / ETSX16P50D,2020-02-07,Outdoor Air/Water,R32,4.2,7.88,20,7,5.13,5.61
DAIKIN Europe N.V.,EPRA16DV / ETSXB16P50D,2020-02-07,Outdoor Air/Water,R32,4.2,7.88,35,7,7.88,2.69
DAIKIN Europe N.V.,EPRA16DV / ETSXB16P50D,2020-02-07,Outdoor Air/Water,R32,4.2,7.88,30,7,5.92,3.69
DAIKIN Europe N.V.,EPRA16DV / ETSXB16P50D,2020-02-07,Outdoor Air/Water,R32,4.2,7.88,25,7,5.09,4.63
DAIKIN Europe N.V.,EPRA16DV / ETSXB16P50D,2020-02-07,Outdoor Air/Water,R32,4.2,7.88,20,7,5.13,5.61
DAIKIN Europe N.V.,EPRA16DW / ETSX16P50D,2020-02-07,Outdoor Air/Water,R32,4.2,7.88,35,7,7.88,2.69
DAIKIN Europe N.V.,EPRA16DW / ETSX16P50D,2020-02-07,Outdoor Air/Water,R32,4.2,7.88,30,7,5.92,3.69
DAIKIN Europe N.V.,EPRA16DW / ETSX16P50D,2020-02-07,Outdoor Air/Water,R32,4.2,7.88,25,7,5.09,4.63
DAIKIN Europe N.V.,EPRA16DW / ETSX16P50D,2020-02-07,Outdoor Air/Water,R32,4.2,7.88,20,7,5.13,5.61
DAIKIN Europe N.V.,EPRA16DW / ETSXB16P50D,2020-02-07,Outdoor Air/Water,R32,4.2,7.88,35,7,7.88,2.69
DAIKIN Europe N.V.,EPRA16DW / ETSXB16P50D,2020-02-07,Outdoor Air/Water,R32,4.2,7.88,30,7,5.92,3.69
DAIKIN Europe N.V.,EPRA16DW / ETSXB16P50D,2020-02-07,Outdoor Air/Water,R32,4.2,7.88,25,7,5.09,4.63
DAIKIN Europe N.V.,EPRA16DW / ETSXB16P50D,2020-02-07,Outdoor Air/Water,R32,4.2,7.88,20,7,5.13,5.61
DAIKIN Europe N.V.,EPRA18DV / ETBX16D6V,2020-02-07,Outdoor Air/Water,R32,4.2,8.80,35,7,8.86,2.68
DAIKIN Europe N.V.,EPRA18DV / ETBX16D6V,2020-02-07,Outdoor Air/Water,R32,4.2,8.80,30,7,6.61,3.72
DAIKIN Europe N.V.,EPRA18DV / ETBX16D6V,2020-02-07,Outdoor Air/Water,R32,4.2,8.80,25,7,5.12,4.68
DAIKIN Europe N.V.,EPRA18DV / ETBX16D6V,2020-02-07,Outdoor Air/Water,R32,4.2,8.80,20,7,5.31,5.81
DAIKIN Europe N.V.,EPRA18DV / ETBX16D9W,2020-02-07,Outdoor Air/Water,R32,4.2,8.80,35,7,8.86,2.68
DAIKIN Europe N.V.,EPRA18DV / ETBX16D9W,2020-02-07,Outdoor Air/Water,R32,4.2,8.80,30,7,6.61,3.72
DAIKIN Europe N.V.,EPRA18DV / ETBX16D9W,2020-02-07,Outdoor Air/Water,R32,4.2,8.80,25,7,5.12,4.68
DAIKIN Europe N.V.,EPRA18DV / ETBX16D9W,2020-02-07,Outdoor Air/Water,R32,4.2,8.80,20,7,5.31,5.81
DAIKIN Europe N.V.,EPRA18DW / ETBX16D6V,2020-02-07,Outdoor Air/Water,R32,4.2,8.80,35,7,8.86,2.68
DAIKIN Europe N.V.,EPRA18DW / ETBX16D6V,2020-02-07,Outdoor Air/Water,R32,4.2,8.80,30,7,6.61,3.72
DAIKIN Europe N.V.,EPRA18DW / ETBX16D6V,2020-02-07,Outdoor Air/Water,R32,4.2,8.80,25,7,5.12,4.68
DAIKIN Europe N.V.,EPRA18DW / ETBX16D6V,2020-02-07,Outdoor Air/Water,R32,4.2,8.80,20,7,5.31,5.81
DAIKIN Europe N.V.,EPRA18DW / ETBX16D9W,2020-02-07,Outdoor Air/Water,R32,4.2,8.80,35,7,8.86,2.68
DAIKIN Europe N.V.,EPRA18DW / ETBX16D9W,2020-02-07,Outdoor Air/Water,R32,4.2,8.80,30,7,6.61,3.72
DAIKIN Europe N.V.,EPRA18DW / ETBX16D9W,2020-02-07,Outdoor Air/Water,R32,4.2,8.80,25,7,5.12,4.68
DAIKIN Europe N.V.,EPRA18DW / ETBX16D9W,2020-02-07,Outdoor Air/Water,R32,4.2,8.80,20,7,5.31,5.81
DAIKIN Europe N.V.,EPRA18DV / ETVX16S18D6V(G),2020-02-07,Outdoor Air/Water,R32,4.2,8.80,35,7,8.86,2.68
DAIKIN Europe N.V.,EPRA18DV / ETVX16S18D6V(G),2020-02-07,Outdoor Air/Water,R32,4.2,8.80,30,7,6.61,3.72
DAIKIN Europe N.V.,EPRA18DV / ETVX16S18D6V(G),2020-02-07,Outdoor Air/Water,R32,4.2,8.80,25,7,5.12,4.68
DAIKIN Europe N.V.,EPRA18DV / ETVX16S18D6V(G),2020-02-07,Outdoor Air/Water,R32,4.2,8.80,20,7,5.31,5.81
DAIKIN Europe N.V.,EPRA18DV / ETVX16S18D9W(G),2020-02-07,Outdoor Air/Water,R32,4.2,8.80,35,7,8.86,2.68
DAIKIN Europe N.V.,EPRA18DV / ETVX16S18D9W(G),2020-02-07,Outdoor Air/Water,R32,4.2,8.80,30,7,6.61,3.72
DAIKIN Europe N.V.,EPRA18DV / ETVX16S18D9W(G),2020-02-07,Outdoor Air/Water,R32,4.2,8.80,25,7,5.12,4.68
DAIKIN Europe N.V.,EPRA18DV / ETVX16S18D9W(G),2020-02-07,Outdoor Air/Water,R32,4.2,8.80,20,7,5.31,5.81
DAIKIN Europe N.V.,EPRA18DW / ETVX16S18D6V(G),2020-02-07,Outdoor Air/Water,R32,4.2,8.80,35,7,8.86,2.68
DAIKIN Europe N.V.,EPRA18DW / ETVX16S18D6V(G),2020-02-07,Outdoor Air/Water,R32,4.2,8.80,30,7,6.61,3.72
DAIKIN Europe N.V.,EPRA18DW / ETVX16S18D6V(G),2020-02-07,Outdoor Air/Water,R32,4.2,8.80,25,7,5.12,4.68
DAIKIN Europe N.V.,EPRA18DW / ETVX16S18D6V(G),2020-02-07,Outdoor Air/Water,R32,4.2,8.80,20,7,5.31,5.81
DAIKIN Europe N.V.,EPRA18DW / ETVX16S18D9W(G),2020-02-07,Outdoor Air/Water,R32,4.2,8.80,35,7,8.86,2.68
DAIKIN Europe N.V.,EPRA18DW / ETVX16S18D9W(G),2020-02-07,Outdoor Air/Water,R32,4.2,8.80,30,7,6.61,3.72
DAIKIN Europe N.V.,EPRA18DW / ETVX16S18D9W(G),2020-02-07,Outdoor Air/Water,R32,4.2,8.80,25,7,5.12,4.68
DAIKIN Europe N.V.,EPRA18DW / ETVX16S18D9W(G),2020-02-07,Outdoor Air/Water,R32,4.2,8.80,20,7,5.31,5.81
DAIKIN Europe N.V.,EPRA18DV / ETVX16S23D6V(G),2020-02-07,Outdoor Air/Water,R32,4.2,8.80,35,7,8.86,2.68
DAIKIN Europe N.V.,EPRA18DV / ETVX16S23D6V(G),2020-02-07,Outdoor Air/Water,R32,4.2,8.80,30,7,6.61,3.72
DAIKIN Europe N.V.,EPRA18DV / ETVX16S23D6V(G),2020-02-07,Outdoor Air/Water,R32,4.2,8.80,25,7,5.12,4.68
DAIKIN Europe N.V.,EPRA18DV / ETVX16S23D6V(G),2020-02-07,Outdoor Air/Water,R32,4.2,8.80,20,7,5.31,5.81
DAIKIN Europe N.V.,EPRA18DV / ETVX16S23D9W(G),2020-02-07,Outdoor Air/Water,R32,4.2,8.80,35,7,8.86,2.68
DAIKIN Europe N.V.,EPRA18DV / ETVX16S23D9W(G),2020-02-07,Outdoor Air/Water,R32,4.2,8.80,30,7,6.61,3.72
DAIKIN Europe N.V.,EPRA18DV / ETVX16S23D9W(G),2020-02-07,Outdoor Air/Water,R32,4.2,8.80,25,7,5.12,4.68
DAIKIN Europe N.V.,EPRA18DV / ETVX16S23D9W(G),2020-02-07,Outdoor Air/Water,R32,4.2,8.80,20,7,5.31,5.81
DAIKIN Europe N.V.,EPRA18DW / ETVX16S23D6V(G),2020-02-07,Outdoor Air/Water,R32,4.2,8.80,35,7,8.86,2.68
DAIKIN Europe N.V.,EPRA18DW / ETVX16S23D6V(G),2020-02-07,Outdoor Air/Water,R32,4.2,8.80,30,7,6.61,3.72
DAIKIN Europe N.V.,EPRA18DW / ETVX16S23D6V(G),2020-02-07,Outdoor Air/Water,R32,4.2,8.80,25,7,5.12,4.68
DAIKIN Europe N.V.,EPRA18DW / ETVX16S23D6V(G),2020-02-07,Outdoor Air/Water,R32,4.2,8.80,20,7,5.31,5.81
DAIKIN Europe N.V.,EPRA18DW / ETVX16S23D9W(G),2020-02-07,Outdoor Air/Water,R32,4.2,8.80,35,7,8.86,2.68
DAIKIN Europe N.V.,EPRA18DW / ETVX16S23D9W(G),2020-02-07,Outdoor Air/Water,R32,4.2,8.80,30,7,6.61,3.72
DAIKIN Europe N.V.,EPRA18DW / ETVX16S23D9W(G),2020-02-07,Outdoor Air/Water,R32,4.2,8.80,25,7,5.12,4.68
DAIKIN Europe N.V.,EPRA18DW / ETVX16S23D9W(G),2020-02-07,Outdoor Air/Water,R32,4.2,8.80,20,7,5.31,5.81
DAIKIN Europe N.V.,EPRA18DV / ETSX16P30D,2020-02-07,Outdoor Air/Water,R32,4.2,8.80,35,7,8.86,2.68
DAIKIN Europe N.V.,EPRA18DV / ETSX16P30D,2020-02-07,Outdoor Air/Water,R32,4.2,8.80,30,7,6.61,3.72
DAIKIN Europe N.V.,EPRA18DV / ETSX16P30D,2020-02-07,Outdoor Air/Water,R32,4.2,8.80,25,7,5.12,4.68
DAIKIN Europe N.V.,EPRA18DV / ETSX16P30D,2020-02-07,Outdoor Air/Water,R32,4.2,8.80,20,7,5.31,5.81
DAIKIN Europe N.V.,EPRA18DV / ETSXB16P30D,2020-02-07,Outdoor Air/Water,R32,4.2,8.80,35,7,8.86,2.68
DAIKIN Europe N.V.,EPRA18DV / ETSXB16P30D,2020-02-07,Outdoor Air/Water,R32,4.2,8.80,30,7,6.61,3.72
DAIKIN Europe N.V.,EPRA18DV / ETSXB16P30D,2020-02-07,Outdoor Air/Water,R32,4.2,8.80,25,7,5.12,4.68
DAIKIN Europe N.V.,EPRA18DV / ETSXB16P30D,2020-02-07,Outdoor Air/Water,R32,4.2,8.80,20,7,5.31,5.81
DAIKIN Europe N.V.,EPRA18DW / ETSX16P30D,2020-02-07,Outdoor Air/Water,R32,4.2,8.80,35,7,8.86,2.68
DAIKIN Europe N.V.,EPRA18DW / ETSX16P30D,2020-02-07,Outdoor Air/Water,R32,4.2,8.80,30,7,6.61,3.72
DAIKIN Europe N.V.,EPRA18DW / ETSX16P30D,2020-02-07,Outdoor Air/Water,R32,4.2,8.80,25,7,5.12,4.68
DAIKIN Europe N.V.,EPRA18DW / ETSX16P30D,2020-02-07,Outdoor Air/Water,R32,4.2,8.80,20,7,5.31,5.81
DAIKIN Europe N.V.,EPRA18DW / ETSXB16P30D,2020-02-07,Outdoor Air/Water,R32,4.2,8.80,35,7,8.86,2.68
DAIKIN Europe N.V.,EPRA18DW / ETSXB16P30D,2020-02-07,Outdoor Air/Water,R32,4.2,8.80,30,7,6.61,3.72
DAIKIN Europe N.V.,EPRA18DW / ETSXB16P30D,2020-02-07,Outdoor Air/Water,R32,4.2,8.80,25,7,5.12,4.68
DAIKIN Europe N.V.,EPRA18DW / ETSXB16P30D,2020-02-07,Outdoor Air/Water,R32,4.2,8.80,20,7,5.31,5.81
DAIKIN Europe N.V.,EPRA18DV / ETSX16P50D,2020-02-07,Outdoor Air/Water,R32,4.2,8.80,35,7,8.86,2.68
DAIKIN Europe N.V.,EPRA18DV / ETSX16P50D,2020-02-07,Outdoor Air/Water,R32,4.2,8.80,30,7,6.61,3.72
DAIKIN Europe N.V.,EPRA18DV / ETSX16P50D,2020-02-07,Outdoor Air/Water,R32,4.2,8.80,25,7,5.12,4.68
DAIKIN Europe N.V.,EPRA18DV / ETSX16P50D,2020-02-07,Outdoor Air/Water,R32,4.2,8.80,20,7,5.31,5.81
DAIKIN Europe N.V.,EPRA18DV / ETSXB16P50D,2020-02-07,Outdoor Air/Water,R32,4.2,8.80,35,7,8.86,2.68
DAIKIN Europe N.V.,EPRA18DV / ETSXB16P50D,2020-02-07,Outdoor Air/Water,R32,4.2,8.80,30,7,6.61,3.72
DAIKIN Europe N.V.,EPRA18DV / ETSXB16P50D,2020-02-07,Outdoor Air/Water,R32,4.2,8.80,25,7,5.12,4.68
DAIKIN Europe N.V.,EPRA18DV / ETSXB16P50D,2020-02-07,Outdoor Air/Water,R32,4.2,8.80,20,7,5.31,5.81
DAIKIN Europe N.V.,EPRA18DW / ETSX16P50D,2020-02-07,Outdoor Air/Water,R32,4.2,8.80,35,7,8.86,2.68
DAIKIN Europe N.V.,EPRA18DW / ETSX16P50D,2020-02-07,Outdoor Air/Water,R32,4.2,8.80,30,7,6.61,3.72
DAIKIN Europe N.V.,EPRA18DW / ETSX16P50D,2020-02-07,Outdoor Air/Water,R32,4.2,8.80,25,7,5.12,4.68
DAIKIN Europe N.V.,EPRA18DW / ETSX16P50D,2020-02-07,Outdoor Air/Water,R32,4.2,8.80,20,7,5.31,5.81
DAIKIN Europe N.V.,EPRA18DW / ETSXB16P50D,2020-02-07,Outdoor Air/Water,R32,4.2,8.80,35,7,8.86,2.68
DAIKIN Europe N.V.,EPRA18DW / ETSXB16P50D,2020-02-07,Outdoor Air/Water,R32,4.2,8.80,30,7,6.61,3.72
DAIKIN Europe N.V.,EPRA18DW / ETSXB16P50D,2020-02-07,Outdoor Air/Water,R32,4.2,8.80,25,7,5.12,4.68
DAIKIN Europe N.V.,EPRA18DW / ETSXB16P50D,2020-02-07,Outdoor Air/Water,R32,4.2,8.80,20,7,5.31,5.81
DAIKIN Europe N.V.,EPGA11DV / EAVX16S18D6V(G),2019-03-06,Outdoor Air/Water,R32,3.5,10.7,35,7,10.66,3.23
DAIKIN Europe N.V.,EPGA11DV / EAVX16S18D6V(G),2019-03-06,Outdoor Air/Water,R32,3.5,10.7,30,7,7.87,4.32
DAIKIN Europe N.V.,EPGA11DV / EAVX16S18D6V(G),2019-03-06,Outdoor Air/Water,R32,3.5,10.7,25,7,5.16,6.16
DAIKIN Europe N.V.,EPGA11DV / EAVX16S18D6V(G),2019-03-06,Outdoor Air/Water,R32,3.5,10.7,20,7,7.86,6.65
DAIKIN Europe N.V.,EPGA11DV / EAVX16S18D9W(G),2019-03-06,Outdoor Air/Water,R32,3.5,10.7,35,7,10.66,3.23
DAIKIN Europe N.V.,EPGA11DV / EAVX16S18D9W(G),2019-03-06,Outdoor Air/Water,R32,3.5,10.7,30,7,7.87,4.32
DAIKIN Europe N.V.,EPGA11DV / EAVX16S18D9W(G),2019-03-06,Outdoor Air/Water,R32,3.5,10.7,25,7,5.16,6.16
DAIKIN Europe N.V.,EPGA11DV / EAVX16S18D9W(G),2019-03-06,Outdoor Air/Water,R32,3.5,10.7,20,7,7.86,6.65
DAIKIN Europe N.V.,EPGA11DV / EABX16D6V,2019-03-06,Outdoor Air/Water,R32,3.5,10.7,35,7,10.66,3.23
DAIKIN Europe N.V.,EPGA11DV / EABX16D6V,2019-03-06,Outdoor Air/Water,R32,3.5,10.7,30,7,7.87,4.32
DAIKIN Europe N.V.,EPGA11DV / EABX16D6V,2019-03-06,Outdoor Air/Water,R32,3.5,10.7,25,7,5.16,6.16
DAIKIN Europe N.V.,EPGA11DV / EABX16D6V,2019-03-06,Outdoor Air/Water,R32,3.5,10.7,20,7,7.86,6.65
DAIKIN Europe N.V.,EPGA11DV / EABX16D9W,2019-03-06,Outdoor Air/Water,R32,3.5,10.7,35,7,10.66,3.23
DAIKIN Europe N.V.,EPGA11DV / EABX16D9W,2019-03-06,Outdoor Air/Water,R32,3.5,10.7,30,7,7.87,4.32
DAIKIN Europe N.V.,EPGA11DV / EABX16D9W,2019-03-06,Outdoor Air/Water,R32,3.5,10.7,25,7,5.16,6.16
DAIKIN Europe N.V.,EPGA11DV / EABX16D9W,2019-03-06,Outdoor Air/Water,R32,3.5,10.7,20,7,7.86,6.65
DAIKIN Europe N.V.,EPGA11DV / EABH16D6V + cooling kit,2019-03-06,Outdoor Air/Water,R32,3.5,10.7,35,7,10.66,3.23
DAIKIN Europe N.V.,EPGA11DV / EABH16D6V + cooling kit,2019-03-06,Outdoor Air/Water,R32,3.5,10.7,30,7,7.87,4.32
DAIKIN Europe N.V.,EPGA11DV / EABH16D6V + cooling kit,2019-03-06,Outdoor Air/Water,R32,3.5,10.7,25,7,5.16,6.16
DAIKIN Europe N.V.,EPGA11DV / EABH16D6V + cooling kit,2019-03-06,Outdoor Air/Water,R32,3.5,10.7,20,7,7.86,6.65
DAIKIN Europe N.V.,EPGA11DV / EABH16D9W + cooling kit,2019-03-06,Outdoor Air/Water,R32,3.5,10.7,35,7,10.66,3.23
DAIKIN Europe N.V.,EPGA11DV / EABH16D9W + cooling kit,2019-03-06,Outdoor Air/Water,R32,3.5,10.7,30,7,7.87,4.32
DAIKIN Europe N.V.,EPGA11DV / EABH16D9W + cooling kit,2019-03-06,Outdoor Air/Water,R32,3.5,10.7,25,7,5.16,6.16
DAIKIN Europe N.V.,EPGA11DV / EABH16D9W + cooling kit,2019-03-06,Outdoor Air/Water,R32,3.5,10.7,20,7,7.86,6.65
DAIKIN Europe N.V.,EPGA11DV / EAVH16S18D6V(G) + cooling,2019-03-06,Outdoor Air/Water,R32,3.5,10.7,35,7,10.66,3.23
DAIKIN Europe N.V.,EPGA11DV / EAVH16S18D6V(G) + cooling,2019-03-06,Outdoor Air/Water,R32,3.5,10.7,30,7,7.87,4.32
DAIKIN Europe N.V.,EPGA11DV / EAVH16S18D6V(G) + cooling,2019-03-06,Outdoor Air/Water,R32,3.5,10.7,25,7,5.16,6.16
DAIKIN Europe N.V.,EPGA11DV / EAVH16S18D6V(G) + cooling,2019-03-06,Outdoor Air/Water,R32,3.5,10.7,20,7,7.86,6.65
DAIKIN Europe N.V.,EPGA11DV / EAVH16S18D9W(G) +,2019-03-06,Outdoor Air/Water,R32,3.5,10.7,35,7,10.66,3.23
DAIKIN Europe N.V.,EPGA11DV / EAVH16S18D9W(G) +,2019-03-06,Outdoor Air/Water,R32,3.5,10.7,30,7,7.87,4.32
DAIKIN Europe N.V.,EPGA11DV / EAVH16S18D9W(G) +,2019-03-06,Outdoor Air/Water,R32,3.5,10.7,25,7,5.16,6.16
DAIKIN Europe N.V.,EPGA11DV / EAVH16S18D9W(G) +,2019-03-06,Outdoor Air/Water,R32,3.5,10.7,20,7,7.86,6.65
DAIKIN Europe N.V.,EPGA11DV / EAVX16S23D6V(G),2019-03-06,Outdoor Air/Water,R32,3.5,10.7,35,7,10.66,3.23
DAIKIN Europe N.V.,EPGA11DV / EAVX16S23D6V(G),2019-03-06,Outdoor Air/Water,R32,3.5,10.7,30,7,7.87,4.32
DAIKIN Europe N.V.,EPGA11DV / EAVX16S23D6V(G),2019-03-06,Outdoor Air/Water,R32,3.5,10.7,25,7,5.16,6.16
DAIKIN Europe N.V.,EPGA11DV / EAVX16S23D6V(G),2019-03-06,Outdoor Air/Water,R32,3.5,10.7,20,7,7.86,6.65
DAIKIN Europe N.V.,EPGA11DV / EAVX16S23D9W(G),2019-03-06,Outdoor Air/Water,R32,3.5,10.7,35,7,10.66,3.23
DAIKIN Europe N.V.,EPGA11DV / EAVX16S23D9W(G),2019-03-06,Outdoor Air/Water,R32,3.5,10.7,30,7,7.87,4.32
DAIKIN Europe N.V.,EPGA11DV / EAVX16S23D9W(G),2019-03-06,Outdoor Air/Water,R32,3.5,10.7,25,7,5.16,6.16
DAIKIN Europe N.V.,EPGA11DV / EAVX16S23D9W(G),2019-03-06,Outdoor Air/Water,R32,3.5,10.7,20,7,7.86,6.65
DAIKIN Europe N.V.,EPGA11DV / EAVH16S23D6V(G) + cooling,2019-03-06,Outdoor Air/Water,R32,3.5,10.7,35,7,10.66,3.23
DAIKIN Europe N.V.,EPGA11DV / EAVH16S23D6V(G) + cooling,2019-03-06,Outdoor Air/Water,R32,3.5,10.7,30,7,7.87,4.32
DAIKIN Europe N.V.,EPGA11DV / EAVH16S23D6V(G) + cooling,2019-03-06,Outdoor Air/Water,R32,3.5,10.7,25,7,5.16,6.16
DAIKIN Europe N.V.,EPGA11DV / EAVH16S23D6V(G) + cooling,2019-03-06,Outdoor Air/Water,R32,3.5,10.7,20,7,7.86,6.65
DAIKIN Europe N.V.,EPGA11DV / EAVH16S23D9W(G) +,2019-03-06,Outdoor Air/Water,R32,3.5,10.7,35,7,10.66,3.23
DAIKIN Europe N.V.,EPGA11DV / EAVH16S23D9W(G) +,2019-03-06,Outdoor Air/Water,R32,3.5,10.7,30,7,7.87,4.32
DAIKIN Europe N.V.,EPGA11DV / EAVH16S23D9W(G) +,2019-03-06,Outdoor Air/Water,R32,3.5,10.7,25,7,5.16,6.16
DAIKIN Europe N.V.,EPGA11DV / EAVH16S23D9W(G) +,2019-03-06,Outdoor Air/Water,R32,3.5,10.7,20,7,7.86,6.65
DAIKIN Europe N.V.,EPGA14DV / EAVX16S18D6V(G),2019-03-06,Outdoor Air/Water,R32,3.5,12,35,7,11.89,2.99
DAIKIN Europe N.V.,EPGA14DV / EAVX16S18D6V(G),2019-03-06,Outdoor Air/Water,R32,3.5,12,30,7,8.79,4.15
DAIKIN Europe N.V.,EPGA14DV / EAVX16S18D6V(G),2019-03-06,Outdoor Air/Water,R32,3.5,12,25,7,5.56,6.19
DAIKIN Europe N.V.,EPGA14DV / EAVX16S18D6V(G),2019-03-06,Outdoor Air/Water,R32,3.5,12,20,7,7.86,6.65
DAIKIN Europe N.V.,EPGA14DV / EAVX16S18D9W(G),2019-03-06,Outdoor Air/Water,R32,3.5,12,35,7,11.89,2.99
DAIKIN Europe N.V.,EPGA14DV / EAVX16S18D9W(G),2019-03-06,Outdoor Air/Water,R32,3.5,12,30,7,8.79,4.15
DAIKIN Europe N.V.,EPGA14DV / EAVX16S18D9W(G),2019-03-06,Outdoor Air/Water,R32,3.5,12,25,7,5.56,6.19
DAIKIN Europe N.V.,EPGA14DV / EAVX16S18D9W(G),2019-03-06,Outdoor Air/Water,R32,3.5,12,20,7,7.86,6.65
DAIKIN Europe N.V.,EPGA14DV / EABX16D6V,2019-03-06,Outdoor Air/Water,R32,3.5,12,35,7,11.89,2.99
DAIKIN Europe N.V.,EPGA14DV / EABX16D6V,2019-03-06,Outdoor Air/Water,R32,3.5,12,30,7,8.79,4.15
DAIKIN Europe N.V.,EPGA14DV / EABX16D6V,2019-03-06,Outdoor Air/Water,R32,3.5,12,25,7,5.56,6.19
DAIKIN Europe N.V.,EPGA14DV / EABX16D6V,2019-03-06,Outdoor Air/Water,R32,3.5,12,20,7,7.86,6.65
DAIKIN Europe N.V.,EPGA14DV / EABX16D9W,2019-03-06,Outdoor Air/Water,R32,3.5,12,35,7,11.89,2.99
DAIKIN Europe N.V.,EPGA14DV / EABX16D9W,2019-03-06,Outdoor Air/Water,R32,3.5,12,30,7,8.79,4.15
DAIKIN Europe N.V.,EPGA14DV / EABX16D9W,2019-03-06,Outdoor Air/Water,R32,3.5,12,25,7,5.56,6.19
DAIKIN Europe N.V.,EPGA14DV / EABX16D9W,2019-03-06,Outdoor Air/Water,R32,3.5,12,20,7,7.86,6.65
DAIKIN Europe N.V.,EPGA14DV / EABH16D6V + cooling kit,2019-03-06,Outdoor Air/Water,R32,3.5,12,35,7,11.89,2.99
DAIKIN Europe N.V.,EPGA14DV / EABH16D6V + cooling kit,2019-03-06,Outdoor Air/Water,R32,3.5,12,30,7,8.79,4.15
DAIKIN Europe N.V.,EPGA14DV / EABH16D6V + cooling kit,2019-03-06,Outdoor Air/Water,R32,3.5,12,25,7,5.56,6.19
DAIKIN Europe N.V.,EPGA14DV / EABH16D6V + cooling kit,2019-03-06,Outdoor Air/Water,R32,3.5,12,20,7,7.86,6.65
DAIKIN Europe N.V.,EPGA14DV / EABH16D9W + cooling kit,2019-03-06,Outdoor Air/Water,R32,3.5,12,35,7,11.89,2.99
DAIKIN Europe N.V.,EPGA14DV / EABH16D9W + cooling kit,2019-03-06,Outdoor Air/Water,R32,3.5,12,30,7,8.79,4.15
DAIKIN Europe N.V.,EPGA14DV / EABH16D9W + cooling kit,2019-03-06,Outdoor Air/Water,R32,3.5,12,25,7,5.56,6.19
DAIKIN Europe N.V.,EPGA14DV / EABH16D9W + cooling kit,2019-03-06,Outdoor Air/Water,R32,3.5,12,20,7,7.86,6.65
