Model,k1,k2,k3,k4,k5,k6,k7,k8,k9,Group,P_el_n,P_th_max
Buderus Logatherm WPLS11.2 RTS,-0.04451614594270711,-0.01667654435509105,2.777107071516813,-0.03225939428242496,0.006330917555760001,0.4790907195434694,0.11302770601904369,-0.06255530516536734,5.812241643992862,1.0,3247,7500
Buderus Logatherm WPLS11.2 RT,-0.04451614594270711,-0.01667654435509105,2.777107071516813,-0.03225939428242496,0.006330917555760001,0.4790907195434694,0.11302770601904369,-0.06255530516536734,5.812241643992862,1.0,3247,7500
Buderus Logatherm WPLS11.2 RB,-0.04451614594270711,-0.01667654435509105,2.777107071516813,-0.03225939428242496,0.006330917555760001,0.4790907195434694,0.11302770601904369,-0.06255530516536734,5.812241643992862,1.0,3247,7500
Buderus Logatherm WPLS15.2 RTS,-0.06962755783350999,-0.02144359214532165,2.7538912214752216,-0.03813645290157797,0.003415742427854211,0.5380646130261649,0.11523339414496497,-0.06017509016386663,5.7127018434466,1.0,4096,9300
Buderus Logatherm WPLS15.2 RT,-0.06962755783350999,-0.02144359214532165,2.7538912214752216,-0.03813645290157797,0.003415742427854211,0.5380646130261649,0.11523339414496497,-0.06017509016386663,5.7127018434466,1.0,4096,9300
Buderus Logatherm WPLS15.2 RB,-0.06962755783350999,-0.02144359214532165,2.7538912214752216,-0.03813645290157797,0.003415742427854211,0.5380646130261649,0.11523339414496497,-0.06017509016386663,5.7127018434466,1.0,4096,9300
Buderus Logatherm WPLS11.2 RE,-0.04451614594270711,-0.01667654435509105,2.777107071516813,-0.03225939428242496,0.006330917555760001,0.4790907195434694,0.11302770601904369,-0.06255530516536734,5.812241643992862,1.0,3247,7500
Buderus Logatherm WPLS2.2 RE,-0.08667138840617471,-0.04283115202490032,3.7631707102775604,-0.03954874081355952,0.0035212553268707983,0.5860024411938596,0.10799777874022952,-0.06809615301760592,6.0740630343893764,1.0,1000,2400
Buderus Logatherm WPLS2.2 RB,-0.08667138840617471,-0.04283115202490032,3.7631707102775604,-0.03954874081355952,0.0035212553268707983,0.5860024411938596,0.10799777874022952,-0.06809615301760592,6.0740630343893764,1.0,1000,2400
Buderus Logatherm WPLS2.2 RT,-0.08667138840617471,-0.04283115202490032,3.7631707102775604,-0.03954874081355952,0.0035212553268707983,0.5860024411938596,0.10799777874022952,-0.06809615301760592,6.0740630343893764,1.0,1000,2400
Buderus Logatherm WPLS2.2 RTS,-0.08667138840617471,-0.04283115202490032,3.7631707102775604,-0.03954874081355952,0.0035212553268707983,0.5860024411938596,0.10799777874022952,-0.06809615301760592,6.0740630343893764,1.0,1000,2400
Buderus Logatherm WPLS4.2 RE,-0.029633887272510137,-0.02268279758206046,3.1232796738719126,-0.030536181824374665,0.004273642062706218,0.5904350918137503,0.12320781966577851,-0.054739423986983074,5.48294033072235,1.0,1624,3500
Buderus Logatherm WPLS4.2 RB,-0.029633887272510137,-0.02268279758206046,3.1232796738719126,-0.030536181824374665,0.004273642062706218,0.5904350918137503,0.12320781966577851,-0.054739423986983074,5.48294033072235,1.0,1624,3500
Buderus Logatherm WPLS4.2 RT,-0.029633887272510137,-0.02268279758206046,3.1232796738719126,-0.030536181824374665,0.004273642062706218,0.5904350918137503,0.12320781966577851,-0.054739423986983074,5.48294033072235,1.0,1624,3500
Buderus Logatherm WPLS4.2 RTS,-0.029633887272510137,-0.02268279758206046,3.1232796738719126,-0.030536181824374665,0.004273642062706218,0.5904350918137503,0.12320781966577851,-0.054739423986983074,5.48294033072235,1.0,1624,3500
Buderus Logatherm WPLS6.2 RE,-0.0508068375091936,-0.020287965194727614,2.8435253933376567,-0.035034585697356485,0.005134229091751928,0.5187290619260903,0.12419159594082892,-0.05477680709719447,5.483282158173169,1.0,1956,4400
Buderus Logatherm WPLS6.2 RB,-0.0508068375091936,-0.020287965194727614,2.8435253933376567,-0.035034585697356485,0.005134229091751928,0.5187290619260903,0.12419159594082892,-0.05477680709719447,5.483282158173169,1.0,1956,4400
Buderus Logatherm WPLS6.2 RT,-0.0508068375091936,-0.020287965194727614,2.8435253933376567,-0.035034585697356485,0.005134229091751928,0.5187290619260903,0.12419159594082892,-0.05477680709719447,5.483282158173169,1.0,1956,4400
Buderus Logatherm WPLS6.2 RTS,-0.0508068375091936,-0.020287965194727614,2.8435253933376567,-0.035034585697356485,0.005134229091751928,0.5187290619260903,0.12419159594082892,-0.05477680709719447,5.483282158173169,1.0,1956,4400
Buderus Logatherm WPLS8.2 RE,-0.06743193004383571,-0.021312443086823563,2.6870534872981877,-0.03931798589861484,0.0014102946427057305,0.5956040515982142,0.12856174881585444,-0.05059327649389209,5.3629277586220505,1.0,2415,5300
Buderus Logatherm WPLS8.2 RB,-0.06743193004383571,-0.021312443086823563,2.6870534872981877,-0.03931798589861484,0.0014102946427057305,0.5956040515982142,0.12856174881585444,-0.05059327649389209,5.3629277586220505,1.0,2415,5300
Buderus Logatherm WPLS8.2 RT,-0.06743193004383571,-0.021312443086823563,2.6870534872981877,-0.03931798589861484,0.0014102946427057305,0.5956040515982142,0.12856174881585444,-0.05059327649389209,5.3629277586220505,1.0,2415,5300
Buderus Logatherm WPLS8.2 RTS,-0.06743193004383571,-0.021312443086823563,2.6870534872981877,-0.03931798589861484,0.0014102946427057305,0.5956040515982142,0.12856174881585444,-0.05059327649389209,5.3629277586220505,1.0,2415,5300
Buderus Logatherm WPS 10-1,-0.006903861686552401,-0.018169342650011692,5.328007048625907,0.00848640332205179,0.025061057529617903,0.20181081082653834,-0.03972206358570954,-0.10703014482333956,8.218188450852411,5.0,2089,9300
Buderus Logatherm WPS 10K-1,-0.006903861686552401,-0.018169342650011692,5.328007048625907,0.00848640332205179,0.025061057529617903,0.20181081082653834,-0.03972206358570954,-0.10703014482333956,8.218188450852411,5.0,2089,9300
Buderus Logatherm WPS 13-1,-0.007806561266790355,-0.022024547139981112,5.380413807211321,0.008840907971980153,0.02540789538202284,0.1911478163917821,-0.04116944366000453,-0.10953472441541655,8.226849204589843,5.0,2698,11600
Buderus Logatherm WPS 17-1,-0.007228241894964402,-0.018491965766326668,5.028350323275713,0.007443518522340519,0.021777996720526514,0.3057949028597984,-0.0343746348653719,-0.09255989755764508,7.434557700528698,5.0,3778,15700
Buderus Logatherm WPS 22.2 HT,-0.09600671895869246,-0.0023588411777054354,3.8961838563851052,-0.01846177403548662,0.019017603203410435,0.16834541180390244,-0.014161531227994243,-0.09422215992907812,8.13470210686015,2.0,3871,18580
Buderus Logatherm WPS 28.2 HT,-0.1011425823539323,-0.004129331380686175,3.8703455711197075,-0.020602095916671323,0.015404378902020748,0.2689960014937845,-0.007246030728112825,-0.08443420225922328,7.799036810581628,2.0,5215,24770
Buderus Logatherm WPS 38.2 HT,-0.09652198713000458,-0.00478605810973965,3.882488904905729,-0.019882348299116413,0.015628249217029176,0.2690977818608979,-0.00577218982640452,-0.08108368237063256,7.616204245658604,2.0,6905,31850
Buderus Logatherm WPS 48.2 HT,-0.08928589080196447,0.0045916240569877365,3.4949024419847756,-0.019830693584560067,0.014179253246456774,0.32172299432116785,-1.3069160620535203e-05,-0.06419330655414734,6.8954404583415325,2.0,8749,41580
Buderus Logatherm WPS 54.2 HT,-0.09687555239269996,0.0008946900522163095,3.605343067582183,-0.020713495513351284,0.015697941246254295,0.25372163864857344,-0.003925346739352468,-0.08033661613783863,7.579059893542545,2.0,10147,47770
Buderus Logatherm WPS 6-1,-0.008658507460642164,-0.022681734167321402,5.048226878778643,0.00780417438260961,0.022520165012838073,0.27883851115309477,-0.036223278239559724,-0.09641620410850972,7.461088489839406,5.0,1339,5300
Buderus Logatherm WPS 64.2 HT,-0.09477518098539509,0.000603285360982827,3.5313089418869166,-0.020766320994700008,0.015812002899068905,0.2509306795737933,-0.0034261419976347653,-0.07837073877566063,7.3934856424054205,2.0,12135,55730
Buderus Logatherm WPS 6K-1,-0.008658507460642164,-0.022681734167321402,5.048226878778643,0.00780417438260961,0.022520165012838073,0.27883851115309477,-0.036223278239559724,-0.09641620410850972,7.461088489839406,5.0,1339,5300
Buderus Logatherm WPS 72.2 HT,-0.09542177953829695,0.0005163863715569553,3.575322041531828,-0.02065257177004489,0.01708802482958851,0.2198543639127687,-0.003566068004416791,-0.07929119378699633,7.4056160244442495,2.0,13549,62810
Buderus Logatherm WPS 8-1,-0.009248536900916506,-0.028428088602090316,5.593177718303916,0.0087348128458086,0.024705300479156152,0.21807033738469253,-0.04227505395244651,-0.11175375798507521,8.284498119570564,5.0,1609,6800
Buderus Logatherm WPS 80.2 HT,-0.09440530464419195,-0.0015370819833189142,3.5537855477486655,-0.021168388000431353,0.015075124183073364,0.27343487941417827,-0.0010876291779898747,-0.07568183397110066,7.245369744882634,2.0,15402,69000
Buderus Logatherm WPS 8K-1,-0.009248536900916506,-0.028428088602090316,5.593177718303916,0.0087348128458086,0.024705300479156152,0.21807033738469253,-0.04227505395244651,-0.11175375798507521,8.284498119570564,5.0,1609,6800
Buderus Logatherm WSW196i-12T 190,-0.16611244534411285,-0.007638587139414671,3.2374453580567772,-0.03996062413080513,0.013076144089011116,0.24768220467752627,0.027425890186868796,-0.09200361586421134,7.925383679678196,2.0,2253,9270
Buderus Logatherm WSW196i-12TS 185,-0.16611244534411285,-0.007638587139414671,3.2374453580567772,-0.03996062413080513,0.013076144089011116,0.24768220467752627,0.027425890186868796,-0.09200361586421134,7.925383679678196,2.0,2253,9270
WSW196i.2-12 T180 (+W) / 186-12 T180,-0.1703733961058227,-0.026016201701207022,3.9685376817018048,-0.03998900746826401,0.012792756731115748,0.2661445794408849,0.03004113029740881,-0.10518490136736999,8.524337028462355,2.0,2548,10140
WSW196i.2-12 (+W) / 186-12,-0.1703733961058227,-0.026016201701207022,3.9685376817018048,-0.03998900746826401,0.012792756731115748,0.2661445794408849,0.03004113029740881,-0.10518490136736999,8.524337028462355,2.0,2548,10140
WSW196i.2-16 T180 (+W) / 186-16 T180,-0.15397962495169962,-0.018762525993575137,3.5397020825032497,-0.039534406329801916,0.01218162178303839,0.27932045174959796,0.03861185135394666,-0.0923587687172458,7.862191194916482,2.0,3407,12810
WSW196i.2-16 (+W) / 186-16,-0.15397962495169962,-0.018762525993575137,3.5397020825032497,-0.039534406329801916,0.01218162178303839,0.27932045174959796,0.03861185135394666,-0.0923587687172458,7.862191194916482,2.0,3407,12810
WSW196i.2-6 T180 (+W) / 186-6 T180,-0.16983080170798062,-0.027203262520029328,4.221565409270771,-0.03382855563367802,0.0161228684645418,0.17997179652961545,-0.019383730480305814,-0.12477282030684053,9.19315875472866,2.0,1100,4630
WSW196i.2-6 (+W) / 186-6,-0.16983080170798062,-0.027203262520029328,4.221565409270771,-0.03382855563367802,0.0161228684645418,0.17997179652961545,-0.019383730480305814,-0.12477282030684053,9.19315875472866,2.0,1100,4630
WSW196i.2-8 T180 (+W) / 186-8 T180,-0.1735943587843211,-0.03098626287781092,3.989768712369757,-0.0400961331711213,0.009576940380140819,0.350105155291731,0.019929858465652258,-0.10546798125637771,8.419457351058053,2.0,1626,5860
WSW196i.2-8 (+W) / 186-8,-0.1735943587843211,-0.03098626287781092,3.989768712369757,-0.0400961331711213,0.009576940380140819,0.350105155291731,0.019929858465652258,-0.10546798125637771,8.419457351058053,2.0,1626,5860
Bosch Compress 3000 AWS-13 MS,-0.05645095270805144,-0.017423097670000144,2.6887776344316516,-0.03510144165156121,0.005151349284604933,0.4947097984638112,0.11503343109751234,-0.06036750646176692,5.721266026329308,1.0,3653,8400
Bosch Compress 3000 AWS-13 M,-0.05645095270805144,-0.017423097670000144,2.6887776344316516,-0.03510144165156121,0.005151349284604933,0.4947097984638112,0.11503343109751234,-0.06036750646176692,5.721266026329308,1.0,3653,8400
Bosch Compress 3000 AWS-13 B,-0.05645095270805144,-0.017423097670000144,2.6887776344316516,-0.03510144165156121,0.005151349284604933,0.4947097984638112,0.11503343109751234,-0.06036750646176692,5.721266026329308,1.0,3653,8400
Bosch Compress 3000 AWS-13 E,-0.05645095270805144,-0.017423097670000144,2.6887776344316516,-0.03510144165156121,0.005151349284604933,0.4947097984638112,0.11503343109751234,-0.06036750646176692,5.721266026329308,1.0,3653,8400
Bosch Compress 3000 AWS-11 MS,-0.04451614594270711,-0.01667654435509105,2.777107071516813,-0.03225939428242496,0.006330917555760001,0.4790907195434694,0.11302770601904369,-0.06255530516536734,5.812241643992862,1.0,3247,7500
Bosch Compress 3000 AWS-11 M,-0.04451614594270711,-0.01667654435509105,2.777107071516813,-0.03225939428242496,0.006330917555760001,0.4790907195434694,0.11302770601904369,-0.06255530516536734,5.812241643992862,1.0,3247,7500
Bosch Compress 3000 AWS-11 B,-0.04451614594270711,-0.01667654435509105,2.777107071516813,-0.03225939428242496,0.006330917555760001,0.4790907195434694,0.11302770601904369,-0.06255530516536734,5.812241643992862,1.0,3247,7500
Bosch Compress 3000 AWS-11 E,-0.04451614594270711,-0.01667654435509105,2.777107071516813,-0.03225939428242496,0.006330917555760001,0.4790907195434694,0.11302770601904369,-0.06255530516536734,5.812241643992862,1.0,3247,7500
Bosch Compress 3000 AWS-15 MS,-0.06962755783350999,-0.02144359214532165,2.7538912214752216,-0.03813645290157797,0.003415742427854211,0.5380646130261649,0.11523339414496497,-0.06017509016386663,5.7127018434466,1.0,4096,9300
Bosch Compress 3000 AWS-15 M,-0.06962755783350999,-0.02144359214532165,2.7538912214752216,-0.03813645290157797,0.003415742427854211,0.5380646130261649,0.11523339414496497,-0.06017509016386663,5.7127018434466,1.0,4096,9300
Bosch Compress 3000 AWS-15 B,-0.06962755783350999,-0.02144359214532165,2.7538912214752216,-0.03813645290157797,0.003415742427854211,0.5380646130261649,0.11523339414496497,-0.06017509016386663,5.7127018434466,1.0,4096,9300
Bosch Compress 3000 AWS-15 E,-0.06962755783350999,-0.02144359214532165,2.7538912214752216,-0.03813645290157797,0.003415742427854211,0.5380646130261649,0.11523339414496497,-0.06017509016386663,5.7127018434466,1.0,4096,9300
Bosch Compress 3000 AWS-2 E,-0.08667138840617471,-0.04283115202490032,3.7631707102775604,-0.03954874081355952,0.0035212553268707983,0.5860024411938596,0.10799777874022952,-0.06809615301760592,6.0740630343893764,1.0,1000,2400
Bosch Compress 3000 AWS-2 B,-0.08667138840617471,-0.04283115202490032,3.7631707102775604,-0.03954874081355952,0.0035212553268707983,0.5860024411938596,0.10799777874022952,-0.06809615301760592,6.0740630343893764,1.0,1000,2400
Bosch Compress 3000 AWS-2 M,-0.08667138840617471,-0.04283115202490032,3.7631707102775604,-0.03954874081355952,0.0035212553268707983,0.5860024411938596,0.10799777874022952,-0.06809615301760592,6.0740630343893764,1.0,1000,2400
Bosch Compress 3000 AWS-2 MS,-0.08667138840617471,-0.04283115202490032,3.7631707102775604,-0.03954874081355952,0.0035212553268707983,0.5860024411938596,0.10799777874022952,-0.06809615301760592,6.0740630343893764,1.0,1000,2400
Bosch Compress 3000 AWS-4 E,-0.029633887272510137,-0.02268279758206046,3.1232796738719126,-0.030536181824374665,0.004273642062706218,0.5904350918137503,0.12320781966577851,-0.054739423986983074,5.48294033072235,1.0,1624,3500
Bosch Compress 3000 AWS-4 B,-0.029633887272510137,-0.02268279758206046,3.1232796738719126,-0.030536181824374665,0.004273642062706218,0.5904350918137503,0.12320781966577851,-0.054739423986983074,5.48294033072235,1.0,1624,3500
Bosch Compress 3000 AWS-4 M,-0.029633887272510137,-0.02268279758206046,3.1232796738719126,-0.030536181824374665,0.004273642062706218,0.5904350918137503,0.12320781966577851,-0.054739423986983074,5.48294033072235,1.0,1624,3500
Bosch Compress 3000 AWS-4 MS,-0.029633887272510137,-0.02268279758206046,3.1232796738719126,-0.030536181824374665,0.004273642062706218,0.5904350918137503,0.12320781966577851,-0.054739423986983074,5.48294033072235,1.0,1624,3500
Bosch Compress 3000 AWS-6 E,-0.0508068375091936,-0.020287965194727614,2.8435253933376567,-0.035034585697356485,0.005134229091751928,0.5187290619260903,0.12419159594082892,-0.05477680709719447,5.483282158173169,1.0,1956,4400
Bosch Compress 3000 AWS-6 B,-0.0508068375091936,-0.020287965194727614,2.8435253933376567,-0.035034585697356485,0.005134229091751928,0.5187290619260903,0.12419159594082892,-0.05477680709719447,5.483282158173169,1.0,1956,4400
Bosch Compress 3000 AWS-6 M,-0.0508068375091936,-0.020287965194727614,2.8435253933376567,-0.035034585697356485,0.005134229091751928,0.5187290619260903,0.12419159594082892,-0.05477680709719447,5.483282158173169,1.0,1956,4400
Bosch Compress 3000 AWS-6 MS,-0.0508068375091936,-0.020287965194727614,2.8435253933376567,-0.035034585697356485,0.005134229091751928,0.5187290619260903,0.12419159594082892,-0.05477680709719447,5.483282158173169,1.0,1956,4400
Bosch Compress 3000 AWS-8 E,-0.06743193004383571,-0.021312443086823563,2.6870534872981877,-0.03931798589861484,0.0014102946427057305,0.5956040515982142,0.12856174881585444,-0.05059327649389209,5.3629277586220505,1.0,2415,5300
Bosch Compress 3000 AWS-8 B,-0.06743193004383571,-0.021312443086823563,2.6870534872981877,-0.03931798589861484,0.0014102946427057305,0.5956040515982142,0.12856174881585444,-0.05059327649389209,5.3629277586220505,1.0,2415,5300
Bosch Compress 3000 AWS-8 M,-0.06743193004383571,-0.021312443086823563,2.6870534872981877,-0.03931798589861484,0.0014102946427057305,0.5956040515982142,0.12856174881585444,-0.05059327649389209,5.3629277586220505,1.0,2415,5300
Bosch Compress 3000 AWS-8 MS,-0.06743193004383571,-0.021312443086823563,2.6870534872981877,-0.03931798589861484,0.0014102946427057305,0.5956040515982142,0.12856174881585444,-0.05059327649389209,5.3629277586220505,1.0,2415,5300
Bosch Compress 6000 10 LW,-0.006903861686552401,-0.018169342650011692,5.328007048625907,0.00848640332205179,0.025061057529617903,0.20181081082653834,-0.03972206358570954,-0.10703014482333956,8.218188450852411,5.0,2089,9300
Bosch Compress 6000 10 LWM,-0.006903861686552401,-0.018169342650011692,5.328007048625907,0.00848640332205179,0.025061057529617903,0.20181081082653834,-0.03972206358570954,-0.10703014482333956,8.218188450852411,5.0,2089,9300
Bosch Compress 6000 13 LW,-0.007806561266790355,-0.022024547139981112,5.380413807211321,0.008840907971980153,0.02540789538202284,0.1911478163917821,-0.04116944366000453,-0.10953472441541655,8.226849204589843,5.0,2698,11600
Bosch Compress 6000 17 LW,-0.007228241894964402,-0.018491965766326668,5.028350323275713,0.007443518522340519,0.021777996720526514,0.3057949028597984,-0.0343746348653719,-0.09255989755764508,7.434557700528698,5.0,3778,15700
Bosch Compress 6000 6 LW,-0.008658507460642164,-0.022681734167321402,5.048226878778643,0.00780417438260961,0.022520165012838073,0.27883851115309477,-0.036223278239559724,-0.09641620410850972,7.461088489839406,5.0,1339,5300
Bosch Compress 6000 6 LWM,-0.008658507460642164,-0.022681734167321402,5.048226878778643,0.00780417438260961,0.022520165012838073,0.27883851115309477,-0.036223278239559724,-0.09641620410850972,7.461088489839406,5.0,1339,5300
Bosch Compress 6000 8 LW,-0.009248536900916506,-0.028428088602090316,5.593177718303916,0.0087348128458086,0.024705300479156152,0.21807033738469253,-0.04227505395244651,-0.11175375798507521,8.284498119570564,5.0,1609,6800
Bosch Compress 6000 8 LWM,-0.009248536900916506,-0.028428088602090316,5.593177718303916,0.0087348128458086,0.024705300479156152,0.21807033738469253,-0.04227505395244651,-0.11175375798507521,8.284498119570564,5.0,1609,6800
Bosch Compress 7000 LW 22,-0.09600671895869246,-0.0023588411777054354,3.8961838563851052,-0.01846177403548662,0.019017603203410435,0.16834541180390244,-0.014161531227994243,-0.09422215992907812,8.13470210686015,2.0,3871,18580
Bosch Compress 7000 LW 28,-0.1011425823539323,-0.004129331380686175,3.8703455711197075,-0.020602095916671323,0.015404378902020748,0.2689960014937845,-0.007246030728112825,-0.08443420225922328,7.799036810581628,2.0,5215,24770
Bosch Compress 7000 LW 38,-0.09652198713000458,-0.00478605810973965,3.882488904905729,-0.019882348299116413,0.015628249217029176,0.2690977818608979,-0.00577218982640452,-0.08108368237063256,7.616204245658604,2.0,6905,31850
Bosch Compress 7000 LW 48,-0.08928589080196447,0.0045916240569877365,3.4949024419847756,-0.019830693584560067,0.014179253246456774,0.32172299432116785,-1.3069160620535203e-05,-0.06419330655414734,6.8954404583415325,2.0,8749,41580
Bosch Compress 7000 LW 54,-0.09687555239269996,0.0008946900522163095,3.605343067582183,-0.020713495513351284,0.015697941246254295,0.25372163864857344,-0.003925346739352468,-0.08033661613783863,7.579059893542545,2.0,10147,47770
Bosch Compress 7000 LW 64,-0.09477518098539509,0.000603285360982827,3.5313089418869166,-0.020766320994700008,0.015812002899068905,0.2509306795737933,-0.0034261419976347653,-0.07837073877566063,7.3934856424054205,2.0,12135,55730
Bosch Compress 7000 LW 72,-0.09542177953829695,0.0005163863715569553,3.575322041531828,-0.02065257177004489,0.01708802482958851,0.2198543639127687,-0.003566068004416791,-0.07929119378699633,7.4056160244442495,2.0,13549,62810
Bosch Compress 7000 LW 80,-0.09440530464419195,-0.0015370819833189142,3.5537855477486655,-0.021168388000431353,0.015075124183073364,0.27343487941417827,-0.0010876291779898747,-0.07568183397110066,7.245369744882634,2.0,15402,69000
Bosch CS7000iAW 13 IRMS,-0.07258277257487965,0.002021959828230526,2.1091901205372245,-0.039782620443591564,0.01355279620259593,0.18107683733207455,0.20509954693296611,-0.1041652450612093,8.102831884713689,1.0,3046,8500
Bosch CS7000iAW 13 IRM,-0.07258277257487965,0.002021959828230526,2.1091901205372245,-0.039782620443591564,0.01355279620259593,0.18107683733207455,0.20509954693296611,-0.1041652450612093,8.102831884713689,1.0,3046,8500
Bosch CS7000iAW 13 IRB,-0.07258277257487965,0.002021959828230526,2.1091901205372245,-0.039782620443591564,0.01355279620259593,0.18107683733207455,0.20509954693296611,-0.1041652450612093,8.102831884713689,1.0,3046,8500
Bosch CS7000iAW 13 IRE,-0.07258277257487965,0.002021959828230526,2.1091901205372245,-0.039782620443591564,0.01355279620259593,0.18107683733207455,0.20509954693296611,-0.1041652450612093,8.102831884713689,1.0,3046,8500
Bosch CS7000iAW 13 ORMS,-0.07258277257487965,0.002021959828230526,2.1091901205372245,-0.039782620443591564,0.01355279620259593,0.18107683733207455,0.20509954693296611,-0.1041652450612093,8.102831884713689,1.0,3046,8500
Bosch CS7000iAW 13 ORM,-0.07258277257487965,0.002021959828230526,2.1091901205372245,-0.039782620443591564,0.01355279620259593,0.18107683733207455,0.20509954693296611,-0.1041652450612093,8.102831884713689,1.0,3046,8500
Bosch CS7000iAW 13 ORB,-0.07258277257487965,0.002021959828230526,2.1091901205372245,-0.039782620443591564,0.01355279620259593,0.18107683733207455,0.20509954693296611,-0.1041652450612093,8.102831884713689,1.0,3046,8500
Bosch CS7000iAW 13 ORE,-0.07258277257487965,0.002021959828230526,2.1091901205372245,-0.039782620443591564,0.01355279620259593,0.18107683733207455,0.20509954693296611,-0.1041652450612093,8.102831884713689,1.0,3046,8500
Bosch Compress 6000 AW-13 AWB,-0.07258277257487965,0.002021959828230526,2.1091901205372245,-0.039782620443591564,0.01355279620259593,0.18107683733207455,0.20509954693296611,-0.1041652450612093,8.102831884713689,1.0,3046,8500
Bosch Compress 6000 AW-13 AWM,-0.07258277257487965,0.002021959828230526,2.1091901205372245,-0.039782620443591564,0.01355279620259593,0.18107683733207455,0.20509954693296611,-0.1041652450612093,8.102831884713689,1.0,3046,8500
Bosch Compress 6000 AW-13 AWE,-0.07258277257487965,0.002021959828230526,2.1091901205372245,-0.039782620443591564,0.01355279620259593,0.18107683733207455,0.20509954693296611,-0.1041652450612093,8.102831884713689,1.0,3046,8500
Bosch Compress 6000 AW-13 AWMS,-0.07258277257487965,0.002021959828230526,2.1091901205372245,-0.039782620443591564,0.01355279620259593,0.18107683733207455,0.20509954693296611,-0.1041652450612093,8.102831884713689,1.0,3046,8500
Bosch Compress 6000 AW-13s AWB,-0.07258277257487965,0.002021959828230526,2.1091901205372245,-0.039782620443591564,0.01355279620259593,0.18107683733207455,0.20509954693296611,-0.1041652450612093,8.102831884713689,1.0,3046,8500
Bosch Compress 6000 AW-13s AWM,-0.07258277257487965,0.002021959828230526,2.1091901205372245,-0.039782620443591564,0.01355279620259593,0.18107683733207455,0.20509954693296611,-0.1041652450612093,8.102831884713689,1.0,3046,8500
Bosch Compress 6000 AW-13s AWMS,-0.07258277257487965,0.002021959828230526,2.1091901205372245,-0.039782620443591564,0.01355279620259593,0.18107683733207455,0.20509954693296611,-0.1041652450612093,8.102831884713689,1.0,3046,8500
Bosch Compress 6000 AW-13s AWE,-0.07258277257487965,0.002021959828230526,2.1091901205372245,-0.039782620443591564,0.01355279620259593,0.18107683733207455,0.20509954693296611,-0.1041652450612093,8.102831884713689,1.0,3046,8500
Bosch CS7001iAW 13 ORMS-T,-0.06708511917371825,0.016859473752402744,1.5323839685983662,-0.035279870565596665,0.01845648280055788,0.03164718234808399,0.1480191267419083,-0.1062608264687036,7.803398965290531,1.0,3227,8940
Bosch CS7001iAW 13 ORM-T,-0.06708511917371825,0.016859473752402744,1.5323839685983662,-0.035279870565596665,0.01845648280055788,0.03164718234808399,0.1480191267419083,-0.1062608264687036,7.803398965290531,1.0,3227,8940
Bosch CS7001iAW 13 ORB-T,-0.06708511917371825,0.016859473752402744,1.5323839685983662,-0.035279870565596665,0.01845648280055788,0.03164718234808399,0.1480191267419083,-0.1062608264687036,7.803398965290531,1.0,3227,8940
Bosch CS7001iAW 13 ORE-T,-0.06708511917371825,0.016859473752402744,1.5323839685983662,-0.035279870565596665,0.01845648280055788,0.03164718234808399,0.1480191267419083,-0.1062608264687036,7.803398965290531,1.0,3227,8940
Bosch CS7001iAW 13 ORMS-S,-0.07923751986858618,-0.015147550289197448,2.459094989269979,-0.039092005120301636,0.002710646371520039,0.49789004579317026,0.13405355366786206,-0.08652458437056992,7.135095149900842,1.0,3497,7720
Bosch CS7001iAW 13 ORM-S,-0.07923751986858618,-0.015147550289197448,2.459094989269979,-0.039092005120301636,0.002710646371520039,0.49789004579317026,0.13405355366786206,-0.08652458437056992,7.135095149900842,1.0,3497,7720
Bosch CS7001iAW 13 ORB-S,-0.07923751986858618,-0.015147550289197448,2.459094989269979,-0.039092005120301636,0.002710646371520039,0.49789004579317026,0.13405355366786206,-0.08652458437056992,7.135095149900842,1.0,3497,7720
Bosch CS7001iAW 13 ORE-S,-0.07923751986858618,-0.015147550289197448,2.459094989269979,-0.039092005120301636,0.002710646371520039,0.49789004579317026,0.13405355366786206,-0.08652458437056992,7.135095149900842,1.0,3497,7720
Bosch CS7000iAW 17 IRMS,-0.08732350633933642,-0.007352336141379409,2.363723385658311,-0.04182388823027634,0.009128699131528013,0.31246880191946047,0.20013203076027802,-0.09578576126031388,7.755923435696946,1.0,3455,9000
Bosch CS7000iAW 17 IRM,-0.08732350633933642,-0.007352336141379409,2.363723385658311,-0.04182388823027634,0.009128699131528013,0.31246880191946047,0.20013203076027802,-0.09578576126031388,7.755923435696946,1.0,3455,9000
Bosch CS7000iAW 17 IRB,-0.08732350633933642,-0.007352336141379409,2.363723385658311,-0.04182388823027634,0.009128699131528013,0.31246880191946047,0.20013203076027802,-0.09578576126031388,7.755923435696946,1.0,3455,9000
Bosch CS7000iAW 17 IRE,-0.08732350633933642,-0.007352336141379409,2.363723385658311,-0.04182388823027634,0.009128699131528013,0.31246880191946047,0.20013203076027802,-0.09578576126031388,7.755923435696946,1.0,3455,9000
Bosch CS7000iAW 17 ORMS,-0.08732350633933642,-0.007352336141379409,2.363723385658311,-0.04182388823027634,0.009128699131528013,0.31246880191946047,0.20013203076027802,-0.09578576126031388,7.755923435696946,1.0,3455,9000
Bosch CS7000iAW 17 ORM,-0.08732350633933642,-0.007352336141379409,2.363723385658311,-0.04182388823027634,0.009128699131528013,0.31246880191946047,0.20013203076027802,-0.09578576126031388,7.755923435696946,1.0,3455,9000
