Manufacturer,Model,Date,Type,Subtype,Group,Refrigerant,Mass of Refrigerant [kg],SPL indoor [dBA],SPL outdoor [dBA],PSB [W],Climate,P_el_ref [W],P_th_ref [W],COP_ref,p1_P_th [1/°C],p2_P_th [1/°C],p3_P_th [-],p4_P_th [1/°C],p1_P_el [1/°C],p2_P_el [1/°C],p3_P_el [-],p4_P_el [1/°C],p1_COP [-],p2_COP [-],p3_COP [-],p4_COP [-]
Johnson Controls-Hitachi AirConditioning Spain,RAS-2WHVN RWD-2.0NWLE-200S Heating Only,2020-12-17,Outdoor Air/Water,Regulated,1.0,R410a,1.2,51.0,63.0,3.0,average,1842.0,3500.0,1.9,-84.86359790138536,-0.0031154394962201,0.8657599367631977,84.83612169651997,260.1120557113801,0.009709358438704,0.095819325023458,-260.16874577656006,-9.265074747734596,-0.1155232619706883,7.87073359106659,9.415897185561104
Johnson Controls-Hitachi AirConditioning Spain,RAS-2.5WHVN RWD-2.5NWLE-200S Heating Only,2020-12-17,Outdoor Air/Water,Regulated,1.0,R410a,1.3,51.0,63.0,3.0,average,2324.0,4300.0,1.85,-71.5373290735329,-0.0041982635457758,0.948355418317552,71.51134074505065,553.9541094922794,0.010691207414566,0.0530893149167716,-554.0071104483844,225.4882203958302,-0.0841358465875308,6.853282719937939,-225.29389559229944
Kaukora,Star-10,2020-12-17,Brine/Water,On-Off,5.0,R407c,2.1,45.0,,7.0,average,2324.0,7900.0,3.4,0.013754000716966,-0.0137539989610067,1.6856764517624387,-0.0038616142130501,-0.0094599731787969,0.0094599694479685,0.5495715830454628,0.0046333090780607,0.0982105062736002,-0.0982105062733642,8.135754528286892,-0.0388623928971384
Kaukora,Star-12,2020-12-17,Brine/Water,On-Off,5.0,R407c,2.0,45.0,,7.0,average,3273.0,10800.0,3.3,0.003801962385437,-0.0038019623900193,1.190088313843008,-0.0007665410624417,-0.0144707870177859,0.0144707866781416,0.2832369765851335,0.0055424216480895,0.0892666518380364,-0.0892666762779429,7.622683281084536,-0.0340403633743845
Kaukora,Star-17,2020-12-17,Brine/Water,On-Off,5.0,R407c,2.0,43.0,,7.0,average,4923.0,16000.0,3.25,0.0040894325826918,-0.0040894260366006,1.195763754325652,-0.0012595678835156,-0.0102431425955456,0.0102431458735413,0.4712995275032757,0.0044972025141122,0.0622227029336156,-0.0622227125166442,6.342925801823404,-0.0282914440778905
Kaukora,Star-24,2020-12-17,Brine/Water,Regulated,2.0,R407c,4.0,47.0,,7.0,average,6789.0,22200.0,3.27,0.0026462863931362,-0.0026462972552665,0.992966305835725,-0.0324890125618806,-0.0141933960498658,0.0141933973217441,0.2788934161218689,0.0027743052448841,0.0876961863515232,-0.0876961528643495,7.607117321304794,-0.0221605952389052
Kaukora,Star-30,2020-12-17,Brine/Water,Regulated,2.0,R407c,4.0,47.0,,7.0,average,9365.0,29500.0,3.15,0.0015122167963347,-0.0015120342494292,0.9394666620610396,-0.0316559030963835,-0.0150943912315035,0.0150943912751494,0.2433667519250814,0.0039747620481013,0.0839753811618165,-0.0839753868568334,7.27940124281633,-0.0225706619329834
Kaukora,Star-40,2020-12-17,Brine/Water,Regulated,2.0,R407c,3.4,47.0,,7.0,average,11471.0,38200.0,3.33,0.0018606042029933,-0.0018601764871596,0.9556365458747336,-0.0318824231271695,-0.0135738061076466,0.0135738059648185,0.3210091793954379,0.0037624918767344,0.079832837498061,-0.079832837442934,7.250423963512062,-0.0217629075609553
Kaukora,Star-6,2020-12-17,Brine/Water,On-Off,5.0,R407c,1.5,43.0,,7.0,average,1509.0,4800.0,3.18,0.0176610385296793,-0.0176610404996978,1.8612796698675536,-0.0056589719158655,-0.0077813438991409,0.0077813439271053,0.6222881433227033,0.0041577756631514,0.0971329528901349,-0.0971328941476198,7.858977318612971,-0.0403668890457048
Kaukora,Star-60,2020-12-17,Brine/Water,Regulated,2.0,R407c,3.4,47.0,,7.0,average,17287.0,54800.0,3.17,0.0039300326699829,-0.0039301714126791,1.0535496805041784,-0.0334648502992888,-0.012279124856096,0.0122791248205452,0.3827763958882546,0.0030587185965134,0.0770086534601897,-0.0770086599114371,6.961219131725765,-0.020084698298312
Kaukora,Star-8,2020-12-17,Brine/Water,On-Off,5.0,R407c,1.8,45.0,,7.0,average,1890.0,6200.0,3.28,0.0151952598739911,-0.015195258203384,1.7525678207369737,-0.004720326689017,-0.0085173489016122,0.0085173489016254,0.5903729278096804,0.0041131753571017,0.0949269620011894,-0.0949269455562941,7.871842145095744,-0.0378509713772635
Kaukora,Jäspi Inverter Nordic 12,2020-12-17,Outdoor Air/Water,Regulated,1.0,R410a,2.6,,53.0,25.0,average,3054.0,7300.0,2.39,70.60475607292437,-0.00033951793431,0.7453203435119891,-70.63482053745575,-156.8551400548443,0.0107634383029229,0.0779641489855739,156.8065188433121,-71.46883481826484,-0.0764189283955685,6.794705381412276,71.58946207744107
Kaukora,Jäspi Inverter Nordic 16,2020-05-05,Outdoor Air/Water,Regulated,1.0,R410a,3.0,,55.0,25.0,average,4395.0,10900.0,2.48,-142.41000152526613,0.001565799445194,0.6922630092794719,142.3930981028137,241.20276190291472,0.0159680788969455,-0.1536785317417734,-241.2442922324288,212.8269941485783,-0.0872512271168889,7.443291988236573,-212.7131467790709
Kaukora,Jäspi Inverter Nordic 8 (1-phase),2020-12-17,Outdoor Air/Water,Regulated,1.0,R410a,2.4,,53.0,25.0,average,2218.0,5500.0,2.48,-89.29823371179616,0.0018184868170585,0.7189131722320753,89.27756685537616,184.33981789588108,0.0137684677810033,0.0062621241605527,-184.37730094312693,-195.86410668598475,-0.0755265858153522,6.795020062461486,195.95552284943625
LG Electronics Inc.,HU121MRB U30 / HN1600MB NK0,2020-07-06,Outdoor Air/Water,Regulated,1.0,R32,2.1,44.0,61.0,60.0,average,4636.0,10200.0,2.2,70.60472469500827,-0.0004657400442752,0.753809314208967,-70.6348519144357,272.81203563485224,0.0128951909624236,-0.0178984755579536,-272.85902330731614,0.744490893677084,-0.0884761246065608,7.27114955002355,-0.5665717034060429
LG Electronics Inc.,HU141MRB U30 / HN1600MB NK0,2020-07-06,Outdoor Air/Water,Regulated,1.0,R32,2.1,44.0,62.0,60.0,average,4815.0,10400.0,2.16,-1.023558501477291,-0.0017853502535881,0.808184925004364,0.9915018884020006,31.58317493657267,0.0119019043387625,0.0172377106051699,-31.63250771869806,37.39140538104726,-0.0843580071234468,7.066243963039253,-37.21574468589355
LG Electronics Inc.,HU161MRB U30 / HN1600MB NK0,2020-07-06,Outdoor Air/Water,Regulated,1.0,R32,2.1,44.0,63.0,60.0,average,4930.0,10600.0,2.15,-196.4214744002175,-0.0020323562710536,0.8274154547455465,196.3896667448516,212.76578555697927,0.0112211883515281,0.0472987862421149,-212.8163661385612,-81.15410322171547,-0.083716563580121,7.024107567151272,81.33121732569069
LG Electronics Inc.,HM163M U33,2018-04-04,Outdoor Air/Water,Regulated,1.0,R32,2.4,,63.0,60.0,average,5492.0,10600.0,1.93,212.7583833729828,0.0020367864495512,0.6927600812888111,-212.7691095242764,184.33906303748205,0.0188642132762169,-0.2808444695623412,-184.3782366788787,208.42262205000213,-0.0968375382805357,7.483043879930871,-208.2327658449807
LG Electronics Inc.,HM143M U33,2018-04-04,Outdoor Air/Water,Regulated,1.0,R32,2.4,,63.0,60.0,average,5492.0,10600.0,1.93,-53.768890191258215,0.0042871901994298,0.5942889682500192,53.7601538675202,241.20493743433207,0.0200454066798481,-0.3312532540780377,-241.2422622684961,208.42262205000213,-0.0968375382805357,7.483043879930871,-208.2327658449807
LG Electronics Inc.,HM123M U33,2018-04-04,Outdoor Air/Water,Regulated,1.0,R32,2.4,,63.0,60.0,average,5492.0,10600.0,1.93,206.09895302224805,0.0071966579080697,0.4665528644898497,-206.1048221315896,300.87751522579646,0.0215745382009969,-0.3969965158732709,-300.9125883307242,208.42262205000213,-0.0968375382805357,7.483043879930871,-208.2327658449807
LG Electronics Inc.,HM091M U43,2018-04-09,Outdoor Air/Water,Regulated,1.0,R32,1.4,,60.0,30.0,average,2767.0,4870.0,1.76,-71.53452157994613,-0.000955092969506,0.8435649493945051,71.51401557483126,184.33332367927025,0.0130661819381063,-0.0608392680740364,-184.3839571759032,142.35332998632524,-0.113292127472803,8.058089954323666,-142.14830800462803
LG Electronics Inc.,HM071M U43,2018-04-09,Outdoor Air/Water,Regulated,1.0,R32,1.4,,60.0,30.0,average,2767.0,4870.0,1.76,212.7547088129436,0.0013109838951088,0.7442658654857429,-212.77291249186584,241.19934179113707,0.0144560731216988,-0.1201254692826713,-241.24778994465936,-133.62256818694,-0.1072961367158187,7.806312896715681,133.82170857039776
LG Electronics Inc.,HM051M U43,2018-04-09,Outdoor Air/Water,Regulated,1.0,R32,1.4,,60.0,30.0,average,2767.0,4870.0,1.76,-119.97894011397057,0.0039335624569325,0.6290992485390546,119.9634096362582,-87.80824346739087,0.0159619555506687,-0.1856962071246277,87.76177000548178,-1.466762198879773,-0.1059897947654474,7.750390818313428,1.6654789025444316
LG Electronics Inc.,HM091MRS U33,2019-11-15,Outdoor Air/Water,Regulated,1.0,R32,2.1,0.0,57.0,60.0,average,3540.0,7080.0,2.0,283.8171438025912,-0.0045866125700647,0.9249385832286868,-283.8550693729036,-327.449805206583,0.0136860331137584,-0.0690558323067857,327.4014734340336,212.8539864273392,-0.0987702011104896,7.591718405676925,-212.68655494924167
LG Electronics Inc.,HU051MR U44 / HN0916T NB1,2020-09-04,Outdoor Air/Water,Regulated,1.0,R32,1.5,43.0,60.0,30.0,average,2513.0,4900.0,1.95,212.752253486592,0.0012831045984833,0.7130696577580532,-212.7754412444105,241.2016663994536,0.0158203211170995,-0.143572735321876,-241.2454256068115,-73.68223509775571,-0.1134228666256474,7.940722854786064,73.82386026836353
LG Electronics Inc.,HU071MR U44 / HN0916T NB1,2020-09-04,Outdoor Air/Water,Regulated,1.0,R32,1.5,43.0,61.0,30.0,average,2513.0,4900.0,1.95,70.60749815402579,-0.0005891530516446,0.7950637179622027,-70.63207968101453,241.2012602346536,0.0149989531486893,-0.1068451985854682,-241.24581289482475,105.39050257059588,-0.1077596128322005,7.687721511613745,-105.25649827710257
LG Electronics Inc.,HU091MR U44 / HN0916T NB1,2020-09-04,Outdoor Air/Water,Regulated,1.0,R32,1.5,43.0,61.0,30.0,average,2564.0,5000.0,1.95,-18.35003424367287,-0.0051023583724913,0.9872716512404128,18.31949769715184,255.41349594511044,0.0107004330904964,0.0689746408268313,-255.46605909790887,-66.92348984925137,-0.0980103692443829,7.316191641123221,67.07003695576863
LG Electronics Inc.,HU161MA U33 / HN1616 NK3,2020-01-07,Outdoor Air/Water,Regulated,1.0,R410a,2.5,44.0,65.0,60.0,average,4560.0,8800.0,1.93,35.07513476365444,-0.0012925301485422,0.777961681710892,-35.10654918407009,-43.12383283991497,0.0157360463218127,-0.170227658458743,43.07827441007693,-0.6547822708323241,-0.0952966146138525,7.3541533461825725,0.8109730633920254
LG Electronics Inc.,HU141MA U33 / HN1616 NK3,2020-01-07,Outdoor Air/Water,Regulated,1.0,R410a,2.5,44.0,64.0,60.0,average,4040.0,8000.0,1.98,212.74792202364503,-0.0037239207704946,0.8917507032934195,-212.77997359284208,-22.945162614935725,0.0140517741324421,-0.0920234429571988,22.89740093498333,212.85371984721303,-0.0971884756367862,7.491458021750662,-212.68639269684684
LG Electronics Inc.,HU121MA U33 / HN1616 NK3,2020-01-07,Outdoor Air/Water,Regulated,1.0,R410a,2.5,44.0,63.0,60.0,average,3838.0,7600.0,1.98,212.74876525478052,-0.0040004651134746,0.9115038539306074,-212.77911490556693,-43.12497667541261,0.0142134870695961,-0.0987454035405576,43.07711802507212,212.85764473063472,-0.1029601403850668,7.748847531129702,-212.6835990525608
LG Electronics Inc.,HU161 U33/ HN1616 NK3,2019-07-31,Outdoor Air/Water,Regulated,1.0,R410a,2.3,44.0,66.0,5.0,average,4560.0,8800.0,1.93,212.7486015788789,-0.0021551248381728,0.8162654550709139,-212.7792420014508,-339.23767539547407,0.0115020912098982,0.017716048459821,339.18537618797416,177.33857410730167,-0.0761909145672442,6.610967969478733,-177.12304705870787
LG Electronics Inc.,HU141 U33/ HN1616 NK3,2019-07-31,Outdoor Air/Water,Regulated,1.0,R410a,2.3,44.0,66.0,5.0,average,4560.0,8800.0,1.93,212.75003090208563,0.0006948183001856,0.6909442030916554,-212.7777254063839,212.7674116366614,0.0146424075286048,-0.1162662619422244,-212.8147828644543,212.8782687285409,-0.0948137256426698,7.409316213321496,-212.6607957392734
LG Electronics Inc.,HU121 U33/ HN1616 NK3,2019-07-31,Outdoor Air/Water,Regulated,1.0,R410a,2.3,44.0,66.0,5.0,average,4560.0,8800.0,1.93,212.75152187776447,0.0026080961091743,0.6059737369870818,-212.77616484765747,-355.8759038489471,0.0161999808678162,-0.1828507538973518,355.8309384062004,-66.97927985956674,-0.0951984719925306,7.42644247370142,67.19635270515516
LG Electronics Inc.,HU091 U43 / HN1616 NK3,2019-07-31,Outdoor Air/Water,Regulated,1.0,R410a,1.8,44.0,65.0,9.0,average,2439.0,5000.0,2.05,212.74335474105675,-0.0091794425533914,1.1231324852415034,-212.78480888364865,227.5784777692071,0.0036690083863402,0.3794285277494262,-227.63978973756613,-89.18566119881511,-0.1070569622515846,7.864290763742794,89.41410177826272
LG Electronics Inc.,HU071 U43 / HN1616 NK3,2019-07-31,Outdoor Air/Water,Regulated,1.0,R410a,1.8,44.0,65.0,9.0,average,2439.0,5000.0,2.05,212.7466296463819,-0.0051022613667292,0.941836493953348,-212.78132940284524,-58.14156129442384,0.0102395844788736,0.1003904545909105,58.09094032576185,-89.33323069273622,-0.1113624153031958,8.063852529048678,89.54551079911063
LG Electronics Inc.,HU051 U43 / HN1616 NK3,2019-07-31,Outdoor Air/Water,Regulated,1.0,R410a,1.8,,,9.0,average,2415.0,4950.0,2.05,212.74914031205773,-0.0014712321687495,0.7862721523983405,-212.7786767970424,-355.8784845588549,0.0156394451329433,-0.1231411663744048,355.83753144440806,159.28505184885097,-0.1160996064478591,8.280909910076138,-159.08933360731692
LG Electronics Inc.,"HU161HA U33, HN1610H NK3",2019-06-28,Outdoor Air/Water,Regulated,1.0,R410a,3.8,63.0,63.0,60.0,average,3902.0,9600.0,2.46,212.7410121900033,-0.0120936712310605,1.2561661136234967,-212.78731576942377,-213.73265280591772,-0.0131753811421304,1.1279167144654136,213.6506614710855,-275.8247644792211,-0.0141686299726204,3.568427821400118,275.88115566357953
LG Electronics Inc.,"HU091MR U44, HN0916M NK4",2019-03-05,Outdoor Air/Water,Regulated,1.0,R32,1.5,44.0,60.0,20.0,average,2585.0,5300.0,2.05,141.68156527406444,0.0029588347277545,0.6468323750085537,-141.70203893437122,345.7473729753333,0.0129742333848312,-0.031097415457647,-345.79679181149174,248.40457806856008,-0.1068668724836936,7.902208754566465,-248.21276691064747
LG Electronics Inc.,"HU071MR U44, HN0916M NK4",2019-03-05,Outdoor Air/Water,Regulated,1.0,R32,1.5,44.0,60.0,20.0,average,2585.0,5300.0,2.05,-142.60530012280574,0.0042229091881481,0.5905831612484835,142.58713581385237,241.20043891277928,0.0147696357303929,-0.106390450320547,-241.2466559478881,211.7551073772516,-0.108438967570179,7.971793754207058,-211.5659513558291
LG Electronics Inc.,"HU051MR U44, HN0916M NK4",2019-03-05,Outdoor Air/Water,Regulated,1.0,R32,1.5,44.0,60.0,20.0,average,2585.0,5300.0,2.05,-51.54324653544659,0.0067574023156081,0.4797375215635411,51.52714288641414,277.7119929240007,0.0160441699046658,-0.1606174685881753,-277.75616562416235,-89.20447869953702,-0.1091271816248779,7.997984818584719,89.3964820947896
Master Therm tepelna cerpadla ,AquaMaster Inverter AQ17I,2021-01-26,Brine/Water,Regulated,2.0,R32,0.8,45.0,,12.0,average,1111.0,3510.0,3.16,0.0086953254678701,-0.0086953127494979,1.1002640210923813,-0.0499823286384563,-0.009843292018362,0.0098432920229937,0.1952861952251272,-0.0416990416981729,0.1092326371464889,-0.1092326687877912,8.587771992395446,-0.0079711391412951
Master Therm tepelna cerpadla ,AquaMaster Inverter AQ22I,2021-01-26,Brine/Water,Regulated,2.0,R32,1.0,45.0,,12.0,average,1780.0,5270.0,2.96,0.0083992789672682,-0.0083992678779234,1.0801442550223794,-0.0541897740134629,-0.0077715395349103,0.007771535582878,0.2394090737987896,-0.0517270079203374,0.1009157818334538,-0.1009157818324272,8.24057274178466,0.0349020739157146
Master Therm tepelna cerpadla ,BoxAir Inverter BA22I,2021-01-26,Outdoor Air/Water,Regulated,1.0,R32,1.3,,50.0,19.0,average,1824.0,3720.0,2.04,151.1067052758059,-0.0045567973602899,0.9098107609852308,-151.14476565167752,497.088033340887,0.0097418973117061,0.0925640259424008,-497.14341311661536,186.44930170349545,-0.0892939837658328,7.156735273970273,-186.28351735234668
Master Therm tepelna cerpadla ,BoxAir Inverter BA22IS-1,2021-01-26,Outdoor Air/Water,Regulated,1.0,R410a,2.3,48.0,55.0,18.0,average,1936.0,3930.0,2.03,177.2127335915955,-0.0016982518646159,0.8107505679720367,-177.24303747254987,-122.1818840491412,0.0116285229921496,0.0387776307596553,122.13370816495468,-4.809180462738143,-0.0850894295213341,6.912360360646939,4.965634368667747
Master Therm tepelna cerpadla ,BoxAir Inverter BA26I,2021-01-26,Outdoor Air/Water,Regulated,1.0,R32,1.7,,53.0,19.0,average,2631.0,5340.0,2.03,-18.23869874613725,-0.0044371780960872,0.9156490285383488,18.201977699796185,-71.56003934899604,0.0102232624257025,0.0813242816140457,71.50696612156837,-102.52858587561772,-0.0971726783848216,7.539231089093892,102.70175145411577
Master Therm tepelna cerpadla ,BoxAir Inverter BA26IS-1,2021-01-26,Outdoor Air/Water,Regulated,1.0,R410a,2.3,48.0,55.0,18.0,average,2887.0,5600.0,1.94,212.74790131884416,-0.0022579946838122,0.8338319728385026,-212.77997100066733,36.476815692287126,0.0106978301977633,0.078897680227821,-36.526282828602255,35.179443418542526,-0.0884680726139523,6.984541400321275,-35.00471528795898
Master Therm tepelna cerpadla ,BoxAir Inverter BA37I,2021-01-26,Outdoor Air/Water,Regulated,1.0,R32,2.7,,58.0,19.0,average,4023.0,8930.0,2.22,283.8145656126188,-0.0048145889131389,0.9298698129669196,-283.85778518768973,-43.1311514787672,0.007393367761931,0.1864749038788455,43.07100296254141,208.42170766886125,-0.0833135822423159,7.305603964571603,-208.23326470984708
Master Therm tepelna cerpadla ,BoxAir Inverter BA37IS-1,2021-01-26,Outdoor Air/Water,Regulated,1.0,R410a,4.5,48.0,62.0,19.0,average,4430.0,8860.0,2.0,-71.5430054075556,-0.0065261485356762,1.009610902640243,71.50587493628743,809.8439095047402,0.0078456245053607,0.1709030736425833,-809.9017898626969,106.24253276674337,-0.0766198910180659,6.669566059151836,-106.06739242762448
Master Therm tepelna cerpadla ,BoxAir Inverter BA45I,2021-01-26,Outdoor Air/Water,Regulated,1.0,R32,3.0,,60.0,19.0,average,5881.0,12350.0,2.1,-142.61507833436082,-0.0017381265839565,0.7753614078924802,142.57788170717217,497.0878624858349,0.0113360134639942,-0.0057236719770401,-497.1437074692242,159.55583704118294,-0.0970396657839497,7.73842952741743,-159.371963043571
Master Therm tepelna cerpadla ,BoxAir Inverter BA45IS-1,2021-01-26,Outdoor Air/Water,Regulated,1.0,R410a,4.7,48.0,62.0,19.0,average,5076.0,10660.0,2.1,-19.35368796364133,-0.0073953284207589,1.058238273583127,19.3150684394646,208.4724611757542,0.007019065293469,0.2456103564719967,-208.5257861336167,-223.1462298514328,-0.0816070366388858,6.909250890754796,223.3243700232224
Master Therm tepelna cerpadla ,BoxAir Inverter BA60I-1,2021-01-26,Outdoor Air/Water,Regulated,1.0,R410a,6.9,,66.0,27.0,average,10181.0,20770.0,2.04,-71.54071718409605,-0.0009298265682662,0.7512427213613019,71.507984140646,184.33239345847605,0.0109391278739229,0.0462305658105014,-184.38487052898307,-106.97380934903012,-0.0840186553715306,6.981066397630814,107.15904501045804
Mitsubishi,PUHZ-W112VAA,2018-10-09,Outdoor Air/Water,Regulated,1.0,R410a,3.3,,60.0,15.0,average,4523.0,9000.0,1.99,-13.791568381858449,0.0022882486610379,0.6521241895183743,13.764122533017115,212.7711589384592,0.0171516605901306,-0.2060218175928463,-212.81100365970605,17.39423873018731,-0.0784342589167097,6.744853863479804,-17.23386053837621
Mitsubishi,PUHZ-W60VAA,2018-10-09,Outdoor Air/Water,Regulated,1.0,R410a,2.4,,58.0,15.0,average,2536.0,5300.0,2.09,212.750726407296,-0.0017208856917761,0.8281825845457332,-212.7770514920274,212.7703125499387,0.0165564317825703,-0.1791589576570739,-212.8118517189938,-75.90625403179146,-0.1160602881740884,8.325724536576981,76.04378200055885
Mitsubishi,PUHZ-W85VAA,2018-10-09,Outdoor Air/Water,Regulated,1.0,R410a,2.4,,58.0,15.0,average,3827.0,7500.0,1.96,34.13417276655289,-0.0017633718820501,0.7911721491918462,-34.168617432163416,-83.01964807328828,0.0063549819386677,0.2076522778708951,82.95357494519547,-151.37116589834352,-0.0691943187732552,6.409411822226516,151.60020672221953
Mitsubishi,SUZ-SWM40VA + EHST30D-M*D,2020-11-30,Outdoor Air/Water,Regulated,1.0,R32,1.2,41.0,58.0,15.0,average,2010.0,4100.0,2.04,-138.16849836774395,-0.0052822345230615,1.0086648404244316,138.14037568633495,160.05368733221889,0.0112577912736906,0.0364386776713642,-160.10551740397193,168.4387016702059,-0.1104588179986356,8.103278028216963,-168.25941758126123
Mitsubishi,SUHZ-SW45VA(H) + EHSD-M*C,2020-04-09,Outdoor Air/Water,Regulated,1.0,R410a,1.3,40.0,61.0,10.0,average,2303.0,4100.0,1.78,-71.53505268510656,-0.0037711848655023,0.9792627876574466,71.51355595339078,-190.45772322447857,0.0140562682178991,-0.1098364890826592,190.4085651471853,1.8596221211373885,-0.0938980121437583,7.258962827862533,-1.6724703365064295
Mitsubishi,PUHZ-FRP71VHA2 + EHST20C-M*D,2020-03-06,Outdoor Air/Water,Regulated,1.0,R410a,3.8,40.0,68.0,20.0,average,3382.0,6900.0,2.04,212.74738338454648,-0.0134576420347912,1.2732554919679315,-212.7807583160654,-44.96140992657033,0.0106597369626245,0.0799231523691279,44.91200972142688,239.47856180553185,-0.0869083450586765,6.700394092348737,-239.3651103504756
Mitsubishi,PUHZ-SW100VAA(-BS) + EHSC-M*C,2020-04-09,Outdoor Air/Water,Regulated,1.0,R410a,4.2,40.0,60.0,15.0,average,4564.0,8900.0,1.95,283.8218170521403,-0.0014214101210879,0.8248342658043194,-283.8501049123681,-71.55917253794452,0.0114721757957028,0.0217448026187812,71.50782928418596,215.1070331930057,-0.0724026104277882,6.3993095758469645,-214.9364531624011
Mitsubishi,PUHZ-SW100VHA(-BS) + EHSC-M*C,2020-04-09,Outdoor Air/Water,Regulated,1.0,R410a,4.6,40.0,70.0,15.0,average,4972.0,8900.0,1.79,-107.06976830390632,-0.0034593514135414,0.9100157644952312,107.0508018084407,184.33143619943007,0.0115906074127996,-0.0048031862337171,-184.385865250536,215.08252564502365,-0.0706914665025721,6.21373695585712,-214.8939449662132
Mitsubishi,PUHZ-SW100YHA(-BS) + EHSC-M*C,2020-04-09,Outdoor Air/Water,Regulated,1.0,R410a,4.6,40.0,70.0,22.0,average,4972.0,8900.0,1.79,-107.06976830390632,-0.0034593514135414,0.9100157644952312,107.0508018084407,-114.45649925258286,0.0115596507824819,-0.0056735686280856,114.40175531137176,212.86167790399853,-0.0710617595394338,6.242429377676728,-212.6730154625384
Mitsubishi,PUD-SWM100VAA(-BS) + E*ST20D-M*D,2020-10-06,Outdoor Air/Water,Regulated,1.0,R32,1.6,41.0,59.0,15.0,average,4450.0,8900.0,2.0,123.49777061347125,-0.0016332305597294,0.8315704365781991,-123.5271063458763,184.33838294819583,0.0166435644403882,-0.1764193078382319,-184.37885894653104,211.74441319556,-0.0861903381223445,7.105565193090305,-211.5727053101111
Mitsubishi,PUD-SWM120VAA(-BS) + E*ST20D-M*D,2020-10-06,Outdoor Air/Water,Regulated,1.0,R32,1.6,41.0,60.0,15.0,average,5464.0,10600.0,1.94,212.7480137128504,-0.0008229518258718,0.7740895924631871,-212.7798332671132,184.3357705326638,0.0152676834054957,-0.1362631550903319,-184.3814945596536,177.32388645354095,-0.0852625510280255,7.008478315939319,-177.1392660181435
Mitsubishi,PUZ-WM112VAA(-BS) + EHPT20X-M*D,2020-07-27,Outdoor Air/Water,Regulated,1.0,R32,3.0,40.0,60.0,15.0,average,3946.0,8800.0,2.23,70.60704121577893,-0.0004570888697877,0.7881705794000027,-70.63253251027524,241.20273575568723,0.0153189992071461,-0.1126933772852185,-241.2442926584524,106.23282547061608,-0.125808861646449,8.853866555682385,-106.08366468059025
Mitsubishi,PUHZ-SW120VHA + EHST30C-M*D,2020-02-14,Outdoor Air/Water,Regulated,1.0,R410a,4.6,40.0,72.0,15.0,average,5847.0,10700.0,1.83,-71.53570279666484,-0.0045028857382156,0.971654354942545,71.51292630719975,170.75361827309422,0.0086982147730254,0.1244672466231244,-170.8125941814839,-142.50454163730288,-0.0650898278779897,5.978732572971636,142.69703598108413
Mitsubishi,PUHZ-SW120YHA + EHST30C-M*D,2020-02-14,Outdoor Air/Water,Regulated,1.0,R410a,4.6,40.0,72.0,22.0,average,5847.0,10700.0,1.83,-71.53570279666484,-0.0045028857382156,0.971654354942545,71.51292630719975,-108.69723816504884,0.0086412519952169,0.1257418745185478,108.6380945194032,-144.72418487667076,-0.0637134426227898,5.935425002796414,144.91910614550605
Mitsubishi,PUHZ-SW120YHA(-BS) + EHSC-M*C,2020-04-09,Outdoor Air/Water,Regulated,1.0,R410a,4.6,40.0,72.0,22.0,average,5847.0,10700.0,1.83,-71.53570279666484,-0.0045028857382156,0.971654354942545,71.51292630719975,258.91609915433185,0.0086939268890552,0.1229656013215316,-258.9753158189978,-0.3566961664062944,-0.0656103718442516,6.018375399994239,0.5508331918196063
Mitsubishi,PUHZ-SW160YKA(-BS) + EHSE-M*C,2020-04-09,Outdoor Air/Water,Regulated,1.0,R410a,7.7,45.0,78.0,22.0,average,6503.0,11900.0,1.83,212.7482656893789,-0.007272134538857,1.075376729729879,-212.7797105916186,-43.129893978663,0.0085009698366916,0.1347457424695042,43.07223616661872,-80.88070847496759,-0.0664643170878658,6.012414474124912,81.05315030947794
Mitsubishi,PUHZ-SW200YKA(-BS) + EHSE-M*C,2020-04-09,Outdoor Air/Water,Regulated,1.0,R410a,7.7,45.0,78.0,22.0,average,7486.0,13700.0,1.83,-142.6139874183173,-0.0063054887355822,1.013237985697934,142.57906818012552,212.76167982876663,0.008496144917442,0.1263623033058922,-212.8205639702972,212.8537016787,-0.0646951024715874,5.961514743117068,-212.68016440575087
Mitsubishi,PUZ-WM50VHA(-BS) + EHPT17X-VM*D,2020-06-22,Outdoor Air/Water,Regulated,1.0,R32,2.0,40.0,61.0,15.0,average,2157.0,4400.0,2.04,70.60282611413479,-0.0010360704230636,0.7623054399959456,-70.63675049400129,241.20246539390936,0.0164580585035696,-0.1810900986887076,-241.24462831923208,-87.99511737582793,-0.115507904497622,8.325693399218398,88.15580038042252
Mitsubishi,PUHZ-SW50VKA(-BS) + EHSD-M*C,2020-04-09,Outdoor Air/Water,Regulated,1.0,R410a,1.4,40.0,63.0,15.0,average,1784.0,3800.0,2.13,212.75336265424693,-0.0032959323276334,0.9236658057050688,-212.7743698562961,266.53862274971783,0.0106646377168445,0.0866846520774652,-266.5879701150253,177.31333597750378,-0.079615256093953,6.708255512275637,-177.14911629539145
