Manufacturer,Model,Date,Type,Subtype,Group,Refrigerant,Mass of Refrigerant [kg],SPL indoor [dBA],SPL outdoor [dBA],PSB [W],Climate,P_el_ref [W],P_th_ref [W],COP_ref,p1_P_th [1/°C],p2_P_th [1/°C],p3_P_th [-],p4_P_th [1/°C],p1_P_el [1/°C],p2_P_el [1/°C],p3_P_el [-],p4_P_el [1/°C],p1_COP [-],p2_COP [-],p3_COP [-],p4_COP [-]
DAIKIN Europe ,EGSAX06D9W(G) (1PH),2019-06-14,Brine/Water,Regulated,2.0,R32,1.7,,,15.0,average,1744.0,5460.0,3.13,0.0006681938606066,-0.0006680915702828,0.7250896444422607,-0.0440788750033587,-0.0164299538101416,0.0164299575754396,-0.1030198764552875,-0.0323600329811463,0.1087213371533647,-0.1087213100092581,8.387977508587362,-0.074837854454628
DAIKIN Europe ,EPRA14DV / ETBH16D6V,2020-02-07,Outdoor Air/Water,Regulated,1.0,R32,4.2,44.0,54.0,21.0,average,4534.0,11200.0,2.47,212.7525773156708,0.0019872117015976,0.6879614521615773,-212.77509610780933,-162.6020615370058,0.0107054306554509,0.0919124443461098,162.55347256841316,132.87450192866766,-0.0783371052104795,6.864996791443529,-132.74547592997516
DAIKIN Europe ,EPRA14DW / ETBH16D6V,2020-02-07,Outdoor Air/Water,Regulated,1.0,R32,4.2,44.0,54.0,42.0,average,4568.0,11100.0,2.43,212.7510637651501,0.0006599810401422,0.7278579142944812,-212.7766698778761,484.6596580893103,0.0109484488150362,0.0681496936144837,-484.7105290793402,-52.58623698356905,-0.0752905230330061,6.765486963810155,52.71734405255575
DAIKIN Europe ,EPGA11DV / EAVX16S18D6V(G),2019-03-06,Outdoor Air/Water,Regulated,1.0,R32,3.5,44.0,64.0,21.0,average,5111.0,11500.0,2.25,-162.5965769846626,0.0047629077985806,0.4980938491032135,162.57394562278628,-355.87669091975664,0.0174509930044755,-0.2025667035346735,355.83936100655274,212.8372950528912,-0.0948602445672698,7.335647299557157,-212.70260239108703
DAIKIN Europe ,EPGA14DV / EAVZ16S18D6V,2019-03-06,Outdoor Air/Water,Regulated,1.0,R32,3.5,44.0,64.0,21.0,average,5668.0,12300.0,2.17,212.7509286576108,0.0050639685934821,0.5108612315419693,-212.77676430170345,-43.12105966226805,0.0160844510862869,-0.1285643295051277,43.0809840078005,-213.5915655246532,-0.0948305101142091,7.361847092816228,213.74812317647653
DAIKIN Europe ,EPGA16DV / EAVZ16S18D6V,2019-03-06,Outdoor Air/Water,Regulated,1.0,R32,3.5,44.0,66.0,21.0,average,5874.0,13100.0,2.23,-31.56014853783732,0.0047304795913239,0.532104286452351,31.532596416140105,212.7709210661081,0.0158848616996972,-0.1176361090829244,-212.8111896082584,106.24112547007316,-0.0909922397654633,7.333210457185937,-106.07336881215764
DAIKIN Europe ,EBLA11D(3)V3,2020-10-27,Outdoor Air/Water,Regulated,1.0,R32,3.8,,62.0,23.0,average,4895.0,9300.0,1.9,177.21542411520986,-0.0009457833002224,0.7794424792687207,-177.2402767667426,-214.51375782524588,0.0167177007419301,-0.2157560531352268,214.46990021793323,177.31896727817525,-0.1118397050007921,8.128517776060237,-177.14833225139225
DAIKIN Europe ,EBLA14D(3)V3,2020-10-27,Outdoor Air/Water,Regulated,1.0,R32,3.8,,,23.0,average,4653.0,9400.0,2.02,212.7490619927109,-0.0030070832974288,0.8922744480111131,-212.7787951318821,-209.6021070573324,0.0128480660386674,-0.0145023128035522,209.5549685393162,8.520593868596793,-0.1025898150575296,7.810102800773066,-8.336973297078528
DAIKIN Europe ,EBLA16D(3)V3,2020-10-27,Outdoor Air/Water,Regulated,1.0,R32,3.8,,62.0,23.0,average,4821.0,9400.0,1.95,-75.9844042030904,-0.0065742140924163,1.071598553066226,75.94834850247483,164.2563161513673,0.0103260972011971,0.1082334319929397,-164.30666361167303,177.32880482622443,-0.1048745765537283,7.884785379517585,-177.13729695060366
DAIKIN Europe ,EBLA09D(3)V3,2020-10-27,Outdoor Air/Water,Regulated,1.0,R32,3.8,,62.0,23.0,average,4067.0,8500.0,2.09,177.21621697257848,-0.0026006478002179,0.8678971729748328,-177.23948596185713,241.2010808894887,0.0142106525633773,-0.0848325839340787,-241.2459660582364,186.21204240371745,-0.1123225767943493,8.236830489230913,-186.04296869092235
DAIKIN Europe ,EDLA09D(3)V3,2020-10-27,Outdoor Air/Water,Regulated,1.0,R32,3.8,,62.0,23.0,average,4067.0,8500.0,2.09,70.60932855899296,-0.0003393700688398,0.7672307260176244,-70.63024804992575,-14.736345650085166,0.0156040098262271,-0.1582924051600706,14.68952491128751,186.21204240371745,-0.1123225767943493,8.236830489230913,-186.04296869092235
DAIKIN Europe ,ERGA04DV7 / EHSX04P30D2,2020-04-09,Outdoor Air/Water,Regulated,1.0,R32,1.5,,,10.0,average,2690.0,5300.0,1.97,-142.61256951936593,-0.0077236472129551,1.1147845492061614,142.58049660333643,-71.55735103631258,0.0137356842843575,-0.0695268552948619,71.50964939158166,125.09912128083285,-0.1200828144174192,8.428052542257635,-124.9763229426954
DAIKIN Europe ,ERGA04EV7 / EHSX04P30D3,2020-04-09,Outdoor Air/Water,Regulated,1.0,R32,1.5,,,10.0,average,2690.0,5300.0,1.97,-20.90403211550863,-0.0079273297409822,1.1236405937592535,20.87176607947158,407.9457488573551,0.0136115930569515,-0.0647436467128907,-407.99379467917765,125.09912128083285,-0.1200828144174192,8.428052542257635,-124.9763229426954
DAIKIN Europe ,ERGA04DV / EHSX(B)04P30D2,2018-08-17,Outdoor Air/Water,Regulated,1.0,R32,1.5,39.0,58.0,10.0,average,2690.0,5300.0,1.97,-71.53617267298551,-0.0023236458627251,0.875242686750846,71.51242873276905,212.7675085487594,0.013816570722117,-0.0715110204171432,-212.81465177775564,-71.45426476089636,-0.0979716840878004,7.446460994027655,71.60678236235022
DAIKIN Europe ,ERGA06DV / EHSX(B)08P30D2,2018-08-17,Outdoor Air/Water,Regulated,1.0,R32,1.5,39.0,60.0,10.0,average,2980.0,5900.0,1.98,177.21459738715663,-0.0014481194446524,0.8312091663885833,-177.2411317809799,212.7692665643766,0.0141025519278691,-0.059458512052572,-212.812846846248,-89.69375669163324,-0.0966546872866745,7.388795847736791,89.85053068996925
DAIKIN Europe ,ERGA08DV / EHSX(B)08P30D2,2018-08-17,Outdoor Air/Water,Regulated,1.0,R32,1.5,39.0,62.0,10.0,average,3520.0,6900.0,1.96,70.60728456147673,-0.0001042954165226,0.7632176479318579,-70.63229326907933,345.3882104452603,0.013829458424036,-0.0698623337306261,-345.4359454523391,-223.14539793072385,-0.1030190798454073,7.696161010351772,223.3207893154422
DAIKIN Europe ,ERGA08DVA / EHSX(B)08P30D2,2018-08-17,Outdoor Air/Water,Regulated,1.0,R32,1.5,39.0,62.0,10.0,average,2980.0,5900.0,1.98,123.90743625395736,-0.0077507104779941,1.1251191624458914,-123.9403061231454,112.8177038189788,0.0086258834847366,0.1756586406095111,-112.871621158819,-121.42053031628257,-0.1049818016524528,7.758648218706221,121.59163065782316
DAIKIN Europe ,ERLA03DV / EHFZ03S18D3V,2020-03-27,Outdoor Air/Water,Regulated,1.0,R32,1.0,,,11.0,average,1448.0,3200.0,2.21,-106.61165302596535,-0.003414384543191,0.8667165447447136,106.5794734377548,-84.88357912575239,0.0118731582863461,0.0243239447750455,84.83484127460775,-53.68789990639503,-0.1042621262718128,7.798439743158489,53.83699151723636
DAIKIN Europe ,EGSQH10S18A9W,2017-02-17,Brine/Water,Regulated,2.0,R410a,1.8,46.0,,20.0,average,2667.0,7760.0,2.91,0.0099952813769329,-0.0099952815216224,1.1519382253032229,-0.0488880442525487,-0.0101333486235214,0.0101333487963887,0.1629310193774027,-0.0414248431767046,0.1053869119613886,-0.1053868908306093,8.189121417048277,-0.0093420158032776
DAIKIN Europe ,RBLQ05C2V3 / RKHWMXB300C,2020-12-17,Outdoor Air/Water,Regulated,1.0,R410a,1.3,42.0,61.0,8.0,average,1818.0,3600.0,1.98,70.6092907064408,0.000698520637077,0.7907946995003797,-70.63028712424601,-43.12672411563257,0.010711977471056,0.0600880843119539,43.075343846467085,186.3265297288508,-0.0921222370870542,7.159544179154753,-186.16912750520825
DAIKIN Europe ,RBLQ07C2V3 / RKHWMXB300C,2020-12-17,Outdoor Air/Water,Regulated,1.0,R410a,1.45,42.0,62.0,8.0,average,2778.0,5500.0,1.98,212.74900840932827,-0.002254606294897,0.8835366807593338,-212.7788493623073,-99.99618600141308,0.0056856884496962,0.2671726081808617,99.93583347235294,176.710114695892,-0.0757593914669276,6.394507723738648,-176.5516225927268
DAIKIN Europe ,ERSQ011AY1 / EKHBRD011ADY17,2018-06-12,Outdoor Air/Water,Regulated,1.0,R410a,4.5,,,55.0,average,4160.0,9360.0,2.25,212.75056863342544,-0.0110634270918516,1.234870918237239,-212.77743470410252,212.76200282710536,-0.0037290334605625,0.7757688953185988,-212.82044526666493,-0.3863936726924066,0.0111321073928102,2.534361690273045,0.5176003770859552
DAIKIN Europe ,ERSQ014AY1 / EKHBRD014ADY17,2018-06-12,Outdoor Air/Water,Regulated,1.0,R410a,4.5,,,55.0,average,5302.0,11400.0,2.15,194.98445422718564,-0.0082639424865454,1.0894202495301497,-195.01612289004555,72.59212544938244,0.0038035961268515,0.4472047945419812,-72.63928477277514,-213.6051776241385,-0.0005676550517876,3.0121235803306963,213.7222891998097
DAIKIN Europe ,ERSQ016AY1 / EKHBRD016ADY17,2018-06-12,Outdoor Air/Water,Regulated,1.0,R410a,4.5,,,55.0,average,5735.0,12100.0,2.11,-142.61301207557142,-0.0073276155888506,1.0678092603323148,142.5800359011198,212.7682711450347,0.0040954541398245,0.4465513677420148,-212.81378226199368,70.68055644265108,0.0005448864873809,3.0021359643905297,-70.55902029043727
DAIKIN Europe ,EDLQ011CV3,2020-12-17,Outdoor Air/Water,Regulated,1.0,R410a,3.4,,64.0,55.0,average,4422.0,8800.0,1.99,-142.60841247864002,-0.0059542491164408,1.0146369202990344,142.584381159767,-99.99153534190124,0.0099270547032561,0.0974459333976563,99.9403466151145,283.9418175677606,-0.1036087155929023,7.685172210705868,-283.7496386014603
DAIKIN Europe ,EDLQ014CV3,2020-12-17,Outdoor Air/Water,Regulated,1.0,R410a,3.4,,64.0,55.0,average,5682.0,10000.0,1.76,212.747310691064,-0.0047557728979408,0.9738782249819512,-212.78063951426424,-96.4586674119616,0.0110289804058586,0.037020397090151,96.40913831904167,-18.559643706983973,-0.0738639015596665,6.302689867743799,18.7018242068084
DAIKIN Europe ,EDLQ016CV3,2020-12-17,Outdoor Air/Water,Regulated,1.0,R410a,3.4,,66.0,55.0,average,6854.0,12200.0,1.78,212.74699582001548,-0.0045741977053815,0.9236100029359918,-212.78094794476223,-71.56011119714408,0.0091094501314234,0.1239348938781595,71.5068826372929,124.03254841310763,-0.0961905820057727,7.243506122890539,-123.81917843248418
DAIKIN Europe ,RDLQ05C*V3,2020-12-17,Outdoor Air/Water,Regulated,1.0,R410a,1.3,,61.0,8.0,average,1818.0,3600.0,1.98,-141.91064813219072,0.0021449456228377,0.7460357087109358,141.89061491218203,497.0915328946068,0.0118120602490838,0.0354588658849338,-497.1396737967822,186.3265297288508,-0.0921222370870542,7.159544179154753,-186.16912750520825
DAIKIN Europe ,ERLQ011C*V3 / EHSH16P50B,2017-03-30,Outdoor Air/Water,Regulated,1.0,R410a,3.4,39.0,64.0,50.0,average,4639.0,9000.0,1.94,212.7525091185584,-0.0046973496867437,0.9584934917644898,-212.7752697633735,212.76617690881608,0.0112839305553452,0.0301669393630725,-212.81596238806333,-108.97460293122175,-0.1056285906412101,7.747799069138834,109.1633697207607
DAIKIN Europe ,ERLQ014C*V3 / EHSX16P50B,2017-03-21,Outdoor Air/Water,Regulated,1.0,R410a,3.4,39.0,64.0,50.0,average,5677.0,10900.0,1.92,141.67883718874165,-0.0021603558407577,0.8263073340912541,-141.70950098756788,-71.55767734679293,0.0113797434873652,0.0301069097374805,71.5092699982443,-75.74441136643611,-0.0630482312134296,5.960650298716338,75.91523499610837
DAIKIN Europe ,ERLQ016C*V3 / EHSX16P50B,2017-03-21,Outdoor Air/Water,Regulated,1.0,R410a,3.4,39.0,66.0,50.0,average,6811.0,12600.0,1.85,212.7476663479005,-0.0030840520689826,0.8544853367581041,-212.78022255242723,-43.12767050728884,0.0089353157920026,0.1335721357275732,43.074399255415415,212.8790740463704,-0.0899614603323581,7.050489322297171,-212.6585209648228
DAIKIN Europe ,ERLQ016CW1 / EHBH16CB *,2017-03-31,Outdoor Air/Water,Regulated,1.0,R410a,3.4,44.0,66.0,55.0,average,6854.0,12200.0,1.78,230.51500560801145,-0.0046137326125945,0.9258828963547916,-230.5489845637784,-26.06814515088957,0.0090981971335774,0.1248683983099484,26.014981122587336,124.03254841310763,-0.0961905820057727,7.243506122890539,-123.81917843248418
Ecoforest Geotermia ,ECOAIR 1-7 PRO,2020-11-17,Outdoor Air/Water,Regulated,1.0,R290,0.75,,55.0,8.0,average,1570.0,3470.0,2.21,-80.4250304034599,-0.0029760784954578,0.8559097739229637,80.387359084784,-71.55957478466678,0.0102319210482724,0.0920265259325226,71.50741264890834,-284.68695479236965,-0.0668544308565054,6.2504127846213695,284.79665749832105
Ecoforest Geotermia ,ECOAIR T 3-12 PRO,2020-11-17,Outdoor Air/Water,Regulated,1.0,R290,0.85,,,8.0,average,2851.0,5760.0,2.02,-142.61244772082938,-0.0002756702979351,0.7365529074276771,142.58036886357075,-10.361273541012508,0.0123798231550466,-0.0056966313581755,10.31201435349815,108.89720858438524,-0.0437534274506682,4.955140459480133,-108.8218133000533
Ecoforest Geotermia ,ECOAIR EVI T 3-12kW,2019-11-12,Outdoor Air/Water,Regulated,1.0,R410a,2.5,57.0,65.0,9.0,average,2697.0,7470.0,2.77,141.6762766215204,0.0048104589104889,0.4922556404975201,-141.70739697709496,212.7718538433772,0.0158200670005085,-0.1171808542766262,-212.81022282419104,212.66609153100367,-0.0675605892456033,6.615801820635936,-212.5934933997095
Ecoforest Geotermia ,ECOAIR EVI 4-20kW,2020-01-06,Outdoor Air/Water,Regulated,1.0,R410a,3.5,0.0,63.0,25.0,average,4492.0,11950.0,2.66,-142.61402572729412,-0.0006366575655051,0.766648650999272,142.57888147602512,-145.48304289110078,0.008981760426803,0.169685157698831,145.432655040383,141.7717980890768,-0.0580947409205188,6.300812271624364,-141.6153854649401
Ecoforest Geotermia ,ecoGEO B1/C1 1-6 PRO,2020-11-17,Brine/Water,Regulated,2.0,R290,0.15,44.0,,11.0,average,1540.0,4450.0,2.89,0.0093347467814937,-0.0093347509114573,1.1292858569920767,-0.0518473114567476,-0.0048951104408032,0.0048951049631143,0.3954184705638606,-0.0489704739264886,0.0791568740053803,-0.079156872610362,6.948686961522259,0.0192372951611353
Ecoforest Geotermia ,ECOGEO C1 T 1-9kW,2019-05-28,Brine/Water,Regulated,2.0,R410a,0.9,54.0,,11.0,average,3320.0,9030.0,2.72,0.0014338120118711,-0.0014338463299857,0.7875179315789087,-0.0454821042597142,-0.0134731234666643,0.0134731231687864,0.033684742810866,-0.0374459376508694,0.0948478145302858,-0.0948479534931908,7.512929716722471,-0.0092946416891775
Ecoforest Geotermia ,ECOGEO C1 T 3-12kW,2019-05-28,Brine/Water,Regulated,2.0,R410a,1.0,54.0,,11.0,average,4224.0,11870.0,2.81,0.0008948813738826,-0.0008949957229558,0.7843355194491123,-0.0436244003715426,-0.0144928860145371,0.0144928855955855,0.0188955526230436,-0.0315649820788558,0.0941711782148124,-0.0941712373471582,7.608398356823367,-0.0007177266997219
Ecoforest Geotermia ,ECOGEO C1 T 5-22kW,2019-05-28,Brine/Water,Regulated,2.0,R410a,1.4,42.0,,7.0,average,6521.0,17410.0,2.67,0.008618773284217,-0.0086187711122275,1.0850306927479751,-0.0524914943099643,-0.0034385965378352,0.0034385948253241,0.4227879172130847,-0.0571408349411016,0.0592307554284267,-0.0592303778508709,6.137863968456521,0.0594800233272915
Ecoforest Geotermia ,ECOGEO C3 T 1-9kW,2019-05-28,Brine/Water,Regulated,2.0,R410a,1.0,54.0,,11.0,average,3638.0,9460.0,2.6,0.000336917464792,-0.0003370584097045,0.7254510129755689,-0.0440398288938244,-0.0151076244764726,0.0151076246892746,-0.0635727831032732,-0.0376357348743337,0.0971912375303793,-0.0971913029020264,7.565459267495913,-0.0070023421579837
ELCO,AEROTOP G08.2 INOX,2020-07-27,Outdoor Air/Water,Regulated,1.0,R410a,4.27,,55.0,24.0,average,3296.0,8140.0,2.47,212.7500709241208,-0.000664385227978,0.7703695724343432,-212.7777097155044,155.90389988942155,0.0139914484987276,-0.0577342372418672,-155.94840489709168,-31.48116323063396,-0.0964718993187947,7.873953733110151,31.62145400742565
ELCO,AEROTOP G14.2 INOX / INOX OPTIC,2019-06-26,Outdoor Air/Water,Regulated,1.0,R410a,4.27,,57.0,24.0,average,4215.0,11000.0,2.61,70.60298037076184,-0.0001470757300131,0.7296441619747771,-70.63659682470954,287.4588954041269,0.0108525717073642,0.078098959882359,-287.50894907186296,-141.9823297779488,-0.0868760681298983,7.515483988581352,142.11829573202655
ELCO,AEROTOP S12.2,2019-12-17,Outdoor Air/Water,Regulated,1.0,R410a,4.4,49.0,51.0,28.0,average,4873.0,11160.0,2.29,-107.03591251821334,-0.0029659387559817,0.8549083552388513,106.99938607631418,298.066122741578,0.012491646803884,0.0239263193250958,-298.11065157572995,-71.4642311998713,-0.0996968649742019,7.708661681676203,71.59806436068696
ELCO,AEROTOP S05.2,2020-07-28,Outdoor Air/Water,Regulated,1.0,R410a,4.0,,,35.0,average,1900.0,4200.0,2.21,212.7476220970949,-0.0112653994707208,1.2892432037150046,-212.7805054955724,298.06393704700326,0.0098987675560391,0.1209946232936428,-298.11287517592353,70.65168000048851,-0.0659159087541358,6.221960654084667,-70.60556747602841
ELCO,AEROTOP S07.2,2020-07-28,Outdoor Air/Water,Regulated,1.0,R410a,4.0,44.0,,35.0,average,2573.0,6560.0,2.55,283.81705553979816,-0.0063683724523186,1.000363815844204,-283.8552228694029,-43.12489295263181,0.0088044142286089,0.1829913141316732,43.07711393893505,-204.7298109798079,-0.104611563281527,8.115338581758966,204.84464922835247
ELCO,AEROTOP S09.2,2020-07-28,Outdoor Air/Water,Regulated,1.0,R410a,4.0,45.0,,35.0,average,3237.0,7250.0,2.24,-75.92025493242717,-0.010613912710283,1.2001384730414026,75.87317836561198,-386.3799407458438,0.0084638356181473,0.1990755318789217,386.3280848280948,-213.6059027828842,-0.1071629253210215,8.041646069573172,213.7372114917855
ELCO,AEROTOP S15.2_2-part,2019-12-17,Outdoor Air/Water,Regulated,1.0,R410a,4.4,49.0,51.0,28.0,average,5733.0,13300.0,2.32,17.296575313805338,-0.0022558845201935,0.8211130017442838,-17.33485550981984,-120.90393652134271,0.0106848901474443,0.1124738149005304,120.8584067568252,-106.97809150563528,-0.0875259021875821,7.1648368969296925,107.11919625485368
ELCO,AEROTOP T20,2019-05-04,Outdoor Air/Water,On-Off,4.0,R407c,6.0,59.0,58.0,10.0,average,6437.0,12810.0,1.99,-195.87896594017093,-0.0092198920822834,1.7012727742898983,195.9207941411697,51.68139393989345,0.0096528050070273,0.5366702771930987,-51.67648663840594,-89.25665858183257,-0.0526973161482229,5.024571316435053,89.33327240498559
ELCO,AEROTOP T26,2019-05-04,Outdoor Air/Water,On-Off,4.0,R407c,7.4,59.0,70.0,10.0,average,9325.0,18650.0,2.0,-178.110255081294,-0.0041723387640205,1.4418523537123047,178.15317835950844,-34.89073025219927,0.013396787425149,0.318320320847746,34.89208574967782,212.82225815105065,-0.0614074385558565,5.557474515738363,-212.7112839684324
ELCO,AEROTOP T32,2019-05-04,Outdoor Air/Water,On-Off,4.0,R407c,9.2,63.0,67.0,10.0,average,11418.0,22950.0,2.01,-133.03231734438546,-0.0035276373494582,1.411864727378891,133.07613214918933,-57.56093343635202,0.0153849311766121,0.2241514244636522,57.56378982104494,-123.91534612957304,-0.0706238738912298,6.009526579275027,124.024465901141
ELCO,AEROTOP T35,2019-05-04,Outdoor Air/Water,On-Off,4.0,R407c,9.2,68.0,70.0,10.0,average,11618.0,24630.0,2.12,177.246901235983,-0.0043146545215014,1.4341885574794242,-177.20829902567482,192.79683742457303,0.013640263973355,0.309860432754924,-192.79045768323184,88.43434702582381,-0.062790386333625,5.727017207320888,-88.35787501399531
Enertech CTC AB,CTA Aeroheat CM 18a,2020-12-17,Outdoor Air/Water,Regulated,1.0,R407c,2.7,,56.0,12.0,average,3120.0,7520.0,2.41,177.21931623587125,-0.0016282196502762,0.8637950463426672,-177.2363131122849,-71.55662030266484,0.0138888755336849,-0.0688438988825866,71.5103542439112,141.7545712092614,-0.0896896686768464,7.531210353917757,-141.6354649349292
Enertech CTC AB,CTC CombiAir 16M,2020-10-30,Outdoor Air/Water,Regulated,1.0,R410a,4.0,,61.0,15.0,average,6219.0,12500.0,2.01,-71.5396452566204,-0.0019222146414826,0.8141830307638929,71.50904230749182,-43.12460586067246,0.0135791474432398,-0.0634912126841341,43.077467749789655,-18.003824892310018,-0.0719537811298367,6.4613410930055,18.164059212657115
Enertech CTC AB,CTC EcoAir 406 1x230V,2020-12-17,Outdoor Air/Water,On-Off,4.0,R407c,2.2,,56.0,18.0,average,1643.0,3500.0,2.13,226.1136463983684,-0.0092716197100876,1.7229906073784895,-226.0607873509457,294.93405818275363,0.015450206868302,0.2704303015086334,-294.92458789073584,212.8176812342904,-0.0882635667676009,6.851362978602706,-212.72083968952808
Enertech CTC AB,CTC EcoAir 408 1x230V,2020-12-17,Outdoor Air/Water,On-Off,4.0,R407c,2.2,,61.0,18.0,average,2036.0,4500.0,2.21,-70.32008212430247,-0.0083364028951883,1.6493249361789335,70.36961070301388,112.9365971251545,0.014351260686561,0.3097050112978243,-112.92908494438124,-118.63986782251952,-0.0811302802798224,6.618298568339913,118.74395490600502
Enertech CTC AB,CTC EcoAir 410 1x230V,2017-06-12,Outdoor Air/Water,On-Off,4.0,R407c,2.7,,58.0,18.0,average,3013.0,7080.0,2.35,212.78584595330216,-0.004496850847033,1.456810007026579,-212.7411450474023,263.7597399258321,0.0133531995353958,0.3484074903967989,-263.7525584735084,-75.92165027744429,-0.0674925343458802,6.17173913644892,76.01902647887506
Enertech CTC AB,CTC EcoAir 415 1x230V,2020-12-17,Outdoor Air/Water,On-Off,4.0,R407c,3.4,,64.0,18.0,average,4095.0,9500.0,2.32,150.59665477669697,-0.0069398643204949,1.5584466571403732,-150.55421702949448,-164.8250178059243,0.0124549876905316,0.4200785336759057,164.8336376688761,183.9333604288161,-0.0660190899250119,5.919885028135971,-183.8542115223906
Enertech CTC AB,CTC EcoAir 420 3x400V,2020-12-17,Outdoor Air/Water,On-Off,4.0,R407c,3.5,,66.0,18.0,average,4638.0,10900.0,2.35,35.10514607233223,-0.0049217317500692,1.4708406314744649,-35.06256561657166,-240.0639921461452,0.012816248829979,0.4202157058525889,240.07415536241007,-142.55684834034682,-0.061188635919227,5.689347021110994,142.63013722210582
Enertech CTC AB,CTC EcoAir 510M 1x230V,2020-12-17,Outdoor Air/Water,Regulated,1.0,R410a,2.2,,60.0,15.0,average,881.0,7000.0,7.95,-141.7062474118988,0.0217781727971049,-0.2343857436272942,141.69911742170046,-213.6977720617552,0.0054282115863259,0.9290076114130126,213.6840851105441,-1.4927383940742245,0.0820354395808471,2.068251027618233,1.6328900412568206
Enertech CTC AB,CTC EcoAir 510M 3x400V,2020-12-17,Outdoor Air/Water,Regulated,1.0,R407c,2.2,,60.0,15.0,average,3211.0,6100.0,1.9,3.942443262452577,0.0022875996720447,0.6387472531780886,-3.967667582661443,212.7691467117704,0.0168172159631312,-0.207845502602833,-212.813076083946,-115.8541695427943,-0.0982459409284151,7.642178484829765,116.0509625701496
Enertech CTC AB,CTC EcoAir 520M,2020-12-17,Outdoor Air/Water,Regulated,1.0,R407c,2.7,,55.0,15.0,average,3671.0,7600.0,2.07,-62.64464577985572,0.0028625385585957,0.6657624683110271,62.63590005661946,-41.59440049477263,0.0181882589118639,-0.2724799685702901,41.5523258980748,230.6132708403298,-0.095825271914284,7.564644105087116,-230.4648851540049
Enertech CTC AB,CTC EcoAir 610M,2020-12-17,Outdoor Air/Water,Regulated,1.0,R407c,2.2,,53.0,14.0,average,2901.0,5890.0,2.03,212.7503480246043,0.0013576463095124,0.6678957886406813,-212.777394210563,245.38927355759992,0.0163692114007524,-0.2151797739507394,-245.4364639214291,-124.7574359773612,-0.086911229854932,7.241681916677675,124.8944763927718
Enertech CTC AB,CTC EcoAir 614M,2020-12-17,Outdoor Air/Water,Regulated,1.0,R407c,2.2,,51.0,14.0,average,3398.0,6830.0,2.01,-178.1487196752803,-0.0005484205309278,0.7350415710210876,178.11617602162428,212.76414025641023,0.0136467729494582,-0.117393669652897,-212.8181391606608,26.29125885425277,-0.0760804923371009,6.9190674884936,-26.12377327981345
Enertech CTC AB,CTC EcoPart 406 1x230V,2020-12-17,Brine/Water,On-Off,5.0,R407c,1.9,50.0,,18.0,average,1710.0,5300.0,3.1,0.0076543925716712,-0.0076543850755953,1.366423430129024,-0.0025612355055894,-0.0150294801539437,0.0150294802135846,0.262367017166094,0.0056434029639459,0.1035791095938598,-0.1035791602137995,8.039474571884496,-0.0400545469216042
Enertech CTC AB,CTC EcoPart 408 1x230V,2020-12-17,Brine/Water,On-Off,5.0,R407c,1.9,46.0,,18.0,average,2348.0,7700.0,3.28,0.0040549794309139,-0.0040549783259601,1.1979227004489232,-0.001417540708133,-0.0157143519574703,0.0157143520629142,0.2399726956516529,0.006306214344647,0.0957353658396616,-0.0957353812748445,7.824309769535893,-0.0399017229843798
Enertech CTC AB,CTC EcoPart 410 1x230V,2020-12-17,Brine/Water,On-Off,5.0,R407c,1.9,49.0,,18.0,average,2866.0,9400.0,3.28,0.0045468281815948,-0.0045468281815559,1.2137519382933686,-0.0015980049784891,0.0073740288597695,-0.0073742326484005,1.2576616329385493,-0.0178529325158378,0.0355907097045216,-0.0355909594425097,5.168209421892628,0.0254228382321135
Enertech CTC AB,CTC EcoPart 412 1x230V,2020-12-17,Brine/Water,On-Off,5.0,R407c,2.3,50.0,,18.0,average,3385.0,11000.0,3.25,0.0048564565175426,-0.0048564553133865,1.2305497244691643,-0.0019402548158507,-0.0148509848770785,0.0148509848150154,0.2685409194006615,0.0050485483474231,0.0944064534595605,-0.0944064838639351,7.764157219803994,-0.0350526633819504
Enertech CTC AB,CTC EcoPart 414 1x230V,2020-12-17,Brine/Water,On-Off,5.0,R407c,2.7,53.0,,18.0,average,4134.0,13600.0,3.29,0.0045289815779822,-0.0045289834458012,1.2193809260106392,-0.0016550592464752,-0.013924287087603,0.0139242861844977,0.31533271334106,0.0048076212084296,0.0870858695473867,-0.0870858508667879,7.470673469901301,-0.0320278158951617
Enertech CTC AB,CTC EcoPart 417 1x230V,2020-12-17,Brine/Water,On-Off,5.0,R407c,2.7,56.0,,18.0,average,4954.0,16000.0,3.23,0.0042476471576091,-0.0042476435648973,1.197060216458384,-0.0016385630604013,-0.0151476974914146,0.0151476974654655,0.2523471996015732,0.005215916029915,0.0931943127869978,-0.0931943269121725,7.67734615631959,-0.0346546176394335
Enertech CTC AB,CTC EcoPart 425 1x230V,2020-12-17,Brine/Water,On-Off,5.0,R407c,4.6,50.0,,18.0,average,6769.0,22000.0,3.25,0.0048564565175426,-0.0048564553133865,1.2305497244691643,-0.0019402548158507,-0.0148568481923574,0.0148568481415497,0.2683770974265122,0.0050555686007317,0.0944064534595605,-0.0944064838639351,7.764157219803994,-0.0350526633819504
