Manufacturer,Model,Titel,Date,Type,Subtype,Group,Rated Power low T [kW],Rated Power medium T [kW],Refrigerant,Mass of Refrigerant [kg],SPL indoor low Power [dBA],SPL outdoor low Power [dBA],SPL indoor high Power [dBA],SPL outdoor high Power [dBA],Bivalence temperature [°C],Tolerance temperature [°C],Max. water heating temperature [°C],Poff [W],PTOS [W],PSB [W],PCKS [W],eta low T [%],eta medium T [%],SCOP,SEER low T,SEER medium T,P_th_h_ref [W],P_th_c_ref [W],P_el_h_ref [W],P_el_c_ref [W],COP_ref,EER_c_ref,p1_P_el_h [1/°C],p2_P_el_h [1/°C],p3_P_el_h [-],p4_P_el_h [1/°C],p1_COP [-],p2_COP [-],p3_COP [-],p4_COP [-],p1_P_el_c [1/°C],p2_P_el_c [1/°C],p3_P_el_c [-],p4_P_el_c [1/°C],p1_EER [-],p2_EER [-],p3_EER [-],p4_EER [-],MAPE P_th,MAPE P_el,MAPE COP
 tecalor GmbH,TTL 25 A,TTL 25 A,01.11.2016,Outdoor Air/Water,Regulated,1.0,15.0,15.0,R410A,"4,700 kg",,54,,54,-5.0,-20.0,65.0,10.0,10.0,10.0,38.0,182.0,141.0,4.63,,,13800,,5565,,2.48,,86.59296472544695,0.0117031754011611,0.0474228981692515,-86.64085529536855,-20.26921800750897,-0.081199991830262,7.102955977794696,20.4383733284543,,,,,-20.26921800750897,-0.081199991830262,7.102955977794696,20.4383733284543,19.937814289326184,13.80931731087791,10.979588299040538
 tecalor GmbH,TTL 3.5 ACS,"TTL 3.5 ACS + HSBC 200, HSBC 200 S",19.01.2017,Outdoor Air/Water,Regulated,1.0,3.62,3.83,R410A,"1,100 kg",33.0,52,33.0,52,-7.0,-10.0,60.0,17.0,30.0,17.0,5.0,166.0,116.0,4.22,,,2790,,1388,,2.01,,-216.58024021511272,0.0115366170607746,0.090951378123755,216.5354988059539,141.755970695474,-0.0900230693547691,6.903322843687106,-141.65312235317123,,,,,141.755970695474,-0.0900230693547691,6.903322843687106,-141.65312235317123,11.981795924414172,5.308956272960172,10.323833341685239
 tecalor GmbH,TTL 4.5 ACS,"TTL 4.5 ACS + HSBB 200 classic, HSBB 200 S classic",19.01.2017,Outdoor Air/Water,Regulated,1.0,4.59,3.83,R410A,"1,100 kg",33.0,52,33.0,52,-7.0,-10.0,60.0,17.0,30.0,17.0,5.0,165.0,116.0,4.2,,,2790,,1388,,2.01,,-213.7238446440164,-0.0024105885487522,0.6908760548658214,213.65864911190943,-208.058462309582,-0.0860760987423269,6.72290088798355,208.17480945213617,,,,,-208.058462309582,-0.0860760987423269,6.72290088798355,208.17480945213617,22.697572284290636,18.60655095719962,12.324588199455889
 tecalor GmbH,"TTL 8.5 ICS, TTL 8.5 IKCS",TTL 8.5 ICS,03.04.2018,Outdoor Air/Water,Regulated,1.0,9.0,7.2,R410A,"2,600 kg",43.0,,48.0,,-7.0,-10.0,60.0,56.0,21.0,56.0,26.0,167.0,129.0,4.24,,,6390,,2945,,2.17,,14.420513916542546,0.0015671934177915,0.5336161304488478,-14.479113697949032,-75.87732060472858,-0.0720861812162919,6.414949680737425,76.06282428199532,,,,,-75.87732060472858,-0.0720861812162919,6.414949680737425,76.06282428199532,21.957346858957525,20.958891772244783,13.000937117638005
 tecalor GmbH,"TTL 8.5 ICS, TTL 8.5 IKCS",TTL 8.5 IKCS,03.04.2018,Outdoor Air/Water,Regulated,1.0,9.2,7.1,R410A,"2,600 kg",40.0,,44.0,,-7.0,-10.0,60.0,56.0,21.0,56.0,26.0,161.0,126.0,4.11,,,6280,,2948,,2.13,,-213.72035616366333,0.0012261233264081,0.5536808863894344,213.66194637480976,283.931959264028,-0.0692777954175021,6.212755136344063,-283.7501968068084,,,,,283.931959264028,-0.0692777954175021,6.212755136344063,-283.7501968068084,22.42394271222992,21.298674136738057,13.449697294578906
 tecalor GmbH,TTL 9.5/12.5 AC,TTL 12.5 AC,14.10.2021,Outdoor Air/Water,Regulated,1.0,12.8,13.42,R410A,"5,500 kg",,55,,55,-7.0,-10.0,65.0,10.0,10.0,10.0,38.0,159.0,130.0,4.05,,,11870,,4885,,2.43,,590.3635307976639,0.0094323823632873,0.1696330309267243,-590.4109651741666,150.63212343188803,-0.046653272692374,5.299948568138557,-150.53533560779815,,,,,150.63212343188803,-0.046653272692374,5.299948568138557,-150.53533560779815,27.300190506355076,24.899734204012645,5.218428343502496
 tecalor GmbH,TTL 9.5/12.5 AC,TTL 9.5 AC,14.10.2021,Outdoor Air/Water,Regulated,1.0,10.29,11.45,R410A,"5,500 kg",,55,,55,-7.0,-10.0,65.0,10.0,10.0,10.0,38.0,159.0,125.0,4.04,,,10130,,3957,,2.56,,-123.38159203701522,0.0131509848181212,0.112051917419824,123.35413783810934,108.41783034388368,-0.0522341540655855,5.558822275341967,-108.33733699680424,,,,,108.41783034388368,-0.0522341540655855,5.558822275341967,-108.33733699680424,27.305944928280987,24.662659974442075,5.615514958232961
 THERMAGEN sp. z o.o.,Volan 12,Volan 12,01.06.2022,Outdoor Air/Water,Regulated,1.0,6.5,6.5,R290,"0,850 kg",,57,,57,-7.0,-10.0,70.0,0.0,10.0,8.0,10.0,154.0,125.0,3.93,,,5760,,2851,,2.02,,-10.361273541012508,0.0123798231550466,-0.0056966313581755,10.31201435349815,-204.7483408995707,-0.0462175379107997,5.034232154884466,204.8160537644252,,,,,-204.7483408995707,-0.0462175379107997,5.034232154884466,204.8160537644252,9.880242868932552,7.298725317879732,7.528429475368847
 Thermia,Mega L,Thermia Mega L,10.04.2019,Brine/Water and Water/Water,Regulated,2.0,59.64,55.34,R410A,"6,300 kg",43.0,,43.0,,-10.0,-10.0,65.0,9.0,11.0,18.0,0.0,200.0,155.0,5.19,,,48960,,16266,,3.01,,-0.0109280982594888,0.0109280959195605,0.1054540093413154,-0.0436199921949827,0.0834959590093088,-0.0834959528722854,7.495214456160336,0.0153454059710301,,,,,0.0834959590093088,-0.0834959528722854,7.495214456160336,0.0153454059710301,57.83072052032983,62.52386567036059,5.77871457900171
 Thermia,Thermia Atlas 12,ATLAS 12 230V,02.03.2020,Brine/Water and Water/Water,Regulated,2.0,11.49,10.48,R410A,"1,400 kg",33.0,,33.0,,-10.0,-10.0,65.0,15.0,16.0,16.0,0.0,222.0,162.0,5.75,,,9270,,2861,,3.24,,-0.0125337192083107,0.0125337205787979,0.0420469368525215,-0.041107894575988,0.1115617237010068,-0.1115617237012722,8.947521773453898,-0.0164535774922098,,,,,0.1115617237010068,-0.1115617237012722,8.947521773453898,-0.0164535774922098,63.82521215876926,61.273426224941204,6.388423072118166
 Thermia,Thermia Atlas 18,ATLAS 18 400V,02.03.2020,Brine/Water and Water/Water,Regulated,2.0,15.05,15.68,R410A,"1,950 kg",36.0,0,36.0,0,-10.0,-10.0,65.0,15.0,16.0,16.0,0.0,228.0,168.0,5.9,,,14000,,4142,,3.38,,-0.0178502891085644,0.017850289108561,-0.1820331925218373,-0.0322562561721771,0.1173906408448441,-0.1173907731541665,9.332230876941098,-0.0048351381748402,,,,,0.1173906408448441,-0.1173907731541665,9.332230876941098,-0.0048351381748402,44.65077524921767,43.991714273071715,3.8842307638158955
 Thermia,Thermia Calibra 12,Thermia Calibra 12 230V ,04.10.2019,Brine/Water and Water/Water,Regulated,2.0,11.69,10.6,R410A,"1,400 kg",35.0,,35.0,,-10.0,-10.0,65.0,15.0,18.0,18.0,0.0,219.0,157.0,7.45,,,9380,,2978,,3.15,,-0.0128635595505048,0.012863563262583,0.0276658559195517,-0.0404576583501892,0.119464818098021,-0.1194647151777437,9.151964826671916,-0.0208186553992324,,,,,0.119464818098021,-0.1194647151777437,9.151964826671916,-0.0208186553992324,63.36373583581819,59.474236490115764,6.536383678103145
 Thermia,Thermia Calibra 7,Thermia Calibra 7 230V,04.10.2019,Brine/Water and Water/Water,Regulated,2.0,7.11,6.39,R410A,"0,950 kg",32.0,,32.0,,-10.0,-10.0,65.0,12.0,15.0,15.0,0.0,214.0,150.0,5.56,,,5650,,1828,,3.09,,-0.013725198288975,0.0137252649776322,-0.0008721383064594,-0.0379207136215521,0.1270157933495663,-0.1270158058440725,9.346168556138563,-0.0328572068575474,,,,,0.1270157933495663,-0.1270158058440725,9.346168556138563,-0.0328572068575474,54.155491423781086,48.06568373454532,6.714308156860785
 Thermia,Thermia Calibra Eco 12,Thermia Calibra Eco 12 230V,25.08.2021,Brine/Water and Water/Water,Regulated,2.0,11.52,10.57,R452B,"1,300 kg",34.0,,34.0,,-10.0,-10.0,65.0,7.0,9.0,9.0,0.0,219.0,162.0,5.67,,,9350,,2895,,3.23,,-0.0117621059449312,0.0117621009461088,0.0757116355748058,-0.0423197476358463,0.1044471005869479,-0.1044470761051612,8.601446214217578,-0.0117365672410236,,,,,0.1044471005869479,-0.1044470761051612,8.601446214217578,-0.0117365672410236,66.06902739451453,64.3354649975193,6.979039434153447
 Thermia,Thermia Calibra Eco 16,Thermia Calibra Eco 16 400V,25.08.2021,Brine/Water and Water/Water,Regulated,2.0,15.88,14.68,R452B,"1,850 kg",36.0,,36.0,,-10.0,-10.0,65.0,13.0,17.0,17.0,0.0,222.0,168.0,5.76,,,12990,,3878,,3.35,,-0.0119973283863847,0.0119973289935593,0.0662664900184578,-0.041181608745887,0.1041353114231888,-0.1041353114231797,8.73978582133692,-0.0053955689042489,,,,,0.1041353114231888,-0.1041353114231797,8.73978582133692,-0.0053955689042489,58.77684893279349,58.58024328888506,4.579880839199287
 Thermia,Thermia Calibra Eco 8,Thermia Calibra Eco 8 230V,25.08.2021,Brine/Water and Water/Water,Regulated,2.0,6.7,6.24,R452B,"0,900 kg",32.0,,32.0,,-10.0,-10.0,65.0,5.0,9.0,9.0,0.0,215.0,156.0,5.57,,,5520,,1769,,3.12,,-0.0139510945008597,0.0139510945770584,-0.0147708284518214,-0.0383922866007202,0.1121871913654618,-0.1121871612226265,8.82704334840271,-0.0008884846991352,,,,,0.1121871913654618,-0.1121871612226265,8.82704334840271,-0.0008884846991352,45.41177934935338,45.4111283430435,3.5022147066720413
 Thermia,Thermia Legend 10,Thermia Legend 10 230-1,25.10.2022,Brine/Water and Water/Water,On-Off,5.0,10.6,11.77,R452B,"0,900 kg",41.0,,42.0,,-8.0,-10.0,65.0,4.0,8.0,8.0,0.0,195.0,145.0,5.09,,,9390,,2880,,3.26,,-0.0158686545460021,0.0158686540199442,0.199786164722761,0.0040420732580302,0.0988042758088239,-0.0988043034602816,8.091633206233658,-0.0236386459889087,,,,,0.0988042758088239,-0.0988043034602816,8.091633206233658,-0.0236386459889087,3.155713389518064,3.7548208875184996,4.064232205756432
 Thermia,Thermia Legend 13,Thermia Legend 13 Duo 400V,25.10.2022,Brine/Water and Water/Water,On-Off,5.0,13.51,14.79,R452B,"1,000 kg",45.0,,46.0,,-8.0,-10.0,65.0,6.0,10.0,10.0,0.0,190.0,142.0,4.94,,,11900,,3696,,3.22,,-0.0147807501529307,0.0147807499344564,0.2495664133685533,0.0033691448266868,0.0943683780131921,-0.0943683631351119,7.807759917098614,-0.0235992689991349,,,,,0.0943683780131921,-0.0943683631351119,7.807759917098614,-0.0235992689991349,3.5025076743577475,3.1372037984995957,4.238455293101059
 Thermia,Thermia Legend 17,Thermia Legend 17 Duo 400V,25.10.2022,Brine/Water and Water/Water,Regulated,2.0,18.14,19.84,R452B,"1,250 kg",45.0,,46.0,,-8.0,-10.0,65.0,6.0,10.0,10.0,0.0,184.0,140.0,4.79,,,15920,,5038,,3.16,,-0.0143880859157782,0.0143880864470923,0.2658205043719212,0.0025563551798974,0.0858672577222827,-0.0858672403678914,7.392847459194088,-0.0199745943491477,,,,,0.0858672577222827,-0.0858672403678914,7.392847459194088,-0.0199745943491477,2.786405154680132,3.0926513631743755,3.517918926836817
 Thermia,Thermia Legend 6,Thermia Legend 6 400V,25.10.2022,Brine/Water and Water/Water,On-Off,5.0,6.03,6.33,R452B,"0,575 kg",40.0,,42.0,,-8.0,-10.0,65.0,4.0,7.0,7.0,0.0,181.0,135.0,4.74,,,5140,,1674,,3.07,,-0.0141613258778179,0.0141613259061644,0.2787225046773727,0.0031400801347976,0.0939656359298302,-0.093965640441264,7.624697406044479,-0.0281081467485322,,,,,0.0939656359298302,-0.093965640441264,7.624697406044479,-0.0281081467485322,3.5616499049474597,2.8951568235592604,5.071910059080829
 Thermia,Thermia Legend 8,Thermia Legend 8 230-1,25.10.2022,Brine/Water and Water/Water,On-Off,5.0,7.97,8.62,R452B,"0,850 kg",41.0,,42.0,,-8.0,-10.0,65.0,4.0,7.0,7.0,0.0,191.0,138.0,4.96,,,6910,,2273,,3.04,,-0.0167954115150385,0.0167954091247387,0.1470329385912607,0.0042574744922207,0.1064431045473724,-0.1064431045473956,8.2231710900312,-0.0308398203469895,,,,,0.1064431045473724,-0.1064431045473956,8.2231710900312,-0.0308398203469895,3.9036613228235764,4.201550115960365,5.458085363427344
 TOSHIBA AIR CONDITIONING,ESTIA HWS-1105/HWS-1405H,HWS-1105H-E/HWS-1405XWHM3-E,26.11.2019,Outdoor Air/Water,Regulated,1.0,10.0,9.0,R410A,"2,700 kg",43.0,66,43.0,66,-7.0,-7.0,55.0,17.0,120.0,17.0,14.0,163.0,130.0,4.17,,,8200,,3868,,2.12,,-99.99342323437428,0.0111300970908931,0.0214922769841854,99.93855322239564,-214.7174567144613,-0.0683093343333818,6.264899655598574,214.8390949288044,,,,,-214.7174567144613,-0.0683093343333818,6.264899655598574,214.8390949288044,20.924353529176912,17.369609682354536,5.1591267981616
 TOSHIBA AIR CONDITIONING,ESTIA HWS-1105/HWS-1405H,HWS-1405H-E/HWS-1405XWHM3-E,26.11.2019,Outdoor Air/Water,Regulated,1.0,10.0,9.0,R410A,"2,700 kg",43.0,68,43.0,68,-7.0,-7.0,55.0,17.0,120.0,17.0,14.0,159.0,129.0,4.08,,,8000,,3865,,2.07,,-51.57339223486572,0.0058115310712584,0.2461115095147637,51.50937712009052,281.69194442852927,-0.0594851963048006,5.873414496540119,-281.5469046674823,,,,,281.69194442852927,-0.0594851963048006,5.873414496540119,-281.5469046674823,31.769877674388447,28.411361335104097,5.372043605668463
 TOSHIBA AIR CONDITIONING,ESTIA HWS-1105H8/HWS-1405H8-E/HWS1605H8-E,HWS-1105H8-E/HWS-1405XWHM3-E,26.11.2019,Outdoor Air/Water,Regulated,1.0,10.0,9.0,R410A,"2,700 kg",43.0,66,43.0,66,-7.0,-7.0,55.0,17.0,120.0,17.0,14.0,161.0,130.0,4.12,,,7800,,3732,,2.09,,-103.47427773492409,0.0076880790028238,0.1866184869782459,103.41996787232068,-24.82617428656809,-0.0696552250279736,6.304709193591407,24.945728327235493,,,,,-24.82617428656809,-0.0696552250279736,6.304709193591407,24.945728327235493,22.936722662774045,20.210195010252917,4.782644791934006
 TOSHIBA AIR CONDITIONING,ESTIA HWS-1105H8/HWS-1405H8-E/HWS1605H8-E,HWS-1405H8-E/HWS-1405XWHM3-E,26.11.2019,Outdoor Air/Water,Regulated,1.0,10.0,9.0,R410A,"2,700 kg",43.0,68,43.0,68,-7.0,-7.0,55.0,17.0,120.0,17.0,14.0,157.0,129.0,4.02,,,8200,,4184,,1.96,,212.7645128576998,0.0094683769270138,0.1018274150178574,-212.81765651892908,-120.3174436231868,-0.0638892419126336,6.010539001478147,120.451201788087,,,,,-120.3174436231868,-0.0638892419126336,6.010539001478147,120.451201788087,27.32043223079271,25.078895325861176,4.0534749062895745
 TOSHIBA AIR CONDITIONING,ESTIA HWS-1105H8/HWS-1405H8-E/HWS1605H8-E,HWS-1605H8-E/HWS-1405XWHM3-E,26.11.2019,Outdoor Air/Water,Regulated,1.0,10.0,10.0,R410A,"2,700 kg",43.0,69,43.0,69,-7.0,-7.0,55.0,17.0,120.0,17.0,14.0,159.0,130.0,4.07,,,8700,,4328,,2.01,,-99.99296523233237,0.0091473755393548,0.120908647416649,99.9389535526195,141.770450468097,-0.0627761341259152,5.990001048715749,-141.63211372241216,,,,,141.770450468097,-0.0627761341259152,5.990001048715749,-141.63211372241216,29.398771042024237,26.858209273819284,6.086521633113784
 TOSHIBA AIR CONDITIONING,ESTIA HWS-805,HWS-805H-E/HWS-805XWHM3-E,26.11.2019,Outdoor Air/Water,Regulated,1.0,6.0,5.0,R410A,"1,800 kg",41.0,65,41.0,65,-7.0,-7.0,55.0,17.0,80.0,17.0,14.0,161.0,127.0,4.12,,,4900,,2379,,2.06,,497.0911250619475,0.0071996131125398,0.243649938076481,-497.139936872856,-71.45576432721663,-0.0818621028992942,6.800622708988891,71.60244607146093,,,,,-71.45576432721663,-0.0818621028992942,6.800622708988891,71.60244607146093,42.56522463377681,39.199064975283534,9.90716003538879
 TOSHIBA AIR CONDITIONING,ESTIA HWS-P1105,HWS-P1105HR-E/HWS-P1105XWHM3-E,26.11.2019,Outdoor Air/Water,Regulated,1.0,12.0,9.0,R410A,"2,700 kg",43.0,66,43.0,66,-7.0,-9.0,60.0,17.0,120.0,17.0,14.0,175.0,131.0,4.48,,,7700,,3990,,1.93,,212.3695679820096,0.0009799676181648,0.4568755533152672,-212.43907862084745,141.7812480701171,-0.0846820369009503,6.926763147529294,-141.62648198624106,,,,,141.7812480701171,-0.0846820369009503,6.926763147529294,-141.62648198624106,52.02352872902278,46.98217722748028,9.890881965491552
 TOSHIBA AIR CONDITIONING,ESTIA HWS-P1105H8/HWS-P1405H8R-E,HWS-P1105H8R-E/HWS-P1105XWHM3-E,26.11.2019,Outdoor Air/Water,Regulated,1.0,12.0,11.0,R410A,"2,700 kg",43.0,67,43.0,67,-7.0,-9.0,60.0,20.0,120.0,20.0,14.0,173.0,130.0,4.43,,,9800,,5241,,1.87,,-126.3951826436752,0.0113601310637754,5.310500654560602e-05,126.3411698449171,106.2453308292338,-0.0946105781778469,7.304388264925676,-106.06915938310718,,,,,106.2453308292338,-0.0946105781778469,7.304388264925676,-106.06915938310718,30.1310757182582,24.38222254053794,13.323745105204429
 TOSHIBA AIR CONDITIONING,ESTIA HWS-P1105H8/HWS-P1405H8R-E,HWS-P1405H8R-E/HWS-P1105XWHM3-E,26.11.2019,Outdoor Air/Water,Regulated,1.0,14.0,12.0,R410A,"2,700 kg",43.0,68,43.0,68,-7.0,-9.0,60.0,20.0,120.0,20.0,14.0,173.0,130.0,4.43,,,10800,,5838,,1.85,,184.3307050238656,0.0091420986105576,0.1120987760769316,-184.38657261671332,-2.588139669272184,-0.0952105218372934,7.322412460720949,2.764339438192656,,,,,-2.588139669272184,-0.0952105218372934,7.322412460720949,2.764339438192656,37.76947181983737,31.84003117214259,13.274519058532022
 TOSHIBA AIR CONDITIONING,ESTIA HWS-P805,HWS-P805HR-E/HWS-P805XWHM3-E,26.11.2019,Outdoor Air/Water,Regulated,1.0,11.0,9.0,R410A,"2,700 kg",41.0,66,41.0,66,-7.0,-9.0,60.0,17.0,80.0,17.0,14.0,157.0,125.0,4.01,,,7900,,4093,,1.93,,-142.6454983840353,0.0026061976700154,0.414270769793552,142.58397506168245,141.75307335828234,-0.0613040656046379,5.710634454713665,-141.64901866923972,,,,,141.75307335828234,-0.0613040656046379,5.710634454713665,-141.64901866923972,26.35286257926985,25.446843781458952,6.069079998485869
 TOSHIBA AIR CONDITIONING,ESTIA HWS-P805H8R,HWS-P805H8R-E/HWS-P805XWHM3-E,26.11.2019,Outdoor Air/Water,Regulated,1.0,11.0,10.0,R410A,"2,700 kg",41.0,66,41.0,66,-7.0,-9.0,60.0,20.0,80.0,20.0,14.0,169.0,123.0,4.31,,,9100,,4527,,2.01,,187.17874550236084,0.0125089781481794,0.0157374066452758,-187.22495233094048,283.920126137258,-0.0891995717024752,7.008376994203368,-283.7675236253029,,,,,283.920126137258,-0.0891995717024752,7.008376994203368,-283.7675236253029,15.33979265166806,8.52983837310696,11.996769021647218
 TOSHIBA AIR CONDITIONING,ESTIA HWT-401/601,HWT-401HW-E / HWT-601F21SM3W-E,21.12.2021,Outdoor Air/Water,Regulated,1.0,4.97,4.54,R32,"0,900 kg",42.0,65,42.0,65,-7.0,-10.0,55.0,8.0,40.0,8.0,8.0,178.0,135.0,4.53,,,4000,,1835,,2.18,,-99.99039614476445,0.0094459709165601,0.1366225423215515,99.94143039382678,-90.3247301690801,-0.0854131336308596,7.07189010010254,90.46806910474702,,,,,-90.3247301690801,-0.0854131336308596,7.07189010010254,90.46806910474702,22.160179063076942,18.721775283068652,9.044463534090589
 TOSHIBA AIR CONDITIONING,ESTIA HWT-401/601,HWT-601HW-E / HWT-601F21SM3W-E,21.12.2021,Outdoor Air/Water,Regulated,1.0,5.97,5.7,R32,"0,900 kg",42.0,65,42.0,65,-7.0,-10.0,55.0,8.0,40.0,8.0,8.0,180.0,132.0,4.58,,,5000,,2381,,2.1,,212.7693209897241,0.0133481789496849,-0.0110282121543903,-212.8127681057377,208.4024786458784,-0.0886739834760192,7.1655895026431935,-208.25209898427207,,,,,208.4024786458784,-0.0886739834760192,7.1655895026431935,-208.25209898427207,27.573307257644558,23.147631263371782,9.584275454089322
 TOSHIBA AIR CONDITIONING,ESTIA HWT-801/1101,HWT-1101HRW-E / HWT-1101F21MM3W-E,21.12.2021,Outdoor Air/Water,Regulated,1.0,8.93,8.27,R32,"1,250 kg",44.0,65,44.0,65,-7.0,-10.0,65.0,7.0,49.0,7.0,0.0,179.0,142.0,4.55,,,7300,,3443,,2.12,,179.82124307613032,0.0056413144306807,0.2626588558035687,-179.8837705873314,266.17945884954327,-0.0728320293627278,6.657111961676041,-265.96724764697586,,,,,266.17945884954327,-0.0728320293627278,6.657111961676041,-265.96724764697586,51.46117329331888,45.92341581236907,11.067514692555498
 TOSHIBA AIR CONDITIONING,ESTIA HWT-801/1101,HWT-801HRW-E / HWT-1101F21MM3W-E,21.12.2021,Outdoor Air/Water,Regulated,1.0,8.18,8.12,R32,"1,250 kg",44.0,65,44.0,65,-7.0,-10.0,65.0,7.0,49.0,7.0,0.0,182.0,142.0,4.63,,,7300,,3443,,2.12,,328.02055779454884,0.0107316341181173,0.0543047875369085,-328.0732205588514,150.6804582456842,-0.0786965818891294,6.92199116558261,-150.4763287230112,,,,,150.6804582456842,-0.0786965818891294,6.92199116558261,-150.4763287230112,38.069067458029664,33.66716303522062,10.836696876042215
 Vaillant Deutschland GmbH & Co KG,VWF 117/4,VWF 117/4,28.04.2021,Brine/Water,Regulated,2.0,11.18,11.33,R410A,"2,500 kg",45.0,-,47.0,-,-10.0,-10.0,65.0,7.0,4.0,7.0,0.0,201.0,142.0,5.22,,,11320,,3526,,3.21,,-0.0195798253187052,0.0195798250425616,0.0233503321540658,0.0052867346193461,0.1149917061017049,-0.1149916615038694,8.685475587901443,-0.0346820702872574,,,,,0.1149917061017049,-0.1149916615038694,8.685475587901443,-0.0346820702872574,4.2177305138834775,5.376705155764401,6.442257017829557
 Vaillant Deutschland GmbH & Co KG,VWF 157/4,VWF 157/4,28.04.2021,Brine/Water,Regulated,2.0,14.39,14.65,R410A,"3,050 kg",50.0,-,48.0,-,-10.0,-10.0,65.0,7.0,7.0,7.0,0.0,196.0,143.0,5.09,,,14620,,4498,,3.25,,-0.0185495528886532,0.0185495548881482,0.0748768953155532,0.0050034901426307,0.1042793618121549,-0.1042793476395046,8.229298287906932,-0.0313416342530604,,,,,0.1042793618121549,-0.1042793476395046,8.229298287906932,-0.0313416342530604,3.5639707749921805,4.946260493526628,5.780578669669385
 Vaillant Deutschland GmbH & Co KG,VWF 197/4,VWF 197/4,28.04.2021,Brine/Water,Regulated,2.0,19.62,19.94,R410A,"3,950 kg",48.0,-,48.0,-,-10.0,-10.0,65.0,7.0,7.0,7.0,0.0,187.0,142.0,4.88,,,19910,,6052,,3.29,,-0.0167988543712548,0.0167988543712525,0.1628693300776537,0.004611270224412,0.0892996927482515,-0.0892996834520199,7.566313560865371,-0.0272534134006547,,,,,0.0892996927482515,-0.0892996834520199,7.566313560865371,-0.0272534134006547,2.732072954915979,4.3501197684133475,5.006958276133803
 Vaillant Deutschland GmbH & Co KG,VWF 57/4,VWF 57/4,28.04.2021,Brine/Water,Regulated,2.0,5.28,5.34,R410A,"1,500 kg",40.0,-,41.0,-,-10.0,-10.0,65.0,7.0,4.0,7.0,0.0,184.0,131.0,4.79,,,5340,,1786,,2.99,,-0.0192810181668264,0.0192810177472163,0.0377732099877924,0.0051357025906116,0.1041768987791011,-0.1041769434340898,7.955476612088018,-0.0312554740611236,,,,,0.1041768987791011,-0.1041769434340898,7.955476612088018,-0.0312554740611236,4.038935088160953,5.251485705152099,6.220665048685944
 Vaillant Deutschland GmbH & Co KG,VWF 87/4,VWF 87/4,28.04.2021,Brine/Water,Regulated,2.0,8.82,8.94,R410A,"2,400 kg",43.0,-,50.0,-,-10.0,-10.0,65.0,7.0,4.0,7.0,0.0,202.0,147.0,5.26,,,8930,,2682,,3.33,,-0.0187862102539498,0.0187862099819412,0.0636341071998154,0.0051243809183095,0.1102415658598235,-0.1102415826105138,8.590792473374725,-0.0332108750751672,,,,,0.1102415658598235,-0.1102415826105138,8.590792473374725,-0.0332108750751672,3.7431076453700745,5.062433534564511,5.953405155092356
 Vaillant Deutschland GmbH & Co KG,VWL 105/5 AS 230V / VWL 125/5 AS 230V / VWL 105/5 AS / VWL 125/5 AS,VWL 105/5 AS + VWL 127/5 IS,10.03.2021,Outdoor Air/Water,Regulated,1.0,11.5,9.56,R410A,"3,600 kg",42.0,58,45.0,60,-7.0,-10.0,55.0,17.0,17.0,17.0,0.0,180.0,128.0,4.57,,,8460,,3991,,2.12,,-128.4282217620535,0.0049470441903123,0.321393877364132,128.36871854234118,35.51865942185023,-0.0918776218169319,7.169907465687643,-35.384477775034334,,,,,35.51865942185023,-0.0918776218169319,7.169907465687643,-35.384477775034334,14.249310795793512,7.562603785694805,10.917301384302736
 Vaillant Deutschland GmbH & Co KG,VWL 105/5 AS 230V / VWL 125/5 AS 230V / VWL 105/5 AS / VWL 125/5 AS,VWL 105/5 AS 230V + VWL 127/5 IS,10.03.2021,Outdoor Air/Water,Regulated,1.0,11.5,9.56,R410A,"3,600 kg",42.0,58,45.0,60,-7.0,-10.0,55.0,11.0,11.0,11.0,0.0,180.0,128.0,4.58,,,8460,,3991,,2.12,,-128.4282217620535,0.0049470441903123,0.321393877364132,128.36871854234118,35.51865942185023,-0.0918776218169319,7.169907465687643,-35.384477775034334,,,,,35.51865942185023,-0.0918776218169319,7.169907465687643,-35.384477775034334,14.249310795793512,7.562603785694805,10.917301384302736
 Vaillant Deutschland GmbH & Co KG,VWL 105/5 AS 230V / VWL 125/5 AS 230V / VWL 105/5 AS / VWL 125/5 AS,VWL 125/5 AS + VWL 127/5 IS,10.03.2021,Outdoor Air/Water,Regulated,1.0,13.57,10.97,R410A,"3,600 kg",45.0,58,45.0,60,-7.0,-10.0,55.0,17.0,17.0,17.0,0.0,175.0,132.0,4.44,,,9710,,4495,,2.16,,70.59678927532421,-0.0014833372082686,0.5793387480884714,-70.67060395218536,209.5180585695804,-0.0737027197409629,6.459821740852783,-209.3569988086982,,,,,209.5180585695804,-0.0737027197409629,6.459821740852783,-209.3569988086982,15.794096817220819,11.426952327376855,11.142764011211488
