Manufacturer,Model,Type,Modus,Refrigerant,Mass of Refrigerant [kg],Date,SPL indoor [dBA],SPL outdoor [dBA],Prated [kW],PSB [W],Guideline,Climate,P_el_n [W],P_th_max [W],k1,k2,k3,k4,k5,k6,k7,k8,k9,Group
Bosch Thermotechnik,Bosch Compress 6000 10 LW,Brine/Water,On-Off,R410a,2.4,2020-12-17,52.0,,11.0,6,EN 14825,average,3010,9300,-0.0015507704921611028,-0.004081264126041385,1.1967964198724403,0.005889733100489438,0.017392873481468278,0.14006072547687423,-0.03972206358570954,-0.10703014482333956,8.218188450852411,5.0
Bosch Thermotechnik,Bosch Compress 6000 10 LWM,Brine/Water,On-Off,R410a,2.2,2020-12-17,52.0,,11.0,6,EN 14825,average,3010,9300,-0.0015507704921611028,-0.004081264126041385,1.1967964198724403,0.005889733100489438,0.017392873481468278,0.14006072547687423,-0.03972206358570954,-0.10703014482333956,8.218188450852411,5.0
Bosch Thermotechnik,Bosch Compress 6000 13 LW,Brine/Water,On-Off,R410a,2.65,2020-12-17,48.0,,13.0,6,EN 14825,average,3893,11600,-0.0018156989184768013,-0.005122606183459699,1.2514100510124777,0.006127092228283434,0.017608657040223737,0.13247284959897507,-0.04116944366000453,-0.10953472441541655,8.226849204589843,5.0
Bosch Thermotechnik,Bosch Compress 6000 17 LW,Brine/Water,On-Off,R410a,2.8,2020-12-17,47.0,,18.0,6,EN 14825,average,5216,15700,-0.0017393814040795015,-0.004449849737843329,1.210006833674964,0.0053914136563932916,0.01577401688776758,0.22149024620867164,-0.0343746348653719,-0.09255989755764508,7.434557700528698,5.0
Bosch Thermotechnik,Bosch Compress 6000 6 LW,Brine/Water,On-Off,R410a,1.55,2020-12-17,46.0,,6.0,6,EN 14825,average,1860,5300,-0.00218749831768427,-0.005730347497252858,1.275391656311109,0.005618166365820009,0.016212097241913706,0.20073374709243122,-0.036223278239559724,-0.09641620410850972,7.461088489839406,5.0
Bosch Thermotechnik,Bosch Compress 6000 6 LWM,Brine/Water,On-Off,R410a,1.55,2020-12-17,46.0,,6.0,6,EN 14825,average,1860,5300,-0.00218749831768427,-0.005730347497252858,1.275391656311109,0.005618166365820009,0.016212097241913706,0.20073374709243122,-0.036223278239559724,-0.09641620410850972,7.461088489839406,5.0
Bosch Thermotechnik,Bosch Compress 6000 8 LW,Brine/Water,On-Off,R410a,1.95,2020-12-17,47.0,,8.0,6,EN 14825,average,2329,6800,-0.0021883675588204483,-0.006726587737315426,1.3234445634454695,0.0060344841719193265,0.017067766577834455,0.15065486363472816,-0.04227505395244651,-0.11175375798507521,8.284498119570564,5.0
Bosch Thermotechnik,Bosch Compress 6000 8 LWM,Brine/Water,On-Off,R410a,1.95,2020-12-17,47.0,,8.0,6,EN 14825,average,2329,6800,-0.0021883675588204483,-0.006726587737315426,1.3234445634454695,0.0060344841719193265,0.017067766577834455,0.15065486363472816,-0.04227505395244651,-0.11175375798507521,8.284498119570564,5.0
Bosch Thermotechnik,Bosch Compress 7000 LW 22,Brine/Water,Inverter,R410a,4.5,2020-12-17,57.0,,21.0,25,EN 14825,average,5613,18580,-0.020002268541365872,-0.0004914551355339041,0.8117402460798449,-0.012732144738330642,0.013115471373917104,0.11609925772904227,-0.014161531227994243,-0.09422215992907812,8.13470210686015,2.0
Bosch Thermotechnik,Bosch Compress 7000 LW 28,Brine/Water,Inverter,R410a,5.0,2020-12-17,57.0,,28.0,25,EN 14825,average,7097,24770,-0.021294250464399943,-0.0008693778652502941,0.814850752047399,-0.01513878154612003,0.011319407593770757,0.19766297926127577,-0.007246030728112825,-0.08443420225922328,7.799036810581628,2.0
Bosch Thermotechnik,Bosch Compress 7000 LW 38,Brine/Water,Inverter,R410a,6.3,2020-12-17,55.0,,36.0,25,EN 14825,average,9451,31850,-0.020925728066637627,-0.0010376096797571435,0.841714003423854,-0.014526253655278562,0.011418162116048939,0.19660571254641396,-0.00577218982640452,-0.08108368237063256,7.616204245658604,2.0
Bosch Thermotechnik,Bosch Compress 7000 LW 48,Brine/Water,Inverter,R410a,7.5,2020-12-17,54.0,,47.0,25,EN 14825,average,11746,41580,-0.018786968933557465,0.0009661438711420019,0.735375086028847,-0.014770879496494601,0.010561405990430456,0.2396351891692294,-1.3069160620535203e-05,-0.06419330655414734,6.8954404583415325,2.0
Bosch Thermotechnik,Bosch Compress 7000 LW 54,Brine/Water,Inverter,R410a,9.5,2020-12-17,67.0,,54.0,25,EN 14825,average,13806,47770,-0.020577682289425404,0.00019005242249815245,0.7658237741091386,-0.015223803917880231,0.011537520746175747,0.1864778653542239,-0.003925346739352468,-0.08033661613783863,7.579059893542545,2.0
Bosch Thermotechnik,Bosch Compress 7000 LW 64,Brine/Water,Inverter,R410a,9.3,2020-12-17,67.0,,63.0,25,EN 14825,average,16586,55730,-0.020636948623721382,0.0001313579061182705,0.7689295609107375,-0.015193495368321689,0.011568711498595412,0.18359122420945181,-0.0034261419976347653,-0.07837073877566063,7.3934856424054205,2.0
Bosch Thermotechnik,Bosch Compress 7000 LW 72,Brine/Water,Inverter,R410a,10.6,2020-12-17,67.0,,71.0,25,EN 14825,average,19208,62810,-0.02058382496937032,0.00011138742853629598,0.7712473868606995,-0.014567976106399434,0.012053606008036701,0.15508153820812767,-0.003566068004416791,-0.07929119378699633,7.4056160244442495,2.0
Bosch Thermotechnik,Bosch Compress 7000 LW 80,Brine/Water,Inverter,R410a,10.8,2020-12-17,67.0,,78.0,25,EN 14825,average,20846,69000,-0.021072892051089632,-0.00034308889240859073,0.7932661941595721,-0.015640193990076996,0.011138207841781118,0.20202644631844288,-0.0010876291779898747,-0.07568183397110066,7.245369744882634,2.0
Bosch Thermotechnik,Bosch CS7000iAW 13 IRMS,Outdoor Air/Water,Inverter,R410a,3.3,2017-07-18,56.0,37.0,9.0,35,EN 14825,average,3953,8500,-0.02601025053430568,0.0007245748131293463,0.7558345000216765,-0.030654658131472962,0.010443161111515038,0.13952949712908755,0.20509954693296611,-0.1041652450612093,8.102831884713689,1.0
Bosch Thermotechnik,Bosch CS7000iAW 13 IRM,Outdoor Air/Water,Inverter,R410a,3.3,2017-07-18,56.0,37.0,9.0,35,EN 14825,average,3953,8500,-0.02601025053430568,0.0007245748131293463,0.7558345000216765,-0.030654658131472962,0.010443161111515038,0.13952949712908755,0.20509954693296611,-0.1041652450612093,8.102831884713689,1.0
Bosch Thermotechnik,Bosch CS7000iAW 13 IRB,Outdoor Air/Water,Inverter,R410a,3.3,2017-07-18,56.0,37.0,9.0,35,EN 14825,average,3953,8500,-0.02601025053430568,0.0007245748131293463,0.7558345000216765,-0.030654658131472962,0.010443161111515038,0.13952949712908755,0.20509954693296611,-0.1041652450612093,8.102831884713689,1.0
Bosch Thermotechnik,Bosch CS7000iAW 13 IRE,Outdoor Air/Water,Inverter,R410a,3.3,2017-07-18,56.0,37.0,9.0,35,EN 14825,average,3953,8500,-0.02601025053430568,0.0007245748131293463,0.7558345000216765,-0.030654658131472962,0.010443161111515038,0.13952949712908755,0.20509954693296611,-0.1041652450612093,8.102831884713689,1.0
Bosch Thermotechnik,Bosch CS7000iAW 13 ORMS,Outdoor Air/Water,Inverter,R410a,3.3,2017-07-18,35.0,55.0,9.0,35,EN 14825,average,3953,8500,-0.02601025053430568,0.0007245748131293463,0.7558345000216765,-0.030654658131472962,0.010443161111515038,0.13952949712908755,0.20509954693296611,-0.1041652450612093,8.102831884713689,1.0
Bosch Thermotechnik,Bosch CS7000iAW 13 ORM,Outdoor Air/Water,Inverter,R410a,3.3,2017-07-18,35.0,55.0,9.0,35,EN 14825,average,3953,8500,-0.02601025053430568,0.0007245748131293463,0.7558345000216765,-0.030654658131472962,0.010443161111515038,0.13952949712908755,0.20509954693296611,-0.1041652450612093,8.102831884713689,1.0
Bosch Thermotechnik,Bosch CS7000iAW 13 ORB,Outdoor Air/Water,Inverter,R410a,3.3,2017-07-18,35.0,55.0,9.0,35,EN 14825,average,3953,8500,-0.02601025053430568,0.0007245748131293463,0.7558345000216765,-0.030654658131472962,0.010443161111515038,0.13952949712908755,0.20509954693296611,-0.1041652450612093,8.102831884713689,1.0
Bosch Thermotechnik,Bosch CS7000iAW 13 ORE,Outdoor Air/Water,Inverter,R410a,3.3,2017-07-18,35.0,55.0,9.0,35,EN 14825,average,3953,8500,-0.02601025053430568,0.0007245748131293463,0.7558345000216765,-0.030654658131472962,0.010443161111515038,0.13952949712908755,0.20509954693296611,-0.1041652450612093,8.102831884713689,1.0
Bosch Thermotechnik,Bosch Compress 6000 AW-13 AWB,Outdoor Air/Water,Inverter,R410a,3.3,2017-07-18,,,9.0,35,EN 14825,average,3953,8500,-0.02601025053430568,0.0007245748131293463,0.7558345000216765,-0.030654658131472962,0.010443161111515038,0.13952949712908755,0.20509954693296611,-0.1041652450612093,8.102831884713689,1.0
Bosch Thermotechnik,Bosch Compress 6000 AW-13 AWM,Outdoor Air/Water,Inverter,R410a,3.3,2017-07-18,,,9.0,35,EN 14825,average,3953,8500,-0.02601025053430568,0.0007245748131293463,0.7558345000216765,-0.030654658131472962,0.010443161111515038,0.13952949712908755,0.20509954693296611,-0.1041652450612093,8.102831884713689,1.0
Bosch Thermotechnik,Bosch Compress 6000 AW-13 AWE,Outdoor Air/Water,Inverter,R410a,3.3,2017-07-18,,,9.0,35,EN 14825,average,3953,8500,-0.02601025053430568,0.0007245748131293463,0.7558345000216765,-0.030654658131472962,0.010443161111515038,0.13952949712908755,0.20509954693296611,-0.1041652450612093,8.102831884713689,1.0
Bosch Thermotechnik,Bosch Compress 6000 AW-13 AWMS,Outdoor Air/Water,Inverter,R410a,3.3,2017-07-18,,,9.0,35,EN 14825,average,3953,8500,-0.02601025053430568,0.0007245748131293463,0.7558345000216765,-0.030654658131472962,0.010443161111515038,0.13952949712908755,0.20509954693296611,-0.1041652450612093,8.102831884713689,1.0
Bosch Thermotechnik,Bosch Compress 6000 AW-13s AWB,Outdoor Air/Water,Inverter,R410a,3.3,2017-07-18,,,9.0,35,EN 14825,average,3953,8500,-0.02601025053430568,0.0007245748131293463,0.7558345000216765,-0.030654658131472962,0.010443161111515038,0.13952949712908755,0.20509954693296611,-0.1041652450612093,8.102831884713689,1.0
Bosch Thermotechnik,Bosch Compress 6000 AW-13s AWM,Outdoor Air/Water,Inverter,R410a,3.3,2017-07-18,,,9.0,35,EN 14825,average,3953,8500,-0.02601025053430568,0.0007245748131293463,0.7558345000216765,-0.030654658131472962,0.010443161111515038,0.13952949712908755,0.20509954693296611,-0.1041652450612093,8.102831884713689,1.0
Bosch Thermotechnik,Bosch Compress 6000 AW-13s AWMS,Outdoor Air/Water,Inverter,R410a,3.3,2017-07-18,,,9.0,35,EN 14825,average,3953,8500,-0.02601025053430568,0.0007245748131293463,0.7558345000216765,-0.030654658131472962,0.010443161111515038,0.13952949712908755,0.20509954693296611,-0.1041652450612093,8.102831884713689,1.0
Bosch Thermotechnik,Bosch Compress 6000 AW-13s AWE,Outdoor Air/Water,Inverter,R410a,3.3,2017-07-18,,,9.0,35,EN 14825,average,3953,8500,-0.02601025053430568,0.0007245748131293463,0.7558345000216765,-0.030654658131472962,0.010443161111515038,0.13952949712908755,0.20509954693296611,-0.1041652450612093,8.102831884713689,1.0
Bosch Thermotechnik,Bosch CS7001iAW 13 ORMS-T,Outdoor Air/Water,Inverter,R410a,3.3,2017-07-18,26.0,53.0,9.26,23,EN 14825,average,4120,8940,-0.0242151758044879,0.0060856297443173625,0.5531322994680218,-0.02763304433162898,0.01445608485161105,0.024787736304162526,0.1480191267419083,-0.1062608264687036,7.803398965290531,1.0
Bosch Thermotechnik,Bosch CS7001iAW 13 ORM-T,Outdoor Air/Water,Inverter,R410a,3.3,2017-07-18,26.0,53.0,9.26,23,EN 14825,average,4120,8940,-0.0242151758044879,0.0060856297443173625,0.5531322994680218,-0.02763304433162898,0.01445608485161105,0.024787736304162526,0.1480191267419083,-0.1062608264687036,7.803398965290531,1.0
Bosch Thermotechnik,Bosch CS7001iAW 13 ORB-T,Outdoor Air/Water,Inverter,R410a,3.3,2017-07-18,41.0,53.0,9.26,23,EN 14825,average,4120,8940,-0.0242151758044879,0.0060856297443173625,0.5531322994680218,-0.02763304433162898,0.01445608485161105,0.024787736304162526,0.1480191267419083,-0.1062608264687036,7.803398965290531,1.0
Bosch Thermotechnik,Bosch CS7001iAW 13 ORE-T,Outdoor Air/Water,Inverter,R410a,3.3,2017-07-18,41.0,53.0,9.26,23,EN 14825,average,4120,8940,-0.0242151758044879,0.0060856297443173625,0.5531322994680218,-0.02763304433162898,0.01445608485161105,0.024787736304162526,0.1480191267419083,-0.1062608264687036,7.803398965290531,1.0
Bosch Thermotechnik,Bosch CS7001iAW 13 ORMS-S,Outdoor Air/Water,Inverter,R410a,3.3,2017-07-18,26.0,55.0,8.6,23,EN 14825,average,3386,7720,-0.035892954296014246,-0.006861526548182207,1.1139190716064802,-0.040373520587165465,0.0027995073418084324,0.5142118826972579,0.13405355366786206,-0.08652458437056992,7.135095149900842,1.0
Bosch Thermotechnik,Bosch CS7001iAW 13 ORM-S,Outdoor Air/Water,Inverter,R410a,3.3,2017-07-18,26.0,55.0,8.6,23,EN 14825,average,3386,7720,-0.035892954296014246,-0.006861526548182207,1.1139190716064802,-0.040373520587165465,0.0027995073418084324,0.5142118826972579,0.13405355366786206,-0.08652458437056992,7.135095149900842,1.0
Bosch Thermotechnik,Bosch CS7001iAW 13 ORB-S,Outdoor Air/Water,Inverter,R410a,3.3,2017-07-18,41.0,55.0,8.6,23,EN 14825,average,3386,7720,-0.035892954296014246,-0.006861526548182207,1.1139190716064802,-0.040373520587165465,0.0027995073418084324,0.5142118826972579,0.13405355366786206,-0.08652458437056992,7.135095149900842,1.0
Bosch Thermotechnik,Bosch CS7001iAW 13 ORE-S,Outdoor Air/Water,Inverter,R410a,3.3,2017-07-18,41.0,55.0,8.6,23,EN 14825,average,3386,7720,-0.035892954296014246,-0.006861526548182207,1.1139190716064802,-0.040373520587165465,0.0027995073418084324,0.5142118826972579,0.13405355366786206,-0.08652458437056992,7.135095149900842,1.0
Bosch Thermotechnik,Bosch CS7000iAW 17 IRMS,Outdoor Air/Water,Inverter,R410a,4.0,2017-07-18,49.0,36.0,10.0,35,EN 14825,average,4072,9000,-0.033522521964674715,-0.002822477865319497,0.9074070592622339,-0.035486623094509576,0.007745496170437604,0.2651226733511655,0.20013203076027802,-0.09578576126031388,7.755923435696946,1.0
Bosch Thermotechnik,Bosch CS7000iAW 17 IRM,Outdoor Air/Water,Inverter,R410a,4.0,2017-07-18,49.0,36.0,10.0,35,EN 14825,average,4072,9000,-0.033522521964674715,-0.002822477865319497,0.9074070592622339,-0.035486623094509576,0.007745496170437604,0.2651226733511655,0.20013203076027802,-0.09578576126031388,7.755923435696946,1.0
Bosch Thermotechnik,Bosch CS7000iAW 17 IRB,Outdoor Air/Water,Inverter,R410a,4.0,2017-07-18,49.0,36.0,10.0,35,EN 14825,average,4072,9000,-0.033522521964674715,-0.002822477865319497,0.9074070592622339,-0.035486623094509576,0.007745496170437604,0.2651226733511655,0.20013203076027802,-0.09578576126031388,7.755923435696946,1.0
Bosch Thermotechnik,Bosch CS7000iAW 17 IRE,Outdoor Air/Water,Inverter,R410a,4.0,2017-07-18,49.0,36.0,10.0,35,EN 14825,average,4072,9000,-0.033522521964674715,-0.002822477865319497,0.9074070592622339,-0.035486623094509576,0.007745496170437604,0.2651226733511655,0.20013203076027802,-0.09578576126031388,7.755923435696946,1.0
Bosch Thermotechnik,Bosch CS7000iAW 17 ORMS,Outdoor Air/Water,Inverter,R410a,4.0,2017-07-18,35.0,53.0,10.0,35,EN 14825,average,4072,9000,-0.033522521964674715,-0.002822477865319497,0.9074070592622339,-0.035486623094509576,0.007745496170437604,0.2651226733511655,0.20013203076027802,-0.09578576126031388,7.755923435696946,1.0
Bosch Thermotechnik,Bosch CS7000iAW 17 ORM,Outdoor Air/Water,Inverter,R410a,4.0,2017-07-18,35.0,53.0,10.0,35,EN 14825,average,4072,9000,-0.033522521964674715,-0.002822477865319497,0.9074070592622339,-0.035486623094509576,0.007745496170437604,0.2651226733511655,0.20013203076027802,-0.09578576126031388,7.755923435696946,1.0
Bosch Thermotechnik,Bosch CS7000iAW 17 ORB,Outdoor Air/Water,Inverter,R410a,4.0,2017-07-18,35.0,53.0,10.0,35,EN 14825,average,4072,9000,-0.033522521964674715,-0.002822477865319497,0.9074070592622339,-0.035486623094509576,0.007745496170437604,0.2651226733511655,0.20013203076027802,-0.09578576126031388,7.755923435696946,1.0
Bosch Thermotechnik,Bosch CS7000iAW 17 ORE,Outdoor Air/Water,Inverter,R410a,4.0,2017-07-18,35.0,53.0,10.0,35,EN 14825,average,4072,9000,-0.033522521964674715,-0.002822477865319497,0.9074070592622339,-0.035486623094509576,0.007745496170437604,0.2651226733511655,0.20013203076027802,-0.09578576126031388,7.755923435696946,1.0
Bosch Thermotechnik,Bosch Compress 6000 AW-17 AWB,Outdoor Air/Water,Inverter,R410a,4.0,2017-07-18,,,10.0,35,EN 14825,average,4072,9000,-0.033522521964674715,-0.002822477865319497,0.9074070592622339,-0.035486623094509576,0.007745496170437604,0.2651226733511655,0.20013203076027802,-0.09578576126031388,7.755923435696946,1.0
Bosch Thermotechnik,Bosch Compress 6000 AW-17 AWM,Outdoor Air/Water,Inverter,R410a,4.0,2017-07-18,,,10.0,35,EN 14825,average,4072,9000,-0.033522521964674715,-0.002822477865319497,0.9074070592622339,-0.035486623094509576,0.007745496170437604,0.2651226733511655,0.20013203076027802,-0.09578576126031388,7.755923435696946,1.0
Bosch Thermotechnik,Bosch Compress 6000 AW-17 AWMS,Outdoor Air/Water,Inverter,R410a,4.0,2017-07-18,,,10.0,35,EN 14825,average,4072,9000,-0.033522521964674715,-0.002822477865319497,0.9074070592622339,-0.035486623094509576,0.007745496170437604,0.2651226733511655,0.20013203076027802,-0.09578576126031388,7.755923435696946,1.0
Bosch Thermotechnik,Bosch Compress 6000 AW-17 AWE,Outdoor Air/Water,Inverter,R410a,4.0,2017-07-18,,,10.0,35,EN 14825,average,4072,9000,-0.033522521964674715,-0.002822477865319497,0.9074070592622339,-0.035486623094509576,0.007745496170437604,0.2651226733511655,0.20013203076027802,-0.09578576126031388,7.755923435696946,1.0
Bosch Thermotechnik,Bosch CS7001iAW 17 ORMS-T,Outdoor Air/Water,Inverter,R410a,4.0,2017-07-18,26.0,53.0,10.0,24,EN 14825,average,4227,9510,-0.0380648096272165,-0.004488902835067534,0.9661606287236967,-0.03879736658043411,0.00510464850213635,0.38541312045923565,0.1356393702102465,-0.089225003089058,7.29237168604024,1.0
Bosch Thermotechnik,Bosch CS7001iAW 17 ORM-T,Outdoor Air/Water,Inverter,R410a,4.0,2017-07-18,26.0,53.0,10.0,24,EN 14825,average,4227,9510,-0.0380648096272165,-0.004488902835067534,0.9661606287236967,-0.03879736658043411,0.00510464850213635,0.38541312045923565,0.1356393702102465,-0.089225003089058,7.29237168604024,1.0
Bosch Thermotechnik,Bosch CS7001iAW 17 ORB-T,Outdoor Air/Water,Inverter,R410a,4.0,2017-07-18,41.0,53.0,10.0,24,EN 14825,average,4227,9510,-0.0380648096272165,-0.004488902835067534,0.9661606287236967,-0.03879736658043411,0.00510464850213635,0.38541312045923565,0.1356393702102465,-0.089225003089058,7.29237168604024,1.0
Bosch Thermotechnik,Bosch CS7001iAW 17 ORE-T,Outdoor Air/Water,Inverter,R410a,4.0,2017-07-18,41.0,53.0,10.0,24,EN 14825,average,4227,9510,-0.0380648096272165,-0.004488902835067534,0.9661606287236967,-0.03879736658043411,0.00510464850213635,0.38541312045923565,0.1356393702102465,-0.089225003089058,7.29237168604024,1.0
Bosch Thermotechnik,Bosch CS7000iAW 7 IRMS,Outdoor Air/Water,Inverter,R410a,1.75,2017-07-18,48.0,53.0,5.0,17,EN 14825,average,1802,4000,-0.03800031881085188,-0.005044119558490068,0.9938927257833735,-0.038209733609789354,0.006460138417523738,0.3211423924487697,0.20410186676550957,-0.09836761571135876,7.858280256398674,1.0
Bosch Thermotechnik,Bosch CS7000iAW 7 IRM,Outdoor Air/Water,Inverter,R410a,1.75,2017-07-18,48.0,53.0,5.0,17,EN 14825,average,1802,4000,-0.03800031881085188,-0.005044119558490068,0.9938927257833735,-0.038209733609789354,0.006460138417523738,0.3211423924487697,0.20410186676550957,-0.09836761571135876,7.858280256398674,1.0
Bosch Thermotechnik,Bosch CS7000iAW 7 IRB,Outdoor Air/Water,Inverter,R410a,1.75,2017-07-18,48.0,53.0,5.0,17,EN 14825,average,1802,4000,-0.03800031881085188,-0.005044119558490068,0.9938927257833735,-0.038209733609789354,0.006460138417523738,0.3211423924487697,0.20410186676550957,-0.09836761571135876,7.858280256398674,1.0
Bosch Thermotechnik,Bosch CS7000iAW 7 IRE,Outdoor Air/Water,Inverter,R410a,1.75,2017-07-18,,,5.0,17,EN 14825,average,1802,4000,-0.03800031881085188,-0.005044119558490068,0.9938927257833735,-0.038209733609789354,0.006460138417523738,0.3211423924487697,0.20410186676550957,-0.09836761571135876,7.858280256398674,1.0
Bosch Thermotechnik,Bosch CS7000iAW 7 ORMS,Outdoor Air/Water,Inverter,R410a,1.75,2017-07-18,35.0,53.0,5.0,17,EN 14825,average,1802,4000,-0.03800031881085188,-0.005044119558490068,0.9938927257833735,-0.038209733609789354,0.006460138417523738,0.3211423924487697,0.20410186676550957,-0.09836761571135876,7.858280256398674,1.0
Bosch Thermotechnik,Bosch CS7000iAW 7 ORM,Outdoor Air/Water,Inverter,R410a,1.75,2017-07-18,35.0,53.0,5.0,17,EN 14825,average,1802,4000,-0.03800031881085188,-0.005044119558490068,0.9938927257833735,-0.038209733609789354,0.006460138417523738,0.3211423924487697,0.20410186676550957,-0.09836761571135876,7.858280256398674,1.0
Bosch Thermotechnik,Bosch CS7000iAW 7 ORB,Outdoor Air/Water,Inverter,R410a,1.75,2017-07-18,35.0,53.0,5.0,17,EN 14825,average,1802,4000,-0.03800031881085188,-0.005044119558490068,0.9938927257833735,-0.038209733609789354,0.006460138417523738,0.3211423924487697,0.20410186676550957,-0.09836761571135876,7.858280256398674,1.0
Bosch Thermotechnik,Bosch CS7000iAW 7 ORE,Outdoor Air/Water,Inverter,R410a,1.75,2017-07-18,35.0,53.0,5.0,17,EN 14825,average,1802,4000,-0.03800031881085188,-0.005044119558490068,0.9938927257833735,-0.038209733609789354,0.006460138417523738,0.3211423924487697,0.20410186676550957,-0.09836761571135876,7.858280256398674,1.0
Bosch Thermotechnik,Bosch Compress 6000 AW-7 AWB,Outdoor Air/Water,Inverter,R410a,1.75,2017-07-18,,,5.0,17,EN 14825,average,1802,4000,-0.03800031881085188,-0.005044119558490068,0.9938927257833735,-0.038209733609789354,0.006460138417523738,0.3211423924487697,0.20410186676550957,-0.09836761571135876,7.858280256398674,1.0
Bosch Thermotechnik,Bosch Compress 6000 AW-7 AWM,Outdoor Air/Water,Inverter,R410a,1.75,2017-07-18,,,5.0,17,EN 14825,average,1802,4000,-0.03800031881085188,-0.005044119558490068,0.9938927257833735,-0.038209733609789354,0.006460138417523738,0.3211423924487697,0.20410186676550957,-0.09836761571135876,7.858280256398674,1.0
Bosch Thermotechnik,Bosch Compress 6000 AW-7 AWMS,Outdoor Air/Water,Inverter,R410a,1.75,2017-07-18,,,5.0,17,EN 14825,average,1802,4000,-0.03800031881085188,-0.005044119558490068,0.9938927257833735,-0.038209733609789354,0.006460138417523738,0.3211423924487697,0.20410186676550957,-0.09836761571135876,7.858280256398674,1.0
Bosch Thermotechnik,Bosch Compress 6000 AW-7 AWE,Outdoor Air/Water,Inverter,R410a,1.75,2017-07-18,,,5.0,17,EN 14825,average,1802,4000,-0.03800031881085188,-0.005044119558490068,0.9938927257833735,-0.038209733609789354,0.006460138417523738,0.3211423924487697,0.20410186676550957,-0.09836761571135876,7.858280256398674,1.0
Bosch Thermotechnik,Bosch CS7400iAW 5 ORB,Outdoor Air/Water,Inverter,R410a,1.75,2017-07-18,29.0,47.0,4.49,17,EN 14825,average,1863,3930,-0.030534795715069604,0.0015998768404150406,0.7010490466032977,-0.027511562828293784,0.013130037744737616,0.031150472316157758,0.11674276964661286,-0.11316244199385735,8.186359249775677,1.0
Bosch Thermotechnik,Bosch CS7400iAW 5 ORE,Outdoor Air/Water,Inverter,R410a,1.75,2017-07-18,29.0,47.0,4.49,17,EN 14825,average,1863,3930,-0.030534795715069604,0.0015998768404150406,0.7010490466032977,-0.027511562828293784,0.013130037744737616,0.031150472316157758,0.11674276964661286,-0.11316244199385735,8.186359249775677,1.0
Bosch Thermotechnik,Bosch CS7400iAW 5 ORM,Outdoor Air/Water,Inverter,R410a,1.75,2017-07-18,25.0,47.0,4.49,17,EN 14825,average,1863,3930,-0.030534795715069604,0.0015998768404150406,0.7010490466032977,-0.027511562828293784,0.013130037744737616,0.031150472316157758,0.11674276964661286,-0.11316244199385735,8.186359249775677,1.0
Bosch Thermotechnik,Bosch CS7400iAW 5 ORMS,Outdoor Air/Water,Inverter,R410a,1.75,2017-07-18,25.0,47.0,4.49,17,EN 14825,average,1863,3930,-0.030534795715069604,0.0015998768404150406,0.7010490466032977,-0.027511562828293784,0.013130037744737616,0.031150472316157758,0.11674276964661286,-0.11316244199385735,8.186359249775677,1.0
Bosch Thermotechnik,Bosch CS7000iAW 9 IRMS,Outdoor Air/Water,Inverter,R410a,2.35,2017-07-18,48.0,36.0,6.0,17,EN 14825,average,2287,5100,-0.03921135435027008,-0.0075363294655722566,1.1144383205069401,-0.04009942958818379,0.004862932606051402,0.39409636969234096,0.22071737099455954,-0.10341585438783654,8.118659198569034,1.0
Bosch Thermotechnik,Bosch CS7000iAW 9 IRM,Outdoor Air/Water,Inverter,R410a,2.35,2017-07-18,48.0,36.0,6.0,17,EN 14825,average,2287,5100,-0.03921135435027008,-0.0075363294655722566,1.1144383205069401,-0.04009942958818379,0.004862932606051402,0.39409636969234096,0.22071737099455954,-0.10341585438783654,8.118659198569034,1.0
Bosch Thermotechnik,Bosch CS7000iAW 9 IRB,Outdoor Air/Water,Inverter,R410a,2.35,2017-07-18,48.0,36.0,6.0,17,EN 14825,average,2287,5100,-0.03921135435027008,-0.0075363294655722566,1.1144383205069401,-0.04009942958818379,0.004862932606051402,0.39409636969234096,0.22071737099455954,-0.10341585438783654,8.118659198569034,1.0
Bosch Thermotechnik,Bosch CS7000iAW 9 IRE,Outdoor Air/Water,Inverter,R410a,2.35,2017-07-18,48.0,36.0,6.0,17,EN 14825,average,2287,5100,-0.03921135435027008,-0.0075363294655722566,1.1144383205069401,-0.04009942958818379,0.004862932606051402,0.39409636969234096,0.22071737099455954,-0.10341585438783654,8.118659198569034,1.0
Bosch Thermotechnik,Bosch CS7000iAW 9 ORMS,Outdoor Air/Water,Inverter,R410a,2.35,2017-07-18,35.0,56.0,6.0,17,EN 14825,average,2287,5100,-0.03921135435027008,-0.0075363294655722566,1.1144383205069401,-0.04009942958818379,0.004862932606051402,0.39409636969234096,0.22071737099455954,-0.10341585438783654,8.118659198569034,1.0
Bosch Thermotechnik,Bosch CS7000iAW 9 ORM,Outdoor Air/Water,Inverter,R410a,2.35,2017-07-18,35.0,56.0,6.0,17,EN 14825,average,2287,5100,-0.03921135435027008,-0.0075363294655722566,1.1144383205069401,-0.04009942958818379,0.004862932606051402,0.39409636969234096,0.22071737099455954,-0.10341585438783654,8.118659198569034,1.0
Bosch Thermotechnik,Bosch CS7000iAW 9 ORB,Outdoor Air/Water,Inverter,R410a,2.35,2017-07-18,35.0,56.0,6.0,17,EN 14825,average,2287,5100,-0.03921135435027008,-0.0075363294655722566,1.1144383205069401,-0.04009942958818379,0.004862932606051402,0.39409636969234096,0.22071737099455954,-0.10341585438783654,8.118659198569034,1.0
