Manufacturer,Model,Type,Modus,Refrigerant,Mass of Refrigerant [kg],Date,SPL indoor [dBA],SPL outdoor [dBA],Prated [kW],PSB [W],Guideline,Climate,P_el_n [W],P_th_max [W],k1,k2,k3,k4,k5,k6,k7,k8,k9,Group
Johnson Controls-Hitachi AirConditioning Spain,RAS-3WHVNP RWD-3.0NWSE-260S Solar - Heating Only,Outdoor Air/Water,Inverter,R410a,1.7,2020-12-17,37.0,64.0,6.0,11,EN 14825,average,2772,5100,-0.04282568068728345,-0.007691670482581825,1.061349878773655,-0.03884352402199963,0.005307161368152443,0.33794326538968994,0.1522207967038794,-0.06120665510491283,5.802455980940572,1.0
Johnson Controls-Hitachi AirConditioning Spain,RAS-3WHVNP RWM-3.0NE - with cooling,Outdoor Air/Water,Inverter,R410a,1.7,2020-12-17,37.0,64.0,6.0,11,EN 14825,average,2772,5100,-0.04282568068728345,-0.007691670482581825,1.061349878773655,-0.03884352402199963,0.005307161368152443,0.33794326538968994,0.1522207967038794,-0.06120665510491283,5.802455980940572,1.0
Johnson Controls-Hitachi AirConditioning Spain,RAS-3WHVNP RWD-3.0NWE-200S - with,Outdoor Air/Water,Inverter,R410a,1.7,2020-12-17,37.0,64.0,6.0,11,EN 14825,average,2772,5100,-0.04282568068728345,-0.007691670482581825,1.061349878773655,-0.03884352402199963,0.005307161368152443,0.33794326538968994,0.1522207967038794,-0.06120665510491283,5.802455980940572,1.0
Johnson Controls-Hitachi AirConditioning Spain,RAS-3WHVNP RWD-3.0NWE-260S - with,Outdoor Air/Water,Inverter,R410a,1.7,2020-12-17,37.0,64.0,6.0,11,EN 14825,average,2772,5100,-0.04282568068728345,-0.007691670482581825,1.061349878773655,-0.03884352402199963,0.005307161368152443,0.33794326538968994,0.1522207967038794,-0.06120665510491283,5.802455980940572,1.0
Johnson Controls-Hitachi AirConditioning Spain,RAS-3WHVNP RWD-3.0NWSE-260S Solar - with cooling kit,Outdoor Air/Water,Inverter,R410a,1.7,2020-12-17,37.0,64.0,6.0,11,EN 14825,average,2772,5100,-0.04282568068728345,-0.007691670482581825,1.061349878773655,-0.03884352402199963,0.005307161368152443,0.33794326538968994,0.1522207967038794,-0.06120665510491283,5.802455980940572,1.0
Johnson Controls-Hitachi AirConditioning Spain,01. RAS-2.5WHVRP RWM-2.5NRE Heating Only,Outdoor Air/Water,Inverter,R32,1.3,2019-08-02,37.0,63.0,5.0,12,EN 14825,average,2389,4420,-0.031181621836675694,-0.009819052861487522,1.1986452565510481,-0.032673079408080695,0.0075830729735676125,0.2505587204205366,0.1776909946256424,-0.09989365827346731,7.555676021392279,1.0
Johnson Controls-Hitachi AirConditioning Spain,02. RAS-2.5WHVRP RWM-2.5NRE - with,Outdoor Air/Water,Inverter,R32,1.3,2019-08-02,37.0,63.0,5.0,12,EN 14825,average,2389,4420,-0.031181621836675694,-0.009819052861487522,1.1986452565510481,-0.032673079408080695,0.0075830729735676125,0.2505587204205366,0.1776909946256424,-0.09989365827346731,7.555676021392279,1.0
Johnson Controls-Hitachi AirConditioning Spain,RAS-4WHVNPE RWM-4.0NE - Heating,Outdoor Air/Water,Inverter,R410a,3.3,2020-12-17,39.0,64.0,10.0,13,EN 14825,average,4778,8600,-0.0404609452805186,-0.00593597343734178,0.9830170466446588,-0.03245878423692566,0.009277880538872534,0.14623783058263815,0.13364881471565004,-0.08226958349661459,6.877746081191366,1.0
Johnson Controls-Hitachi AirConditioning Spain,RAS-4WHVNPE RWD-4.0NWE-200S Heating Only,Outdoor Air/Water,Inverter,R410a,3.3,2020-12-17,39.0,64.0,10.0,13,EN 14825,average,4778,8600,-0.0404609452805186,-0.00593597343734178,0.9830170466446588,-0.03245878423692566,0.009277880538872534,0.14623783058263815,0.13364881471565004,-0.08226958349661459,6.877746081191366,1.0
Johnson Controls-Hitachi AirConditioning Spain,RAS-4WHVNPE RWD-4.0NWE-260S Heating Only,Outdoor Air/Water,Inverter,R410a,3.3,2020-12-17,39.0,64.0,10.0,13,EN 14825,average,4778,8600,-0.0404609452805186,-0.00593597343734178,0.9830170466446588,-0.03245878423692566,0.009277880538872534,0.14623783058263815,0.13364881471565004,-0.08226958349661459,6.877746081191366,1.0
Johnson Controls-Hitachi AirConditioning Spain,RAS-4WHVNPE RWD-4.0NWE-200S-K UK- Heating Only,Outdoor Air/Water,Inverter,R410a,3.3,2020-12-17,39.0,64.0,10.0,13,EN 14825,average,4778,8600,-0.0404609452805186,-0.00593597343734178,0.9830170466446588,-0.03245878423692566,0.009277880538872534,0.14623783058263815,0.13364881471565004,-0.08226958349661459,6.877746081191366,1.0
Johnson Controls-Hitachi AirConditioning Spain,RAS-4WHVNPE RWD-4.0NWE-260S-K UK- Heating Only,Outdoor Air/Water,Inverter,R410a,3.3,2020-12-17,39.0,64.0,10.0,13,EN 14825,average,4778,8600,-0.0404609452805186,-0.00593597343734178,0.9830170466446588,-0.03245878423692566,0.009277880538872534,0.14623783058263815,0.13364881471565004,-0.08226958349661459,6.877746081191366,1.0
Johnson Controls-Hitachi AirConditioning Spain,RAS-4WHVNPE RWD-4.0NWSE-260S Solar - Heating Only,Outdoor Air/Water,Inverter,R410a,3.3,2020-12-17,39.0,64.0,10.0,13,EN 14825,average,4778,8600,-0.0404609452805186,-0.00593597343734178,0.9830170466446588,-0.03245878423692566,0.009277880538872534,0.14623783058263815,0.13364881471565004,-0.08226958349661459,6.877746081191366,1.0
Johnson Controls-Hitachi AirConditioning Spain,RAS-4WHVNPE RWM-4.0NE - with cooling,Outdoor Air/Water,Inverter,R410a,3.3,2020-12-17,39.0,64.0,10.0,13,EN 14825,average,4778,8600,-0.0404609452805186,-0.00593597343734178,0.9830170466446588,-0.03245878423692566,0.009277880538872534,0.14623783058263815,0.13364881471565004,-0.08226958349661459,6.877746081191366,1.0
Johnson Controls-Hitachi AirConditioning Spain,RAS-4WHVNPE RWD-4.0NWE-200S - with,Outdoor Air/Water,Inverter,R410a,3.3,2020-12-17,39.0,64.0,10.0,13,EN 14825,average,4778,8600,-0.0404609452805186,-0.00593597343734178,0.9830170466446588,-0.03245878423692566,0.009277880538872534,0.14623783058263815,0.13364881471565004,-0.08226958349661459,6.877746081191366,1.0
Johnson Controls-Hitachi AirConditioning Spain,RAS-4WHVNPE RWD-4.0NWE-260S - with,Outdoor Air/Water,Inverter,R410a,3.3,2020-12-17,39.0,64.0,10.0,13,EN 14825,average,4778,8600,-0.0404609452805186,-0.00593597343734178,0.9830170466446588,-0.03245878423692566,0.009277880538872534,0.14623783058263815,0.13364881471565004,-0.08226958349661459,6.877746081191366,1.0
Johnson Controls-Hitachi AirConditioning Spain,RAS-4WHVNPE RWD-4.0NWSE-260S Solar - with cooling kit,Outdoor Air/Water,Inverter,R410a,3.3,2020-12-17,39.0,64.0,10.0,13,EN 14825,average,4778,8600,-0.0404609452805186,-0.00593597343734178,0.9830170466446588,-0.03245878423692566,0.009277880538872534,0.14623783058263815,0.13364881471565004,-0.08226958349661459,6.877746081191366,1.0
Johnson Controls-Hitachi AirConditioning Spain,01. RAS-2.5WHVRP RWD-2.5NRWE-200S,Outdoor Air/Water,Inverter,R32,1.3,2019-08-08,37.0,63.0,5.0,12,EN 14825,average,2389,4420,-0.031181621836675694,-0.009819052861487522,1.1986452565510481,-0.032673079408080695,0.0075830729735676125,0.2505587204205366,0.1776909946256424,-0.09989365827346731,7.555676021392279,1.0
Johnson Controls-Hitachi AirConditioning Spain,02. RAS-2.5WHVRP RWD-2.5NRWE-200S,Outdoor Air/Water,Inverter,R32,1.3,2019-08-08,37.0,63.0,5.0,12,EN 14825,average,2389,4420,-0.031181621836675694,-0.009819052861487522,1.1986452565510481,-0.032673079408080695,0.0075830729735676125,0.2505587204205366,0.1776909946256424,-0.09989365827346731,7.555676021392279,1.0
Johnson Controls-Hitachi AirConditioning Spain,03. RAS-2.5WHVRP RWD-2.5NRWE-200SK -UK Version - Heating Only,Outdoor Air/Water,Inverter,R32,1.3,2019-08-08,37.0,63.0,5.0,12,EN 14825,average,2389,4420,-0.031181621836675694,-0.009819052861487522,1.1986452565510481,-0.032673079408080695,0.0075830729735676125,0.2505587204205366,0.1776909946256424,-0.09989365827346731,7.555676021392279,1.0
Johnson Controls-Hitachi AirConditioning Spain,04. RAS-2.5WHVRP RWD-2.5NRWE-200SK -UK Version - with cooling kit,Outdoor Air/Water,Inverter,R32,1.3,2019-08-08,37.0,63.0,5.0,12,EN 14825,average,2389,4420,-0.031181621836675694,-0.009819052861487522,1.1986452565510481,-0.032673079408080695,0.0075830729735676125,0.2505587204205366,0.1776909946256424,-0.09989365827346731,7.555676021392279,1.0
Johnson Controls-Hitachi AirConditioning Spain,RAS-5WHVNPE RWM-5.0NE - Heating,Outdoor Air/Water,Inverter,R410a,3.4,2020-12-17,39.0,65.0,12.0,13,EN 14825,average,6029,10250,-0.047857961773326754,-0.008630211148309306,1.0922151549175765,-0.03687710848709399,0.006878097021600544,0.2437922026368076,0.13606775674474803,-0.06972640604751128,6.214358058702282,1.0
Johnson Controls-Hitachi AirConditioning Spain,RAS-5WHVNPE RWD-5.0NWE-200S Heating Only,Outdoor Air/Water,Inverter,R410a,3.4,2020-12-17,39.0,65.0,12.0,13,EN 14825,average,6029,10250,-0.047857961773326754,-0.008630211148309306,1.0922151549175765,-0.03687710848709399,0.006878097021600544,0.2437922026368076,0.13606775674474803,-0.06972640604751128,6.214358058702282,1.0
Johnson Controls-Hitachi AirConditioning Spain,RAS-5WHVNPE RWD-5.0NWE-260S Heating Only,Outdoor Air/Water,Inverter,R410a,3.4,2020-12-17,39.0,65.0,12.0,13,EN 14825,average,6029,10250,-0.047857961773326754,-0.008630211148309306,1.0922151549175765,-0.03687710848709399,0.006878097021600544,0.2437922026368076,0.13606775674474803,-0.06972640604751128,6.214358058702282,1.0
Johnson Controls-Hitachi AirConditioning Spain,RAS-5WHVNPE RWD-5.0NWE-200S-K UK- Heating Only,Outdoor Air/Water,Inverter,R410a,3.4,2020-12-17,39.0,65.0,12.0,13,EN 14825,average,6029,10250,-0.047857961773326754,-0.008630211148309306,1.0922151549175765,-0.03687710848709399,0.006878097021600544,0.2437922026368076,0.13606775674474803,-0.06972640604751128,6.214358058702282,1.0
Johnson Controls-Hitachi AirConditioning Spain,RAS-5WHVNPE RWD-5.0NWE-260S-K UK- Heating Only,Outdoor Air/Water,Inverter,R410a,3.4,2020-12-17,39.0,65.0,12.0,13,EN 14825,average,6029,10250,-0.047857961773326754,-0.008630211148309306,1.0922151549175765,-0.03687710848709399,0.006878097021600544,0.2437922026368076,0.13606775674474803,-0.06972640604751128,6.214358058702282,1.0
Johnson Controls-Hitachi AirConditioning Spain,RAS-5WHVNPE RWD-5.0NWSE-260S Solar - Heating Only,Outdoor Air/Water,Inverter,R410a,3.4,2020-12-17,39.0,65.0,12.0,13,EN 14825,average,6029,10250,-0.047857961773326754,-0.008630211148309306,1.0922151549175765,-0.03687710848709399,0.006878097021600544,0.2437922026368076,0.13606775674474803,-0.06972640604751128,6.214358058702282,1.0
Johnson Controls-Hitachi AirConditioning Spain,RAS-5WHVNPE RWM-5.0NE - with cooling,Outdoor Air/Water,Inverter,R410a,3.4,2020-12-17,39.0,65.0,12.0,13,EN 14825,average,6029,10250,-0.047857961773326754,-0.008630211148309306,1.0922151549175765,-0.03687710848709399,0.006878097021600544,0.2437922026368076,0.13606775674474803,-0.06972640604751128,6.214358058702282,1.0
Johnson Controls-Hitachi AirConditioning Spain,RAS-5WHVNPE RWD-5.0NWE-200S - with,Outdoor Air/Water,Inverter,R410a,3.4,2020-12-17,39.0,65.0,12.0,13,EN 14825,average,6029,10250,-0.047857961773326754,-0.008630211148309306,1.0922151549175765,-0.03687710848709399,0.006878097021600544,0.2437922026368076,0.13606775674474803,-0.06972640604751128,6.214358058702282,1.0
Johnson Controls-Hitachi AirConditioning Spain,RAS-5WHVNPE RWD-5.0NWE-260S - with,Outdoor Air/Water,Inverter,R410a,3.4,2020-12-17,39.0,65.0,12.0,13,EN 14825,average,6029,10250,-0.047857961773326754,-0.008630211148309306,1.0922151549175765,-0.03687710848709399,0.006878097021600544,0.2437922026368076,0.13606775674474803,-0.06972640604751128,6.214358058702282,1.0
Johnson Controls-Hitachi AirConditioning Spain,RAS-5WHVNPE RWD-5.0NWSE-260S Solar - with cooling kit,Outdoor Air/Water,Inverter,R410a,3.4,2020-12-17,39.0,65.0,12.0,13,EN 14825,average,6029,10250,-0.047857961773326754,-0.008630211148309306,1.0922151549175765,-0.03687710848709399,0.006878097021600544,0.2437922026368076,0.13606775674474803,-0.06972640604751128,6.214358058702282,1.0
Johnson Controls-Hitachi AirConditioning Spain,01. RAS-2.5WHVRP RWD-2.5NRWE-260S,Outdoor Air/Water,Inverter,R32,1.3,2019-08-08,37.0,63.0,5.0,12,EN 14825,average,2389,4420,-0.031181621836675694,-0.009819052861487522,1.1986452565510481,-0.032673079408080695,0.0075830729735676125,0.2505587204205366,0.1776909946256424,-0.09989365827346731,7.555676021392279,1.0
Johnson Controls-Hitachi AirConditioning Spain,02. RAS-2.5WHVRP RWD-2.5NRWE-260S,Outdoor Air/Water,Inverter,R32,1.3,2019-08-08,37.0,63.0,5.0,12,EN 14825,average,2389,4420,-0.031181621836675694,-0.009819052861487522,1.1986452565510481,-0.032673079408080695,0.0075830729735676125,0.2505587204205366,0.1776909946256424,-0.09989365827346731,7.555676021392279,1.0
Johnson Controls-Hitachi AirConditioning Spain,03. RAS-2.5WHVRP RWD-2.5NRWE-260SK - UK Version - Heating Only,Outdoor Air/Water,Inverter,R32,1.3,2019-08-08,37.0,63.0,5.0,12,EN 14825,average,2389,4420,-0.031181621836675694,-0.009819052861487522,1.1986452565510481,-0.032673079408080695,0.0075830729735676125,0.2505587204205366,0.1776909946256424,-0.09989365827346731,7.555676021392279,1.0
Johnson Controls-Hitachi AirConditioning Spain,04. RAS-2.5WHVRP RWD-2.5NRWE-260SK - UK Version - with cooling kit,Outdoor Air/Water,Inverter,R32,1.3,2019-08-08,37.0,63.0,5.0,12,EN 14825,average,2389,4420,-0.031181621836675694,-0.009819052861487522,1.1986452565510481,-0.032673079408080695,0.0075830729735676125,0.2505587204205366,0.1776909946256424,-0.09989365827346731,7.555676021392279,1.0
Johnson Controls-Hitachi AirConditioning Spain,05. RAS-2.5WHVRP RWD-2.5NRWSE260S - Solar Version - Heating Only,Outdoor Air/Water,Inverter,R32,1.3,2019-08-08,37.0,63.0,5.0,12,EN 14825,average,2389,4420,-0.031181621836675694,-0.009819052861487522,1.1986452565510481,-0.032673079408080695,0.0075830729735676125,0.2505587204205366,0.1776909946256424,-0.09989365827346731,7.555676021392279,1.0
Johnson Controls-Hitachi AirConditioning Spain,06. RAS-2.5WHVRP RWD-2.5NRWSE260S - Solar Version - with cooling kit,Outdoor Air/Water,Inverter,R32,1.3,2019-08-08,37.0,63.0,5.0,12,EN 14825,average,2389,4420,-0.031181621836675694,-0.009819052861487522,1.1986452565510481,-0.032673079408080695,0.0075830729735676125,0.2505587204205366,0.1776909946256424,-0.09989365827346731,7.555676021392279,1.0
Johnson Controls-Hitachi AirConditioning Spain,RAS-6WHVNPE RWM-6.0NE - Heating,Outdoor Air/Water,Inverter,R410a,3.4,2020-12-17,39.0,67.0,14.0,13,EN 14825,average,7000,11200,-0.052915259568519356,-0.011515421619048257,1.2183228123588883,-0.040601591484002574,0.00446167222000186,0.3506105876314443,0.15373955553306298,-0.051362338376053994,5.239991937311124,1.0
Johnson Controls-Hitachi AirConditioning Spain,RAS-6WHVNPE RWD-6.0NWE-200S Heating Only,Outdoor Air/Water,Inverter,R410a,3.4,2020-12-17,39.0,67.0,14.0,13,EN 14825,average,7000,11200,-0.052915259568519356,-0.011515421619048257,1.2183228123588883,-0.040601591484002574,0.00446167222000186,0.3506105876314443,0.15373955553306298,-0.051362338376053994,5.239991937311124,1.0
Johnson Controls-Hitachi AirConditioning Spain,RAS-6WHVNPE RWD-6.0NWE-260S Heating Only,Outdoor Air/Water,Inverter,R410a,3.4,2020-12-17,39.0,67.0,14.0,13,EN 14825,average,7000,11200,-0.052915259568519356,-0.011515421619048257,1.2183228123588883,-0.040601591484002574,0.00446167222000186,0.3506105876314443,0.15373955553306298,-0.051362338376053994,5.239991937311124,1.0
Johnson Controls-Hitachi AirConditioning Spain,RAS-6WHVNPE RWD-6.0NWE-200S-K UK- Heating Only,Outdoor Air/Water,Inverter,R410a,3.4,2020-12-17,39.0,67.0,14.0,13,EN 14825,average,7000,11200,-0.052915259568519356,-0.011515421619048257,1.2183228123588883,-0.040601591484002574,0.00446167222000186,0.3506105876314443,0.15373955553306298,-0.051362338376053994,5.239991937311124,1.0
Johnson Controls-Hitachi AirConditioning Spain,RAS-6WHVNPE RWD-6.0NWE-260S-K UK- Heating Only,Outdoor Air/Water,Inverter,R410a,3.4,2020-12-17,39.0,67.0,14.0,13,EN 14825,average,7000,11200,-0.052915259568519356,-0.011515421619048257,1.2183228123588883,-0.040601591484002574,0.00446167222000186,0.3506105876314443,0.15373955553306298,-0.051362338376053994,5.239991937311124,1.0
Johnson Controls-Hitachi AirConditioning Spain,RAS-6WHVNPE RWD-6.0NWSE-260S Solar - Heating Only,Outdoor Air/Water,Inverter,R410a,3.4,2020-12-17,39.0,67.0,14.0,13,EN 14825,average,7000,11200,-0.052915259568519356,-0.011515421619048257,1.2183228123588883,-0.040601591484002574,0.00446167222000186,0.3506105876314443,0.15373955553306298,-0.051362338376053994,5.239991937311124,1.0
Johnson Controls-Hitachi AirConditioning Spain,RAS-6WHVNPE RWM-6.0NE - with cooling,Outdoor Air/Water,Inverter,R410a,3.4,2020-12-17,39.0,67.0,14.0,13,EN 14825,average,7000,11200,-0.052915259568519356,-0.011515421619048257,1.2183228123588883,-0.040601591484002574,0.00446167222000186,0.3506105876314443,0.15373955553306298,-0.051362338376053994,5.239991937311124,1.0
Johnson Controls-Hitachi AirConditioning Spain,RAS-6WHVNPE RWD-6.0NWE-200S - with,Outdoor Air/Water,Inverter,R410a,3.4,2020-12-17,39.0,67.0,14.0,13,EN 14825,average,7000,11200,-0.052915259568519356,-0.011515421619048257,1.2183228123588883,-0.040601591484002574,0.00446167222000186,0.3506105876314443,0.15373955553306298,-0.051362338376053994,5.239991937311124,1.0
Johnson Controls-Hitachi AirConditioning Spain,RAS-6WHVNPE RWD-6.0NWE-260S - with,Outdoor Air/Water,Inverter,R410a,3.4,2020-12-17,39.0,67.0,14.0,13,EN 14825,average,7000,11200,-0.052915259568519356,-0.011515421619048257,1.2183228123588883,-0.040601591484002574,0.00446167222000186,0.3506105876314443,0.15373955553306298,-0.051362338376053994,5.239991937311124,1.0
Johnson Controls-Hitachi AirConditioning Spain,RAS-6WHVNPE RWD-6.0NWSE-260S Solar - with cooling kit,Outdoor Air/Water,Inverter,R410a,3.4,2020-12-17,39.0,67.0,14.0,13,EN 14825,average,7000,11200,-0.052915259568519356,-0.011515421619048257,1.2183228123588883,-0.040601591484002574,0.00446167222000186,0.3506105876314443,0.15373955553306298,-0.051362338376053994,5.239991937311124,1.0
Johnson Controls-Hitachi AirConditioning Spain,01. RAS-3WHVRP RWM-3.0NRE - Heating,Outdoor Air/Water,Inverter,R32,1.3,2019-08-02,37.0,67.0,6.0,12,EN 14825,average,2772,5100,-0.04069425012498656,-0.013536820904351612,1.3084933881083642,-0.036881563879729934,0.006444139908482088,0.28712263752945594,0.2040303840322094,-0.12146916422975827,8.435146176285212,1.0
Johnson Controls-Hitachi AirConditioning Spain,02. RAS-3WHVRP RWM-3.0NRE - with,Outdoor Air/Water,Inverter,R32,1.3,2019-08-02,37.0,67.0,6.0,12,EN 14825,average,2772,5100,-0.04069425012498656,-0.013536820904351612,1.3084933881083642,-0.036881563879729934,0.006444139908482088,0.28712263752945594,0.2040303840322094,-0.12146916422975827,8.435146176285212,1.0
Johnson Controls-Hitachi AirConditioning Spain,RAS-4WHNPE RWM-4.0NE - Heating Only,Outdoor Air/Water,Inverter,R1234yf,3.4,2020-12-17,39.0,64.0,10.0,19,EN 14825,average,4778,8600,-0.0404609452805186,-0.00593597343734178,0.9830170466446588,-0.03245878423692566,0.009277880538872534,0.14623783058263815,0.13364881471565004,-0.08226958349661459,6.877746081191366,1.0
Johnson Controls-Hitachi AirConditioning Spain,RAS-4WHNPE RWD-4.0NWE-200S Heating Only (tri),Outdoor Air/Water,Inverter,R1234yf,3.4,2020-12-17,39.0,64.0,10.0,19,EN 14825,average,4778,8600,-0.0404609452805186,-0.00593597343734178,0.9830170466446588,-0.03245878423692566,0.009277880538872534,0.14623783058263815,0.13364881471565004,-0.08226958349661459,6.877746081191366,1.0
Johnson Controls-Hitachi AirConditioning Spain,RAS-4WHNPE RWD-4.0NWE-260S Heating Only (tri),Outdoor Air/Water,Inverter,R1234yf,3.4,2020-12-17,39.0,64.0,10.0,19,EN 14825,average,4778,8600,-0.0404609452805186,-0.00593597343734178,0.9830170466446588,-0.03245878423692566,0.009277880538872534,0.14623783058263815,0.13364881471565004,-0.08226958349661459,6.877746081191366,1.0
Johnson Controls-Hitachi AirConditioning Spain,RAS-4WHNPE RWD-4.0NWE-200S-K - UKHeating Only (tri),Outdoor Air/Water,Inverter,R1234yf,3.4,2020-12-17,39.0,64.0,10.0,19,EN 14825,average,4778,8600,-0.0404609452805186,-0.00593597343734178,0.9830170466446588,-0.03245878423692566,0.009277880538872534,0.14623783058263815,0.13364881471565004,-0.08226958349661459,6.877746081191366,1.0
Johnson Controls-Hitachi AirConditioning Spain,RAS-4WHNPE RWD-4.0NWE-260S-K - UKHeating Only (tri),Outdoor Air/Water,Inverter,R1234yf,3.4,2020-12-17,39.0,64.0,10.0,19,EN 14825,average,4778,8600,-0.0404609452805186,-0.00593597343734178,0.9830170466446588,-0.03245878423692566,0.009277880538872534,0.14623783058263815,0.13364881471565004,-0.08226958349661459,6.877746081191366,1.0
Johnson Controls-Hitachi AirConditioning Spain,RAS-4WHNPE RWD-4.0NWSE-260S Solar - Heating Only (tri),Outdoor Air/Water,Inverter,R1234yf,3.4,2020-12-17,39.0,64.0,10.0,19,EN 14825,average,4778,8600,-0.0404609452805186,-0.00593597343734178,0.9830170466446588,-0.03245878423692566,0.009277880538872534,0.14623783058263815,0.13364881471565004,-0.08226958349661459,6.877746081191366,1.0
Johnson Controls-Hitachi AirConditioning Spain,RAS-4WHNPE RWM-4.0NE - with cooling,Outdoor Air/Water,Inverter,R1234yf,3.4,2020-12-17,39.0,64.0,10.0,19,EN 14825,average,4778,8600,-0.0404609452805186,-0.00593597343734178,0.9830170466446588,-0.03245878423692566,0.009277880538872534,0.14623783058263815,0.13364881471565004,-0.08226958349661459,6.877746081191366,1.0
Johnson Controls-Hitachi AirConditioning Spain,RAS-4WHNPE RWD-4.0NWE-200S - with,Outdoor Air/Water,Inverter,R1234yf,3.4,2020-12-17,39.0,64.0,10.0,19,EN 14825,average,4778,8600,-0.0404609452805186,-0.00593597343734178,0.9830170466446588,-0.03245878423692566,0.009277880538872534,0.14623783058263815,0.13364881471565004,-0.08226958349661459,6.877746081191366,1.0
Johnson Controls-Hitachi AirConditioning Spain,RAS-4WHNPE RWD-4.0NWE-260S - with,Outdoor Air/Water,Inverter,R1234yf,3.4,2020-12-17,39.0,64.0,10.0,19,EN 14825,average,4778,8600,-0.0404609452805186,-0.00593597343734178,0.9830170466446588,-0.03245878423692566,0.009277880538872534,0.14623783058263815,0.13364881471565004,-0.08226958349661459,6.877746081191366,1.0
Johnson Controls-Hitachi AirConditioning Spain,RAS-4WHNPE RWD-4.0NWSE-260S Solar - with cooling kit (tri),Outdoor Air/Water,Inverter,R1234yf,3.4,2020-12-17,39.0,64.0,10.0,19,EN 14825,average,4778,8600,-0.0404609452805186,-0.00593597343734178,0.9830170466446588,-0.03245878423692566,0.009277880538872534,0.14623783058263815,0.13364881471565004,-0.08226958349661459,6.877746081191366,1.0
Johnson Controls-Hitachi AirConditioning Spain,01. RAS-3WHVRP RWD-3.0NRWE-200S Heating Only,Outdoor Air/Water,Inverter,R32,1.3,2019-08-08,37.0,67.0,6.0,12,EN 14825,average,2772,5100,-0.04069425012498656,-0.013536820904351612,1.3084933881083642,-0.036881563879729934,0.006444139908482088,0.28712263752945594,0.2040303840322094,-0.12146916422975827,8.435146176285212,1.0
Johnson Controls-Hitachi AirConditioning Spain,02. RAS-3WHVRP RWD-3.0NRWE-200S with cooling kit,Outdoor Air/Water,Inverter,R32,1.3,2019-08-08,37.0,67.0,6.0,12,EN 14825,average,2772,5100,-0.04069425012498656,-0.013536820904351612,1.3084933881083642,-0.036881563879729934,0.006444139908482088,0.28712263752945594,0.2040303840322094,-0.12146916422975827,8.435146176285212,1.0
Johnson Controls-Hitachi AirConditioning Spain,03. RAS-3WHVRP RWD-3.0NRWE-200S-K,Outdoor Air/Water,Inverter,R32,1.3,2019-08-08,37.0,67.0,6.0,12,EN 14825,average,2772,5100,-0.04069425012498656,-0.013536820904351612,1.3084933881083642,-0.036881563879729934,0.006444139908482088,0.28712263752945594,0.2040303840322094,-0.12146916422975827,8.435146176285212,1.0
Johnson Controls-Hitachi AirConditioning Spain,04. RAS-3WHVRP RWD-3.0NRWE-200S-K,Outdoor Air/Water,Inverter,R32,1.3,2019-08-08,37.0,67.0,6.0,12,EN 14825,average,2772,5100,-0.04069425012498656,-0.013536820904351612,1.3084933881083642,-0.036881563879729934,0.006444139908482088,0.28712263752945594,0.2040303840322094,-0.12146916422975827,8.435146176285212,1.0
Johnson Controls-Hitachi AirConditioning Spain,RAS-5WHNPE RWM-5.0NE - Heating Only,Outdoor Air/Water,Inverter,R410a,3.4,2020-12-17,39.0,65.0,12.0,19,EN 14825,average,6029,10250,-0.047857961773326754,-0.008630211148309306,1.0922151549175765,-0.03687710848709399,0.006878097021600544,0.2437922026368076,0.13606775674474803,-0.06972640604751128,6.214358058702282,1.0
Johnson Controls-Hitachi AirConditioning Spain,RAS-5WHNPE RWD-5.0NWE-200S Heating Only,Outdoor Air/Water,Inverter,R410a,3.4,2020-12-17,39.0,65.0,12.0,19,EN 14825,average,6029,10250,-0.047857961773326754,-0.008630211148309306,1.0922151549175765,-0.03687710848709399,0.006878097021600544,0.2437922026368076,0.13606775674474803,-0.06972640604751128,6.214358058702282,1.0
Johnson Controls-Hitachi AirConditioning Spain,RAS-5WHNPE RWD-5.0NWE-260S Heating Only,Outdoor Air/Water,Inverter,R410a,3.4,2020-12-17,39.0,65.0,12.0,19,EN 14825,average,6029,10250,-0.047857961773326754,-0.008630211148309306,1.0922151549175765,-0.03687710848709399,0.006878097021600544,0.2437922026368076,0.13606775674474803,-0.06972640604751128,6.214358058702282,1.0
Johnson Controls-Hitachi AirConditioning Spain,RAS-5WHNPE RWD-5.0NWE-200S-K - UKHeating Only,Outdoor Air/Water,Inverter,R410a,3.4,2020-12-17,39.0,65.0,12.0,19,EN 14825,average,6029,10250,-0.047857961773326754,-0.008630211148309306,1.0922151549175765,-0.03687710848709399,0.006878097021600544,0.2437922026368076,0.13606775674474803,-0.06972640604751128,6.214358058702282,1.0
Johnson Controls-Hitachi AirConditioning Spain,RAS-5WHNPE RWD-5.0NWE-260S-K - UKHeating Only,Outdoor Air/Water,Inverter,R410a,3.4,2020-12-17,39.0,65.0,12.0,19,EN 14825,average,6029,10250,-0.047857961773326754,-0.008630211148309306,1.0922151549175765,-0.03687710848709399,0.006878097021600544,0.2437922026368076,0.13606775674474803,-0.06972640604751128,6.214358058702282,1.0
