Model,k1,k2,k3,k4,k5,k6,k7,k8,k9,Modus
NIMBUS PLUS 40 M NET,-171.84376070512872,-24.380595150663247,4046.4433781057105,-58.95495071744257,13.900477773013975,442.64215012431833,0.11052831058698194,-0.12257445521592769,8.37847693269115,Inverter
NIMBUS POCKET 40 M NET,-171.84376070512872,-24.380595150663247,4046.4433781057105,-58.95495071744257,13.900477773013975,442.64215012431833,0.11052831058698194,-0.12257445521592769,8.37847693269115,Inverter
AEROTOP MONO 04M-CRX 1Z,-171.84376070512872,-24.380595150663247,4046.4433781057105,-58.95495071744257,13.900477773013975,442.64215012431833,0.11052831058698194,-0.12257445521592769,8.37847693269115,Inverter
AEROTOP MONO 04M-CRX 2Z,-171.84376070512872,-24.380595150663247,4046.4433781057105,-58.95495071744257,13.900477773013975,442.64215012431833,0.11052831058698194,-0.12257445521592769,8.37847693269115,Inverter
ARIANEXT COMPACT 40 M 2Z LINK,-171.84376070512872,-24.380595150663247,4046.4433781057105,-58.95495071744257,13.900477773013975,442.64215012431833,0.11052831058698194,-0.12257445521592769,8.37847693269115,Inverter
ARIANEXT COMPACT 40 M LINK,-171.84376070512872,-24.380595150663247,4046.4433781057105,-58.95495071744257,13.900477773013975,442.64215012431833,0.11052831058698194,-0.12257445521592769,8.37847693269115,Inverter
ARIANEXT FLEX 40 M 2Z H LINK,-171.84376070512872,-24.380595150663247,4046.4433781057105,-58.95495071744257,13.900477773013975,442.64215012431833,0.11052831058698194,-0.12257445521592769,8.37847693269115,Inverter
ARIANEXT FLEX 40 M 2Z LINK,-171.84376070512872,-24.380595150663247,4046.4433781057105,-58.95495071744257,13.900477773013975,442.64215012431833,0.11052831058698194,-0.12257445521592769,8.37847693269115,Inverter
ARIANEXT FLEX 40 M LINK,-171.84376070512872,-24.380595150663247,4046.4433781057105,-58.95495071744257,13.900477773013975,442.64215012431833,0.11052831058698194,-0.12257445521592769,8.37847693269115,Inverter
ARIANEXT FLEX 40 M H LINK,-171.84376070512872,-24.380595150663247,4046.4433781057105,-58.95495071744257,13.900477773013975,442.64215012431833,0.11052831058698194,-0.12257445521592769,8.37847693269115,Inverter
NIMBUS COMPACT 40 M 2Z NET,-171.84376070512872,-24.380595150663247,4046.4433781057105,-58.95495071744257,13.900477773013975,442.64215012431833,0.11052831058698194,-0.12257445521592769,8.37847693269115,Inverter
NIMBUS COMPACT 40 M NET,-171.84376070512872,-24.380595150663247,4046.4433781057105,-58.95495071744257,13.900477773013975,442.64215012431833,0.11052831058698194,-0.12257445521592769,8.37847693269115,Inverter
NIMBUS FLEX 40 M 2Z H NET,-171.84376070512872,-24.380595150663247,4046.4433781057105,-58.95495071744257,13.900477773013975,442.64215012431833,0.11052831058698194,-0.12257445521592769,8.37847693269115,Inverter
NIMBUS FLEX 40 M 2Z NET,-171.84376070512872,-24.380595150663247,4046.4433781057105,-58.95495071744257,13.900477773013975,442.64215012431833,0.11052831058698194,-0.12257445521592769,8.37847693269115,Inverter
NIMBUS FLEX 40 M H NET,-171.84376070512872,-24.380595150663247,4046.4433781057105,-58.95495071744257,13.900477773013975,442.64215012431833,0.11052831058698194,-0.12257445521592769,8.37847693269115,Inverter
NIMBUS FLEX 40 M NET,-171.84376070512872,-24.380595150663247,4046.4433781057105,-58.95495071744257,13.900477773013975,442.64215012431833,0.11052831058698194,-0.12257445521592769,8.37847693269115,Inverter
ARIANEXT COMPACT 40 M 2Z,-178.11435038390613,-26.356121041224014,4091.8918869948457,-58.68998719841679,16.51325802954314,369.0217099854814,0.08470997830787817,-0.10410035820649306,7.653214889006155,Inverter
ARIANEXT COMPACT 40 M,-178.11435038390613,-26.356121041224014,4091.8918869948457,-58.68998719841679,16.51325802954314,369.0217099854814,0.08470997830787817,-0.10410035820649306,7.653214889006155,Inverter
ARIANEXT FLEX 40 M 2Z H,-178.11435038390613,-26.356121041224014,4091.8918869948457,-58.68998719841679,16.51325802954314,369.0217099854814,0.08470997830787817,-0.10410035820649306,7.653214889006155,Inverter
ARIANEXT FLEX 40 M 2Z,-178.11435038390613,-26.356121041224014,4091.8918869948457,-58.68998719841679,16.51325802954314,369.0217099854814,0.08470997830787817,-0.10410035820649306,7.653214889006155,Inverter
ARIANEXT FLEX 40 M H,-178.11435038390613,-26.356121041224014,4091.8918869948457,-58.68998719841679,16.51325802954314,369.0217099854814,0.08470997830787817,-0.10410035820649306,7.653214889006155,Inverter
ARIANEXT FLEX 40 M,-178.11435038390613,-26.356121041224014,4091.8918869948457,-58.68998719841679,16.51325802954314,369.0217099854814,0.08470997830787817,-0.10410035820649306,7.653214889006155,Inverter
ENERGION M PLUS 4,-171.84376070512872,-24.380595150663247,4046.4433781057105,-58.95495071744257,13.900477773013975,442.64215012431833,0.11052831058698194,-0.12257445521592769,8.37847693269115,Inverter
ENERGION M LIGHT 4,-171.84376070512872,-24.380595150663247,4046.4433781057105,-58.95495071744257,13.900477773013975,442.64215012431833,0.11052831058698194,-0.12257445521592769,8.37847693269115,Inverter
ENERGION M PLUS 4 2Z,-171.84376070512872,-24.380595150663247,4046.4433781057105,-58.95495071744257,13.900477773013975,442.64215012431833,0.11052831058698194,-0.12257445521592769,8.37847693269115,Inverter
ENERGION M FLEX 4 180 e,-171.84376070512872,-24.380595150663247,4046.4433781057105,-58.95495071744257,13.900477773013975,442.64215012431833,0.11052831058698194,-0.12257445521592769,8.37847693269115,Inverter
ENERGION M FLEX 4 2Z 180 e,-171.84376070512872,-24.380595150663247,4046.4433781057105,-58.95495071744257,13.900477773013975,442.64215012431833,0.11052831058698194,-0.12257445521592769,8.37847693269115,Inverter
ENERGION M COMPACT 4,-171.84376070512872,-24.380595150663247,4046.4433781057105,-58.95495071744257,13.900477773013975,442.64215012431833,0.11052831058698194,-0.12257445521592769,8.37847693269115,Inverter
ENERGION M COMPACT 4 2Z,-171.84376070512872,-24.380595150663247,4046.4433781057105,-58.95495071744257,13.900477773013975,442.64215012431833,0.11052831058698194,-0.12257445521592769,8.37847693269115,Inverter
ENERGION M HYBRIDall 4,-171.84376070512872,-24.380595150663247,4046.4433781057105,-58.95495071744257,13.900477773013975,442.64215012431833,0.11052831058698194,-0.12257445521592769,8.37847693269115,Inverter
ATAG p ENERGION M HYBRIDzone 4,-171.84376070512872,-24.380595150663247,4046.4433781057105,-58.95495071744257,13.900477773013975,442.64215012431833,0.11052831058698194,-0.12257445521592769,8.37847693269115,Inverter
ATAG i ENERGION M HYBRIDzone 4,-171.84376070512872,-24.380595150663247,4046.4433781057105,-58.95495071744257,13.900477773013975,442.64215012431833,0.11052831058698194,-0.12257445521592769,8.37847693269115,Inverter
NIMBUS M HYBRID 4 NET,-171.84376070512872,-24.380595150663247,4046.4433781057105,-58.95495071744257,13.900477773013975,442.64215012431833,0.11052831058698194,-0.12257445521592769,8.37847693269115,Inverter
NIMBUS M HYBRID FLEX 4 NET,-171.84376070512872,-24.380595150663247,4046.4433781057105,-58.95495071744257,13.900477773013975,442.64215012431833,0.11052831058698194,-0.12257445521592769,8.37847693269115,Inverter
NIMBUS M HYBRID UNIVERSAL 4 NET,-171.84376070512872,-24.380595150663247,4046.4433781057105,-58.95495071744257,13.900477773013975,442.64215012431833,0.11052831058698194,-0.12257445521592769,8.37847693269115,Inverter
ARIANEXT M HYBRID 4 LINK,-171.84376070512872,-24.380595150663247,4046.4433781057105,-58.95495071744257,13.900477773013975,442.64215012431833,0.11052831058698194,-0.12257445521592769,8.37847693269115,Inverter
ARIANEXT M HYBRID 40,-171.84376070512872,-24.380595150663247,4046.4433781057105,-58.95495071744257,13.900477773013975,442.64215012431833,0.11052831058698194,-0.12257445521592769,8.37847693269115,Inverter
ARIANEXT M HYBRID FLEX 4 LINK,-171.84376070512872,-24.380595150663247,4046.4433781057105,-58.95495071744257,13.900477773013975,442.64215012431833,0.11052831058698194,-0.12257445521592769,8.37847693269115,Inverter
ARIANEXT M HYBRID UNIVERSAL 4 LINK,-171.84376070512872,-24.380595150663247,4046.4433781057105,-58.95495071744257,13.900477773013975,442.64215012431833,0.11052831058698194,-0.12257445521592769,8.37847693269115,Inverter
AEROTOP HYBRID MINI EVO 04X,-171.84376070512872,-24.380595150663247,4046.4433781057105,-58.95495071744257,13.900477773013975,442.64215012431833,0.11052831058698194,-0.12257445521592769,8.37847693269115,Inverter
AEROTOP HYBRID MINI EVO 4,-171.84376070512872,-24.380595150663247,4046.4433781057105,-58.95495071744257,13.900477773013975,442.64215012431833,0.11052831058698194,-0.12257445521592769,8.37847693269115,Inverter
AEROTOP HYBRID UNIVERSAL 4,-171.84376070512872,-24.380595150663247,4046.4433781057105,-58.95495071744257,13.900477773013975,442.64215012431833,0.11052831058698194,-0.12257445521592769,8.37847693269115,Inverter
NIMBUS M FLEX IN 4 NET,-178.11435038390613,-26.356121041224014,4091.8918869948457,-58.68998719841679,16.51325802954314,369.0217099854814,0.08470997830787817,-0.10410035820649306,7.653214889006155,Inverter
ARIANEXT M FLEX IN 4 LINK,-178.11435038390613,-26.356121041224014,4091.8918869948457,-58.68998719841679,16.51325802954314,369.0217099854814,0.08470997830787817,-0.10410035820649306,7.653214889006155,Inverter
AEROTOP MONO BUILT-IN 04M-CRX,-178.11435038390613,-26.356121041224014,4091.8918869948457,-58.68998719841679,16.51325802954314,369.0217099854814,0.08470997830787817,-0.10410035820649306,7.653214889006155,Inverter
AEROTOP SPLIT 04-RX,-168.6033685438518,-20.025328153056673,3900.5500411341022,-59.29249762918823,13.79777464019086,430.91507153601077,0.13654620297505934,-0.12769625744346447,8.711044042436304,Inverter
ARIANEXT PLUS 40 S LINK,-168.6033685438518,-20.025328153056673,3900.5500411341022,-59.29249762918823,13.79777464019086,430.91507153601077,0.13654620297505934,-0.12769625744346447,8.711044042436304,Inverter
ARIANEXT PLUS 40 S,-168.6033685438518,-20.025328153056673,3900.5500411341022,-59.29249762918823,13.79777464019086,430.91507153601077,0.13654620297505934,-0.12769625744346447,8.711044042436304,Inverter
NIMBUS PLUS 40 S NET,-168.6033685438518,-20.025328153056673,3900.5500411341022,-59.29249762918823,13.79777464019086,430.91507153601077,0.13654620297505934,-0.12769625744346447,8.711044042436304,Inverter
AEROTOP SPLIT 04M-CRX,-168.6033685438518,-20.025328153056673,3900.5500411341022,-59.29249762918823,13.79777464019086,430.91507153601077,0.13654620297505934,-0.12769625744346447,8.711044042436304,Inverter
ARIANEXT COMPACT 40 S LINK,-168.6033685438518,-20.025328153056673,3900.5500411341022,-59.29249762918823,13.79777464019086,430.91507153601077,0.13654620297505934,-0.12769625744346447,8.711044042436304,Inverter
ARIANEXT FLEX 40 S LINK,-168.6033685438518,-20.025328153056673,3900.5500411341022,-59.29249762918823,13.79777464019086,430.91507153601077,0.13654620297505934,-0.12769625744346447,8.711044042436304,Inverter
NIMBUS COMPACT 40 S NET,-168.6033685438518,-20.025328153056673,3900.5500411341022,-59.29249762918823,13.79777464019086,430.91507153601077,0.13654620297505934,-0.12769625744346447,8.711044042436304,Inverter
NIMBUS FLEX 40 S NET,-168.6033685438518,-20.025328153056673,3900.5500411341022,-59.29249762918823,13.79777464019086,430.91507153601077,0.13654620297505934,-0.12769625744346447,8.711044042436304,Inverter
ARIANEXT COMPACT 40 S,-168.62681981537511,-15.26083572946279,3757.285097554105,-58.02731244170203,19.23903136642351,258.62889032514875,0.13081009077645023,-0.11424079649770233,8.334192061890931,Inverter
ARIANEXT FLEX 40 S,-168.62681981537511,-15.26083572946279,3757.285097554105,-58.02731244170203,19.23903136642351,258.62889032514875,0.13081009077645023,-0.11424079649770233,8.334192061890931,Inverter
AEROTOP MONO 05M-RX 1Z,-190.92576193652653,-3.342594030559269,3738.7421618268327,-69.058752913224,21.06552189443969,345.21281301494366,0.12559369073219742,-0.1156848075046138,8.120897233145422,Inverter
AEROTOP MONO 05M-RX 2Z,-190.92576193652653,-3.342594030559269,3738.7421618268327,-69.058752913224,21.06552189443969,345.21281301494366,0.12559369073219742,-0.1156848075046138,8.120897233145422,Inverter
AEROTOP MONO 05M-RXL,-190.92576193652653,-3.342594030559269,3738.7421618268327,-69.058752913224,21.06552189443969,345.21281301494366,0.12559369073219742,-0.1156848075046138,8.120897233145422,Inverter
AEROTOP MONO 05M-X 1Z,-190.92576193652653,-3.342594030559269,3738.7421618268327,-69.058752913224,21.06552189443969,345.21281301494366,0.12559369073219742,-0.1156848075046138,8.120897233145422,Inverter
AEROTOP MONO 05M-X 2Z,-190.92576193652653,-3.342594030559269,3738.7421618268327,-69.058752913224,21.06552189443969,345.21281301494366,0.12559369073219742,-0.1156848075046138,8.120897233145422,Inverter
ARIANEXT LITE 50 M LINK,-190.92576193652653,-3.342594030559269,3738.7421618268327,-69.058752913224,21.06552189443969,345.21281301494366,0.12559369073219742,-0.1156848075046138,8.120897233145422,Inverter
ARIANEXT LITE 50 M,-190.92576193652653,-3.342594030559269,3738.7421618268327,-69.058752913224,21.06552189443969,345.21281301494366,0.12559369073219742,-0.1156848075046138,8.120897233145422,Inverter
ARIANEXT PLUS 50 M 2Z H LINK,-190.92576193652653,-3.342594030559269,3738.7421618268327,-69.058752913224,21.06552189443969,345.21281301494366,0.12559369073219742,-0.1156848075046138,8.120897233145422,Inverter
ARIANEXT PLUS 50 M 2Z H,-190.92576193652653,-3.342594030559269,3738.7421618268327,-69.058752913224,21.06552189443969,345.21281301494366,0.12559369073219742,-0.1156848075046138,8.120897233145422,Inverter
ARIANEXT PLUS 50 M 2Z LINK,-190.92576193652653,-3.342594030559269,3738.7421618268327,-69.058752913224,21.06552189443969,345.21281301494366,0.12559369073219742,-0.1156848075046138,8.120897233145422,Inverter
ARIANEXT PLUS 50 M 2Z,-190.92576193652653,-3.342594030559269,3738.7421618268327,-69.058752913224,21.06552189443969,345.21281301494366,0.12559369073219742,-0.1156848075046138,8.120897233145422,Inverter
ARIANEXT PLUS 50 M H LINK,-190.92576193652653,-3.342594030559269,3738.7421618268327,-69.058752913224,21.06552189443969,345.21281301494366,0.12559369073219742,-0.1156848075046138,8.120897233145422,Inverter
ARIANEXT PLUS 50 M H,-190.92576193652653,-3.342594030559269,3738.7421618268327,-69.058752913224,21.06552189443969,345.21281301494366,0.12559369073219742,-0.1156848075046138,8.120897233145422,Inverter
ARIANEXT PLUS 50 M LINK,-190.92576193652653,-3.342594030559269,3738.7421618268327,-69.058752913224,21.06552189443969,345.21281301494366,0.12559369073219742,-0.1156848075046138,8.120897233145422,Inverter
ARIANEXT PLUS 50 M,-190.92576193652653,-3.342594030559269,3738.7421618268327,-69.058752913224,21.06552189443969,345.21281301494366,0.12559369073219742,-0.1156848075046138,8.120897233145422,Inverter
NIMBUS PLUS 50 M 2Z H NET,-190.92576193652653,-3.342594030559269,3738.7421618268327,-69.058752913224,21.06552189443969,345.21281301494366,0.12559369073219742,-0.1156848075046138,8.120897233145422,Inverter
NIMBUS PLUS 50 M 2Z NET,-190.92576193652653,-3.342594030559269,3738.7421618268327,-69.058752913224,21.06552189443969,345.21281301494366,0.12559369073219742,-0.1156848075046138,8.120897233145422,Inverter
NIMBUS PLUS 50 M H NET,-190.92576193652653,-3.342594030559269,3738.7421618268327,-69.058752913224,21.06552189443969,345.21281301494366,0.12559369073219742,-0.1156848075046138,8.120897233145422,Inverter
NIMBUS PLUS 50 M NET,-190.92576193652653,-3.342594030559269,3738.7421618268327,-69.058752913224,21.06552189443969,345.21281301494366,0.12559369073219742,-0.1156848075046138,8.120897233145422,Inverter
NIMBUS POCKET 50 M NET,-190.92576193652653,-3.342594030559269,3738.7421618268327,-69.058752913224,21.06552189443969,345.21281301494366,0.12559369073219742,-0.1156848075046138,8.120897233145422,Inverter
AEROTOP MONO 05M-CRX 1Z,-190.92576193652653,-3.342594030559269,3738.7421618268327,-69.058752913224,21.06552189443969,345.21281301494366,0.12559369073219742,-0.1156848075046138,8.120897233145422,Inverter
AEROTOP MONO 05M-CRX 2Z,-190.92576193652653,-3.342594030559269,3738.7421618268327,-69.058752913224,21.06552189443969,345.21281301494366,0.12559369073219742,-0.1156848075046138,8.120897233145422,Inverter
ARIANEXT COMPACT 50 M 2Z LINK,-190.92576193652653,-3.342594030559269,3738.7421618268327,-69.058752913224,21.06552189443969,345.21281301494366,0.12559369073219742,-0.1156848075046138,8.120897233145422,Inverter
ARIANEXT COMPACT 50 M LINK,-190.92576193652653,-3.342594030559269,3738.7421618268327,-69.058752913224,21.06552189443969,345.21281301494366,0.12559369073219742,-0.1156848075046138,8.120897233145422,Inverter
ARIANEXT FLEX 50 M 2Z H LINK,-190.92576193652653,-3.342594030559269,3738.7421618268327,-69.058752913224,21.06552189443969,345.21281301494366,0.12559369073219742,-0.1156848075046138,8.120897233145422,Inverter
ARIANEXT FLEX 50 M 2Z LINK,-190.92576193652653,-3.342594030559269,3738.7421618268327,-69.058752913224,21.06552189443969,345.21281301494366,0.12559369073219742,-0.1156848075046138,8.120897233145422,Inverter
ARIANEXT FLEX 50 M H LINK,-190.92576193652653,-3.342594030559269,3738.7421618268327,-69.058752913224,21.06552189443969,345.21281301494366,0.12559369073219742,-0.1156848075046138,8.120897233145422,Inverter
ARIANEXT FLEX 50 M LINK,-190.92576193652653,-3.342594030559269,3738.7421618268327,-69.058752913224,21.06552189443969,345.21281301494366,0.12559369073219742,-0.1156848075046138,8.120897233145422,Inverter
NIMBUS COMPACT 50 M 2Z NET,-190.92576193652653,-3.342594030559269,3738.7421618268327,-69.058752913224,21.06552189443969,345.21281301494366,0.12559369073219742,-0.1156848075046138,8.120897233145422,Inverter
NIMBUS COMPACT 50 M NET,-190.92576193652653,-3.342594030559269,3738.7421618268327,-69.058752913224,21.06552189443969,345.21281301494366,0.12559369073219742,-0.1156848075046138,8.120897233145422,Inverter
NIMBUS FLEX 50 M 2Z H NET,-190.92576193652653,-3.342594030559269,3738.7421618268327,-69.058752913224,21.06552189443969,345.21281301494366,0.12559369073219742,-0.1156848075046138,8.120897233145422,Inverter
NIMBUS FLEX 50 M 2Z NET,-190.92576193652653,-3.342594030559269,3738.7421618268327,-69.058752913224,21.06552189443969,345.21281301494366,0.12559369073219742,-0.1156848075046138,8.120897233145422,Inverter
NIMBUS FLEX 50 M H NET,-190.92576193652653,-3.342594030559269,3738.7421618268327,-69.058752913224,21.06552189443969,345.21281301494366,0.12559369073219742,-0.1156848075046138,8.120897233145422,Inverter
NIMBUS FLEX 50 M NET,-190.92576193652653,-3.342594030559269,3738.7421618268327,-69.058752913224,21.06552189443969,345.21281301494366,0.12559369073219742,-0.1156848075046138,8.120897233145422,Inverter
ARIANEXT COMPACT 50 M 2Z,-194.13873300902605,2.979907128546291,3555.676264254283,-68.757481883405,27.796537530944967,161.395211081004,0.10420852210252389,-0.09192109250806273,7.172557726896501,Inverter
ARIANEXT COMPACT 50 M,-194.13873300902605,2.979907128546291,3555.676264254283,-68.757481883405,27.796537530944967,161.395211081004,0.10420852210252389,-0.09192109250806273,7.172557726896501,Inverter
ARIANEXT FLEX 50 M 2Z H,-194.13873300902605,2.979907128546291,3555.676264254283,-68.757481883405,27.796537530944967,161.395211081004,0.10420852210252389,-0.09192109250806273,7.172557726896501,Inverter
ARIANEXT FLEX 50 M 2Z,-194.13873300902605,2.979907128546291,3555.676264254283,-68.757481883405,27.796537530944967,161.395211081004,0.10420852210252389,-0.09192109250806273,7.172557726896501,Inverter
ARIANEXT FLEX 50 M H,-194.13873300902605,2.979907128546291,3555.676264254283,-68.757481883405,27.796537530944967,161.395211081004,0.10420852210252389,-0.09192109250806273,7.172557726896501,Inverter
ARIANEXT FLEX 50 M,-194.13873300902605,2.979907128546291,3555.676264254283,-68.757481883405,27.796537530944967,161.395211081004,0.10420852210252389,-0.09192109250806273,7.172557726896501,Inverter
ENERGION M PLUS 5,-190.92576193652653,-3.342594030559269,3738.7421618268327,-69.058752913224,21.06552189443969,345.21281301494366,0.12559369073219742,-0.1156848075046138,8.120897233145422,Inverter
ENERGION M PLUS 5 2Z,-190.92576193652653,-3.342594030559269,3738.7421618268327,-69.058752913224,21.06552189443969,345.21281301494366,0.12559369073219742,-0.1156848075046138,8.120897233145422,Inverter
ENERGION M COMPACT 5,-190.92576193652653,-3.342594030559269,3738.7421618268327,-69.058752913224,21.06552189443969,345.21281301494366,0.12559369073219742,-0.1156848075046138,8.120897233145422,Inverter
ENERGION M COMPACT 5 2Z,-190.92576193652653,-3.342594030559269,3738.7421618268327,-69.058752913224,21.06552189443969,345.21281301494366,0.12559369073219742,-0.1156848075046138,8.120897233145422,Inverter
ENERGION M FLEX 180 e,-190.92576193652653,-3.342594030559269,3738.7421618268327,-69.058752913224,21.06552189443969,345.21281301494366,0.12559369073219742,-0.1156848075046138,8.120897233145422,Inverter
ENERGION M FLEX 5 2Z 180 e,-190.92576193652653,-3.342594030559269,3738.7421618268327,-69.058752913224,21.06552189443969,345.21281301494366,0.12559369073219742,-0.1156848075046138,8.120897233145422,Inverter
ENERGION M LIGHT 5,-190.92576193652653,-3.342594030559269,3738.7421618268327,-69.058752913224,21.06552189443969,345.21281301494366,0.12559369073219742,-0.1156848075046138,8.120897233145422,Inverter
ENERGION M HYBRIDall 5,-190.92576193652653,-3.342594030559269,3738.7421618268327,-69.058752913224,21.06552189443969,345.21281301494366,0.12559369073219742,-0.1156848075046138,8.120897233145422,Inverter
ATAG p ENERGION M HYBRIDzone 5,-190.92576193652653,-3.342594030559269,3738.7421618268327,-69.058752913224,21.06552189443969,345.21281301494366,0.12559369073219742,-0.1156848075046138,8.120897233145422,Inverter
ATAG i ENERGION M HYBRIDzone 5,-190.92576193652653,-3.342594030559269,3738.7421618268327,-69.058752913224,21.06552189443969,345.21281301494366,0.12559369073219742,-0.1156848075046138,8.120897233145422,Inverter
NIMBUS M HYBRID 5 NET,-190.92576193652653,-3.342594030559269,3738.7421618268327,-69.058752913224,21.06552189443969,345.21281301494366,0.12559369073219742,-0.1156848075046138,8.120897233145422,Inverter
NIMBUS M HYBRID FLEX 5 NET,-190.92576193652653,-3.342594030559269,3738.7421618268327,-69.058752913224,21.06552189443969,345.21281301494366,0.12559369073219742,-0.1156848075046138,8.120897233145422,Inverter
NIMBUS M HYBRID UNIVERSAL 5 NET,-190.92576193652653,-3.342594030559269,3738.7421618268327,-69.058752913224,21.06552189443969,345.21281301494366,0.12559369073219742,-0.1156848075046138,8.120897233145422,Inverter
ARIANEXT M HYBRID 5 LINK,-190.92576193652653,-3.342594030559269,3738.7421618268327,-69.058752913224,21.06552189443969,345.21281301494366,0.12559369073219742,-0.1156848075046138,8.120897233145422,Inverter
ARIANEXT M HYBRID FLEX 5 LINK,-190.92576193652653,-3.342594030559269,3738.7421618268327,-69.058752913224,21.06552189443969,345.21281301494366,0.12559369073219742,-0.1156848075046138,8.120897233145422,Inverter
ARIANEXT M HYBRID UNIVERSAL 5 LINK,-190.92576193652653,-3.342594030559269,3738.7421618268327,-69.058752913224,21.06552189443969,345.21281301494366,0.12559369073219742,-0.1156848075046138,8.120897233145422,Inverter
AEROTOP HYBRID MINI EVO 05X,-190.92576193652653,-3.342594030559269,3738.7421618268327,-69.058752913224,21.06552189443969,345.21281301494366,0.12559369073219742,-0.1156848075046138,8.120897233145422,Inverter
AEROTOP HYBRID MINI EVO 5,-190.92576193652653,-3.342594030559269,3738.7421618268327,-69.058752913224,21.06552189443969,345.21281301494366,0.12559369073219742,-0.1156848075046138,8.120897233145422,Inverter
AEROTOP HYBRID UNIVERSAL 5,-190.92576193652653,-3.342594030559269,3738.7421618268327,-69.058752913224,21.06552189443969,345.21281301494366,0.12559369073219742,-0.1156848075046138,8.120897233145422,Inverter
NIMBUS M FLEX IN 5 NET,-194.13873300902605,2.979907128546291,3555.676264254283,-68.757481883405,27.796537530944967,161.395211081004,0.10420852210252389,-0.09192109250806273,7.172557726896501,Inverter
ARIANEXT M FLEX IN 5 LINK,-194.13873300902605,2.979907128546291,3555.676264254283,-68.757481883405,27.796537530944967,161.395211081004,0.10420852210252389,-0.09192109250806273,7.172557726896501,Inverter
AEROTOP MONO BUILT-IN 05M-CRX,-194.13873300902605,2.979907128546291,3555.676264254283,-68.757481883405,27.796537530944967,161.395211081004,0.10420852210252389,-0.09192109250806273,7.172557726896501,Inverter
AEROTOP SPLIT 05M-RX,-188.68082438081518,1.3716101181580562,3600.517490261904,-69.37166583826144,20.941593840555583,335.23497612072146,0.149682218800207,-0.12118985844186493,8.46647029684257,Inverter
ARIANEXT PLUS 50 S LINK,-188.68082438081518,1.3716101181580562,3600.517490261904,-69.37166583826144,20.941593840555583,335.23497612072146,0.149682218800207,-0.12118985844186493,8.46647029684257,Inverter
ARIANEXT PLUS 50 S,-188.68082438081518,1.3716101181580562,3600.517490261904,-69.37166583826144,20.941593840555583,335.23497612072146,0.149682218800207,-0.12118985844186493,8.46647029684257,Inverter
NIMBUS PLUS 50 S NET,-188.68082438081518,1.3716101181580562,3600.517490261904,-69.37166583826144,20.941593840555583,335.23497612072146,0.149682218800207,-0.12118985844186493,8.46647029684257,Inverter
AEROTOP SPLIT 05M-CRX,-188.68082438081518,1.3716101181580562,3600.517490261904,-69.37166583826144,20.941593840555583,335.23497612072146,0.149682218800207,-0.12118985844186493,8.46647029684257,Inverter
ARIANEXT COMPACT 50 S LINK,-188.68082438081518,1.3716101181580562,3600.517490261904,-69.37166583826144,20.941593840555583,335.23497612072146,0.149682218800207,-0.12118985844186493,8.46647029684257,Inverter
ARIANEXT FLEX 50 S LINK,-188.68082438081518,1.3716101181580562,3600.517490261904,-69.37166583826144,20.941593840555583,335.23497612072146,0.149682218800207,-0.12118985844186493,8.46647029684257,Inverter
NIMBUS COMPACT 50 S NET,-188.68082438081518,1.3716101181580562,3600.517490261904,-69.37166583826144,20.941593840555583,335.23497612072146,0.149682218800207,-0.12118985844186493,8.46647029684257,Inverter
NIMBUS FLEX 50 S NET,-188.68082438081518,1.3716101181580562,3600.517490261904,-69.37166583826144,20.941593840555583,335.23497612072146,0.149682218800207,-0.12118985844186493,8.46647029684257,Inverter
ARIANEXT COMPACT 50 S,-185.78555832636272,15.456983403043353,3188.7906496626542,-68.31254638527483,30.67980920373098,44.60047097021011,0.15201826539217253,-0.10090438424199671,7.812774279657908,Inverter
ARIANEXT FLEX 50 S,-185.78555832636272,15.456983403043353,3188.7906496626542,-68.31254638527483,30.67980920373098,44.60047097021011,0.15201826539217253,-0.10090438424199671,7.812774279657908,Inverter
AEROTOP MONO 07M-RX 1Z,-241.00182484662074,-17.394503592004014,5602.1210009542,-91.23875851318206,28.085593726925378,512.6494839465785,0.1175154995760383,-0.1126721421107522,7.985677976477336,Inverter
AEROTOP MONO 07M-RX 2Z,-241.00182484662074,-17.394503592004014,5602.1210009542,-91.23875851318206,28.085593726925378,512.6494839465785,0.1175154995760383,-0.1126721421107522,7.985677976477336,Inverter
AEROTOP MONO 07M-RXL,-241.00182484662074,-17.394503592004014,5602.1210009542,-91.23875851318206,28.085593726925378,512.6494839465785,0.1175154995760383,-0.1126721421107522,7.985677976477336,Inverter
AEROTOP MONO 07M-X 1Z,-241.00182484662074,-17.394503592004014,5602.1210009542,-91.23875851318206,28.085593726925378,512.6494839465785,0.1175154995760383,-0.1126721421107522,7.985677976477336,Inverter
AEROTOP MONO 07M-X 2Z,-241.00182484662074,-17.394503592004014,5602.1210009542,-91.23875851318206,28.085593726925378,512.6494839465785,0.1175154995760383,-0.1126721421107522,7.985677976477336,Inverter
ARIANEXT LITE 70 M LINK,-241.00182484662074,-17.394503592004014,5602.1210009542,-91.23875851318206,28.085593726925378,512.6494839465785,0.1175154995760383,-0.1126721421107522,7.985677976477336,Inverter
ARIANEXT LITE 70 M,-241.00182484662074,-17.394503592004014,5602.1210009542,-91.23875851318206,28.085593726925378,512.6494839465785,0.1175154995760383,-0.1126721421107522,7.985677976477336,Inverter
