Manufacturer,Model,Date,Type,Subtype,Group,Refrigerant,Mass of Refrigerant [kg],SPL indoor [dBA],SPL outdoor [dBA],PSB [W],Climate,P_el_ref [W],P_th_ref [W],COP_ref,p1_P_th [1/°C],p2_P_th [1/°C],p3_P_th [-],p1_P_el [1/°C],p2_P_el [1/°C],p3_P_el [-],p1_COP [-],p2_COP [-],p3_COP [-]
Viessmann,AWO-M-AC (AF) 101.A12,2020-06-25,Outdoor Air/Water,Regulated,1.0,R32,2.5,,65.0,19.0,average,4087.0,8500.0,2.08,-0.028136660705313017,-0.0027786981587893337,0.8734078261900846,-0.029118821888211095,0.010044061869863143,0.16168550506172144,0.13048855691756633,-0.09576925613875273,7.3103582312645905
Viessmann,AWO-M-AC (AF) 101.A10,2020-06-25,Outdoor Air/Water,Regulated,1.0,R32,2.5,,64.0,19.0,average,3803.0,8100.0,2.13,-0.025500996591196003,-0.001837469216351097,0.8453177269491556,-0.02897142697020785,0.010347657775269765,0.15330509565231318,0.16337315417768508,-0.08968620639117758,7.203657305323841
Viessmann,AWO-AC (AF) 101.A14,2020-06-25,Outdoor Air/Water,Regulated,1.0,R32,3.6,,68.0,19.0,average,4905.0,10300.0,2.1,-0.02351338735333313,-0.002686238898305965,0.8845877741294035,-0.02704323522172784,0.011030118045357142,0.12823311430394566,0.1533320567575393,-0.09813625917198374,7.460521710385543
Viessmann,AWO-M-AC (AF) 101.A16,2020-06-25,Outdoor Air/Water,Regulated,1.0,R32,4.0,,68.0,19.0,average,5502.0,11500.0,2.09,-0.02806853906378045,-0.002984733646112091,0.8769270623300711,-0.029672430502600662,0.010464293578296823,0.14851909740260558,0.156050382273212,-0.09835942814094976,7.424929004388898
Viessmann,Vitocal 100-S AWB-M 101.A12,2020-11-02,Outdoor Air/Water,Regulated,1.0,R410a,2.5,41.0,64.0,15.0,average,4062.0,7840.0,1.93,-0.0018812064895528191,0.002125476522835571,0.8447135692817678,-0.014955291692990744,0.016414602832827568,-0.011539173009943669,0.11973054154808822,-0.09502614291026984,7.0087167671222375
Viessmann,Vitocal 100-S AWB-M 101.A14,2020-11-02,Outdoor Air/Water,Regulated,1.0,R410a,2.5,41.0,64.0,15.0,average,4605.0,9440.0,2.05,-0.004362727305389275,0.006016709283026294,0.6049229182021201,-0.01591964922350021,0.016846640704062468,-0.0573421566430259,0.12477313672365126,-0.08711729820936426,6.755451147934114
Viessmann,Vitocal 100-S AWB-M 101.A16,2020-11-02,Outdoor Air/Water,Regulated,1.0,R410a,2.5,41.0,64.0,15.0,average,5098.0,10450.0,2.05,0.0046028315088699895,0.0009529663731537682,0.7836677532727696,-0.01619088734463245,0.012875418122966751,0.09428843628945066,0.13926924585789618,-0.06564982586773263,5.853020403700668
Viessmann,Vitocal 100-S AWB 101.A12,2020-11-02,Outdoor Air/Water,Regulated,1.0,R410a,2.5,41.0,64.0,15.0,average,3990.0,7700.0,1.93,0.007679104650922295,-0.008765014559079635,1.2734464832160983,-0.01149522754261628,0.010412012653180336,0.21151835643355146,0.0973260892726778,-0.06875873528637524,5.9779402130147625
Viessmann,Vitocal 100-S AWB 101.A14,2020-11-02,Outdoor Air/Water,Regulated,1.0,R410a,2.5,41.0,64.0,15.0,average,4307.0,8700.0,2.02,0.005462099914729388,-0.004910978548056297,1.0652004114510911,-0.014004684255877356,0.011745332470320065,0.17557010364995804,0.10341792209111696,-0.07531927229673656,6.085887257881383
Viessmann,Vitocal 100-S AWB 101.A16,2020-11-02,Outdoor Air/Water,Regulated,1.0,R410a,2.5,41.0,64.0,15.0,average,4868.0,9200.0,1.89,-0.03212215285896209,-0.011265125509310818,1.3004814417802322,-0.03661779466425097,0.004253073092208526,0.4613692208758013,0.12350694148529565,-0.08175947358261333,6.314457608721602
Viessmann,Vitocal 100-S AWB-M 101.B04,2020-11-02,Outdoor Air/Water,Regulated,1.0,R32,0.95,41.0,62.0,15.0,average,1751.0,3310.0,1.89,-0.003768171556843489,-0.00421887413903576,1.0898589246580626,-0.023544129102226363,0.009928472793794902,0.2238373572007405,0.20455624322970592,-0.07683209638339017,6.4514064615850675
Viessmann,Vitocal 100-S AWB-M 101.B06,2020-11-02,Outdoor Air/Water,Regulated,1.0,R32,0.95,41.0,62.0,15.0,average,1751.0,3310.0,1.89,-0.02366044493356465,-0.017198700988915794,1.6653311030203501,-0.032982791907434084,0.0047400103016618615,0.44679089528340427,0.17910679973991944,-0.09421393857734964,7.319230339506677
Viessmann,Vitocal 100-S AWB-M 101.B08,2020-11-02,Outdoor Air/Water,Regulated,1.0,R32,1.6,41.0,64.0,15.0,average,3041.0,5930.0,1.95,0.005346483955443617,0.00123188476393761,0.8811841004464288,-0.0211128832054904,0.012550462761662412,0.1098767483217612,0.2197197293054858,-0.09125317431262953,7.265308814427381
Viessmann,Vitocal 200-A AWO-M 201.A04,2020-12-17,Outdoor Air/Water,Regulated,1.0,R410a,1.4,39.0,53.0,16.0,average,2281.0,4630.0,2.03,-0.021043158427714457,-0.0017639243629634703,0.8788863864393174,-0.024710019937821816,0.012240614634975043,0.09655567767317982,0.12362386326111965,-0.09395836379634112,7.158385234085302
Viessmann,Vitocal 200-A AWO-M 201.A06,2020-12-17,Outdoor Air/Water,Regulated,1.0,R410a,1.4,39.0,54.0,16.0,average,2438.0,4950.0,2.03,-0.02125636636659567,-8.305553694204383e-05,0.7913937227912513,-0.024841695403031747,0.012718759214777577,0.0670376011397728,0.12733658351550986,-0.09284882702084438,7.126000386814541
Viessmann,Vitocal 200-A AWO-M 201.A08,2020-12-17,Outdoor Air/Water,Regulated,1.0,R410a,1.4,39.0,55.0,16.0,average,2637.0,5670.0,2.15,-0.01883210035726809,-0.004041027858524249,0.9894346767963136,-0.023591378432710072,0.011234230464434414,0.1517875400797681,0.12101817924322884,-0.09278683975314617,7.2059839891631166
Viessmann,Vitocal 200-A AWO-M 201.A10,2020-12-17,Outdoor Air/Water,Regulated,1.0,R410a,2.4,39.0,56.0,50.0,average,3659.0,8270.0,2.26,-0.012616998607756046,-0.0012040746801033127,0.8854286432714172,-0.01891950632117581,0.014101281626384266,0.05234624006940949,0.11523404469653127,-0.0995408329269469,7.5433969754259556
Viessmann,Vitocal 200-A AWO-M 201.A13,2020-12-17,Outdoor Air/Water,Regulated,1.0,R410a,2.4,39.0,56.0,50.0,average,3925.0,8910.0,2.27,-0.017307842780473932,-0.006097466720091196,1.0650712464615064,-0.0220043255477598,0.010874262604865651,0.1719066297491609,0.12210774021480435,-0.09490060484442384,7.354831200775258
Viessmann,Vitocal 200-A AWO-M 201.A16,2020-12-17,Outdoor Air/Water,Regulated,1.0,R410a,2.4,39.0,56.0,59.0,average,4199.0,9490.0,2.26,-0.019433917103160416,-0.00578193221460065,1.0290223663027704,-0.023856924649896347,0.010269960005638687,0.1829282798709958,0.12891427269823186,-0.09347745496417954,7.299587559949847
Viessmann,Vitocal 200-A AWO 201.A10,2020-12-17,Outdoor Air/Water,Regulated,1.0,R410a,2.4,39.0,56.0,25.0,average,3754.0,8560.0,2.28,-0.012253694320361812,-0.00150381988381472,0.8889742619918914,-0.01970433420488157,0.013261504274261813,0.07517474869140356,0.12640316326234152,-0.10032323782077984,7.651200227358397
Viessmann,Vitocal 200-A AWO 201.A13,2020-12-17,Outdoor Air/Water,Regulated,1.0,R410a,2.4,39.0,56.0,31.0,average,4268.0,9730.0,2.28,-0.017232590099251873,-0.0016751543259126418,0.8653281222276529,-0.02320187119319113,0.011923535558035344,0.1121738147435867,0.1348317445635196,-0.09790736787130802,7.5861546642435345
Viessmann,Vitocal 200-A AWO 201.A16,2020-12-17,Outdoor Air/Water,Regulated,1.0,R410a,2.4,39.0,56.0,40.0,average,4569.0,10600.0,2.32,-0.018643385562520227,-0.0009767595178493448,0.8195826747990078,-0.024794540376336528,0.011215800955240557,0.1360429424980739,0.14279668137585955,-0.09106518075279456,7.335577203561827
Viessmann,VITOCAL 200-G BWC 201.B06,2019-07-11,Brine/Water,On-Off,5.0,R410a,1.4,40.0,,12.0,average,1738.0,5230.0,3.01,-0.002143656349647841,-0.0065161031108662325,1.318969941090086,0.004184910966262399,0.015909498536332452,0.2066600019842897,-0.03009093768755086,-0.1057641899341308,8.117212310892118
Viessmann,VITOCAL 200-G BWC 201.B08,2019-07-11,Brine/Water,On-Off,5.0,R410a,1.95,43.0,,12.0,average,2212.0,6990.0,3.16,-0.0018986639864533048,-0.00513728263840102,1.248868885319994,0.0038655253237183454,0.017074579536970818,0.13919066971121566,-0.02989230083518205,-0.11653866246870567,8.80938957528482
Viessmann,VITOCAL 200-G BWC 201.B10,2019-07-11,Brine/Water,On-Off,5.0,R410a,2.4,46.0,,12.0,average,2944.0,9510.0,3.23,-0.0019034844646182304,-0.005232958532380596,1.2534484048977088,0.003900608561544736,0.016934467392901525,0.14832371916448964,-0.030584008568841286,-0.11806968080467685,8.943189307651867
Viessmann,Vitocal 200-G BWC 201.B13,2020-10-06,Brine/Water,On-Off,5.0,R410a,2.15,49.0,,0.0,average,3920.0,12230.0,3.12,-0.0009870646970763623,-0.004253884659804314,1.213459607695796,0.0038807030186275328,0.015175430334109225,0.23673278496510997,-0.024671382837452342,-0.0942248104981347,7.724077700668267
Viessmann,VITOCAL 200-G BWC 201.B17,2020-08-18,Brine/Water,On-Off,5.0,R410a,2.6,47.0,,18.0,average,5192.0,16250.0,3.13,-0.0014148244023967868,-0.0038470195307902287,1.1898854894716195,0.0030810878193236976,0.014723789636029869,0.25398345859818944,-0.021661672717001947,-0.08968235088750169,7.527396666479667
Viessmann,VITOCAL 200-G BWC-M 201.B06,2019-07-11,Brine/Water,On-Off,5.0,R410a,1.4,40.0,,12.0,average,1715.0,5060.0,2.95,-0.004119215924608692,-0.007530886321393406,1.3478962161170365,0.00608861774546186,0.01924046960326691,0.04346487600770877,-0.0526777103836656,-0.13680246724332934,9.43070679783228
Viessmann,VITOCAL 200-G BWC-M 201.B08,2019-07-11,Brine/Water,On-Off,5.0,R410a,1.95,43.0,,12.0,average,2154.0,6980.0,3.24,-0.0006329474229042968,-0.003848825336645135,1.1970186869273254,0.004599355645083453,0.018399053829511784,0.06992363779145375,-0.03201267697918432,-0.1276410097489498,9.46720407954713
Viessmann,VITOCAL 200-G BWC-M 201.B10,2019-07-11,Brine/Water,On-Off,5.0,R410a,2.4,46.0,,12.0,average,2997.0,9530.0,3.18,-0.001878711313129432,-0.004701901343104789,1.2290637889864182,0.003676138721315747,0.015984663155680468,0.19441747526343986,-0.028223641898262843,-0.1050380542616918,8.286965861889474
Viessmann,Vitocal 222-S AWBT-M 221.C04,2020-12-17,Outdoor Air/Water,Regulated,1.0,R410a,1.8,39.0,53.0,16.0,average,2366.0,4780.0,2.02,-0.02128969946953595,-0.0012497503166478945,0.8462921069099455,-0.023276899464000567,0.012990315666835424,0.054569904049067725,0.11405556849336773,-0.09522505615044533,7.222916815444738
Viessmann,VITOCAL 300-G BWC 301.C06,2019-07-11,Brine/Water,Regulated,2.0,R410a,2.0,40.0,,12.0,average,1791.0,5480.0,3.06,-0.03592729911344958,0.00041761616992201135,0.6852951005450512,-0.020743059326782432,0.0153972091437019,-0.03414904599932584,-0.039155303889002784,-0.12213330400216955,8.90037588868618
Viessmann,VITOCAL 300-G BWC 301.C12,2019-07-11,Brine/Water,Regulated,2.0,R410a,2.3,41.0,,12.0,average,3561.0,10860.0,3.05,-0.04252318591323815,-0.0011166134212506897,0.7528224718584604,-0.029864606510512176,0.01158049273836006,0.11893615391531913,0.017860697671608184,-0.0985909133318631,8.084050203932392
Viessmann,VITOCAL 300-G BWC 301.C16,2020-08-18,Brine/Water,Regulated,2.0,R410a,3.25,40.0,,0.0,average,4427.0,14210.0,3.21,-0.02657926967320773,0.008947787008427641,0.3123649291076583,-0.01678072854257399,0.01944799577919576,-0.2263780289774154,-0.004263010513499252,-0.10862633955653724,8.73145095905449
WOLF,CHA-07/400V,2020-06-30,Outdoor Air/Water,Regulated,1.0,R290,3.1,,52.0,15.0,average,2532.0,5620.0,2.22,-0.02784127802422439,0.002738342799277239,0.6047374269786651,-0.028969928760846867,0.011586673714582569,0.0705988918112935,0.15464061597733728,-0.07347389787999102,6.8081730841014245
WOLF,CHA-10/400V,2020-06-30,Outdoor Air/Water,Regulated,1.0,R290,3.4,,53.0,15.0,average,3364.0,7030.0,2.09,-0.0268619471885855,-0.0015438075083164602,0.8225830643882538,-0.029501073895225705,0.010440422787748824,0.12984282262256525,0.16979269296292854,-0.08869284735707292,7.347042202529138
Generic,Generic,,Outdoor Air/Water,Regulated,1.0,,,,,,average,,,1.4,-0.03007733288970056,-0.0036190084132102407,0.9195331260234608,-0.030841044562932636,0.009448734166381043,0.19032860980117405,0.15413514425779842,-0.08798319742306478,7.0536890473358165
Generic,Generic,,Brine/Water,Regulated,2.0,,,,,,average,,,3.07,-0.034104626505716044,-0.0025230950320883727,0.8774447758572073,-0.022546983825692046,0.011693866609054278,0.16793101464534727,-0.0024577145278405683,-0.0944768996403137,7.965773724157412
Generic,Generic,,Water/Water,Regulated,3.0,,,,,,average,,,,,,,,,,,,
Generic,Generic,,Outdoor Air/Water,On-Off,4.0,,,,,,average,,,1.89,0.03931183590534994,-0.0048685719300166465,1.4797015726795015,0.003346541314736913,0.012576969762807257,0.3622946648445047,0.0953330211887142,-0.060318337244015766,5.696027268658395
Generic,Generic,,Brine/Water,On-Off,5.0,,,,,,average,,,2.87,-0.0017875977012152603,-0.005991542585118856,1.294020029069622,0.004297673478430872,0.015276057904724525,0.2419165638003143,-0.03189751035341825,-0.1039297767357212,8.054635524331985
Generic,Generic,,Water/Water,On-Off,6.0,,,,,,average,,,3.47,-0.0012054439337900323,-0.005386432580780262,1.2698861247001123,0.0012291816019499473,0.014157908564263891,0.2553432903014598,-0.011252309272595866,-0.10991827850768096,9.107948906155725
Generic,Generic,,Outdoor Air/Water,Regulated,1.0,,,,,,average,,,1.4,-0.03007733288970056,-0.0036190084132102407,0.9195331260234608,-0.030841044562932636,0.009448734166381043,0.19032860980117405,0.15413514425779842,-0.08798319742306478,7.0536890473358165
Generic,Generic,,Brine/Water,Regulated,2.0,,,,,,average,,,3.07,-0.034104626505716044,-0.0025230950320883727,0.8774447758572073,-0.022546983825692046,0.011693866609054278,0.16793101464534727,-0.0024577145278405683,-0.0944768996403137,7.965773724157412
Generic,Generic,,Water/Water,Regulated,3.0,,,,,,average,,,,,,,,,,,,
Generic,Generic,,Outdoor Air/Water,On-Off,4.0,,,,,,average,,,1.89,0.03931183590534994,-0.0048685719300166465,1.4797015726795015,0.003346541314736913,0.012576969762807257,0.3622946648445047,0.0953330211887142,-0.060318337244015766,5.696027268658395
Generic,Generic,,Brine/Water,On-Off,5.0,,,,,,average,,,2.87,-0.0017875977012152603,-0.005991542585118856,1.294020029069622,0.004297673478430872,0.015276057904724525,0.2419165638003143,-0.03189751035341825,-0.1039297767357212,8.054635524331985
Generic,Generic,,Water/Water,On-Off,6.0,,,,,,average,,,3.47,-0.0012054439337900323,-0.005386432580780262,1.2698861247001123,0.0012291816019499473,0.014157908564263891,0.2553432903014598,-0.011252309272595866,-0.10991827850768096,9.107948906155725
Generic,Generic,,Outdoor Air/Water,Regulated,1.0,,,,,,average,,,1.4,-0.03007733288970056,-0.0036190084132102407,0.9195331260234608,-0.030841044562932636,0.009448734166381043,0.19032860980117405,0.15413514425779842,-0.08798319742306478,7.0536890473358165
Generic,Generic,,Brine/Water,Regulated,2.0,,,,,,average,,,3.07,-0.034104626505716044,-0.0025230950320883727,0.8774447758572073,-0.022546983825692046,0.011693866609054278,0.16793101464534727,-0.0024577145278405683,-0.0944768996403137,7.965773724157412
Generic,Generic,,Water/Water,Regulated,3.0,,,,,,average,,,,,,,,,,,,
Generic,Generic,,Outdoor Air/Water,On-Off,4.0,,,,,,average,,,1.89,0.03931183590534994,-0.0048685719300166465,1.4797015726795015,0.003346541314736913,0.012576969762807257,0.3622946648445047,0.0953330211887142,-0.060318337244015766,5.696027268658395
Generic,Generic,,Brine/Water,On-Off,5.0,,,,,,average,,,2.87,-0.0017875977012152603,-0.005991542585118856,1.294020029069622,0.004297673478430872,0.015276057904724525,0.2419165638003143,-0.03189751035341825,-0.1039297767357212,8.054635524331985
Generic,Generic,,Water/Water,On-Off,6.0,,,,,,average,,,3.47,-0.0012054439337900323,-0.005386432580780262,1.2698861247001123,0.0012291816019499473,0.014157908564263891,0.2553432903014598,-0.011252309272595866,-0.10991827850768096,9.107948906155725
Generic,Generic,,Outdoor Air/Water,Regulated,1.0,,,,,,average,,,1.4,-0.03007733288970056,-0.0036190084132102407,0.9195331260234608,-0.030841044562932636,0.009448734166381043,0.19032860980117405,0.15413514425779842,-0.08798319742306478,7.0536890473358165
Generic,Generic,,Brine/Water,Regulated,2.0,,,,,,average,,,3.07,-0.034104626505716044,-0.0025230950320883727,0.8774447758572073,-0.022546983825692046,0.011693866609054278,0.16793101464534727,-0.0024577145278405683,-0.0944768996403137,7.965773724157412
Generic,Generic,,Water/Water,Regulated,3.0,,,,,,average,,,,,,,,,,,,
Generic,Generic,,Outdoor Air/Water,On-Off,4.0,,,,,,average,,,1.89,0.03931183590534994,-0.0048685719300166465,1.4797015726795015,0.003346541314736913,0.012576969762807257,0.3622946648445047,0.0953330211887142,-0.060318337244015766,5.696027268658395
Generic,Generic,,Brine/Water,On-Off,5.0,,,,,,average,,,2.87,-0.0017875977012152603,-0.005991542585118856,1.294020029069622,0.004297673478430872,0.015276057904724525,0.2419165638003143,-0.03189751035341825,-0.1039297767357212,8.054635524331985
Generic,Generic,,Water/Water,On-Off,6.0,,,,,,average,,,3.47,-0.0012054439337900323,-0.005386432580780262,1.2698861247001123,0.0012291816019499473,0.014157908564263891,0.2553432903014598,-0.011252309272595866,-0.10991827850768096,9.107948906155725
Generic,Generic,,Outdoor Air/Water,Regulated,1.0,,,,,,average,,,1.4,-0.03007733288970056,-0.0036190084132102407,0.9195331260234608,-0.030841044562932636,0.009448734166381043,0.19032860980117405,0.15413514425779842,-0.08798319742306478,7.0536890473358165
Generic,Generic,,Brine/Water,Regulated,2.0,,,,,,average,,,3.07,-0.034104626505716044,-0.0025230950320883727,0.8774447758572073,-0.022546983825692046,0.011693866609054278,0.16793101464534727,-0.0024577145278405683,-0.0944768996403137,7.965773724157412
Generic,Generic,,Water/Water,Regulated,3.0,,,,,,average,,,,,,,,,,,,
Generic,Generic,,Outdoor Air/Water,On-Off,4.0,,,,,,average,,,1.89,0.03931183590534994,-0.0048685719300166465,1.4797015726795015,0.003346541314736913,0.012576969762807257,0.3622946648445047,0.0953330211887142,-0.060318337244015766,5.696027268658395
Generic,Generic,,Brine/Water,On-Off,5.0,,,,,,average,,,2.87,-0.0017875977012152603,-0.005991542585118856,1.294020029069622,0.004297673478430872,0.015276057904724525,0.2419165638003143,-0.03189751035341825,-0.1039297767357212,8.054635524331985
Generic,Generic,,Water/Water,On-Off,6.0,,,,,,average,,,3.47,-0.0012054439337900323,-0.005386432580780262,1.2698861247001123,0.0012291816019499473,0.014157908564263891,0.2553432903014598,-0.011252309272595866,-0.10991827850768096,9.107948906155725
