Manufacturer,Model,Date,Type,Subtype,Group,Refrigerant,Mass of Refrigerant [kg],SPL indoor [dBA],SPL outdoor [dBA],PSB [W],Climate,P_el_ref [W],P_th_ref [W],p1_P_th [1/°C],p2_P_th [1/°C],p3_P_th [-],p1_P_el [1/°C],p2_P_el [1/°C],p3_P_el [-],p1_COP [-],p2_COP [-],p3_COP [-]
LG Electronics Inc.,HM143M U33,2018-04-04,Outdoor Air/Water,Inverter,1.0,R32,2.4,,63.0,60,average,5492,10600,-0.00873565026533523,0.0042876664486064505,0.5942711474182011,-0.018910458319738126,0.016557824747687525,-0.12632711299623206,0.1898564009625688,-0.09683733935023141,7.483036136752824
LG Electronics Inc.,HM123M U33,2018-04-04,Outdoor Air/Water,Inverter,1.0,R32,2.4,,63.0,60,average,5492,10600,-0.005868717852352294,0.0071970984597153,0.4665364798128959,-0.017026221941371086,0.018034647715900638,-0.19144901971814204,0.1898564009625688,-0.09683733935023141,7.483036136752824
LG Electronics Inc.,HM161M U33,2018-04-04,Outdoor Air/Water,Inverter,1.0,R32,2.4,,63.0,60,average,5492,10600,-0.010724357878103035,0.002037847441526411,0.692720096168742,-0.020326910768820098,0.0154224900303991,-0.0763336598610807,0.1898564009625688,-0.09683733935023141,7.483036136752824
LG Electronics Inc.,HM141M U33,2018-04-04,Outdoor Air/Water,Inverter,1.0,R32,2.4,,63.0,60,average,5492,10600,-0.00873565026533523,0.0042876664486064505,0.5942711474182011,-0.018910458319738126,0.016557824747687525,-0.12632711299623206,0.1898564009625688,-0.09683733935023141,7.483036136752824
LG Electronics Inc.,HM121M U33,2018-04-04,Outdoor Air/Water,Inverter,1.0,R32,2.4,,63.0,60,average,5492,10600,-0.005868717852352294,0.0071970984597153,0.4665364798128959,-0.017026221941371086,0.018034647715900638,-0.19144901971814204,0.1898564009625688,-0.09683733935023141,7.483036136752824
ELCO,AEROTOP T26,2019-05-04,Outdoor Air/Water,On-Off,4.0,R407c,7.4,59.0,70.0,10,average,9325,18650,0.04292322715170397,-0.004172412076371719,1.441854887313936,0.001355499345446764,0.01339679429296307,0.3183200369089758,0.11097315214869612,-0.06140747519826584,5.557475927267617
ELCO,AEROTOP T26R,2019-05-04,Outdoor Air/Water,On-Off,4.0,R407c,7.4,59.0,68.0,10,average,9325,18650,0.04292322715170397,-0.004172412076371719,1.441854887313936,0.001355499345446764,0.01339679429296307,0.3183200369089758,0.11097315214869612,-0.06140747519826584,5.557475927267617
DAIKIN Europe ,ERLQ016C*W1 / EHSH16P50B,2017-03-30,Outdoor Air/Water,Inverter,1.0,R410a,3.4,39.0,66.0,50,average,6811,12600,-0.03255758769884525,-0.0030857545307401853,0.8545481784639594,-0.036501512553643325,0.007336171896074913,0.2496016937754088,0.22055255287227643,-0.08996166990149122,7.05049846781081
DAIKIN Europe ,RRLQ016C*W1 / HPSU Compact 516 H,2017-03-30,Outdoor Air/Water,Inverter,1.0,R410a,3.4,39.0,66.0,50,average,6811,12600,-0.03255758769884525,-0.0030857545307401853,0.8545481784639594,-0.036501512553643325,0.007336171896074913,0.2496016937754088,0.22055255287227643,-0.08996166990149122,7.05049846781081
DAIKIN Europe ,ERLQ016C*W1 / EHSHB16P50B,2017-03-30,Outdoor Air/Water,Inverter,1.0,R410a,3.4,39.0,66.0,50,average,6811,12600,-0.03255758769884525,-0.0030857545307401853,0.8545481784639594,-0.036501512553643325,0.007336171896074913,0.2496016937754088,0.22055255287227643,-0.08996166990149122,7.05049846781081
DAIKIN Europe ,RRLQ016C*W1 / HPSU Compact 516 H Biv,2017-03-30,Outdoor Air/Water,Inverter,1.0,R410a,3.4,39.0,66.0,50,average,6811,12600,-0.03255758769884525,-0.0030857545307401853,0.8545481784639594,-0.036501512553643325,0.007336171896074913,0.2496016937754088,0.22055255287227643,-0.08996166990149122,7.05049846781081
Mitsubishi,PUD-SHWM100VAA(-BS) + E*ST20D-M*D,2020-10-06,Outdoor Air/Water,Inverter,1.0,R32,1.7,41.0,59.0,15,average,4083,8900,-0.029823515975199902,-0.00236552988827394,0.8542367216653163,-0.028051546027192866,0.011337833316383066,0.1040154988905196,0.1763815266041683,-0.07944397740533386,6.931051379797626
Mitsubishi,PUD-SHWM100VAA(-BS) + E*ST20D-*M*D,2020-10-06,Outdoor Air/Water,Inverter,1.0,R32,1.7,41.0,59.0,15,average,4083,8900,-0.029823515975199902,-0.00236552988827394,0.8542367216653163,-0.028051546027192866,0.011337833316383066,0.1040154988905196,0.1763815266041683,-0.07944397740533386,6.931051379797626
Mitsubishi,PUD-SHWM100VAA(-BS) + E*SD-M*D,2020-10-06,Outdoor Air/Water,Inverter,1.0,R32,1.7,41.0,59.0,15,average,4083,8900,-0.029823515975199902,-0.00236552988827394,0.8542367216653163,-0.028051546027192866,0.011337833316383066,0.1040154988905196,0.1763815266041683,-0.07944397740533386,6.931051379797626
Mitsubishi,PUD-SHWM100VAA(-BS) + E*SD-*M*D,2020-10-06,Outdoor Air/Water,Inverter,1.0,R32,1.7,41.0,59.0,15,average,4083,8900,-0.029823515975199902,-0.00236552988827394,0.8542367216653163,-0.028051546027192866,0.011337833316383066,0.1040154988905196,0.1763815266041683,-0.07944397740533386,6.931051379797626
Mitsubishi,PUD-SHWM100YAA(-BS) + E*ST20D-M*D,2020-10-06,Outdoor Air/Water,Inverter,1.0,R32,1.7,41.0,59.0,22,average,4083,8900,-0.029823515975199902,-0.00236552988827394,0.8542367216653163,-0.028051546027192866,0.011337833316383066,0.1040154988905196,0.1763815266041683,-0.07944397740533386,6.931051379797626
Mitsubishi,PUD-SHWM100YAA(-BS) + E*ST20D-*M*D,2020-10-06,Outdoor Air/Water,Inverter,1.0,R32,1.7,41.0,59.0,22,average,4083,8900,-0.029823515975199902,-0.00236552988827394,0.8542367216653163,-0.028051546027192866,0.011337833316383066,0.1040154988905196,0.1763815266041683,-0.07944397740533386,6.931051379797626
Mitsubishi,PUD-SHWM100YAA(-BS) + E*SD-M*D,2020-10-06,Outdoor Air/Water,Inverter,1.0,R32,1.7,41.0,59.0,22,average,4083,8900,-0.029823515975199902,-0.00236552988827394,0.8542367216653163,-0.028051546027192866,0.011337833316383066,0.1040154988905196,0.1763815266041683,-0.07944397740533386,6.931051379797626
Mitsubishi,PUD-SHWM100YAA(-BS) + E*SD-*M*D,2020-10-06,Outdoor Air/Water,Inverter,1.0,R32,1.7,41.0,59.0,22,average,4083,8900,-0.029823515975199902,-0.00236552988827394,0.8542367216653163,-0.028051546027192866,0.011337833316383066,0.1040154988905196,0.1763815266041683,-0.07944397740533386,6.931051379797626
Mitsubishi,PUD-SHWM120VAA(-BS) + E*ST20D-M*D,2020-10-06,Outdoor Air/Water,Inverter,1.0,R32,1.7,41.0,60.0,15,average,4953,10600,-0.03181904263363,-0.0008221775610162454,0.7740629651417807,-0.03203241374694916,0.010099959884060471,0.1519150115574144,0.18955023277585764,-0.07769896877164789,6.8074762361599905
Mitsubishi,PUD-SHWM120VAA(-BS) + E*ST20D-*M*D,2020-10-06,Outdoor Air/Water,Inverter,1.0,R32,1.7,41.0,60.0,15,average,4953,10600,-0.03181904263363,-0.0008221775610162454,0.7740629651417807,-0.03203241374694916,0.010099959884060471,0.1519150115574144,0.18955023277585764,-0.07769896877164789,6.8074762361599905
Mitsubishi,PUD-SHWM120VAA(-BS) + E*SD-M*D,2020-10-06,Outdoor Air/Water,Inverter,1.0,R32,1.7,41.0,60.0,15,average,4953,10600,-0.03181904263363,-0.0008221775610162454,0.7740629651417807,-0.03203241374694916,0.010099959884060471,0.1519150115574144,0.18955023277585764,-0.07769896877164789,6.8074762361599905
Mitsubishi,PUD-SHWM120VAA(-BS) + E*SD-*M*D,2020-10-06,Outdoor Air/Water,Inverter,1.0,R32,1.7,41.0,60.0,15,average,4953,10600,-0.03181904263363,-0.0008221775610162454,0.7740629651417807,-0.03203241374694916,0.010099959884060471,0.1519150115574144,0.18955023277585764,-0.07769896877164789,6.8074762361599905
Mitsubishi,PUD-SHWM120YAA(-BS) + E*ST20D-M*D,2020-10-06,Outdoor Air/Water,Inverter,1.0,R32,1.7,41.0,60.0,22,average,4953,10600,-0.03181904263363,-0.0008221775610162454,0.7740629651417807,-0.03203241374694916,0.010099959884060471,0.1519150115574144,0.18955023277585764,-0.07769896877164789,6.8074762361599905
Mitsubishi,PUD-SHWM120YAA(-BS) + E*ST20D-*M*D,2020-10-06,Outdoor Air/Water,Inverter,1.0,R32,1.7,41.0,60.0,22,average,4953,10600,-0.03181904263363,-0.0008221775610162454,0.7740629651417807,-0.03203241374694916,0.010099959884060471,0.1519150115574144,0.18955023277585764,-0.07769896877164789,6.8074762361599905
Mitsubishi,PUD-SHWM120YAA(-BS) + E*SD-M*D,2020-10-06,Outdoor Air/Water,Inverter,1.0,R32,1.7,41.0,60.0,22,average,4953,10600,-0.03181904263363,-0.0008221775610162454,0.7740629651417807,-0.03203241374694916,0.010099959884060471,0.1519150115574144,0.18955023277585764,-0.07769896877164789,6.8074762361599905
Mitsubishi,PUD-SHWM120YAA(-BS) + E*SD-*M*D,2020-10-06,Outdoor Air/Water,Inverter,1.0,R32,1.7,41.0,60.0,22,average,4953,10600,-0.03181904263363,-0.0008221775610162454,0.7740629651417807,-0.03203241374694916,0.010099959884060471,0.1519150115574144,0.18955023277585764,-0.07769896877164789,6.8074762361599905
DAIKIN Europe ,EPRA14DV / ETSH16P30D,2020-02-07,Outdoor Air/Water,Inverter,1.0,R32,4.2,46.0,54.0,21,average,4534,11200,-0.02251879552264251,0.0019874648776098706,0.687952036304264,-0.027559784423427405,0.010606180010624786,0.17199090774910364,0.12902574251303783,-0.07833742772645745,6.865008979301352
DAIKIN Europe ,EPRA14DV / ETSHB16P30D,2020-02-07,Outdoor Air/Water,Inverter,1.0,R32,4.2,46.0,54.0,21,average,4534,11200,-0.02251879552264251,0.0019874648776098706,0.687952036304264,-0.027559784423427405,0.010606180010624786,0.17199090774910364,0.12902574251303783,-0.07833742772645745,6.865008979301352
DAIKIN Europe ,EPRA14DW / ETSH16P30D,2020-02-07,Outdoor Air/Water,Inverter,1.0,R32,4.2,46.0,54.0,42,average,4568,11100,-0.025606366120668356,0.0006598775810421467,0.727862413014335,-0.02964855252689352,0.009643300199063985,0.19982089412685478,0.13110713217229006,-0.07529046706318313,6.7654848426938905
DAIKIN Europe ,EPRA14DW / ETSHB16P30D,2020-02-07,Outdoor Air/Water,Inverter,1.0,R32,4.2,46.0,54.0,42,average,4568,11100,-0.025606366120668356,0.0006598775810421467,0.727862413014335,-0.02964855252689352,0.009643300199063985,0.19982089412685478,0.13110713217229006,-0.07529046706318313,6.7654848426938905
DAIKIN Europe ,EPRA14DV / ETSX16P30D,2020-02-07,Outdoor Air/Water,Inverter,1.0,R32,4.2,46.0,54.0,21,average,4534,11200,-0.02251879552264251,0.0019874648776098706,0.687952036304264,-0.027559784423427405,0.010606180010624786,0.17199090774910364,0.12902574251303783,-0.07833742772645745,6.865008979301352
DAIKIN Europe ,EPRA14DV / ETSXB16P30D,2020-02-07,Outdoor Air/Water,Inverter,1.0,R32,4.2,46.0,54.0,21,average,4534,11200,-0.02251879552264251,0.0019874648776098706,0.687952036304264,-0.027559784423427405,0.010606180010624786,0.17199090774910364,0.12902574251303783,-0.07833742772645745,6.865008979301352
DAIKIN Europe ,EPRA14DW / ETSX16P30D,2020-02-07,Outdoor Air/Water,Inverter,1.0,R32,4.2,46.0,54.0,42,average,4568,11100,-0.025606366120668356,0.0006598775810421467,0.727862413014335,-0.02964855252689352,0.009643300199063985,0.19982089412685478,0.13110713217229006,-0.07529046706318313,6.7654848426938905
DAIKIN Europe ,EPRA14DW / ETSXB16P30D,2020-02-07,Outdoor Air/Water,Inverter,1.0,R32,4.2,46.0,54.0,42,average,4568,11100,-0.025606366120668356,0.0006598775810421467,0.727862413014335,-0.02964855252689352,0.009643300199063985,0.19982089412685478,0.13110713217229006,-0.07529046706318313,6.7654848426938905
Groupe Atlantic,Alféa Hybrid Duo Gaz R8,2020-12-17,Outdoor Air/Water,Inverter,1.0,R410a,1.4,46.0,69.0,9,average,2944,5300,-0.03977426968794426,-0.0061223311971273274,0.9770235691664997,-0.03784898397588292,0.0067003377808503165,0.280671449546688,0.1767186314217816,-0.08905840043199188,6.780367304873486
Ariston Thermo Group,AEROTOP SPLIT 11M-R,2017-12-19,Outdoor Air/Water,Inverter,1.0,R410a,4.3,43.0,62.0,18,average,4401,10210,-0.037537609612215285,-0.003938126906111289,0.890775314110847,-0.03317533464197754,0.009580071942751917,0.18111249030317347,0.1642501703852329,-0.10859858935822865,8.109450912840837
Ariston Thermo Group,ARIANEXT PLUS 110 S-T LINK,2017-12-19,Outdoor Air/Water,Inverter,1.0,R410a,4.3,43.0,62.0,18,average,4401,10210,-0.037537609612215285,-0.003938126906111289,0.890775314110847,-0.03317533464197754,0.009580071942751917,0.18111249030317347,0.1642501703852329,-0.10859858935822865,8.109450912840837
Ariston Thermo Group,ARIANEXT PLUS 110 S-T,2017-12-19,Outdoor Air/Water,Inverter,1.0,R410a,4.3,43.0,62.0,18,average,4401,10210,-0.037537609612215285,-0.003938126906111289,0.890775314110847,-0.03317533464197754,0.009580071942751917,0.18111249030317347,0.1642501703852329,-0.10859858935822865,8.109450912840837
Ariston Thermo Group,NIMBUS PLUS 110 S-T NET,2017-12-19,Outdoor Air/Water,Inverter,1.0,R410a,4.3,43.0,62.0,18,average,4401,10210,-0.037537609612215285,-0.003938126906111289,0.890775314110847,-0.03317533464197754,0.009580071942751917,0.18111249030317347,0.1642501703852329,-0.10859858935822865,8.109450912840837
Ariston Thermo Group,AEROTOP SPLIT 11M-CR,2017-12-19,Outdoor Air/Water,Inverter,1.0,R410a,4.3,43.0,62.0,18,average,4401,10210,-0.037537609612215285,-0.003938126906111289,0.890775314110847,-0.03317533464197754,0.009580071942751917,0.18111249030317347,0.1642501703852329,-0.10859858935822865,8.109450912840837
Ariston Thermo Group,ARIANEXT COMPACT 110 S-T LINK,2017-12-19,Outdoor Air/Water,Inverter,1.0,R410a,4.3,43.0,62.0,18,average,4401,10210,-0.037537609612215285,-0.003938126906111289,0.890775314110847,-0.03317533464197754,0.009580071942751917,0.18111249030317347,0.1642501703852329,-0.10859858935822865,8.109450912840837
Ariston Thermo Group,ARIANEXT FLEX 110 S-T LINK,2017-12-19,Outdoor Air/Water,Inverter,1.0,R410a,4.3,43.0,62.0,18,average,4401,10210,-0.037537609612215285,-0.003938126906111289,0.890775314110847,-0.03317533464197754,0.009580071942751917,0.18111249030317347,0.1642501703852329,-0.10859858935822865,8.109450912840837
Ariston Thermo Group,ARIANEXT FLEX 110 S-T - 300 LINK,2017-12-19,Outdoor Air/Water,Inverter,1.0,R410a,4.3,43.0,62.0,18,average,4401,10210,-0.037537609612215285,-0.003938126906111289,0.890775314110847,-0.03317533464197754,0.009580071942751917,0.18111249030317347,0.1642501703852329,-0.10859858935822865,8.109450912840837
Ariston Thermo Group,NIMBUS COMPACT 110 S-T NET,2017-12-19,Outdoor Air/Water,Inverter,1.0,R410a,4.3,43.0,62.0,18,average,4401,10210,-0.037537609612215285,-0.003938126906111289,0.890775314110847,-0.03317533464197754,0.009580071942751917,0.18111249030317347,0.1642501703852329,-0.10859858935822865,8.109450912840837
Ariston Thermo Group,NIMBUS FLEX 110 S-T NET,2017-12-19,Outdoor Air/Water,Inverter,1.0,R410a,4.3,43.0,62.0,18,average,4401,10210,-0.037537609612215285,-0.003938126906111289,0.890775314110847,-0.03317533464197754,0.009580071942751917,0.18111249030317347,0.1642501703852329,-0.10859858935822865,8.109450912840837
Ariston Thermo Group,NIMBUS FLEX 110 S-T - 300 NET,2017-12-19,Outdoor Air/Water,Inverter,1.0,R410a,4.3,43.0,62.0,18,average,4401,10210,-0.037537609612215285,-0.003938126906111289,0.890775314110847,-0.03317533464197754,0.009580071942751917,0.18111249030317347,0.1642501703852329,-0.10859858935822865,8.109450912840837
Ariston Thermo Group,ARIANEXT COMPACT 110 S-T,2017-12-19,Outdoor Air/Water,Inverter,1.0,R410a,4.3,43.0,62.0,18,average,4401,10210,-0.037537609612215285,-0.003938126906111289,0.890775314110847,-0.03317533464197754,0.009580071942751917,0.18111249030317347,0.1642501703852329,-0.10859858935822865,8.109450912840837
Ariston Thermo Group,ARIANEXT FLEX 110 S-T,2017-12-19,Outdoor Air/Water,Inverter,1.0,R410a,4.3,43.0,62.0,18,average,4401,10210,-0.037537609612215285,-0.003938126906111289,0.890775314110847,-0.03317533464197754,0.009580071942751917,0.18111249030317347,0.1642501703852329,-0.10859858935822865,8.109450912840837
Ariston Thermo Group,ARIANEXT FLEX 110 S-T - 300,2017-12-19,Outdoor Air/Water,Inverter,1.0,R410a,4.3,43.0,62.0,18,average,4401,10210,-0.037537609612215285,-0.003938126906111289,0.890775314110847,-0.03317533464197754,0.009580071942751917,0.18111249030317347,0.1642501703852329,-0.10859858935822865,8.109450912840837
Ariston Thermo Group,AEROTOP SPLIT 11M-RX,2017-12-19,Outdoor Air/Water,Inverter,1.0,R410a,4.3,43.0,62.0,18,average,4401,10210,-0.037537609612215285,-0.003938126906111289,0.890775314110847,-0.03317533464197754,0.009580071942751917,0.18111249030317347,0.1642501703852329,-0.10859858935822865,8.109450912840837
Ariston Thermo Group,ARIANEXT PLUS 110 S LINK,2017-12-19,Outdoor Air/Water,Inverter,1.0,R410a,4.3,43.0,62.0,18,average,4401,10210,-0.037537609612215285,-0.003938126906111289,0.890775314110847,-0.03317533464197754,0.009580071942751917,0.18111249030317347,0.1642501703852329,-0.10859858935822865,8.109450912840837
Ariston Thermo Group,ARIANEXT PLUS 110 S,2017-12-19,Outdoor Air/Water,Inverter,1.0,R410a,4.3,43.0,62.0,18,average,4401,10210,-0.037537609612215285,-0.003938126906111289,0.890775314110847,-0.03317533464197754,0.009580071942751917,0.18111249030317347,0.1642501703852329,-0.10859858935822865,8.109450912840837
Ariston Thermo Group,NIMBUS PLUS 110 S NET,2017-12-19,Outdoor Air/Water,Inverter,1.0,R410a,4.3,43.0,62.0,18,average,4401,10210,-0.037537609612215285,-0.003938126906111289,0.890775314110847,-0.03317533464197754,0.009580071942751917,0.18111249030317347,0.1642501703852329,-0.10859858935822865,8.109450912840837
Ariston Thermo Group,AEROTOP SPLIT 11M-CRX,2017-12-19,Outdoor Air/Water,Inverter,1.0,R410a,4.3,43.0,62.0,18,average,4401,10210,-0.037537609612215285,-0.003938126906111289,0.890775314110847,-0.03317533464197754,0.009580071942751917,0.18111249030317347,0.1642501703852329,-0.10859858935822865,8.109450912840837
Ariston Thermo Group,ARIANEXT COMPACT 110 S LINK,2017-12-19,Outdoor Air/Water,Inverter,1.0,R410a,4.3,43.0,62.0,18,average,4401,10210,-0.037537609612215285,-0.003938126906111289,0.890775314110847,-0.03317533464197754,0.009580071942751917,0.18111249030317347,0.1642501703852329,-0.10859858935822865,8.109450912840837
Ariston Thermo Group,ARIANEXT FLEX 110 S LINK,2017-12-19,Outdoor Air/Water,Inverter,1.0,R410a,4.3,43.0,62.0,18,average,4401,10210,-0.037537609612215285,-0.003938126906111289,0.890775314110847,-0.03317533464197754,0.009580071942751917,0.18111249030317347,0.1642501703852329,-0.10859858935822865,8.109450912840837
Ariston Thermo Group,ARIANEXT FLEX 110 S - 300 LINK,2017-12-19,Outdoor Air/Water,Inverter,1.0,R410a,4.3,43.0,62.0,18,average,4401,10210,-0.037537609612215285,-0.003938126906111289,0.890775314110847,-0.03317533464197754,0.009580071942751917,0.18111249030317347,0.1642501703852329,-0.10859858935822865,8.109450912840837
Ariston Thermo Group,NIMBUS COMPACT 110 S NET,2017-12-19,Outdoor Air/Water,Inverter,1.0,R410a,4.3,43.0,62.0,18,average,4401,10210,-0.037537609612215285,-0.003938126906111289,0.890775314110847,-0.03317533464197754,0.009580071942751917,0.18111249030317347,0.1642501703852329,-0.10859858935822865,8.109450912840837
Ariston Thermo Group,NIMBUS FLEX 110 S NET,2017-12-19,Outdoor Air/Water,Inverter,1.0,R410a,4.3,43.0,62.0,18,average,4401,10210,-0.037537609612215285,-0.003938126906111289,0.890775314110847,-0.03317533464197754,0.009580071942751917,0.18111249030317347,0.1642501703852329,-0.10859858935822865,8.109450912840837
Ariston Thermo Group,NIMBUS FLEX 110 S - 300 NET,2017-12-19,Outdoor Air/Water,Inverter,1.0,R410a,4.3,43.0,62.0,18,average,4401,10210,-0.037537609612215285,-0.003938126906111289,0.890775314110847,-0.03317533464197754,0.009580071942751917,0.18111249030317347,0.1642501703852329,-0.10859858935822865,8.109450912840837
Ariston Thermo Group,ARIANEXT COMPACT 110 S,2017-12-19,Outdoor Air/Water,Inverter,1.0,R410a,4.3,43.0,62.0,18,average,4401,10210,-0.037537609612215285,-0.003938126906111289,0.890775314110847,-0.03317533464197754,0.009580071942751917,0.18111249030317347,0.1642501703852329,-0.10859858935822865,8.109450912840837
Ariston Thermo Group,ARIANEXT FLEX 110 S,2017-12-19,Outdoor Air/Water,Inverter,1.0,R410a,4.3,43.0,62.0,18,average,4401,10210,-0.037537609612215285,-0.003938126906111289,0.890775314110847,-0.03317533464197754,0.009580071942751917,0.18111249030317347,0.1642501703852329,-0.10859858935822865,8.109450912840837
Ariston Thermo Group,ARIANEXT FLEX 110 S - 300,2017-12-19,Outdoor Air/Water,Inverter,1.0,R410a,4.3,43.0,62.0,18,average,4401,10210,-0.037537609612215285,-0.003938126906111289,0.890775314110847,-0.03317533464197754,0.009580071942751917,0.18111249030317347,0.1642501703852329,-0.10859858935822865,8.109450912840837
Frigicoll,KHP-BI 4 DVR2 + KHPM-BI 6 DVR2,2021-03-04,Outdoor Air/Water,Inverter,1.0,R32,1.5,38.0,56.0,14,average,1793,3890,-0.04539766740973072,-0.007920831062850513,1.1345765733853468,-0.03539335159127653,0.008313122985662993,0.26233231365955684,0.1196284966115051,-0.1143027813873293,8.221708372049193
Frigicoll,KHP-BI 6 DVR2 + KHPM-BI 6 DVR2,2021-03-04,Outdoor Air/Water,Inverter,1.0,R32,1.5,38.0,58.0,14,average,2327,5050,-0.053069653027490914,-0.010252042845215711,1.162910233648034,-0.03966714034008714,0.006154596037409411,0.31381995746470975,0.1227396608022052,-0.11172118621050638,8.187076963178443
Frigicoll,KHP-MO 4 DVR2,2021-03-04,Outdoor Air/Water,Inverter,1.0,R32,1.5,,55.0,14,average,1793,3890,-0.04539766740973072,-0.007920831062850513,1.1345765733853468,-0.03539335159127653,0.008313122985662993,0.26233231365955684,0.1196284966115051,-0.1143027813873293,8.221708372049193
Frigicoll,KHP-MO 6 DVR2,2021-03-04,Outdoor Air/Water,Inverter,1.0,R32,1.5,,58.0,14,average,2327,5050,-0.053069653027490914,-0.010252042845215711,1.162910233648034,-0.03966714034008714,0.006154596037409411,0.31381995746470975,0.1227396608022052,-0.11172118621050638,8.187076963178443
Mitsubishi,PUHZ-SHW230YKA2 + EHSE-M*C,2020-04-09,Outdoor Air/Water,Inverter,1.0,R410a,7.7,,,22,average,9667,20300,-0.025000299058241898,-0.005595909270793322,1.0175451569514091,-0.023635190654742805,0.011192883857836951,0.12487116742881248,0.1173846346692478,-0.07894556274208671,6.64290749838381
Mitsubishi,PUHZ-SHW230YKA2 + EHSE-YM*C,2020-04-09,Outdoor Air/Water,Inverter,1.0,R410a,7.7,,,22,average,9667,20300,-0.025000299058241898,-0.005595909270793322,1.0175451569514091,-0.023635190654742805,0.011192883857836951,0.12487116742881248,0.1173846346692478,-0.07894556274208671,6.64290749838381
Mitsubishi,PUHZ-SHW230YKA2 + ERSE-M*C,2020-04-09,Outdoor Air/Water,Inverter,1.0,R410a,7.7,,,22,average,9667,20300,-0.025000299058241898,-0.005595909270793322,1.0175451569514091,-0.023635190654742805,0.011192883857836951,0.12487116742881248,0.1173846346692478,-0.07894556274208671,6.64290749838381
Mitsubishi,PUHZ-SHW230YKA2 + ERSE-YM*C,2020-04-09,Outdoor Air/Water,Inverter,1.0,R410a,7.7,,,22,average,9667,20300,-0.025000299058241898,-0.005595909270793322,1.0175451569514091,-0.023635190654742805,0.011192883857836951,0.12487116742881248,0.1173846346692478,-0.07894556274208671,6.64290749838381
Mitsubishi,PUHZ-SHW230YKA2(-BS) + EHSE-M*D,2020-04-09,Outdoor Air/Water,Inverter,1.0,R410a,7.7,45.0,75.0,22,average,9667,20300,-0.025000299058241898,-0.005595909270793322,1.0175451569514091,-0.023635190654742805,0.011192883857836951,0.12487116742881248,0.1173846346692478,-0.07894556274208671,6.64290749838381
Mitsubishi,PUHZ-SHW230YKA2(-BS) + EHSE-YM*D,2020-04-09,Outdoor Air/Water,Inverter,1.0,R410a,7.7,45.0,75.0,22,average,9667,20300,-0.025000299058241898,-0.005595909270793322,1.0175451569514091,-0.023635190654742805,0.011192883857836951,0.12487116742881248,0.1173846346692478,-0.07894556274208671,6.64290749838381
Mitsubishi,PUHZ-SHW230YKA2(-BS) + ERSE-M*D,2020-04-09,Outdoor Air/Water,Inverter,1.0,R410a,7.7,45.0,75.0,22,average,9667,20300,-0.025000299058241898,-0.005595909270793322,1.0175451569514091,-0.023635190654742805,0.011192883857836951,0.12487116742881248,0.1173846346692478,-0.07894556274208671,6.64290749838381
Mitsubishi,PUHZ-SHW230YKA2(-BS) + ERSE-YM*D,2020-04-09,Outdoor Air/Water,Inverter,1.0,R410a,7.7,45.0,75.0,22,average,9667,20300,-0.025000299058241898,-0.005595909270793322,1.0175451569514091,-0.023635190654742805,0.011192883857836951,0.12487116742881248,0.1173846346692478,-0.07894556274208671,6.64290749838381
Airwell Residential,PAC-BT-UE-10KW-H11,2019-09-11,Outdoor Air/Water,Inverter,1.0,R410a,3.9,35.0,70.0,19,average,5903,10920,-0.01894607190393827,-0.004850881895829251,1.0504824780050712,-0.028582602621257745,0.010947265961359982,0.15321184946795435,0.2303309254958171,-0.09230653257825006,7.194378818141972
Airwell Residential,PAC-BT-UE-12KW-H11,2019-09-11,Outdoor Air/Water,Inverter,1.0,R410a,3.9,35.0,69.0,19,average,4257,8600,-0.02098954953829926,-0.0066614018298259145,1.134716553144778,-0.029166398917782985,0.009410052784343046,0.21577415233694164,0.21469698230246761,-0.07678548656350728,6.879311662993614
Airwell Residential,PAC-BT-UE-14KW-H11,2019-09-11,Outdoor Air/Water,Inverter,1.0,R410a,3.9,35.0,67.0,19,average,4423,8580,-0.014785362615825578,0.00310370919762266,0.6201753156036631,-0.024975030123624647,0.013591004378185887,-0.011334810053009028,0.22385495236909936,-0.0860517310104116,7.130785919587049
Airwell Residential,PAC-BT-UE-16KW-H11,2019-09-11,Outdoor Air/Water,Inverter,1.0,R410a,3.9,35.0,70.0,19,average,5742,10680,-0.015478146305012541,-0.0003659991309749417,0.8512818667709843,-0.026754569409369596,0.013126980799862959,0.06015616600849151,0.25298156705427133,-0.09092085278896242,7.166218832036759
Groupe Atlantic,Alféa Hybrid Duo Fioul/Oil A.I. 8,2019-06-27,Outdoor Air/Water,Inverter,1.0,R410a,1.4,48.0,69.0,9,average,2944,5300,-0.03977426968794426,-0.0061223311971273274,0.9770235691664997,-0.03784898397588292,0.0067003377808503165,0.280671449546688,0.1767186314217816,-0.08905840043199188,6.780367304873486
ELCO,AEROTOP T35,2019-05-04,Outdoor Air/Water,On-Off,4.0,R407c,9.2,68.0,70.0,10,average,11618,24630,0.038602405869140155,-0.0043146882642223165,1.4341895001119098,0.006379617577207706,0.01364013045052269,0.3098656191554962,0.07647200788149741,-0.06279043390301897,5.727019138039416
ELCO,AEROTOP T35R,2019-05-04,Outdoor Air/Water,On-Off,4.0,R407c,9.2,68.0,70.0,10,average,11618,24630,0.038602405869140155,-0.0043146882642223165,1.4341895001119098,0.006379617577207706,0.01364013045052269,0.3098656191554962,0.07647200788149741,-0.06279043390301897,5.727019138039416
