Manufacturer,Model,Date,Type,Subtype,Group,Refrigerant,Mass of Refrigerant [kg],SPL indoor [dBA],SPL outdoor [dBA],PSB [W],Climate,P_el_ref [W],P_th_ref [W],p1_P_th [1/°C],p2_P_th [1/°C],p3_P_th [-],p1_P_el [1/°C],p2_P_el [1/°C],p3_P_el [-],p1_COP [-],p2_COP [-],p3_COP [-]
Mitsubishi,PUHZ-SHW112VHA(-BS) + ERST20CVM*C,2020-04-09,Outdoor Air/Water,Inverter,1.0,R410a,5.5,40.0,70.0,15,average,5714,11200,-0.030829102820622532,-0.005815736310757418,0.9919695810902275,-0.031852794239688446,0.008533877796358873,0.20943042066236714,0.17919692462354125,-0.07424256949877367,6.478649090337952
Mitsubishi,PUHZ-SHW140YHA(-BS) + EHSC-M*C,2020-04-09,Outdoor Air/Water,Inverter,1.0,R410a,5.5,40.0,70.0,22,average,7609,14000,-0.034285617367969354,-0.004238195393528907,0.9112233415897488,-0.03400491843536164,0.008400820493929257,0.20173986475559672,0.19284635511992382,-0.06890961080301578,6.202555628433922
Mitsubishi,PUHZ-SHW140YHA(-BS) + EHSC-VM*C,2020-04-09,Outdoor Air/Water,Inverter,1.0,R410a,5.5,40.0,70.0,22,average,7609,14000,-0.034285617367969354,-0.004238195393528907,0.9112233415897488,-0.03400491843536164,0.008400820493929257,0.20173986475559672,0.19284635511992382,-0.06890961080301578,6.202555628433922
Mitsubishi,PUHZ-SHW140YHA(-BS) + EHSC-YM*C,2020-04-09,Outdoor Air/Water,Inverter,1.0,R410a,5.5,40.0,70.0,22,average,7609,14000,-0.034285617367969354,-0.004238195393528907,0.9112233415897488,-0.03400491843536164,0.008400820493929257,0.20173986475559672,0.19284635511992382,-0.06890961080301578,6.202555628433922
Mitsubishi,PUHZ-SHW140YHA(-BS) + EHST20C-M*C,2020-04-09,Outdoor Air/Water,Inverter,1.0,R410a,5.5,40.0,70.0,22,average,7609,14000,-0.034285617367969354,-0.004238195393528907,0.9112233415897488,-0.03400491843536164,0.008400820493929257,0.20173986475559672,0.19284635511992382,-0.06890961080301578,6.202555628433922
Mitsubishi,PUHZ-SHW140YHA(-BS) + EHST20CVM*C,2020-04-09,Outdoor Air/Water,Inverter,1.0,R410a,5.5,40.0,70.0,22,average,7609,14000,-0.034285617367969354,-0.004238195393528907,0.9112233415897488,-0.03400491843536164,0.008400820493929257,0.20173986475559672,0.19284635511992382,-0.06890961080301578,6.202555628433922
Mitsubishi,PUHZ-SHW140YHA(-BS) + EHST20CYM*C,2020-04-09,Outdoor Air/Water,Inverter,1.0,R410a,5.5,40.0,70.0,22,average,7609,14000,-0.034285617367969354,-0.004238195393528907,0.9112233415897488,-0.03400491843536164,0.008400820493929257,0.20173986475559672,0.19284635511992382,-0.06890961080301578,6.202555628433922
Mitsubishi,PUHZ-SHW140YHA(-BS) + ERSC-M*C,2020-04-09,Outdoor Air/Water,Inverter,1.0,R410a,5.5,40.0,70.0,22,average,7609,14000,-0.034285617367969354,-0.004238195393528907,0.9112233415897488,-0.03400491843536164,0.008400820493929257,0.20173986475559672,0.19284635511992382,-0.06890961080301578,6.202555628433922
Mitsubishi,PUHZ-SHW140YHA(-BS) + ERSC-VM*C,2020-04-09,Outdoor Air/Water,Inverter,1.0,R410a,5.5,40.0,70.0,22,average,7609,14000,-0.034285617367969354,-0.004238195393528907,0.9112233415897488,-0.03400491843536164,0.008400820493929257,0.20173986475559672,0.19284635511992382,-0.06890961080301578,6.202555628433922
Mitsubishi,PUHZ-SHW140YHA(-BS) + ERST20C-M*C,2020-04-09,Outdoor Air/Water,Inverter,1.0,R410a,5.5,40.0,70.0,22,average,7609,14000,-0.034285617367969354,-0.004238195393528907,0.9112233415897488,-0.03400491843536164,0.008400820493929257,0.20173986475559672,0.19284635511992382,-0.06890961080301578,6.202555628433922
Mitsubishi,PUHZ-SHW140YHA(-BS) + ERST20CVM*C,2020-04-09,Outdoor Air/Water,Inverter,1.0,R410a,5.5,40.0,70.0,22,average,7609,14000,-0.034285617367969354,-0.004238195393528907,0.9112233415897488,-0.03400491843536164,0.008400820493929257,0.20173986475559672,0.19284635511992382,-0.06890961080301578,6.202555628433922
Mitsubishi,PUHZ-SHW112YHA(-BS) + EHSC-M*C,2020-04-09,Outdoor Air/Water,Inverter,1.0,R410a,5.5,40.0,70.0,22,average,5714,11200,-0.030829102820622532,-0.005815736310757418,0.9919695810902275,-0.03186699475211022,0.008522279446955437,0.20900377240481602,0.1796130603880082,-0.07436637655177725,6.497698482609309
Mitsubishi,PUHZ-SHW112YHA(-BS) + EHSC-VM*C,2020-04-09,Outdoor Air/Water,Inverter,1.0,R410a,5.5,40.0,70.0,22,average,5714,11200,-0.030829102820622532,-0.005815736310757418,0.9919695810902275,-0.03186699475211022,0.008522279446955437,0.20900377240481602,0.1796130603880082,-0.07436637655177725,6.497698482609309
Mitsubishi,PUHZ-SHW112YHA(-BS) + EHSC-YM*C,2020-04-09,Outdoor Air/Water,Inverter,1.0,R410a,5.5,40.0,70.0,22,average,5714,11200,-0.030829102820622532,-0.005815736310757418,0.9919695810902275,-0.03186699475211022,0.008522279446955437,0.20900377240481602,0.1796130603880082,-0.07436637655177725,6.497698482609309
Mitsubishi,PUHZ-SHW112YHA(-BS) + EHST20C-M*C,2020-04-09,Outdoor Air/Water,Inverter,1.0,R410a,5.5,40.0,70.0,22,average,5714,11200,-0.030829102820622532,-0.005815736310757418,0.9919695810902275,-0.03186699475211022,0.008522279446955437,0.20900377240481602,0.1796130603880082,-0.07436637655177725,6.497698482609309
Mitsubishi,PUHZ-SHW112YHA(-BS) + EHST20CVM*C,2020-04-09,Outdoor Air/Water,Inverter,1.0,R410a,5.5,40.0,70.0,22,average,5714,11200,-0.030829102820622532,-0.005815736310757418,0.9919695810902275,-0.03186699475211022,0.008522279446955437,0.20900377240481602,0.1796130603880082,-0.07436637655177725,6.497698482609309
Mitsubishi,PUHZ-SHW112YHA(-BS) + EHST20CYM*C,2020-04-09,Outdoor Air/Water,Inverter,1.0,R410a,5.5,40.0,70.0,22,average,5714,11200,-0.030829102820622532,-0.005815736310757418,0.9919695810902275,-0.03186699475211022,0.008522279446955437,0.20900377240481602,0.1796130603880082,-0.07436637655177725,6.497698482609309
Mitsubishi,PUHZ-SHW112YHA(-BS) + ERSC-M*C,2020-04-09,Outdoor Air/Water,Inverter,1.0,R410a,5.5,40.0,70.0,22,average,5714,11200,-0.030829102820622532,-0.005815736310757418,0.9919695810902275,-0.03186699475211022,0.008522279446955437,0.20900377240481602,0.1796130603880082,-0.07436637655177725,6.497698482609309
Mitsubishi,PUHZ-SHW112YHA(-BS) + ERSC-VM*C,2020-04-09,Outdoor Air/Water,Inverter,1.0,R410a,5.5,40.0,70.0,22,average,5714,11200,-0.030829102820622532,-0.005815736310757418,0.9919695810902275,-0.03186699475211022,0.008522279446955437,0.20900377240481602,0.1796130603880082,-0.07436637655177725,6.497698482609309
Mitsubishi,PUHZ-SHW112YHA(-BS) + ERST20C-M*C,2020-04-09,Outdoor Air/Water,Inverter,1.0,R410a,5.5,40.0,70.0,22,average,5714,11200,-0.030829102820622532,-0.005815736310757418,0.9919695810902275,-0.03186699475211022,0.008522279446955437,0.20900377240481602,0.1796130603880082,-0.07436637655177725,6.497698482609309
Mitsubishi,PUHZ-SHW112YHA(-BS) + ERST20CVM*C,2020-04-09,Outdoor Air/Water,Inverter,1.0,R410a,5.5,40.0,70.0,22,average,5714,11200,-0.030829102820622532,-0.005815736310757418,0.9919695810902275,-0.03186699475211022,0.008522279446955437,0.20900377240481602,0.1796130603880082,-0.07436637655177725,6.497698482609309
Mitsubishi,PUHZ-SHW140YHA(-BS) + EHST20C-M*D,2020-04-09,Outdoor Air/Water,Inverter,1.0,R410a,5.5,40.0,70.0,22,average,7609,14000,-0.034285617367969354,-0.004238195393528907,0.9112233415897488,-0.03400491843536164,0.008400820493929257,0.20173986475559672,0.19284635511992382,-0.06890961080301578,6.202555628433922
Mitsubishi,PUHZ-SHW140YHA(-BS) + EHST20CVM*D,2020-04-09,Outdoor Air/Water,Inverter,1.0,R410a,5.5,40.0,70.0,22,average,7609,14000,-0.034285617367969354,-0.004238195393528907,0.9112233415897488,-0.03400491843536164,0.008400820493929257,0.20173986475559672,0.19284635511992382,-0.06890961080301578,6.202555628433922
Mitsubishi,PUHZ-SHW140YHA(-BS) + EHST20CYM*D,2020-04-09,Outdoor Air/Water,Inverter,1.0,R410a,5.5,40.0,70.0,22,average,7609,14000,-0.034285617367969354,-0.004238195393528907,0.9112233415897488,-0.03400491843536164,0.008400820493929257,0.20173986475559672,0.19284635511992382,-0.06890961080301578,6.202555628433922
Mitsubishi,PUHZ-SHW140YHA(-BS) + EHSC-M*D,2020-04-09,Outdoor Air/Water,Inverter,1.0,R410a,5.5,40.0,70.0,22,average,7609,14000,-0.034285617367969354,-0.004238195393528907,0.9112233415897488,-0.03400491843536164,0.008400820493929257,0.20173986475559672,0.19284635511992382,-0.06890961080301578,6.202555628433922
Mitsubishi,PUHZ-SHW140YHA(-BS) + EHSC-VM*D,2020-04-09,Outdoor Air/Water,Inverter,1.0,R410a,5.5,40.0,70.0,22,average,7609,14000,-0.034285617367969354,-0.004238195393528907,0.9112233415897488,-0.03400491843536164,0.008400820493929257,0.20173986475559672,0.19284635511992382,-0.06890961080301578,6.202555628433922
Mitsubishi,PUHZ-SHW140YHA(-BS) + EHSC-YM*D,2020-04-09,Outdoor Air/Water,Inverter,1.0,R410a,5.5,40.0,70.0,22,average,7609,14000,-0.034285617367969354,-0.004238195393528907,0.9112233415897488,-0.03400491843536164,0.008400820493929257,0.20173986475559672,0.19284635511992382,-0.06890961080301578,6.202555628433922
Mitsubishi,PUHZ-SHW140YHA(-BS) + ERST20CVM*D,2020-04-09,Outdoor Air/Water,Inverter,1.0,R410a,5.5,40.0,70.0,22,average,7609,14000,-0.034285617367969354,-0.004238195393528907,0.9112233415897488,-0.03400491843536164,0.008400820493929257,0.20173986475559672,0.19284635511992382,-0.06890961080301578,6.202555628433922
Mitsubishi,PUHZ-SHW140YHA(-BS) + ERSC-M*D,2020-04-09,Outdoor Air/Water,Inverter,1.0,R410a,5.5,40.0,70.0,22,average,7609,14000,-0.034285617367969354,-0.004238195393528907,0.9112233415897488,-0.03400491843536164,0.008400820493929257,0.20173986475559672,0.19284635511992382,-0.06890961080301578,6.202555628433922
Mitsubishi,PUHZ-SHW140YHA(-BS) + ERSC-VM*D,2020-04-09,Outdoor Air/Water,Inverter,1.0,R410a,5.5,40.0,70.0,22,average,7609,14000,-0.034285617367969354,-0.004238195393528907,0.9112233415897488,-0.03400491843536164,0.008400820493929257,0.20173986475559672,0.19284635511992382,-0.06890961080301578,6.202555628433922
Airwell Residential,WELLEA MONOBLOC 5KW,2020-01-17,Outdoor Air/Water,Inverter,1.0,R32,2.0,,61.0,9,average,2959,5830,-0.04201882521637595,0.0004330428509295364,0.6941440197023871,-0.030570274712518244,0.012688000560510209,0.025019650628316036,0.0893740160859716,-0.08837598001228822,6.897615256621555
Airwell Residential,WELLEA MONOBLOC 7KW,2020-01-17,Outdoor Air/Water,Inverter,1.0,R32,2.0,,64.0,9,average,2959,5830,-0.04201882521637595,0.0004330428509295364,0.6941440197023871,-0.030570274712518244,0.012688000560510209,0.025019650628316036,0.0893740160859716,-0.08837598001228822,6.897615256621555
Airwell Residential,WELLEA MONOBLOC 9KW,2020-01-17,Outdoor Air/Water,Inverter,1.0,R32,2.0,,67.0,9,average,3519,6580,-0.05051320696694001,-0.007017241943985494,1.0240169557224708,-0.03598653650723774,0.009113783897541212,0.17594447604089938,0.12349712822401095,-0.10733674787134334,7.684960759589402
Enertech CTC AB,CTC EcoAir 408 1x230V,2020-12-17,Outdoor Air/Water,On-Off,4.0,R407c,2.2,,61.0,18,average,2036,4500,0.04952856056248291,-0.008336425264254075,1.6493257676011572,0.007512208495764903,0.014351289843694178,0.3097038822701906,0.10408707940377018,-0.08113028772283216,6.618298862559152
Enertech CTC AB,CTC EcoAir 408 3x400V,2020-12-17,Outdoor Air/Water,On-Off,4.0,R407c,2.2,,61.0,18,average,2036,4500,0.04952856056248291,-0.008336425264254075,1.6493257676011572,0.007512208495764903,0.014351289843694178,0.3097038822701906,0.10408707940377018,-0.08113028772283216,6.618298862559152
Ariston Thermo Group,AEROTOP MONO 04M-RX 1Z,2017-12-19,Outdoor Air/Water,Inverter,1.0,R410a,1.88,15.0,57.0,13,average,1790,4100,-0.04344252477028516,-0.0064283225304938366,0.9980224236817251,-0.03278770260002926,0.009225283471938572,0.2061573928248394,0.08470997830787817,-0.10410035820649306,7.653214889006155
Ariston Thermo Group,AEROTOP MONO 04M-RX 2Z,2017-12-19,Outdoor Air/Water,Inverter,1.0,R410a,1.88,43.0,57.0,13,average,1790,4100,-0.04344252477028516,-0.0064283225304938366,0.9980224236817251,-0.03278770260002926,0.009225283471938572,0.2061573928248394,0.08470997830787817,-0.10410035820649306,7.653214889006155
Ariston Thermo Group,AEROTOP MONO 04M-RXL,2017-12-19,Outdoor Air/Water,Inverter,1.0,R410a,1.88,15.0,57.0,13,average,1790,4100,-0.04344252477028516,-0.0064283225304938366,0.9980224236817251,-0.03278770260002926,0.009225283471938572,0.2061573928248394,0.08470997830787817,-0.10410035820649306,7.653214889006155
Ariston Thermo Group,AEROTOP MONO 04M-X 1Z,2017-12-19,Outdoor Air/Water,Inverter,1.0,R410a,1.88,15.0,57.0,13,average,1790,4100,-0.04344252477028516,-0.0064283225304938366,0.9980224236817251,-0.03278770260002926,0.009225283471938572,0.2061573928248394,0.08470997830787817,-0.10410035820649306,7.653214889006155
Ariston Thermo Group,AEROTOP MONO 04M-X 2Z,2017-12-19,Outdoor Air/Water,Inverter,1.0,R410a,1.88,43.0,57.0,13,average,1790,4100,-0.04344252477028516,-0.0064283225304938366,0.9980224236817251,-0.03278770260002926,0.009225283471938572,0.2061573928248394,0.08470997830787817,-0.10410035820649306,7.653214889006155
Ariston Thermo Group,ARIANEXT LITE 40 M LINK,2017-12-19,Outdoor Air/Water,Inverter,1.0,R410a,1.88,15.0,57.0,13,average,1790,4100,-0.04344252477028516,-0.0064283225304938366,0.9980224236817251,-0.03278770260002926,0.009225283471938572,0.2061573928248394,0.08470997830787817,-0.10410035820649306,7.653214889006155
Ariston Thermo Group,ARIANEXT LITE 40 M,2017-12-19,Outdoor Air/Water,Inverter,1.0,R410a,1.88,15.0,57.0,13,average,1790,4100,-0.04344252477028516,-0.0064283225304938366,0.9980224236817251,-0.03278770260002926,0.009225283471938572,0.2061573928248394,0.08470997830787817,-0.10410035820649306,7.653214889006155
Ariston Thermo Group,ARIANEXT PLUS 40 M 2Z H LINK,2017-12-19,Outdoor Air/Water,Inverter,1.0,R410a,1.88,43.0,57.0,13,average,1790,4100,-0.04344252477028516,-0.0064283225304938366,0.9980224236817251,-0.03278770260002926,0.009225283471938572,0.2061573928248394,0.08470997830787817,-0.10410035820649306,7.653214889006155
Ariston Thermo Group,ARIANEXT PLUS 40 M 2Z H,2017-12-19,Outdoor Air/Water,Inverter,1.0,R410a,1.88,43.0,57.0,13,average,1790,4100,-0.04344252477028516,-0.0064283225304938366,0.9980224236817251,-0.03278770260002926,0.009225283471938572,0.2061573928248394,0.08470997830787817,-0.10410035820649306,7.653214889006155
Ariston Thermo Group,ARIANEXT PLUS 40 M 2Z LINK,2017-12-19,Outdoor Air/Water,Inverter,1.0,R410a,1.88,43.0,57.0,13,average,1790,4100,-0.04344252477028516,-0.0064283225304938366,0.9980224236817251,-0.03278770260002926,0.009225283471938572,0.2061573928248394,0.08470997830787817,-0.10410035820649306,7.653214889006155
Ariston Thermo Group,ARIANEXT PLUS 40 M 2Z,2017-12-19,Outdoor Air/Water,Inverter,1.0,R410a,1.88,43.0,57.0,13,average,1790,4100,-0.04344252477028516,-0.0064283225304938366,0.9980224236817251,-0.03278770260002926,0.009225283471938572,0.2061573928248394,0.08470997830787817,-0.10410035820649306,7.653214889006155
Ariston Thermo Group,ARIANEXT PLUS 40 M H LINK,2017-12-19,Outdoor Air/Water,Inverter,1.0,R410a,1.88,15.0,57.0,13,average,1790,4100,-0.04344252477028516,-0.0064283225304938366,0.9980224236817251,-0.03278770260002926,0.009225283471938572,0.2061573928248394,0.08470997830787817,-0.10410035820649306,7.653214889006155
Ariston Thermo Group,ARIANEXT PLUS 40 M H,2017-12-19,Outdoor Air/Water,Inverter,1.0,R410a,1.88,15.0,57.0,13,average,1790,4100,-0.04344252477028516,-0.0064283225304938366,0.9980224236817251,-0.03278770260002926,0.009225283471938572,0.2061573928248394,0.08470997830787817,-0.10410035820649306,7.653214889006155
Ariston Thermo Group,ARIANEXT PLUS 40 M LINK,2017-12-19,Outdoor Air/Water,Inverter,1.0,R410a,1.88,15.0,57.0,13,average,1790,4100,-0.04344252477028516,-0.0064283225304938366,0.9980224236817251,-0.03278770260002926,0.009225283471938572,0.2061573928248394,0.08470997830787817,-0.10410035820649306,7.653214889006155
Ariston Thermo Group,ARIANEXT PLUS 40 M,2017-12-19,Outdoor Air/Water,Inverter,1.0,R410a,1.88,15.0,57.0,13,average,1790,4100,-0.04344252477028516,-0.0064283225304938366,0.9980224236817251,-0.03278770260002926,0.009225283471938572,0.2061573928248394,0.08470997830787817,-0.10410035820649306,7.653214889006155
Ariston Thermo Group,NIMBUS PLUS 40 M 2Z H NET,2017-12-19,Outdoor Air/Water,Inverter,1.0,R410a,1.88,43.0,57.0,13,average,1790,4100,-0.04344252477028516,-0.0064283225304938366,0.9980224236817251,-0.03278770260002926,0.009225283471938572,0.2061573928248394,0.08470997830787817,-0.10410035820649306,7.653214889006155
Ariston Thermo Group,NIMBUS PLUS 40 M 2Z NET,2017-12-19,Outdoor Air/Water,Inverter,1.0,R410a,1.88,43.0,57.0,13,average,1790,4100,-0.04344252477028516,-0.0064283225304938366,0.9980224236817251,-0.03278770260002926,0.009225283471938572,0.2061573928248394,0.08470997830787817,-0.10410035820649306,7.653214889006155
Ariston Thermo Group,NIMBUS PLUS 40 M H NET,2017-12-19,Outdoor Air/Water,Inverter,1.0,R410a,1.88,15.0,57.0,13,average,1790,4100,-0.04344252477028516,-0.0064283225304938366,0.9980224236817251,-0.03278770260002926,0.009225283471938572,0.2061573928248394,0.08470997830787817,-0.10410035820649306,7.653214889006155
Ariston Thermo Group,NIMBUS PLUS 40 M NET,2017-12-19,Outdoor Air/Water,Inverter,1.0,R410a,1.88,15.0,57.0,13,average,1790,4100,-0.04344252477028516,-0.0064283225304938366,0.9980224236817251,-0.03278770260002926,0.009225283471938572,0.2061573928248394,0.08470997830787817,-0.10410035820649306,7.653214889006155
Ariston Thermo Group,NIMBUS POCKET 40 M NET,2017-12-19,Outdoor Air/Water,Inverter,1.0,R410a,1.88,15.0,57.0,13,average,1790,4100,-0.04344252477028516,-0.0064283225304938366,0.9980224236817251,-0.03278770260002926,0.009225283471938572,0.2061573928248394,0.08470997830787817,-0.10410035820649306,7.653214889006155
Ariston Thermo Group,AEROTOP MONO 04M-CRX 1Z,2017-12-19,Outdoor Air/Water,Inverter,1.0,R410a,1.88,15.0,57.0,13,average,1790,4100,-0.04344252477028516,-0.0064283225304938366,0.9980224236817251,-0.03278770260002926,0.009225283471938572,0.2061573928248394,0.08470997830787817,-0.10410035820649306,7.653214889006155
Ariston Thermo Group,AEROTOP MONO 04M-CRX 2Z,2017-12-19,Outdoor Air/Water,Inverter,1.0,R410a,1.88,15.0,57.0,13,average,1790,4100,-0.04344252477028516,-0.0064283225304938366,0.9980224236817251,-0.03278770260002926,0.009225283471938572,0.2061573928248394,0.08470997830787817,-0.10410035820649306,7.653214889006155
Ariston Thermo Group,ARIANEXT COMPACT 40 M 2Z LINK,2017-12-19,Outdoor Air/Water,Inverter,1.0,R410a,1.88,43.0,57.0,13,average,1790,4100,-0.04344252477028516,-0.0064283225304938366,0.9980224236817251,-0.03278770260002926,0.009225283471938572,0.2061573928248394,0.08470997830787817,-0.10410035820649306,7.653214889006155
Ariston Thermo Group,ARIANEXT COMPACT 40 M LINK,2017-12-19,Outdoor Air/Water,Inverter,1.0,R410a,1.88,15.0,57.0,13,average,1790,4100,-0.04344252477028516,-0.0064283225304938366,0.9980224236817251,-0.03278770260002926,0.009225283471938572,0.2061573928248394,0.08470997830787817,-0.10410035820649306,7.653214889006155
Ariston Thermo Group,ARIANEXT FLEX 40 M 2Z H LINK,2017-12-19,Outdoor Air/Water,Inverter,1.0,R410a,1.88,43.0,57.0,13,average,1790,4100,-0.04344252477028516,-0.0064283225304938366,0.9980224236817251,-0.03278770260002926,0.009225283471938572,0.2061573928248394,0.08470997830787817,-0.10410035820649306,7.653214889006155
Ariston Thermo Group,ARIANEXT FLEX 40 M 2Z LINK,2017-12-19,Outdoor Air/Water,Inverter,1.0,R410a,1.88,43.0,57.0,13,average,1790,4100,-0.04344252477028516,-0.0064283225304938366,0.9980224236817251,-0.03278770260002926,0.009225283471938572,0.2061573928248394,0.08470997830787817,-0.10410035820649306,7.653214889006155
Ariston Thermo Group,ARIANEXT FLEX 40 M LINK,2017-12-19,Outdoor Air/Water,Inverter,1.0,R410a,1.88,15.0,57.0,13,average,1790,4100,-0.04344252477028516,-0.0064283225304938366,0.9980224236817251,-0.03278770260002926,0.009225283471938572,0.2061573928248394,0.08470997830787817,-0.10410035820649306,7.653214889006155
Ariston Thermo Group,ARIANEXT FLEX 40 M H LINK,2017-12-19,Outdoor Air/Water,Inverter,1.0,R410a,1.88,15.0,57.0,13,average,1790,4100,-0.04344252477028516,-0.0064283225304938366,0.9980224236817251,-0.03278770260002926,0.009225283471938572,0.2061573928248394,0.08470997830787817,-0.10410035820649306,7.653214889006155
Ariston Thermo Group,NIMBUS COMPACT 40 M 2Z NET,2017-12-19,Outdoor Air/Water,Inverter,1.0,R410a,1.88,43.0,57.0,13,average,1790,4100,-0.04344252477028516,-0.0064283225304938366,0.9980224236817251,-0.03278770260002926,0.009225283471938572,0.2061573928248394,0.08470997830787817,-0.10410035820649306,7.653214889006155
Ariston Thermo Group,NIMBUS COMPACT 40 M NET,2017-12-19,Outdoor Air/Water,Inverter,1.0,R410a,1.88,15.0,57.0,13,average,1790,4100,-0.04344252477028516,-0.0064283225304938366,0.9980224236817251,-0.03278770260002926,0.009225283471938572,0.2061573928248394,0.08470997830787817,-0.10410035820649306,7.653214889006155
Ariston Thermo Group,NIMBUS FLEX 40 M 2Z H NET,2017-12-19,Outdoor Air/Water,Inverter,1.0,R410a,1.88,43.0,57.0,13,average,1790,4100,-0.04344252477028516,-0.0064283225304938366,0.9980224236817251,-0.03278770260002926,0.009225283471938572,0.2061573928248394,0.08470997830787817,-0.10410035820649306,7.653214889006155
Ariston Thermo Group,NIMBUS FLEX 40 M 2Z NET,2017-12-19,Outdoor Air/Water,Inverter,1.0,R410a,1.88,43.0,57.0,13,average,1790,4100,-0.04344252477028516,-0.0064283225304938366,0.9980224236817251,-0.03278770260002926,0.009225283471938572,0.2061573928248394,0.08470997830787817,-0.10410035820649306,7.653214889006155
Ariston Thermo Group,NIMBUS FLEX 40 M H NET,2017-12-19,Outdoor Air/Water,Inverter,1.0,R410a,1.88,15.0,57.0,13,average,1790,4100,-0.04344252477028516,-0.0064283225304938366,0.9980224236817251,-0.03278770260002926,0.009225283471938572,0.2061573928248394,0.08470997830787817,-0.10410035820649306,7.653214889006155
Ariston Thermo Group,NIMBUS FLEX 40 M NET,2017-12-19,Outdoor Air/Water,Inverter,1.0,R410a,1.88,15.0,57.0,13,average,1790,4100,-0.04344252477028516,-0.0064283225304938366,0.9980224236817251,-0.03278770260002926,0.009225283471938572,0.2061573928248394,0.08470997830787817,-0.10410035820649306,7.653214889006155
Ariston Thermo Group,ARIANEXT COMPACT 40 M 2Z,2017-12-19,Outdoor Air/Water,Inverter,1.0,R410a,1.88,43.0,57.0,13,average,1790,4100,-0.04344252477028516,-0.0064283225304938366,0.9980224236817251,-0.03278770260002926,0.009225283471938572,0.2061573928248394,0.08470997830787817,-0.10410035820649306,7.653214889006155
Ariston Thermo Group,ARIANEXT COMPACT 40 M,2017-12-19,Outdoor Air/Water,Inverter,1.0,R410a,1.88,15.0,57.0,13,average,1790,4100,-0.04344252477028516,-0.0064283225304938366,0.9980224236817251,-0.03278770260002926,0.009225283471938572,0.2061573928248394,0.08470997830787817,-0.10410035820649306,7.653214889006155
Ariston Thermo Group,ARIANEXT FLEX 40 M 2Z H,2017-12-19,Outdoor Air/Water,Inverter,1.0,R410a,1.88,43.0,57.0,13,average,1790,4100,-0.04344252477028516,-0.0064283225304938366,0.9980224236817251,-0.03278770260002926,0.009225283471938572,0.2061573928248394,0.08470997830787817,-0.10410035820649306,7.653214889006155
Ariston Thermo Group,ARIANEXT FLEX 40 M 2Z,2017-12-19,Outdoor Air/Water,Inverter,1.0,R410a,1.88,43.0,57.0,13,average,1790,4100,-0.04344252477028516,-0.0064283225304938366,0.9980224236817251,-0.03278770260002926,0.009225283471938572,0.2061573928248394,0.08470997830787817,-0.10410035820649306,7.653214889006155
Ariston Thermo Group,ARIANEXT FLEX 40 M H,2017-12-19,Outdoor Air/Water,Inverter,1.0,R410a,1.88,15.0,57.0,13,average,1790,4100,-0.04344252477028516,-0.0064283225304938366,0.9980224236817251,-0.03278770260002926,0.009225283471938572,0.2061573928248394,0.08470997830787817,-0.10410035820649306,7.653214889006155
Ariston Thermo Group,ARIANEXT FLEX 40 M,2017-12-19,Outdoor Air/Water,Inverter,1.0,R410a,1.88,15.0,57.0,13,average,1790,4100,-0.04344252477028516,-0.0064283225304938366,0.9980224236817251,-0.03278770260002926,0.009225283471938572,0.2061573928248394,0.08470997830787817,-0.10410035820649306,7.653214889006155
Ariston Thermo Group,ENERGION M PLUS 4,2017-12-19,Outdoor Air/Water,Inverter,1.0,R410a,1.88,15.0,57.0,13,average,1790,4100,-0.04344252477028516,-0.0064283225304938366,0.9980224236817251,-0.03278770260002926,0.009225283471938572,0.2061573928248394,0.08470997830787817,-0.10410035820649306,7.653214889006155
Ariston Thermo Group,ENERGION M LIGHT 4,2017-12-19,Outdoor Air/Water,Inverter,1.0,R410a,1.88,15.0,57.0,13,average,1790,4100,-0.04344252477028516,-0.0064283225304938366,0.9980224236817251,-0.03278770260002926,0.009225283471938572,0.2061573928248394,0.08470997830787817,-0.10410035820649306,7.653214889006155
Ariston Thermo Group,ENERGION M PLUS 4 2Z,2017-12-19,Outdoor Air/Water,Inverter,1.0,R410a,1.88,43.0,57.0,15,average,1790,4100,-0.04344252477028516,-0.0064283225304938366,0.9980224236817251,-0.03278770260002926,0.009225283471938572,0.2061573928248394,0.08470997830787817,-0.10410035820649306,7.653214889006155
Ariston Thermo Group,ENERGION M FLEX 4 180 e,2017-12-19,Outdoor Air/Water,Inverter,1.0,R410a,1.88,15.0,57.0,13,average,1790,4100,-0.04344252477028516,-0.0064283225304938366,0.9980224236817251,-0.03278770260002926,0.009225283471938572,0.2061573928248394,0.08470997830787817,-0.10410035820649306,7.653214889006155
Ariston Thermo Group,ENERGION M FLEX 4 2Z 180 e,2017-12-19,Outdoor Air/Water,Inverter,1.0,R410a,1.88,43.0,57.0,15,average,1790,4100,-0.04344252477028516,-0.0064283225304938366,0.9980224236817251,-0.03278770260002926,0.009225283471938572,0.2061573928248394,0.08470997830787817,-0.10410035820649306,7.653214889006155
Ariston Thermo Group,ENERGION M COMPACT 4,2017-12-19,Outdoor Air/Water,Inverter,1.0,R410a,1.88,15.0,57.0,13,average,1790,4100,-0.04344252477028516,-0.0064283225304938366,0.9980224236817251,-0.03278770260002926,0.009225283471938572,0.2061573928248394,0.08470997830787817,-0.10410035820649306,7.653214889006155
