Model,k1,k2,k3,k4,k5,k6,k7,k8,k9,Group
ERGA08DV / EHSHB08P50D,"-0,024653264278436","-0,000105018873065","0,752396432100249","-0,039468015768629","0,016650513643899","0,09624755976046","0,17539132026619","-0,103019064030247","7,69616070510808",1
ERGA08EV / EHSX08P50D3,"-0,024653264278436","-0,000105018873065","0,752396432100249","-0,039468015768629","0,016650513643899","0,09624755976046","0,17539132026619","-0,103019064030247","7,69616070510808",1
ERGA08EV / EHSXB08P50D3,"-0,024653264278436","-0,000105018873065","0,752396432100249","-0,039468015768629","0,016650513643899","0,09624755976046","0,17539132026619","-0,103019064030247","7,69616070510808",1
ERGA08EV / EHSH08P50D3,"-0,024653264278436","-0,000105018873065","0,752396432100249","-0,039468015768629","0,016650513643899","0,09624755976046","0,17539132026619","-0,103019064030247","7,69616070510808",1
ERGA08EV / EHSHB08P50D3,"-0,024653264278436","-0,000105018873065","0,752396432100249","-0,039468015768629","0,016650513643899","0,09624755976046","0,17539132026619","-0,103019064030247","7,69616070510808",1
ERGA06EVA / EHVH08SU23E6V,"-0,024653264278436","-0,000105018873065","0,752396432100249","-0,039468015768629","0,016650513643899","0,09624755976046","0,17539132026619","-0,103019064030247","7,69616070510808",1
ERGA08DV / EHVX08S23D9W(G),"-0,024653264278436","-0,000105018873065","0,752396432100249","-0,039468015768629","0,016650513643899","0,09624755976046","0,17539132026619","-0,103019064030247","7,69616070510808",1
ERGA08DV / EHVZ08S23D6V(G),"-0,024653264278436","-0,000105018873065","0,752396432100249","-0,039468015768629","0,016650513643899","0,09624755976046","0,17539132026619","-0,103019064030247","7,69616070510808",1
ERGA08DV / EHVZ08S23D9W(G),"-0,024653264278436","-0,000105018873065","0,752396432100249","-0,039468015768629","0,016650513643899","0,09624755976046","0,17539132026619","-0,103019064030247","7,69616070510808",1
ERGA08DV / EHVH08S23D6V(G),"-0,024653264278436","-0,000105018873065","0,752396432100249","-0,039468015768629","0,016650513643899","0,09624755976046","0,17539132026619","-0,103019064030247","7,69616070510808",1
ERGA08DV / EHVH08S23D9W(G),"-0,024653264278436","-0,000105018873065","0,752396432100249","-0,039468015768629","0,016650513643899","0,09624755976046","0,17539132026619","-0,103019064030247","7,69616070510808",1
ERGA08EV / EHVX08S23E9W,"-0,024653264278436","-0,000105018873065","0,752396432100249","-0,039468015768629","0,016650513643899","0,09624755976046","0,17539132026619","-0,103019064030247","7,69616070510808",1
ERGA08EV / EHVH08S23E6V,"-0,024653264278436","-0,000105018873065","0,752396432100249","-0,039468015768629","0,016650513643899","0,09624755976046","0,17539132026619","-0,103019064030247","7,69616070510808",1
ERGA08EV / EHVH08S23E9W,"-0,024653264278436","-0,000105018873065","0,752396432100249","-0,039468015768629","0,016650513643899","0,09624755976046","0,17539132026619","-0,103019064030247","7,69616070510808",1
ERGA08EV / EHVH08S23E6V + cooling kit,"-0,024653264278436","-0,000105018873065","0,752396432100249","-0,039468015768629","0,016650513643899","0,09624755976046","0,17539132026619","-0,103019064030247","7,69616070510808",1
ERGA08EV / EHVH08S23E9W + cooling,"-0,024653264278436","-0,000105018873065","0,752396432100249","-0,039468015768629","0,016650513643899","0,09624755976046","0,17539132026619","-0,103019064030247","7,69616070510808",1
ERGA08EV / EHVH08SU23E6V,"-0,024653264278436","-0,000105018873065","0,752396432100249","-0,039468015768629","0,016650513643899","0,09624755976046","0,17539132026619","-0,103019064030247","7,69616070510808",1
ERGA08EV / EHVZ08S23E6V + cooling kit,"-0,024653264278436","-0,000105018873065","0,752396432100249","-0,039468015768629","0,016650513643899","0,09624755976046","0,17539132026619","-0,103019064030247","7,69616070510808",1
ERGA08EV / EHVZ08S23E9W + cooling,"-0,024653264278436","-0,000105018873065","0,752396432100249","-0,039468015768629","0,016650513643899","0,09624755976046","0,17539132026619","-0,103019064030247","7,69616070510808",1
ERGA08DV / EHVX08S23D6V(G),"-0,024653264278436","-0,000105018873065","0,752396432100249","-0,039468015768629","0,016650513643899","0,09624755976046","0,17539132026619","-0,103019064030247","7,69616070510808",1
ERGA08EV / EHVX08S23E6V(G),"-0,024653264278436","-0,000105018873065","0,752396432100249","-0,039468015768629","0,016650513643899","0,09624755976046","0,17539132026619","-0,103019064030247","7,69616070510808",1
ERGA08DV / EHVH08S18D6V(G),"-0,024653264278436","-0,000105018873065","0,752396432100249","-0,039468015768629","0,016650513643899","0,09624755976046","0,17539132026619","-0,103019064030247","7,69616070510808",1
ERGA08DV / EHVH08S18D9W(G),"-0,024653264278436","-0,000105018873065","0,752396432100249","-0,039468015768629","0,016650513643899","0,09624755976046","0,17539132026619","-0,103019064030247","7,69616070510808",1
ERGA08DV / EHVX08S18D6V(G),"-0,024653264278436","-0,000105018873065","0,752396432100249","-0,039468015768629","0,016650513643899","0,09624755976046","0,17539132026619","-0,103019064030247","7,69616070510808",1
ERGA08DV / EHVX08S18D9W(G),"-0,024653264278436","-0,000105018873065","0,752396432100249","-0,039468015768629","0,016650513643899","0,09624755976046","0,17539132026619","-0,103019064030247","7,69616070510808",1
ERGA08DV / EHVZ08S18D6V(G),"-0,024653264278436","-0,000105018873065","0,752396432100249","-0,039468015768629","0,016650513643899","0,09624755976046","0,17539132026619","-0,103019064030247","7,69616070510808",1
ERGA08DV / EHVZ08S18D9W(G),"-0,024653264278436","-0,000105018873065","0,752396432100249","-0,039468015768629","0,016650513643899","0,09624755976046","0,17539132026619","-0,103019064030247","7,69616070510808",1
ERGA08DV / EHBH08D6V,"-0,024653264278436","-0,000105018873065","0,752396432100249","-0,039468015768629","0,016650513643899","0,09624755976046","0,17539132026619","-0,103019064030247","7,69616070510808",1
ERGA08DV / EHBH08D9W,"-0,024653264278436","-0,000105018873065","0,752396432100249","-0,039468015768629","0,016650513643899","0,09624755976046","0,17539132026619","-0,103019064030247","7,69616070510808",1
ERGA08DV / EHBX08D6V,"-0,024653264278436","-0,000105018873065","0,752396432100249","-0,039468015768629","0,016650513643899","0,09624755976046","0,17539132026619","-0,103019064030247","7,69616070510808",1
ERGA08DV / EHBX08D9W,"-0,024653264278436","-0,000105018873065","0,752396432100249","-0,039468015768629","0,016650513643899","0,09624755976046","0,17539132026619","-0,103019064030247","7,69616070510808",1
ERGA08EV / EHVX08S18E6V(G),"-0,024653264278436","-0,000105018873065","0,752396432100249","-0,039468015768629","0,016650513643899","0,09624755976046","0,17539132026619","-0,103019064030247","7,69616070510808",1
ERGA08EV / EHVX08S18E9W,"-0,024653264278436","-0,000105018873065","0,752396432100249","-0,039468015768629","0,016650513643899","0,09624755976046","0,17539132026619","-0,103019064030247","7,69616070510808",1
ERGA08EV / EHVH08S18E6V,"-0,024653264278436","-0,000105018873065","0,752396432100249","-0,039468015768629","0,016650513643899","0,09624755976046","0,17539132026619","-0,103019064030247","7,69616070510808",1
ERGA08EV / EHVH08S18E9W,"-0,024653264278436","-0,000105018873065","0,752396432100249","-0,039468015768629","0,016650513643899","0,09624755976046","0,17539132026619","-0,103019064030247","7,69616070510808",1
ERGA08EV / EHVZ08S18E6V,"-0,024653264278436","-0,000105018873065","0,752396432100249","-0,039468015768629","0,016650513643899","0,09624755976046","0,17539132026619","-0,103019064030247","7,69616070510808",1
ERGA08EV / EHVZ08S18E9W,"-0,024653264278436","-0,000105018873065","0,752396432100249","-0,039468015768629","0,016650513643899","0,09624755976046","0,17539132026619","-0,103019064030247","7,69616070510808",1
ERGA08EV / EHVH08SU18E6V,"-0,024653264278436","-0,000105018873065","0,752396432100249","-0,039468015768629","0,016650513643899","0,09624755976046","0,17539132026619","-0,103019064030247","7,69616070510808",1
ERGA08EV / EHVH08S18E6V + cooling kit,"-0,024653264278436","-0,000105018873065","0,752396432100249","-0,039468015768629","0,016650513643899","0,09624755976046","0,17539132026619","-0,103019064030247","7,69616070510808",1
ERGA08EV / EHVH08S18E9W + cooling,"-0,024653264278436","-0,000105018873065","0,752396432100249","-0,039468015768629","0,016650513643899","0,09624755976046","0,17539132026619","-0,103019064030247","7,69616070510808",1
ERGA08EV / EHVZ08S18E6V + cooling kit,"-0,024653264278436","-0,000105018873065","0,752396432100249","-0,039468015768629","0,016650513643899","0,09624755976046","0,17539132026619","-0,103019064030247","7,69616070510808",1
ERGA08EV / EHVZ08S18E9W + cooling,"-0,024653264278436","-0,000105018873065","0,752396432100249","-0,039468015768629","0,016650513643899","0,09624755976046","0,17539132026619","-0,103019064030247","7,69616070510808",1
ERGA08EV / EHBX08E6V,"-0,024653264278436","-0,000105018873065","0,752396432100249","-0,039468015768629","0,016650513643899","0,09624755976046","0,17539132026619","-0,103019064030247","7,69616070510808",1
ERGA08EV / EHBX08E9W,"-0,024653264278436","-0,000105018873065","0,752396432100249","-0,039468015768629","0,016650513643899","0,09624755976046","0,17539132026619","-0,103019064030247","7,69616070510808",1
ERGA08EV / EHBH08E6V,"-0,024653264278436","-0,000105018873065","0,752396432100249","-0,039468015768629","0,016650513643899","0,09624755976046","0,17539132026619","-0,103019064030247","7,69616070510808",1
ERGA08EV / EHBH08E9W,"-0,024653264278436","-0,000105018873065","0,752396432100249","-0,039468015768629","0,016650513643899","0,09624755976046","0,17539132026619","-0,103019064030247","7,69616070510808",1
ERGA08EV / EHBH08E6V + cooling kit,"-0,024653264278436","-0,000105018873065","0,752396432100249","-0,039468015768629","0,016650513643899","0,09624755976046","0,17539132026619","-0,103019064030247","7,69616070510808",1
ERGA08EV / EHBH08E9W + cooling kit,"-0,024653264278436","-0,000105018873065","0,752396432100249","-0,039468015768629","0,016650513643899","0,09624755976046","0,17539132026619","-0,103019064030247","7,69616070510808",1
AEROTOP SPLIT 07M-RX,"-0,035783047273671","-0,002530426156729","0,805122199459095","-0,042846650218508","0,014917322601892","0,154804918196493","0,143415874792257","-0,102983847096105","7,84686418285184",1
ARIANEXT PLUS 70 S LINK,"-0,035783047273671","-0,002530426156729","0,805122199459095","-0,042846650218508","0,014917322601892","0,154804918196493","0,143415874792257","-0,102983847096105","7,84686418285184",1
ARIANEXT PLUS 70 S,"-0,035783047273671","-0,002530426156729","0,805122199459095","-0,042846650218508","0,014917322601892","0,154804918196493","0,143415874792257","-0,102983847096105","7,84686418285184",1
NIMBUS PLUS 70 S NET,"-0,035783047273671","-0,002530426156729","0,805122199459095","-0,042846650218508","0,014917322601892","0,154804918196493","0,143415874792257","-0,102983847096105","7,84686418285184",1
AEROTOP SPLIT 07M-CRX,"-0,035783047273671","-0,002530426156729","0,805122199459095","-0,042846650218508","0,014917322601892","0,154804918196493","0,143415874792257","-0,102983847096105","7,84686418285184",1
ARIANEXT COMPACT 70 S LINK,"-0,035783047273671","-0,002530426156729","0,805122199459095","-0,042846650218508","0,014917322601892","0,154804918196493","0,143415874792257","-0,102983847096105","7,84686418285184",1
ARIANEXT FLEX 70 S LINK,"-0,035783047273671","-0,002530426156729","0,805122199459095","-0,042846650218508","0,014917322601892","0,154804918196493","0,143415874792257","-0,102983847096105","7,84686418285184",1
NIMBUS COMPACT 70 S NET,"-0,035783047273671","-0,002530426156729","0,805122199459095","-0,042846650218508","0,014917322601892","0,154804918196493","0,143415874792257","-0,102983847096105","7,84686418285184",1
NIMBUS FLEX 70 S NET,"-0,035783047273671","-0,002530426156729","0,805122199459095","-0,042846650218508","0,014917322601892","0,154804918196493","0,143415874792257","-0,102983847096105","7,84686418285184",1
ARIANEXT COMPACT 70 S,"-0,035783047273671","-0,002530426156729","0,805122199459095","-0,042846650218508","0,014917322601892","0,154804918196493","0,143415874792257","-0,102983847096105","7,84686418285184",1
ARIANEXT FLEX 70 S,"-0,035783047273671","-0,002530426156729","0,805122199459095","-0,042846650218508","0,014917322601892","0,154804918196493","0,143415874792257","-0,102983847096105","7,84686418285184",1
AEROTOP SPLIT 07M-R,"-0,035783047273671","-0,002530426156729","0,805122199459095","-0,042846650218508","0,014917322601892","0,154804918196493","0,143415874792257","-0,102983847096105","7,84686418285184",1
ARIANEXT PLUS 70 S-T LINK,"-0,035783047273671","-0,002530426156729","0,805122199459095","-0,042846650218508","0,014917322601892","0,154804918196493","0,143415874792257","-0,102983847096105","7,84686418285184",1
ARIANEXT PLUS 70 S-T,"-0,035783047273671","-0,002530426156729","0,805122199459095","-0,042846650218508","0,014917322601892","0,154804918196493","0,143415874792257","-0,102983847096105","7,84686418285184",1
NIMBUS PLUS 70 S-T NET,"-0,035783047273671","-0,002530426156729","0,805122199459095","-0,042846650218508","0,014917322601892","0,154804918196493","0,143415874792257","-0,102983847096105","7,84686418285184",1
AEROTOP SPLIT 07M-CR,"-0,035783047273671","-0,002530426156729","0,805122199459095","-0,042846650218508","0,014917322601892","0,154804918196493","0,143415874792257","-0,102983847096105","7,84686418285184",1
NIMBUS COMPACT 70 S-T NET,"-0,035783047273671","-0,002530426156729","0,805122199459095","-0,042846650218508","0,014917322601892","0,154804918196493","0,143415874792257","-0,102983847096105","7,84686418285184",1
NIMBUS FLEX 70 S-T NET,"-0,035783047273671","-0,002530426156729","0,805122199459095","-0,042846650218508","0,014917322601892","0,154804918196493","0,143415874792257","-0,102983847096105","7,84686418285184",1
HU121MA U33 / HN1616 NK3,"-0,028832350096525","-0,003800741864222","0,865938726844554","-0,040999547352605","0,016393604026617","0,116338729084112","0,174044911255591","-0,102960195995006","7,74884954827811",1
HU123MA U33 / HN1639 NK3,"-0,028832350096525","-0,003800741864222","0,865938726844554","-0,040999547352605","0,016393604026617","0,116338729084112","0,174044911255591","-0,102960195995006","7,74884954827811",1
HU121MA U33 / HN1616M NK5,"-0,028832350096525","-0,003800741864222","0,865938726844554","-0,040999547352605","0,016393604026617","0,116338729084112","0,174044911255591","-0,102960195995006","7,74884954827811",1
HU123MA U33 / HN1636M NK5,"-0,028832350096525","-0,003800741864222","0,865938726844554","-0,040999547352605","0,016393604026617","0,116338729084112","0,174044911255591","-0,102960195995006","7,74884954827811",1
WPL 09 ICS classic,"-0,030892219836941","-0,003898605375087","0,88609467516946","-0,040458433829635","0,014013788413619","0,219091067681697","0,153675454839161","-0,102931736822601","7,82291436264979",1
TTL 4.5 ICS,"-0,030892219836941","-0,003898605375087","0,88609467516946","-0,040458433829635","0,014013788413619","0,219091067681697","0,153675454839161","-0,102931736822601","7,82291436264979",1
WSAN-YMi 91,"-0,041120338979583","-0,001030664064319","0,73768359697285","-0,045821760304984","0,022476550126046","-0,088550284689186","0,121009931747563","-0,102841892051733","7,52415527816183",1
MHC-V18W/D2RN8,"-0,041120338979583","-0,001030664064319","0,73768359697285","-0,045821760304984","0,022476550126046","-0,088550284689186","0,121009931747563","-0,102841892051733","7,52415527816183",1
EBLA14D(3)V3,"-0,02767249051249","-0,002798533010135","0,830429526640874","-0,04098971706059","0,014749119456505","0,161689371026875","0,183620489828758","-0,102589826241423","7,81010356312868",1
EBLA14D(3)W1,"-0,02767249051249","-0,002798533010135","0,830429526640874","-0,04098971706059","0,014749119456505","0,161689371026875","0,183620489828758","-0,102589826241423","7,81010356312868",1
EDLA14D(3)V3,"-0,02767249051249","-0,002798533010135","0,830429526640874","-0,04098971706059","0,014749119456505","0,161689371026875","0,183620489828758","-0,102589826241423","7,81010356312868",1
EDLA14D(3)W1,"-0,02767249051249","-0,002798533010135","0,830429526640874","-0,04098971706059","0,014749119456505","0,161689371026875","0,183620489828758","-0,102589826241423","7,81010356312868",1
alpha innotec L6 Split-HT 6,"-0,023322148667943","0,003463899467772","0,639881557611276","-0,039644838437754","0,020356355906827","-0,036204407987548","0,173281860892555","-0,102132569870195","7,70432057616399",1
NOVELAN L6 Split-CS 6,"-0,023322148667943","0,003463899467772","0,639881557611276","-0,039644838437754","0,020356355906827","-0,036204407987548","0,173281860892555","-0,102132569870195","7,70432057616399",1
CTC CombiAir 6M,"-0,023322148667943","0,003463899467772","0,639881557611276","-0,039644838437754","0,020356355906827","-0,036204407987548","0,173281860892555","-0,102132569870195","7,70432057616399",1
Jäspi Inverter M6,"-0,023322148667943","0,003463899467772","0,639881557611276","-0,039644838437754","0,020356355906827","-0,036204407987548","0,173281860892555","-0,102132569870195","7,70432057616399",1
FDCW60VNX-A + HMK60,"-0,023322148667943","0,003463899467772","0,639881557611276","-0,039644838437754","0,020356355906827","-0,036204407987548","0,173281860892555","-0,102132569870195","7,70432057616399",1
FDCW60VNX-A + HSB60,"-0,023322148667943","0,003463899467772","0,639881557611276","-0,039644838437754","0,020356355906827","-0,036204407987548","0,173281860892555","-0,102132569870195","7,70432057616399",1
F2040-6,"-0,023322148667943","0,003463899467772","0,639881557611276","-0,039644838437754","0,020356355906827","-0,036204407987548","0,173281860892555","-0,102132569870195","7,70432057616399",1
NIBE AMS 10-6 + HBS05-6,"-0,023322148667943","0,003463899467772","0,639881557611276","-0,039644838437754","0,020356355906827","-0,036204407987548","0,173281860892555","-0,102132569870195","7,70432057616399",1
NIBE AMS 10-6 + HK200S-6,"-0,023322148667943","0,003463899467772","0,639881557611276","-0,039644838437754","0,020356355906827","-0,036204407987548","0,173281860892555","-0,102132569870195","7,70432057616399",1
NIBE AMS10-6 + BA-SVM 10-200/6,"-0,023322148667943","0,003463899467772","0,639881557611276","-0,039644838437754","0,020356355906827","-0,036204407987548","0,173281860892555","-0,102132569870195","7,70432057616399",1
HA 6-6 O 230V,"-0,019407790751732","-0,010744769835324","1,10972574420779","-0,033940293649858","0,005112303432968","0,473596218532673","0,132319592707561","-0,101767965402837","7,73265523624606",1
HA 6-6 O 230V B2,"-0,019407790751732","-0,010744769835324","1,10972574420779","-0,033940293649858","0,005112303432968","0,473596218532673","0,132319592707561","-0,101767965402837","7,73265523624606",1
VWL 65/6 A 230V,"-0,019407790751732","-0,010744769835324","1,10972574420779","-0,033940293649858","0,005112303432968","0,473596218532673","0,132319592707561","-0,101767965402837","7,73265523624606",1
VWL 65/6 A 230V S2,"-0,019407790751732","-0,010744769835324","1,10972574420779","-0,033940293649858","0,005112303432968","0,473596218532673","0,132319592707561","-0,101767965402837","7,73265523624606",1
KHP-BI 16 DVR2 + KHPM-BI 16 DVR2,"-0,042533934695549","-0,008134721686246","0,969392022707662","-0,048092087281463","0,006179432876871","0,403376494424506","0,173345343651582","-0,101499048419355","7,65857108663479",1
KHP-MO 16 DVR2,"-0,042533934695549","-0,008134721686246","0,969392022707662","-0,048092087281463","0,006179432876871","0,403376494424506","0,173345343651582","-0,101499048419355","7,65857108663479",1
KHP-BI 16 DTR2 + KHPM-BI 16 DVR2,"-0,042533934695549","-0,008134721686246","0,969392022707662","-0,048092087281463","0,006179432876871","0,403376494424506","0,173345343651582","-0,101499048419355","7,65857108663479",1
KHP-MO 16 DTR2,"-0,042533934695549","-0,008134721686246","0,969392022707662","-0,048092087281463","0,006179432876871","0,403376494424506","0,173345343651582","-0,101499048419355","7,65857108663479",1
MHA-V16W/D2N8-B+HB-A160/C****GN8-B,"-0,042533934695549","-0,008134721686246","0,969392022707662","-0,048092087281463","0,006179432876871","0,403376494424506","0,173345343651582","-0,101499048419355","7,65857108663479",1
MHC-V16W/D2N8-B****,"-0,042533934695549","-0,008134721686246","0,969392022707662","-0,048092087281463","0,006179432876871","0,403376494424506","0,173345343651582","-0,101499048419355","7,65857108663479",1
MHA-V16W/D2RN8-B+HB-A160/C****GN8B,"-0,042533934695549","-0,008134721686246","0,969392022707662","-0,048092087281463","0,006179432876871","0,403376494424506","0,173345343651582","-0,101499048419355","7,65857108663479",1
MHC-V16W/D2RN8-B****,"-0,042533934695549","-0,008134721686246","0,969392022707662","-0,048092087281463","0,006179432876871","0,403376494424506","0,173345343651582","-0,101499048419355","7,65857108663479",1
MHA-V16W/D2N8-B+HBTA160/240C****GN8-B,"-0,042533934695549","-0,008134721686246","0,969392022707662","-0,048092087281463","0,006179432876871","0,403376494424506","0,173345343651582","-0,101499048419355","7,65857108663479",1
MHA-V16W/D2RN8-B+HBTA160/240C****GN8-B,"-0,042533934695549","-0,008134721686246","0,969392022707662","-0,048092087281463","0,006179432876871","0,403376494424506","0,173345343651582","-0,101499048419355","7,65857108663479",1
WSAN-YMi 121,"-0,042429583059855","-0,001620217240269","0,754661889894675","-0,047002992274449","0,016848829831613","0,066800519461934","0,149242926666647","-0,101337214696641","7,44986651186379",1
MHC-V26W/D2RN8,"-0,042429583059855","-0,001620217240269","0,754661889894675","-0,047002992274449","0,016848829831613","0,066800519461934","0,149242926666647","-0,101337214696641","7,44986651186379",1
AE080RXYDEG/EU & AE200RNWMEG/EU,"-0,036306993492215","-0,00120113347698","0,762996208855503","-0,044799500654558","0,015021323723576","0,135100352546734","0,165218776678281","-0,101112525634761","7,49872735032093",1
AE080RXYDEG/EU & MIM-E03CN,"-0,036306993492215","-0,00120113347698","0,762996208855503","-0,044799500654558","0,015021323723576","0,135100352546734","0,165218776678281","-0,101112525634761","7,49872735032093",1
AE080RXYDEG/EU & AE260RNWMEG/EU,"-0,036306993492215","-0,00120113347698","0,762996208855503","-0,044799500654558","0,015021323723576","0,135100352546734","0,165218776678281","-0,101112525634761","7,49872735032093",1
AE080RXYDGG/EU & MIM-E03CN,"-0,036306993492215","-0,00120113347698","0,762996208855503","-0,044799500654558","0,015021323723576","0,135100352546734","0,165218776678281","-0,101112525634761","7,49872735032093",1
AE080RXYDGG/EU & AE260RNWMGG/EU,"-0,036306993492215","-0,00120113347698","0,762996208855503","-0,044799500654558","0,015021323723576","0,135100352546734","0,165218776678281","-0,101112525634761","7,49872735032093",1
VWL 85/3 A 230V 35 & 55,"-0,030057736219155","-0,012856875548883","1,15726275445371","-0,043325197406711","0,000962042735725","0,567755371561905","0,197567612297667","-0,101005614013743","7,68933133868058",1
AEROTOP SPLIT 05M-RX,"-0,036286241705706","0,003018942239942","0,622810667409462","-0,042562342093349","0,019115137284397","0,027788788654393","0,152018265392173","-0,100904384241997","7,81277427965791",1
ARIANEXT PLUS 50 S LINK,"-0,036286241705706","0,003018942239942","0,622810667409462","-0,042562342093349","0,019115137284397","0,027788788654393","0,152018265392173","-0,100904384241997","7,81277427965791",1
ARIANEXT PLUS 50 S,"-0,036286241705706","0,003018942239942","0,622810667409462","-0,042562342093349","0,019115137284397","0,027788788654393","0,152018265392173","-0,100904384241997","7,81277427965791",1
NIMBUS PLUS 50 S NET,"-0,036286241705706","0,003018942239942","0,622810667409462","-0,042562342093349","0,019115137284397","0,027788788654393","0,152018265392173","-0,100904384241997","7,81277427965791",1
AEROTOP SPLIT 05M-CRX,"-0,036286241705706","0,003018942239942","0,622810667409462","-0,042562342093349","0,019115137284397","0,027788788654393","0,152018265392173","-0,100904384241997","7,81277427965791",1
ARIANEXT COMPACT 50 S LINK,"-0,036286241705706","0,003018942239942","0,622810667409462","-0,042562342093349","0,019115137284397","0,027788788654393","0,152018265392173","-0,100904384241997","7,81277427965791",1
ARIANEXT FLEX 50 S LINK,"-0,036286241705706","0,003018942239942","0,622810667409462","-0,042562342093349","0,019115137284397","0,027788788654393","0,152018265392173","-0,100904384241997","7,81277427965791",1
NIMBUS COMPACT 50 S NET,"-0,036286241705706","0,003018942239942","0,622810667409462","-0,042562342093349","0,019115137284397","0,027788788654393","0,152018265392173","-0,100904384241997","7,81277427965791",1
NIMBUS FLEX 50 S NET,"-0,036286241705706","0,003018942239942","0,622810667409462","-0,042562342093349","0,019115137284397","0,027788788654393","0,152018265392173","-0,100904384241997","7,81277427965791",1
ARIANEXT COMPACT 50 S,"-0,036286241705706","0,003018942239942","0,622810667409462","-0,042562342093349","0,019115137284397","0,027788788654393","0,152018265392173","-0,100904384241997","7,81277427965791",1
ARIANEXT FLEX 50 S,"-0,036286241705706","0,003018942239942","0,622810667409462","-0,042562342093349","0,019115137284397","0,027788788654393","0,152018265392173","-0,100904384241997","7,81277427965791",1
Vitocal 200-A AWO 201.A10,"-0,012154303736034","-0,001491624540643","0,881763671724461","-0,028029582963345","0,018864603503647","0,106936697690089","0,126403163262342","-0,10032323782078","7,6512002273584",1
Vitocal 200-A AWO-E-AC 201.A10,"-0,012154303736034","-0,001491624540643","0,881763671724461","-0,028029582963345","0,018864603503647","0,106936697690089","0,126403163262342","-0,10032323782078","7,6512002273584",1
Vitocal 200-A AWO-E 201.A10,"-0,012154303736034","-0,001491624540643","0,881763671724461","-0,028029582963345","0,018864603503647","0,106936697690089","0,126403163262342","-0,10032323782078","7,6512002273584",1
Vitocal 200-S AWB-E-AC 201.D10,"-0,012154303736034","-0,001491624540643","0,881763671724461","-0,028029582963345","0,018864603503647","0,106936697690089","0,126403163262342","-0,10032323782078","7,6512002273584",1
Vitocal 200-S AWB 201.D10,"-0,012154303736034","-0,001491624540643","0,881763671724461","-0,028029582963345","0,018864603503647","0,106936697690089","0,126403163262342","-0,10032323782078","7,6512002273584",1
Vitocal 200-S AWB-E 201.D10,"-0,012154303736034","-0,001491624540643","0,881763671724461","-0,028029582963345","0,018864603503647","0,106936697690089","0,126403163262342","-0,10032323782078","7,6512002273584",1
Vitocal 222-S AWBT 221.C10,"-0,012154303736034","-0,001491624540643","0,881763671724461","-0,028029582963345","0,018864603503647","0,106936697690089","0,126403163262342","-0,10032323782078","7,6512002273584",1
Vitocal 222-S AWBT-E-AC 221.C10,"-0,012154303736034","-0,001491624540643","0,881763671724461","-0,028029582963345","0,018864603503647","0,106936697690089","0,126403163262342","-0,10032323782078","7,6512002273584",1
Vitocal 222-S AWBT-E 221.C10,"-0,012154303736034","-0,001491624540643","0,881763671724461","-0,028029582963345","0,018864603503647","0,106936697690089","0,126403163262342","-0,10032323782078","7,6512002273584",1
01. RAS-2.5WHVRP RWM-2.5NRE Heating Only,"-0,027024072414905","-0,00850984603816","1,03882589728844","-0,041321326625591","0,009590239608649","0,316879160332614","0,177690994625642","-0,099893658273467","7,55567602139228",1
02. RAS-2.5WHVRP RWM-2.5NRE - with,"-0,027024072414905","-0,00850984603816","1,03882589728844","-0,041321326625591","0,009590239608649","0,316879160332614","0,177690994625642","-0,099893658273467","7,55567602139228",1
01. RAS-2.5WHVRP RWD-2.5NRWE-200S,"-0,027024072414905","-0,00850984603816","1,03882589728844","-0,041321326625591","0,009590239608649","0,316879160332614","0,177690994625642","-0,099893658273467","7,55567602139228",1
02. RAS-2.5WHVRP RWD-2.5NRWE-200S,"-0,027024072414905","-0,00850984603816","1,03882589728844","-0,041321326625591","0,009590239608649","0,316879160332614","0,177690994625642","-0,099893658273467","7,55567602139228",1
03. RAS-2.5WHVRP RWD-2.5NRWE-200SK -UK Version - Heating Only,"-0,027024072414905","-0,00850984603816","1,03882589728844","-0,041321326625591","0,009590239608649","0,316879160332614","0,177690994625642","-0,099893658273467","7,55567602139228",1
04. RAS-2.5WHVRP RWD-2.5NRWE-200SK -UK Version - with cooling kit,"-0,027024072414905","-0,00850984603816","1,03882589728844","-0,041321326625591","0,009590239608649","0,316879160332614","0,177690994625642","-0,099893658273467","7,55567602139228",1
01. RAS-2.5WHVRP RWD-2.5NRWE-260S,"-0,027024072414905","-0,00850984603816","1,03882589728844","-0,041321326625591","0,009590239608649","0,316879160332614","0,177690994625642","-0,099893658273467","7,55567602139228",1
02. RAS-2.5WHVRP RWD-2.5NRWE-260S,"-0,027024072414905","-0,00850984603816","1,03882589728844","-0,041321326625591","0,009590239608649","0,316879160332614","0,177690994625642","-0,099893658273467","7,55567602139228",1
03. RAS-2.5WHVRP RWD-2.5NRWE-260SK - UK Version - Heating Only,"-0,027024072414905","-0,00850984603816","1,03882589728844","-0,041321326625591","0,009590239608649","0,316879160332614","0,177690994625642","-0,099893658273467","7,55567602139228",1
04. RAS-2.5WHVRP RWD-2.5NRWE-260SK - UK Version - with cooling kit,"-0,027024072414905","-0,00850984603816","1,03882589728844","-0,041321326625591","0,009590239608649","0,316879160332614","0,177690994625642","-0,099893658273467","7,55567602139228",1
