Model,k1,k2,k3,k4,k5,k6,k7,k8,k9,Group
EPRA14DV / ETVX16S23D9W(G),-0.022721666413976827,0.002005371156507916,0.6941497575025194,-0.03511974759526352,0.013515576454156453,0.21916996744439485,0.12902574251303783,-0.07833742772645745,6.865008979301352,1.0
EPRA14DW / ETVX16S23D6V(G),-0.026514050411904796,0.0006832735992139766,0.7536633256411432,-0.037526901210225554,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
EPRA14DW / ETVX16S23D9W(G),-0.026514050411904796,0.0006832735992139766,0.7536633256411432,-0.037526901210225554,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
EPRA14DV / ETVZ16S23D6V(G),-0.022721666413976827,0.002005371156507916,0.6941497575025194,-0.03511974759526352,0.013515576454156453,0.21916996744439485,0.12902574251303783,-0.07833742772645745,6.865008979301352,1.0
EPRA14DV / ETVZ16S23D9W(G),-0.022721666413976827,0.002005371156507916,0.6941497575025194,-0.03511974759526352,0.013515576454156453,0.21916996744439485,0.12902574251303783,-0.07833742772645745,6.865008979301352,1.0
EPRA14DW / ETVZ16S23D6V(G),-0.026514050411904796,0.0006832735992139766,0.7536633256411432,-0.037526901210225554,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
EPRA14DW / ETVZ16S23D9W(G),-0.026514050411904796,0.0006832735992139766,0.7536633256411432,-0.037526901210225554,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
EPRA14DV / ETSH16P30D,-0.022721666413976827,0.002005371156507916,0.6941497575025194,-0.03511974759526352,0.013515576454156453,0.21916996744439485,0.12902574251303783,-0.07833742772645745,6.865008979301352,1.0
EPRA14DV / ETSHB16P30D,-0.022721666413976827,0.002005371156507916,0.6941497575025194,-0.03511974759526352,0.013515576454156453,0.21916996744439485,0.12902574251303783,-0.07833742772645745,6.865008979301352,1.0
EPRA14DW / ETSH16P30D,-0.026514050411904796,0.0006832735992139766,0.7536633256411432,-0.037526901210225554,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
EPRA14DW / ETSHB16P30D,-0.026514050411904796,0.0006832735992139766,0.7536633256411432,-0.037526901210225554,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
EPRA14DV / ETSX16P30D,-0.022721666413976827,0.002005371156507916,0.6941497575025194,-0.03511974759526352,0.013515576454156453,0.21916996744439485,0.12902574251303783,-0.07833742772645745,6.865008979301352,1.0
EPRA14DV / ETSXB16P30D,-0.022721666413976827,0.002005371156507916,0.6941497575025194,-0.03511974759526352,0.013515576454156453,0.21916996744439485,0.12902574251303783,-0.07833742772645745,6.865008979301352,1.0
EPRA14DW / ETSX16P30D,-0.026514050411904796,0.0006832735992139766,0.7536633256411432,-0.037526901210225554,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
EPRA14DW / ETSXB16P30D,-0.026514050411904796,0.0006832735992139766,0.7536633256411432,-0.037526901210225554,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
EPRA14DV / ETSH16P50D,-0.022721666413976827,0.002005371156507916,0.6941497575025194,-0.03511974759526352,0.013515576454156453,0.21916996744439485,0.12902574251303783,-0.07833742772645745,6.865008979301352,1.0
EPRA14DV / ETSHB16P50D,-0.022721666413976827,0.002005371156507916,0.6941497575025194,-0.03511974759526352,0.013515576454156453,0.21916996744439485,0.12902574251303783,-0.07833742772645745,6.865008979301352,1.0
EPRA14DW / ETSH16P50D,-0.026514050411904796,0.0006832735992139766,0.7536633256411432,-0.037526901210225554,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
EPRA14DW / ETSHB16P50D,-0.026514050411904796,0.0006832735992139766,0.7536633256411432,-0.037526901210225554,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
EPRA14DV / ETSX16P50D,-0.022721666413976827,0.002005371156507916,0.6941497575025194,-0.03511974759526352,0.013515576454156453,0.21916996744439485,0.12902574251303783,-0.07833742772645745,6.865008979301352,1.0
EPRA14DV / ETSXB16P50D,-0.022721666413976827,0.002005371156507916,0.6941497575025194,-0.03511974759526352,0.013515576454156453,0.21916996744439485,0.12902574251303783,-0.07833742772645745,6.865008979301352,1.0
EPRA14DW / ETSX16P50D,-0.026514050411904796,0.0006832735992139766,0.7536633256411432,-0.037526901210225554,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
EPRA14DW / ETSXB16P50D,-0.026514050411904796,0.0006832735992139766,0.7536633256411432,-0.037526901210225554,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
EPRA16DV / ETBH16D6V,-0.022721666413976827,0.002005371156507916,0.6941497575025194,-0.03511974759526352,0.013515576454156453,0.21916996744439485,0.12902574251303783,-0.07833742772645745,6.865008979301352,1.0
EPRA16DV / ETBH16D9W,-0.022721666413976827,0.002005371156507916,0.6941497575025194,-0.03511974759526352,0.013515576454156453,0.21916996744439485,0.12902574251303783,-0.07833742772645745,6.865008979301352,1.0
EPRA16DW / ETBH16D6V,-0.026514050411904796,0.0006832735992139766,0.7536633256411432,-0.037526901210225554,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
EPRA16DW / ETBH16D9W,-0.026514050411904796,0.0006832735992139766,0.7536633256411432,-0.037526901210225554,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
EPRA16DV / ETBX16D6V,-0.022721666413976827,0.002005371156507916,0.6941497575025194,-0.03511974759526352,0.013515576454156453,0.21916996744439485,0.12902574251303783,-0.07833742772645745,6.865008979301352,1.0
EPRA16DV / ETBX16D9W,-0.022721666413976827,0.002005371156507916,0.6941497575025194,-0.03511974759526352,0.013515576454156453,0.21916996744439485,0.12902574251303783,-0.07833742772645745,6.865008979301352,1.0
EPRA16DW / ETBX16D6V,-0.026514050411904796,0.0006832735992139766,0.7536633256411432,-0.037526901210225554,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
EPRA16DW / ETBX16D9W,-0.026514050411904796,0.0006832735992139766,0.7536633256411432,-0.037526901210225554,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
EPRA16DV / ETVH16S18D6V(G),-0.022721666413976827,0.002005371156507916,0.6941497575025194,-0.03511974759526352,0.013515576454156453,0.21916996744439485,0.12902574251303783,-0.07833742772645745,6.865008979301352,1.0
EPRA16DV / ETVH16S18D9W(G),-0.022721666413976827,0.002005371156507916,0.6941497575025194,-0.03511974759526352,0.013515576454156453,0.21916996744439485,0.12902574251303783,-0.07833742772645745,6.865008979301352,1.0
EPRA16DW / ETVH16S18D6V(G),-0.026514050411904796,0.0006832735992139766,0.7536633256411432,-0.037526901210225554,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
EPRA16DW / ETVH16S18D9W(G),-0.026514050411904796,0.0006832735992139766,0.7536633256411432,-0.037526901210225554,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
EPRA16DV / ETVX16S18D6V(G),-0.022721666413976827,0.002005371156507916,0.6941497575025194,-0.03511974759526352,0.013515576454156453,0.21916996744439485,0.12902574251303783,-0.07833742772645745,6.865008979301352,1.0
EPRA16DV / ETVX16S18D9W(G),-0.022721666413976827,0.002005371156507916,0.6941497575025194,-0.03511974759526352,0.013515576454156453,0.21916996744439485,0.12902574251303783,-0.07833742772645745,6.865008979301352,1.0
EPRA16DW / ETVX16S18D6V(G),-0.026514050411904796,0.0006832735992139766,0.7536633256411432,-0.037526901210225554,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
EPRA16DW / ETVX16S18D9W(G),-0.026514050411904796,0.0006832735992139766,0.7536633256411432,-0.037526901210225554,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
EPRA16DV / ETVZ16S18D6V(G),-0.022721666413976827,0.002005371156507916,0.6941497575025194,-0.03511974759526352,0.013515576454156453,0.21916996744439485,0.12902574251303783,-0.07833742772645745,6.865008979301352,1.0
EPRA16DV / ETVZ16S18D9W(G),-0.022721666413976827,0.002005371156507916,0.6941497575025194,-0.03511974759526352,0.013515576454156453,0.21916996744439485,0.12902574251303783,-0.07833742772645745,6.865008979301352,1.0
EPRA16DW / ETVZ16S18D6V(G),-0.026514050411904796,0.0006832735992139766,0.7536633256411432,-0.037526901210225554,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
EPRA16DW / ETVZ16S18D9W(G),-0.026514050411904796,0.0006832735992139766,0.7536633256411432,-0.037526901210225554,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
EPRA16DV / ETVH16S23D6V(G),-0.022721666413976827,0.002005371156507916,0.6941497575025194,-0.03511974759526352,0.013515576454156453,0.21916996744439485,0.12902574251303783,-0.07833742772645745,6.865008979301352,1.0
EPRA16DV / ETVH16S23D9W(G),-0.022721666413976827,0.002005371156507916,0.6941497575025194,-0.03511974759526352,0.013515576454156453,0.21916996744439485,0.12902574251303783,-0.07833742772645745,6.865008979301352,1.0
EPRA16DW / ETVH16S23D6V(G),-0.026514050411904796,0.0006832735992139766,0.7536633256411432,-0.037526901210225554,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
EPRA16DW / ETVH16S23D9W(G),-0.026514050411904796,0.0006832735992139766,0.7536633256411432,-0.037526901210225554,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
EPRA16DV / ETVX16S23D6V(G),-0.022721666413976827,0.002005371156507916,0.6941497575025194,-0.03511974759526352,0.013515576454156453,0.21916996744439485,0.12902574251303783,-0.07833742772645745,6.865008979301352,1.0
EPRA16DV / ETVX16S23D9W(G),-0.022721666413976827,0.002005371156507916,0.6941497575025194,-0.03511974759526352,0.013515576454156453,0.21916996744439485,0.12902574251303783,-0.07833742772645745,6.865008979301352,1.0
EPRA16DW / ETVX16S23D6V(G),-0.026514050411904796,0.0006832735992139766,0.7536633256411432,-0.037526901210225554,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
EPRA16DW / ETVX16S23D9W(G),-0.026514050411904796,0.0006832735992139766,0.7536633256411432,-0.037526901210225554,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
EPRA16DV / ETVZ16S23D6V(G),-0.022721666413976827,0.002005371156507916,0.6941497575025194,-0.03511974759526352,0.013515576454156453,0.21916996744439485,0.12902574251303783,-0.07833742772645745,6.865008979301352,1.0
EPRA16DV / ETVZ16S23D9W(G),-0.022721666413976827,0.002005371156507916,0.6941497575025194,-0.03511974759526352,0.013515576454156453,0.21916996744439485,0.12902574251303783,-0.07833742772645745,6.865008979301352,1.0
EPRA16DW / ETVZ16S23D6V(G),-0.026514050411904796,0.0006832735992139766,0.7536633256411432,-0.037526901210225554,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
EPRA16DW / ETVZ16S23D9W(G),-0.026514050411904796,0.0006832735992139766,0.7536633256411432,-0.037526901210225554,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
EPRA16DV / ETSH16P30D,-0.022721666413976827,0.002005371156507916,0.6941497575025194,-0.03511974759526352,0.013515576454156453,0.21916996744439485,0.12902574251303783,-0.07833742772645745,6.865008979301352,1.0
EPRA16DV / ETSHB16P30D,-0.022721666413976827,0.002005371156507916,0.6941497575025194,-0.03511974759526352,0.013515576454156453,0.21916996744439485,0.12902574251303783,-0.07833742772645745,6.865008979301352,1.0
EPRA16DW / ETSH16P30D,-0.026514050411904796,0.0006832735992139766,0.7536633256411432,-0.037526901210225554,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
EPRA16DW / ETSHB16P30D,-0.026514050411904796,0.0006832735992139766,0.7536633256411432,-0.037526901210225554,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
EPRA16DV / ETSX16P30D,-0.022721666413976827,0.002005371156507916,0.6941497575025194,-0.03511974759526352,0.013515576454156453,0.21916996744439485,0.12902574251303783,-0.07833742772645745,6.865008979301352,1.0
EPRA16DV / ETSXB16P30D,-0.022721666413976827,0.002005371156507916,0.6941497575025194,-0.03511974759526352,0.013515576454156453,0.21916996744439485,0.12902574251303783,-0.07833742772645745,6.865008979301352,1.0
EPRA16DW / ETSX16P30D,-0.026514050411904796,0.0006832735992139766,0.7536633256411432,-0.037526901210225554,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
EPRA16DW / ETSXB16P30D,-0.026514050411904796,0.0006832735992139766,0.7536633256411432,-0.037526901210225554,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
EPRA16DV / ETSH16P50D,-0.022721666413976827,0.002005371156507916,0.6941497575025194,-0.03511974759526352,0.013515576454156453,0.21916996744439485,0.12902574251303783,-0.07833742772645745,6.865008979301352,1.0
EPRA16DV / ETSHB16P50D,-0.022721666413976827,0.002005371156507916,0.6941497575025194,-0.03511974759526352,0.013515576454156453,0.21916996744439485,0.12902574251303783,-0.07833742772645745,6.865008979301352,1.0
EPRA16DW / ETSH16P50D,-0.026514050411904796,0.0006832735992139766,0.7536633256411432,-0.037526901210225554,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
EPRA16DW / ETSHB16P50D,-0.026514050411904796,0.0006832735992139766,0.7536633256411432,-0.037526901210225554,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
EPRA16DV / ETSX16P50D,-0.022721666413976827,0.002005371156507916,0.6941497575025194,-0.03511974759526352,0.013515576454156453,0.21916996744439485,0.12902574251303783,-0.07833742772645745,6.865008979301352,1.0
EPRA16DV / ETSXB16P50D,-0.022721666413976827,0.002005371156507916,0.6941497575025194,-0.03511974759526352,0.013515576454156453,0.21916996744439485,0.12902574251303783,-0.07833742772645745,6.865008979301352,1.0
EPRA16DW / ETSX16P50D,-0.026514050411904796,0.0006832735992139766,0.7536633256411432,-0.037526901210225554,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
EPRA16DW / ETSXB16P50D,-0.026514050411904796,0.0006832735992139766,0.7536633256411432,-0.037526901210225554,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
EPRA18DV / ETBH16D6V,-0.022721666413976827,0.002005371156507916,0.6941497575025194,-0.03511974759526352,0.013515576454156453,0.21916996744439485,0.12902574251303783,-0.07833742772645745,6.865008979301352,1.0
EPRA18DV / ETBH16D9W,-0.022721666413976827,0.002005371156507916,0.6941497575025194,-0.03511974759526352,0.013515576454156453,0.21916996744439485,0.12902574251303783,-0.07833742772645745,6.865008979301352,1.0
EPRA18DW / ETBH16D6V,-0.026514050411904796,0.0006832735992139766,0.7536633256411432,-0.037526901210225554,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
EPRA18DW / ETBH16D9W,-0.026514050411904796,0.0006832735992139766,0.7536633256411432,-0.037526901210225554,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
EPRA18DV / ETBX16D6V,-0.022721666413976827,0.002005371156507916,0.6941497575025194,-0.03511974759526352,0.013515576454156453,0.21916996744439485,0.12902574251303783,-0.07833742772645745,6.865008979301352,1.0
EPRA18DV / ETBX16D9W,-0.022721666413976827,0.002005371156507916,0.6941497575025194,-0.03511974759526352,0.013515576454156453,0.21916996744439485,0.12902574251303783,-0.07833742772645745,6.865008979301352,1.0
EPRA18DW / ETBX16D6V,-0.026514050411904796,0.0006832735992139766,0.7536633256411432,-0.037526901210225554,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
EPRA18DW / ETBX16D9W,-0.026514050411904796,0.0006832735992139766,0.7536633256411432,-0.037526901210225554,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
EPRA18DV / ETVH16S18D6V(G),-0.022721666413976827,0.002005371156507916,0.6941497575025194,-0.03511974759526352,0.013515576454156453,0.21916996744439485,0.12902574251303783,-0.07833742772645745,6.865008979301352,1.0
EPRA18DV / ETVH16S18D9W(G),-0.022721666413976827,0.002005371156507916,0.6941497575025194,-0.03511974759526352,0.013515576454156453,0.21916996744439485,0.12902574251303783,-0.07833742772645745,6.865008979301352,1.0
EPRA18DW / ETVH16S18D6V(G),-0.026514050411904796,0.0006832735992139766,0.7536633256411432,-0.037526901210225554,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
EPRA18DW / ETVH16S18D9W(G),-0.026514050411904796,0.0006832735992139766,0.7536633256411432,-0.037526901210225554,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
EPRA18DV / ETVX16S18D6V(G),-0.022721666413976827,0.002005371156507916,0.6941497575025194,-0.03511974759526352,0.013515576454156453,0.21916996744439485,0.12902574251303783,-0.07833742772645745,6.865008979301352,1.0
EPRA18DV / ETVX16S18D9W(G),-0.022721666413976827,0.002005371156507916,0.6941497575025194,-0.03511974759526352,0.013515576454156453,0.21916996744439485,0.12902574251303783,-0.07833742772645745,6.865008979301352,1.0
EPRA18DW / ETVX16S18D6V(G),-0.026514050411904796,0.0006832735992139766,0.7536633256411432,-0.037526901210225554,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
EPRA18DW / ETVX16S18D9W(G),-0.026514050411904796,0.0006832735992139766,0.7536633256411432,-0.037526901210225554,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
EPRA18DV / ETVZ16S18D6V(G),-0.022721666413976827,0.002005371156507916,0.6941497575025194,-0.03511974759526352,0.013515576454156453,0.21916996744439485,0.12902574251303783,-0.07833742772645745,6.865008979301352,1.0
EPRA18DV / ETVZ16S18D9W(G),-0.022721666413976827,0.002005371156507916,0.6941497575025194,-0.03511974759526352,0.013515576454156453,0.21916996744439485,0.12902574251303783,-0.07833742772645745,6.865008979301352,1.0
EPRA18DW / ETVZ16S18D6V(G),-0.026514050411904796,0.0006832735992139766,0.7536633256411432,-0.037526901210225554,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
EPRA18DW / ETVZ16S18D9W(G),-0.026514050411904796,0.0006832735992139766,0.7536633256411432,-0.037526901210225554,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
EPRA18DV / ETVH16S23D6V(G),-0.022721666413976827,0.002005371156507916,0.6941497575025194,-0.03511974759526352,0.013515576454156453,0.21916996744439485,0.12902574251303783,-0.07833742772645745,6.865008979301352,1.0
EPRA18DV / ETVH16S23D9W(G),-0.022721666413976827,0.002005371156507916,0.6941497575025194,-0.03511974759526352,0.013515576454156453,0.21916996744439485,0.12902574251303783,-0.07833742772645745,6.865008979301352,1.0
EPRA18DW / ETVH16S23D6V(G),-0.026514050411904796,0.0006832735992139766,0.7536633256411432,-0.037526901210225554,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
EPRA18DW / ETVH16S23D9W(G),-0.026514050411904796,0.0006832735992139766,0.7536633256411432,-0.037526901210225554,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
EPRA18DV / ETVX16S23D6V(G),-0.022721666413976827,0.002005371156507916,0.6941497575025194,-0.03511974759526352,0.013515576454156453,0.21916996744439485,0.12902574251303783,-0.07833742772645745,6.865008979301352,1.0
EPRA18DV / ETVX16S23D9W(G),-0.022721666413976827,0.002005371156507916,0.6941497575025194,-0.03511974759526352,0.013515576454156453,0.21916996744439485,0.12902574251303783,-0.07833742772645745,6.865008979301352,1.0
EPRA18DW / ETVX16S23D6V(G),-0.026514050411904796,0.0006832735992139766,0.7536633256411432,-0.037526901210225554,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
EPRA18DW / ETVX16S23D9W(G),-0.026514050411904796,0.0006832735992139766,0.7536633256411432,-0.037526901210225554,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
EPRA18DV / ETVZ16S23D6V(G),-0.022721666413976827,0.002005371156507916,0.6941497575025194,-0.03511974759526352,0.013515576454156453,0.21916996744439485,0.12902574251303783,-0.07833742772645745,6.865008979301352,1.0
EPRA18DV / ETVZ16S23D9W(G),-0.022721666413976827,0.002005371156507916,0.6941497575025194,-0.03511974759526352,0.013515576454156453,0.21916996744439485,0.12902574251303783,-0.07833742772645745,6.865008979301352,1.0
EPRA18DW / ETVZ16S23D6V(G),-0.026514050411904796,0.0006832735992139766,0.7536633256411432,-0.037526901210225554,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
EPRA18DW / ETVZ16S23D9W(G),-0.026514050411904796,0.0006832735992139766,0.7536633256411432,-0.037526901210225554,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
EPRA18DV / ETSH16P30D,-0.022721666413976827,0.002005371156507916,0.6941497575025194,-0.03511974759526352,0.013515576454156453,0.21916996744439485,0.12902574251303783,-0.07833742772645745,6.865008979301352,1.0
EPRA18DV / ETSHB16P30D,-0.022721666413976827,0.002005371156507916,0.6941497575025194,-0.03511974759526352,0.013515576454156453,0.21916996744439485,0.12902574251303783,-0.07833742772645745,6.865008979301352,1.0
EPRA18DW / ETSH16P30D,-0.026514050411904796,0.0006832735992139766,0.7536633256411432,-0.037526901210225554,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
EPRA18DW / ETSHB16P30D,-0.026514050411904796,0.0006832735992139766,0.7536633256411432,-0.037526901210225554,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
EPRA18DV / ETSX16P30D,-0.022721666413976827,0.002005371156507916,0.6941497575025194,-0.03511974759526352,0.013515576454156453,0.21916996744439485,0.12902574251303783,-0.07833742772645745,6.865008979301352,1.0
EPRA18DV / ETSXB16P30D,-0.022721666413976827,0.002005371156507916,0.6941497575025194,-0.03511974759526352,0.013515576454156453,0.21916996744439485,0.12902574251303783,-0.07833742772645745,6.865008979301352,1.0
EPRA18DW / ETSX16P30D,-0.026514050411904796,0.0006832735992139766,0.7536633256411432,-0.037526901210225554,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
EPRA18DW / ETSXB16P30D,-0.026514050411904796,0.0006832735992139766,0.7536633256411432,-0.037526901210225554,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
EPRA18DV / ETSH16P50D,-0.022721666413976827,0.002005371156507916,0.6941497575025194,-0.03511974759526352,0.013515576454156453,0.21916996744439485,0.12902574251303783,-0.07833742772645745,6.865008979301352,1.0
EPRA18DV / ETSHB16P50D,-0.022721666413976827,0.002005371156507916,0.6941497575025194,-0.03511974759526352,0.013515576454156453,0.21916996744439485,0.12902574251303783,-0.07833742772645745,6.865008979301352,1.0
EPRA18DW / ETSH16P50D,-0.026514050411904796,0.0006832735992139766,0.7536633256411432,-0.037526901210225554,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
EPRA18DW / ETSHB16P50D,-0.026514050411904796,0.0006832735992139766,0.7536633256411432,-0.037526901210225554,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
EPRA18DV / ETSX16P50D,-0.022721666413976827,0.002005371156507916,0.6941497575025194,-0.03511974759526352,0.013515576454156453,0.21916996744439485,0.12902574251303783,-0.07833742772645745,6.865008979301352,1.0
EPRA18DV / ETSXB16P50D,-0.022721666413976827,0.002005371156507916,0.6941497575025194,-0.03511974759526352,0.013515576454156453,0.21916996744439485,0.12902574251303783,-0.07833742772645745,6.865008979301352,1.0
EPRA18DW / ETSX16P50D,-0.026514050411904796,0.0006832735992139766,0.7536633256411432,-0.037526901210225554,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
EPRA18DW / ETSXB16P50D,-0.026514050411904796,0.0006832735992139766,0.7536633256411432,-0.037526901210225554,0.012205762510627056,0.2529182000093573,0.13110713217229006,-0.07529046706318313,6.7654848426938905,1.0
EPGA11DV / EAVX16S18D6V(G),-0.0268309385173076,0.005646785002097009,0.5905216998480278,-0.03785444607577179,0.024089963871059075,-0.0911320076825378,0.1346924723161001,-0.09486023177289601,7.33564681408694,1.0
EPGA11DV / EAVX16S18D9W(G),-0.0268309385173076,0.005646785002097009,0.5905216998480278,-0.03785444607577179,0.024089963871059075,-0.0911320076825378,0.1346924723161001,-0.09486023177289601,7.33564681408694,1.0
EPGA11DV / EABX16D6V,-0.0268309385173076,0.005646785002097009,0.5905216998480278,-0.03785444607577179,0.024089963871059075,-0.0911320076825378,0.1346924723161001,-0.09486023177289601,7.33564681408694,1.0
EPGA11DV / EABX16D9W,-0.0268309385173076,0.005646785002097009,0.5905216998480278,-0.03785444607577179,0.024089963871059075,-0.0911320076825378,0.1346924723161001,-0.09486023177289601,7.33564681408694,1.0
EPGA11DV / EABH16D6V,-0.0268309385173076,0.005646785002097009,0.5905216998480278,-0.03785444607577179,0.024089963871059075,-0.0911320076825378,0.1346924723161001,-0.09486023177289601,7.33564681408694,1.0
EPGA11DV / EAVH16S18D6V(G),-0.0268309385173076,0.005646785002097009,0.5905216998480278,-0.03785444607577179,0.024089963871059075,-0.0911320076825378,0.1346924723161001,-0.09486023177289601,7.33564681408694,1.0
EPGA11DV / EAVZ16S18D6V,-0.0268309385173076,0.005646785002097009,0.5905216998480278,-0.03785444607577179,0.024089963871059075,-0.0911320076825378,0.1346924723161001,-0.09486023177289601,7.33564681408694,1.0
EPGA11DV / EAVZ16S18D9W,-0.0268309385173076,0.005646785002097009,0.5905216998480278,-0.03785444607577179,0.024089963871059075,-0.0911320076825378,0.1346924723161001,-0.09486023177289601,7.33564681408694,1.0
EPGA11DV / EAVH16S18D9W(G),-0.0268309385173076,0.005646785002097009,0.5905216998480278,-0.03785444607577179,0.024089963871059075,-0.0911320076825378,0.1346924723161001,-0.09486023177289601,7.33564681408694,1.0
EPGA11DV / EABH16D9W,-0.0268309385173076,0.005646785002097009,0.5905216998480278,-0.03785444607577179,0.024089963871059075,-0.0911320076825378,0.1346924723161001,-0.09486023177289601,7.33564681408694,1.0
EPGA11DV / EABH16D6V + cooling kit,-0.0268309385173076,0.005646785002097009,0.5905216998480278,-0.03785444607577179,0.024089963871059075,-0.0911320076825378,0.1346924723161001,-0.09486023177289601,7.33564681408694,1.0
