T_in,LW 101,LW 101A,LW 121,LW 121A,LW 140 (L),LW 140A,LWC 100,LWC 120,LWC 60,LWC 80,LWD 50A-HMD,LWD 50A-HTD,LWD 50A/RX-HMD,LWD 50A/SX-HMD,LWD 50A/SX-HTD S,LWD 70A-HMD,LWD 70A-HTD,LWD 70A/RX-HMD,LWD 70A/RX-HTD,LWD 70A/SX-HMD,LWD 70A/SX-HTD S,LWD 90A-HMD,LWD 90A-HTD,AEROTOP T20,AEROTOP T20R,AEROTOP T26,AEROTOP T26R,AEROTOP T32,AEROTOP T32R,AEROTOP T35,AEROTOP T35R,CTC EcoAir 406 1x230V,CTC EcoAir 406 3x400V,CTC EcoAir 408 1x230V,CTC EcoAir 408 3x400V,CTC EcoAir 410 1x230V,CTC EcoAir 410 3x400V,CTC EcoAir 415 1x230V,CTC EcoAir 415 3x400V,CTC EcoAir 420 3x400V,F370 1x230,F370 3x400,F470 1x230,F470 3x400
13,1.496940484748659,1.496940484748659,1.5367463819445637,1.5367463819445637,1.4636823808450747,1.4636823808450747,1.5064693255836785,1.4623341164251087,1.513968038214735,1.4648679198842036,1.5543078243844757,1.5543078243844757,1.4762117180201604,1.305773997431226,1.305773997431226,1.5327618953736029,1.5327618953736029,1.4240232752380697,1.4240232752380697,1.3005078134964931,1.3005078134964931,1.4636315723339013,1.4636315723339013,1.367423289942213,1.367423289942213,1.4569103950940296,1.4569103950940296,1.5792673171316245,1.5792673171316245,1.6440962665984613,1.6440962665984613,1.7582499560871319,1.7582499560871319,1.6868346160438328,1.6868346160438328,1.6447274281351527,1.6447274281351527,1.5978306392685804,1.5978306392685804,1.6359402023041447,1.4205070344934325,1.4205070344934325,1.4205070344934325,1.4205070344934325
14,1.4980290480968943,1.4980290480968943,1.538066804578931,1.538066804578931,1.4609292397189646,1.4609292397189646,1.5096629192485334,1.4625857757869523,1.516972072292265,1.4645101904211475,1.5559118542239263,1.5559118542239263,1.481732394353204,1.3064032409941913,1.3064032409941913,1.5352926297911604,1.5352926297911604,1.4270216637046391,1.4270216637046391,1.3032970296697854,1.3032970296697854,1.4657306143557096,1.4657306143557096,1.3731118024988298,1.3731118024988298,1.4586430940042496,1.4586430940042496,1.5830760869262603,1.5830760869262603,1.6527559690468447,1.6527559690468447,1.7708592316252465,1.7708592316252465,1.6968247245091004,1.6968247245091004,1.654230310156855,1.654230310156855,1.6085955841958626,1.6085955841958626,1.648523375734456,1.427476236438797,1.427476236438797,1.427476236438797,1.427476236438797
15,1.4991176114451297,1.4991176114451297,1.5393872272132982,1.5393872272132982,1.4581760985928545,1.4581760985928545,1.512856512913388,1.462837435148796,1.519976106369795,1.4641524609580914,1.557515884063377,1.557515884063377,1.487253070686247,1.3070324845571566,1.3070324845571566,1.537823364208718,1.537823364208718,1.4300200521712088,1.4300200521712088,1.306086245843078,1.306086245843078,1.4678296563775182,1.4678296563775182,1.378800315055447,1.378800315055447,1.4603757929144696,1.4603757929144696,1.5868848567208962,1.5868848567208962,1.6614156714952282,1.6614156714952282,1.7834685071633614,1.7834685071633614,1.7068148329743682,1.7068148329743682,1.6637331921785572,1.6637331921785572,1.6193605291231443,1.6193605291231443,1.6611065491647672,1.4344454383841616,1.4344454383841616,1.4344454383841616,1.4344454383841616
16,1.5002061747933646,1.5002061747933646,1.5407076498476653,1.5407076498476653,1.4554229574667443,1.4554229574667443,1.5160501065782428,1.4630890945106398,1.5229801404473249,1.463794731495035,1.5591199139028276,1.5591199139028276,1.4927737470192906,1.307661728120122,1.307661728120122,1.5403540986262756,1.5403540986262756,1.4330184406377784,1.4330184406377784,1.3088754620163703,1.3088754620163703,1.4699286983993263,1.4699286983993263,1.3844888276120642,1.3844888276120642,1.4621084918246896,1.4621084918246896,1.590693626515532,1.590693626515532,1.6700753739436116,1.6700753739436116,1.7960777827014762,1.7960777827014762,1.7168049414396358,1.7168049414396358,1.6732360742002594,1.6732360742002594,1.6301254740504265,1.6301254740504265,1.6736897225950784,1.4414146403295263,1.4414146403295263,1.4414146403295263,1.4414146403295263
17,1.5012947381416,1.5012947381416,1.5420280724820326,1.5420280724820326,1.452669816340634,1.452669816340634,1.5192437002430976,1.4633407538724836,1.5259841745248548,1.463437002031979,1.5607239437422782,1.5607239437422782,1.498294423352334,1.3082909716830873,1.3082909716830873,1.5428848330438332,1.5428848330438332,1.436016829104348,1.436016829104348,1.3116646781896626,1.3116646781896626,1.4720277404211348,1.4720277404211348,1.3901773401686812,1.3901773401686812,1.4638411907349094,1.4638411907349094,1.5945023963101679,1.5945023963101679,1.678735076391995,1.678735076391995,1.8086870582395909,1.8086870582395909,1.7267950499049036,1.7267950499049036,1.6827389562219617,1.6827389562219617,1.6408904189777083,1.6408904189777083,1.6862728960253897,1.4483838422748907,1.4483838422748907,1.4483838422748907,1.4483838422748907
18,1.5023833014898353,1.5023833014898353,1.5433484951163998,1.5433484951163998,1.4499166752145238,1.4499166752145238,1.5224372939079525,1.4635924132343274,1.5289882086023847,1.4630792725689228,1.5623279735817288,1.5623279735817288,1.5038150996853772,1.3089202152460526,1.3089202152460526,1.5454155674613907,1.5454155674613907,1.4390152175709177,1.4390152175709177,1.3144538943629551,1.3144538943629551,1.4741267824429432,1.4741267824429432,1.3958658527252985,1.3958658527252985,1.4655738896451294,1.4655738896451294,1.5983111661048035,1.5983111661048035,1.6873947788403785,1.6873947788403785,1.8212963337777057,1.8212963337777057,1.7367851583701712,1.7367851583701712,1.692241838243664,1.692241838243664,1.6516553639049905,1.6516553639049905,1.698856069455701,1.4553530442202554,1.4553530442202554,1.4553530442202554,1.4553530442202554
19,1.5034718648380707,1.5034718648380707,1.5446689177507669,1.5446689177507669,1.4471635340884137,1.4471635340884137,1.525630887572807,1.463844072596171,1.5319922426799146,1.4627215431058664,1.5639320034211794,1.5639320034211794,1.5093357760184207,1.309549458809018,1.309549458809018,1.5479463018789483,1.5479463018789483,1.442013606037487,1.442013606037487,1.3172431105362474,1.3172431105362474,1.4762258244647515,1.4762258244647515,1.4015543652819153,1.4015543652819153,1.4673065885553493,1.4673065885553493,1.6021199358994394,1.6021199358994394,1.696054481288762,1.696054481288762,1.8339056093158206,1.8339056093158206,1.746775266835439,1.746775266835439,1.7017447202653666,1.7017447202653666,1.6624203088322727,1.6624203088322727,1.7114392428860121,1.4623222461656198,1.4623222461656198,1.4623222461656198,1.4623222461656198
20,1.504560428186306,1.504560428186306,1.5459893403851341,1.5459893403851341,1.4444103929623036,1.4444103929623036,1.528824481237662,1.4640957319580148,1.5349962767574448,1.4623638136428103,1.56553603326063,1.56553603326063,1.5148564523514643,1.3101787023719833,1.3101787023719833,1.550477036296506,1.550477036296506,1.445011994504057,1.445011994504057,1.3200323267095397,1.3200323267095397,1.47832486648656,1.47832486648656,1.4072428778385326,1.4072428778385326,1.4690392874655693,1.4690392874655693,1.6059287056940752,1.6059287056940752,1.7047141837371453,1.7047141837371453,1.8465148848539354,1.8465148848539354,1.7567653753007066,1.7567653753007066,1.7112476022870688,1.7112476022870688,1.6731852537595544,1.6731852537595544,1.7240224163163234,1.4692914481109844,1.4692914481109844,1.4692914481109844,1.4692914481109844
21,1.5056489915345415,1.5056489915345415,1.5473097630195014,1.5473097630195014,1.4416572518361934,1.4416572518361934,1.5320180749025167,1.4643473913198586,1.5380003108349747,1.4620060841797542,1.5671400631000807,1.5671400631000807,1.5203771286845074,1.3108079459349486,1.3108079459349486,1.5530077707140635,1.5530077707140635,1.4480103829706263,1.4480103829706263,1.3228215428828323,1.3228215428828323,1.4804239085083681,1.4804239085083681,1.4129313903951497,1.4129313903951497,1.4707719863757893,1.4707719863757893,1.609737475488711,1.609737475488711,1.7133738861855288,1.7133738861855288,1.8591241603920503,1.8591241603920503,1.7667554837659745,1.7667554837659745,1.720750484308771,1.720750484308771,1.6839501986868366,1.6839501986868366,1.7366055897466346,1.476260650056349,1.476260650056349,1.476260650056349,1.476260650056349
22,1.5067375548827764,1.5067375548827764,1.5486301856538685,1.5486301856538685,1.4389041107100833,1.4389041107100833,1.5352116685673716,1.4645990506817024,1.5410043449125046,1.4616483547166979,1.5687440929395313,1.5687440929395313,1.525897805017551,1.311437189497914,1.311437189497914,1.555538505131621,1.555538505131621,1.4510087714371962,1.4510087714371962,1.3256107590561248,1.3256107590561248,1.4825229505301767,1.4825229505301767,1.4186199029517668,1.4186199029517668,1.4725046852860093,1.4725046852860093,1.613546245283347,1.613546245283347,1.7220335886339122,1.7220335886339122,1.871733435930165,1.871733435930165,1.776745592231242,1.776745592231242,1.7302533663304733,1.7302533663304733,1.6947151436141188,1.6947151436141188,1.7491887631769458,1.4832298520017135,1.4832298520017135,1.4832298520017135,1.4832298520017135
23,1.5078261182310118,1.5078261182310118,1.5499506082882357,1.5499506082882357,1.4361509695839731,1.4361509695839731,1.5384052622322262,1.4648507100435462,1.5440083789900345,1.4612906252536417,1.570348122778982,1.570348122778982,1.5314184813505944,1.3120664330608793,1.3120664330608793,1.5580692395491786,1.5580692395491786,1.4540071599037656,1.4540071599037656,1.328399975229417,1.328399975229417,1.484621992551985,1.484621992551985,1.424308415508384,1.424308415508384,1.474237384196229,1.474237384196229,1.6173550150779827,1.6173550150779827,1.7306932910822956,1.7306932910822956,1.8843427114682798,1.8843427114682798,1.7867357006965099,1.7867357006965099,1.7397562483521756,1.7397562483521756,1.7054800885414005,1.7054800885414005,1.761771936607257,1.4901990539470782,1.4901990539470782,1.4901990539470782,1.4901990539470782
24,1.5089146815792471,1.5089146815792471,1.551271030922603,1.551271030922603,1.4333978284578628,1.4333978284578628,1.541598855897081,1.4651023694053897,1.5470124130675644,1.4609328957905856,1.5719521526184326,1.5719521526184326,1.5369391576836375,1.3126956766238447,1.3126956766238447,1.5605999739667362,1.5605999739667362,1.4570055483703352,1.4570055483703352,1.3311891914027094,1.3311891914027094,1.4867210345737933,1.4867210345737933,1.4299969280650011,1.4299969280650011,1.475970083106449,1.475970083106449,1.6211637848726186,1.6211637848726186,1.739352993530679,1.739352993530679,1.8969519870063944,1.8969519870063944,1.7967258091617775,1.7967258091617775,1.7492591303738778,1.7492591303738778,1.7162450334686827,1.7162450334686827,1.7743551100375683,1.4971682558924426,1.4971682558924426,1.4971682558924426,1.4971682558924426
25,1.5100032449274825,1.5100032449274825,1.55259145355697,1.55259145355697,1.4306446873317527,1.4306446873317527,1.5447924495619358,1.4653540287672335,1.5500164471450946,1.4605751663275295,1.5735561824578832,1.5735561824578832,1.542459834016681,1.31332492018681,1.31332492018681,1.5631307083842938,1.5631307083842938,1.4600039368369049,1.4600039368369049,1.333978407576002,1.333978407576002,1.488820076595602,1.488820076595602,1.4356854406216182,1.4356854406216182,1.477702782016669,1.477702782016669,1.6249725546672544,1.6249725546672544,1.7480126959790625,1.7480126959790625,1.9095612625445093,1.9095612625445093,1.8067159176270453,1.8067159176270453,1.75876201239558,1.75876201239558,1.727009978395965,1.727009978395965,1.7869382834678795,1.5041374578378073,1.5041374578378073,1.5041374578378073,1.5041374578378073
26,1.5110918082757179,1.5110918082757179,1.5539118761913373,1.5539118761913373,1.4278915462056425,1.4278915462056425,1.5479860432267907,1.4656056881290773,1.5530204812226245,1.4602174368644731,1.5751602122973338,1.5751602122973338,1.5479805103497246,1.3139541637497754,1.3139541637497754,1.5656614428018516,1.5656614428018516,1.4630023253034745,1.4630023253034745,1.3367676237492943,1.3367676237492943,1.49091911861741,1.49091911861741,1.4413739531782352,1.4413739531782352,1.479435480926889,1.479435480926889,1.62878132446189,1.62878132446189,1.756672398427446,1.756672398427446,1.9221705380826242,1.9221705380826242,1.816706026092313,1.816706026092313,1.7682648944172823,1.7682648944172823,1.7377749233232467,1.7377749233232467,1.7995214568981908,1.511106659783172,1.511106659783172,1.511106659783172,1.511106659783172
27,1.5121803716239532,1.5121803716239532,1.5552322988257044,1.5552322988257044,1.4251384050795324,1.4251384050795324,1.5511796368916453,1.4658573474909211,1.5560245153001544,1.459859707401417,1.5767642421367845,1.5767642421367845,1.5535011866827677,1.3145834073127407,1.3145834073127407,1.5681921772194092,1.5681921772194092,1.4660007137700442,1.4660007137700442,1.3395568399225866,1.3395568399225866,1.4930181606392186,1.4930181606392186,1.4470624657348523,1.4470624657348523,1.481168179837109,1.481168179837109,1.632590094256526,1.632590094256526,1.7653321008758294,1.7653321008758294,1.934779813620739,1.934779813620739,1.8266961345575807,1.8266961345575807,1.7777677764389845,1.7777677764389845,1.7485398682505289,1.7485398682505289,1.812104630328502,1.5180758617285364,1.5180758617285364,1.5180758617285364,1.5180758617285364
28,1.5132689349721882,1.5132689349721882,1.5565527214600716,1.5565527214600716,1.4223852639534222,1.4223852639534222,1.5543732305565001,1.466109006852765,1.5590285493776843,1.459501977938361,1.578368271976235,1.578368271976235,1.5590218630158112,1.315212650875706,1.315212650875706,1.5707229116369668,1.5707229116369668,1.4689991022366138,1.4689991022366138,1.342346056095879,1.342346056095879,1.4951172026610269,1.4951172026610269,1.4527509782914696,1.4527509782914696,1.482900878747329,1.482900878747329,1.6363988640511618,1.6363988640511618,1.773991803324213,1.773991803324213,1.947389089158854,1.947389089158854,1.8366862430228483,1.8366862430228483,1.7872706584606868,1.7872706584606868,1.759304813177811,1.759304813177811,1.8246878037588132,1.525045063673901,1.525045063673901,1.525045063673901,1.525045063673901
29,1.5143574983204235,1.5143574983204235,1.5578731440944389,1.5578731440944389,1.419632122827312,1.419632122827312,1.557566824221355,1.4663606662146087,1.5620325834552142,1.4591442484753046,1.5799723018156857,1.5799723018156857,1.5645425393488548,1.3158418944386714,1.3158418944386714,1.5732536460545243,1.5732536460545243,1.4719974907031834,1.4719974907031834,1.3451352722691716,1.3451352722691716,1.4972162446828352,1.4972162446828352,1.4584394908480867,1.4584394908480867,1.484633577657549,1.484633577657549,1.6402076338457976,1.6402076338457976,1.7826515057725962,1.7826515057725962,1.9599983646969685,1.9599983646969685,1.8466763514881162,1.8466763514881162,1.796773540482389,1.796773540482389,1.7700697581050928,1.7700697581050928,1.8372709771891245,1.5320142656192655,1.5320142656192655,1.5320142656192655,1.5320142656192655
30,1.515446061668659,1.515446061668659,1.559193566728806,1.559193566728806,1.4168789817012017,1.4168789817012017,1.5607604178862098,1.4666123255764523,1.5650366175327441,1.4587865190122484,1.5815763316551363,1.5815763316551363,1.5700632156818979,1.3164711380016367,1.3164711380016367,1.575784380472082,1.575784380472082,1.4749958791697528,1.4749958791697528,1.347924488442464,1.347924488442464,1.4993152867046438,1.4993152867046438,1.4641280034047037,1.4641280034047037,1.4863662765677688,1.4863662765677688,1.6440164036404334,1.6440164036404334,1.79131120822098,1.79131120822098,1.9726076402350834,1.9726076402350834,1.8566664599533838,1.8566664599533838,1.8062764225040913,1.8062764225040913,1.780834703032375,1.780834703032375,1.8498541506194357,1.5389834675646301,1.5389834675646301,1.5389834675646301,1.5389834675646301
